player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Kevin Agudelo,COL,"MF,FW",Spezia,Serie A,22,23,1237,3,1,2021-2022,True,0.291
Nayef Aguerd,MAR,DF,Rennes,Ligue 1,25,31,2735,2,2,2021-2022,True,0.1316
Sergio Agüero,ARG,FW,Barcelona,La Liga,33,4,151,1,0,2021-2022,False,0.596
Ruben Aguilar,FRA,DF,Monaco,Ligue 1,28,28,2140,0,2,2021-2022,True,0.0841
Álvaro Aguirre,ESP,FW,Rayo Vallecano,La Liga,21,1,9,0,0,2021-2022,False,0.0
Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,19,3,61,0,0,2021-2022,False,0.0
Anel Ahmedhodžić,BIH,DF,Bordeaux,Ligue 1,22,15,1350,0,1,2021-2022,True,0.0667
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,27,25,1004,1,1,2021-2022,True,0.1793
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,25,32,2637,0,0,2021-2022,False,0.0
Ola Aina,NGA,MF,Torino,Serie A,24,21,1437,0,0,2021-2022,False,0.0
Rayan Aït-Nouri,ALG,MF,Wolves,Premier League,20,23,1828,1,2,2021-2022,True,0.1477
Kristoffer Ajer,NOR,DF,Brentford,Premier League,23,24,1995,1,3,2021-2022,True,0.1805
Ludovic Ajorque,FRA,FW,Strasbourg,Ligue 1,27,36,2738,12,8,2021-2022,True,0.6574
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,26,26,2261,1,0,2021-2022,False,0.0398
Carlos Akapo,EQG,DF,Cádiz,La Liga,28,25,1844,0,0,2021-2022,False,0.0
Marley Aké,FRA,"FW,MF",Juventus,Serie A,20,4,77,0,0,2021-2022,False,0.0
Nathan Aké,NED,DF,Manchester City,Premier League,26,14,923,2,0,2021-2022,False,0.195
Ilias Akhomach,MAR,FW,Barcelona,La Liga,17,2,124,0,0,2021-2022,False,0.0
Maghnes Akliouche,FRA,MF,Monaco,Ligue 1,19,7,54,0,0,2021-2022,False,0.0
Paul Akouokou,CIV,MF,Real Betis,La Liga,23,8,516,0,0,2021-2022,False,0.0
Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,Serie A,28,10,315,0,0,2021-2022,False,0.0
Kevin Akpoguma,NGA,"DF,MF",Hoffenheim,Bundesliga,26,26,1527,2,2,2021-2022,True,0.2358
David Alaba,AUT,DF,Real Madrid,La Liga,29,30,2642,2,3,2021-2022,True,0.1703
Sofiane Alakouch,MAR,"DF,MF",Metz,Ligue 1,23,4,158,0,0,2021-2022,False,0.0
Tomás Alarcón,CHI,MF,Cádiz,La Liga,22,23,1425,0,1,2021-2022,True,0.0632
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,28,27,655,6,0,2021-2022,False,0.8244
Jordi Alba,ESP,DF,Barcelona,La Liga,32,30,2644,2,10,2021-2022,True,0.4085
Josué Albert,GUF,DF,Clermont Foot,Ligue 1,29,2,22,0,0,2021-2022,False,0.0
Luis Alberto,ESP,MF,Lazio,Serie A,28,34,2353,5,9,2021-2022,True,0.5355
Raúl Albiol,ESP,DF,Villarreal,La Liga,35,28,2465,0,0,2021-2022,False,0.0
Marc Albrighton,ENG,"MF,FW",Leicester City,Premier League,31,17,1132,1,2,2021-2022,True,0.2385
Paco Alcácer,ESP,FW,Villarreal,La Liga,27,18,787,1,3,2021-2022,True,0.4574
Thiago Alcántara,ESP,MF,Liverpool,Premier League,30,25,1534,1,4,2021-2022,True,0.2934
Rubén Alcaraz,ESP,MF,Cádiz,La Liga,30,14,1105,2,0,2021-2022,False,0.1629
Omar Alderete,PAR,DF,Valencia,La Liga,24,29,2403,2,0,2021-2022,False,0.0749
Iván Alejo,ESP,MF,Cádiz,La Liga,26,20,1065,2,2,2021-2022,True,0.338
Doğan Alemdar,TUR,GK,Rennes,Ligue 1,18,12,1080,0,0,2021-2022,False,0.0
Carles Aleñá,ESP,MF,Getafe,La Liga,23,33,2320,1,2,2021-2022,True,0.1164
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,22,32,2853,2,12,2021-2022,True,0.4416
Mohamed Ali Cho,FRA,FW,Angers,Ligue 1,17,32,1837,4,1,2021-2022,True,0.245
Alisson,BRA,GK,Liverpool,Premier League,28,36,3240,0,1,2021-2022,True,0.0278
Allan,BRA,MF,Everton,Premier League,30,28,2183,0,2,2021-2022,True,0.0825
Jim Allevinah,GAB,"MF,FW",Clermont Foot,Ligue 1,26,30,1488,1,2,2021-2022,True,0.1815
Dele Alli,ENG,MF,Tottenham Hotspur,Premier League,25,10,657,1,0,2021-2022,False,0.137
Dele Alli,ENG,MF,Everton,Premier League,25,11,338,0,0,2021-2022,False,0.0
Miguel Almirón,PAR,"MF,FW",Newcastle United,Premier League,27,30,1716,1,0,2021-2022,False,0.0524
Marcos Alonso,ESP,MF,Chelsea,Premier League,30,28,2167,4,4,2021-2022,True,0.3323
Giorgio Altare,ITA,DF,Cagliari,Serie A,22,19,1466,1,0,2021-2022,False,0.0614
Hugo Álvarez,ESP,"DF,MF",Celta Vigo,La Liga,18,1,11,0,0,2021-2022,False,0.0
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,26,22,1860,0,0,2021-2022,False,0.0
Dani Alves,BRA,DF,Barcelona,La Liga,38,14,1098,1,3,2021-2022,True,0.3279
Steven Alzate,COL,MF,Brighton,Premier League,22,9,404,0,0,2021-2022,False,0.0
Ibrahim Amadou,FRA,"DF,MF",Metz,Ligue 1,28,10,812,1,0,2021-2022,False,0.1108
Emmanuel Amankwaa Akurugu,GHA,MF,Getafe,La Liga,19,3,79,0,1,2021-2022,True,1.1392
Daniel Amartey,GHA,DF,Leicester City,Premier League,26,28,2123,0,0,2021-2022,False,0.0
Amath,SEN,"MF,FW",Mallorca,La Liga,25,19,884,0,1,2021-2022,True,0.1018
Jordan Amavi,FRA,DF,Nice,Ligue 1,27,8,413,0,0,2021-2022,False,0.0
Jordan Amavi,FRA,"MF,DF",Marseille,Ligue 1,27,2,128,0,0,2021-2022,False,0.0
Wisdom Amey,ITA,DF,Bologna,Serie A,15,1,71,0,0,2021-2022,False,0.0
Kelvin Amian,FRA,DF,Spezia,Serie A,23,32,2646,1,1,2021-2022,True,0.068
Nadiem Amiri,GER,MF,Genoa,Serie A,24,13,683,0,1,2021-2022,True,0.1318
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,24,13,369,1,0,2021-2022,False,0.2439
Ethan Ampadu,WAL,"MF,DF",Venezia,Serie A,20,29,2282,0,3,2021-2022,True,0.1183
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,24,23,944,1,0,2021-2022,False,0.0953
Joachim Andersen,DEN,DF,Crystal Palace,Premier League,25,34,2916,0,3,2021-2022,True,0.0926
Felipe Anderson,BRA,FW,Lazio,Serie A,28,38,2888,6,8,2021-2022,True,0.4363
Sebastian Andersson,SWE,FW,Köln,Bundesliga,30,26,1257,3,1,2021-2022,True,0.2864
Florin Andone,ROU,FW,Cádiz,La Liga,28,5,176,0,0,2021-2022,False,0.0
Andrés Andrade Cedeño,PAN,DF,Arminia,Bundesliga,22,17,1046,0,0,2021-2022,False,0.0
Benjamin André,FRA,MF,Lille,Ligue 1,30,33,2752,2,1,2021-2022,True,0.0981
Fredrik André Bjørkan,NOR,DF,Hertha BSC,Bundesliga,22,9,353,0,0,2021-2022,False,0.0
Marcos André,BRA,"FW,MF",Valencia,La Liga,24,29,973,1,3,2021-2022,True,0.37
Robert Andrich,GER,MF,Leverkusen,Bundesliga,26,26,1817,4,2,2021-2022,True,0.2972
José Ángel,ESP,DF,Osasuna,La Liga,31,23,1083,1,1,2021-2022,True,0.1662
Angeliño,ESP,"MF,DF",RB Leipzig,Bundesliga,24,29,2298,2,5,2021-2022,True,0.2742
Ebenezer Annan,GHA,DF,Bologna,Serie A,18,1,25,0,0,2021-2022,False,0.0
Cristian Ansaldi,ARG,MF,Torino,Serie A,34,19,691,0,3,2021-2022,True,0.3907
Janis Antiste,FRA,"FW,MF",Spezia,Serie A,18,18,796,1,0,2021-2022,False,0.1131
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,25,29,2595,2,1,2021-2022,True,0.104
Josep Antoni Gayá,ESP,DF,Mallorca,La Liga,21,1,58,0,0,2021-2022,False,0.0
Michail Antonio,JAM,FW,West Ham United,Premier League,31,36,2971,10,8,2021-2022,True,0.5453
Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,Bundesliga,27,25,1130,1,1,2021-2022,True,0.1593
Houssem Aouar,ALG,MF,Lyon,Ligue 1,23,36,2504,6,4,2021-2022,True,0.3594
Adil Aouchiche,ALG,MF,Saint-Étienne,Ligue 1,19,35,1081,0,4,2021-2022,True,0.333
Dennis Appiah,FRA,DF,Nantes,Ligue 1,29,32,2099,0,0,2021-2022,False,0.0
Mauro Arambarri,URU,MF,Getafe,La Liga,25,31,2663,0,5,2021-2022,True,0.169
Mattia Aramu,ITA,"MF,FW",Venezia,Serie A,26,32,2100,7,5,2021-2022,True,0.5143
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,32,26,1578,1,4,2021-2022,True,0.2852
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,29,34,2617,0,0,2021-2022,False,0.0
Ronald Araújo,URU,DF,Barcelona,La Liga,22,30,2272,4,0,2021-2022,False,0.1585
Cameron Archer,ENG,"FW,MF",Aston Villa,Premier League,20,3,27,0,0,2021-2022,False,0.0
Alphonse Areola,FRA,GK,West Ham United,Premier League,28,1,90,0,0,2021-2022,False,0.0
Jesús Areso,ESP,DF,Osasuna,La Liga,22,3,188,0,0,2021-2022,False,0.0
Matias Arezo,URU,FW,Granada,La Liga,18,8,162,0,0,2021-2022,False,0.0
Santiago Arias,COL,DF,Granada,La Liga,29,12,440,1,0,2021-2022,False,0.2045
Adam Armstrong,ENG,FW,Southampton,Premier League,24,23,1413,2,2,2021-2022,True,0.2548
Stuart Armstrong,SCO,"MF,FW",Southampton,Premier League,29,25,1473,2,0,2021-2022,False,0.1222
Marko Arnautović,AUT,FW,Bologna,Serie A,32,33,2694,14,1,2021-2022,True,0.5011
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,27,34,2994,4,2,2021-2022,True,0.1804
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,26,4,360,0,0,2021-2022,False,0.0
Tolgay Arslan,GER,MF,Udinese,Serie A,30,30,1658,1,0,2021-2022,False,0.0543
Santiago Arzamendia,PAR,MF,Cádiz,La Liga,23,14,469,1,0,2021-2022,False,0.1919
Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,26,27,1608,3,4,2021-2022,True,0.3918
Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,24,28,2375,0,1,2021-2022,True,0.0379
Sergio Asenjo,ESP,GK,Villarreal,La Liga,32,6,540,0,0,2021-2022,False,0.0
Alejandro Asensio,ESP,FW,Rayo Vallecano,La Liga,20,2,12,0,0,2021-2022,False,0.0
Marco Asensio,ESP,"FW,MF",Real Madrid,La Liga,25,31,1731,10,0,2021-2022,False,0.5199
Harrison Ashby,SCO,"DF,MF",West Ham United,Premier League,19,1,7,0,0,2021-2022,False,0.0
Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,20,19,754,0,0,2021-2022,False,0.0
Fisnik Asllani,KVX,FW,Hoffenheim,Bundesliga,18,2,9,0,0,2021-2022,False,0.0
Kristjan Asllani,ALB,MF,Empoli,Serie A,19,23,1353,1,1,2021-2022,True,0.133
Iago Aspas,ESP,FW,Celta Vigo,La Liga,33,37,3087,18,5,2021-2022,True,0.6706
Lorenz Assignon,TOG,DF,Rennes,Ligue 1,21,20,616,0,2,2021-2022,True,0.2922
Simon Asta,GER,"MF,DF",Greuther Fürth,Bundesliga,20,13,783,0,0,2021-2022,False,0.0
Youcef Atal,ALG,DF,Nice,Ligue 1,25,17,1140,2,1,2021-2022,True,0.2368
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,32,14,1037,4,1,2021-2022,True,0.4339
Pierre-Emerick Aubameyang,GAB,FW,Barcelona,La Liga,32,17,1082,11,1,2021-2022,True,0.9982
Emil Audero,IDN,GK,Sampdoria,Serie A,24,29,2560,0,0,2021-2022,False,0.0
Tommaso Augello,ITA,DF,Sampdoria,Serie A,26,36,2395,1,1,2021-2022,True,0.0752
Jean-Kévin Augustin,FRA,FW,Nantes,Ligue 1,24,7,84,0,0,2021-2022,False,0.0
Ludwig Augustinsson,SWE,"DF,MF",Sevilla,La Liga,27,19,793,0,1,2021-2022,True,0.1135
Serge Aurier,CIV,DF,Villarreal,La Liga,28,19,1010,0,1,2021-2022,True,0.0891
Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,27,36,1870,6,1,2021-2022,True,0.3369
Taiwo Awoniyi,NGA,FW,Union Berlin,Bundesliga,23,31,2174,15,1,2021-2022,True,0.6624
Ramzi Aya,ITA,DF,Salernitana,Serie A,30,2,135,0,0,2021-2022,False,0.0
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,29,31,2019,3,3,2021-2022,True,0.2675
Kaan Ayhan,TUR,DF,Sassuolo,Serie A,26,23,1354,1,0,2021-2022,False,0.0665
Luke Ayling,ENG,DF,Leeds United,Premier League,29,26,2272,2,2,2021-2022,True,0.1585
Karim Azamoum,FRA,DF,Troyes,Ligue 1,31,7,388,0,0,2021-2022,False,0.0
Sardar Azmoun,IRN,"MF,FW",Leverkusen,Bundesliga,26,9,359,1,1,2021-2022,True,0.5014
César Azpilicueta,ESP,"DF,MF",Chelsea,Premier League,31,27,2070,1,2,2021-2022,True,0.1304
Iddrisu Baba,GHA,MF,Mallorca,La Liga,25,26,1934,2,0,2021-2022,False,0.0931
Carlos Bacca,COL,FW,Granada,La Liga,34,17,513,0,1,2021-2022,True,0.1754
Daniel Bachmann,AUT,GK,Watford,Premier League,27,12,1080,0,0,2021-2022,False,0.0
Loïc Bade,FRA,DF,Rennes,Ligue 1,21,14,985,0,1,2021-2022,True,0.0914
Milan Badelj,CRO,MF,Genoa,Serie A,32,34,2844,1,0,2021-2022,False,0.0316
Édgar Badía,ESP,GK,Elche,La Liga,29,24,2160,0,0,2021-2022,False,0.0
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,20,24,1838,1,0,2021-2022,False,0.049
Youssouph Badji,SEN,FW,Brest,Ligue 1,19,9,135,0,0,2021-2022,False,0.0
Miguel Baeza,ESP,MF,Celta Vigo,La Liga,21,1,2,0,0,2021-2022,False,0.0
Nicola Bagnolini,ITA,GK,Bologna,Serie A,17,1,3,0,0,2021-2022,False,0.0
Issa Bah,LUX,FW,Venezia,Serie A,19,1,9,0,0,2021-2022,False,0.0
Stéphane Bahoken,CMR,FW,Angers,Ligue 1,29,29,1099,3,1,2021-2022,True,0.3276
Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,23,18,761,1,2,2021-2022,True,0.3548
Eric Bailly,CIV,DF,Manchester Utd,Premier League,27,4,217,0,0,2021-2022,False,0.0
Dénys Bain,FRA,DF,Brest,Ligue 1,28,2,180,0,0,2021-2022,False,0.0
Stefan Bajic,FRA,GK,Saint-Étienne,Ligue 1,19,7,510,0,0,2021-2022,False,0.0
Nedim Bajrami,ALB,MF,Empoli,Serie A,22,35,2054,6,5,2021-2022,True,0.482
Cédric Bakambu,COD,"FW,MF",Marseille,Ligue 1,30,12,356,4,0,2021-2022,False,1.0112
Abdoulaye Bakayoko,FRA,DF,Saint-Étienne,Ligue 1,18,4,307,0,0,2021-2022,False,0.0
Tiemoué Bakayoko,FRA,MF,Milan,Serie A,26,14,501,0,0,2021-2022,False,0.0
Mitchel Bakker,NED,"DF,MF",Leverkusen,Bundesliga,21,25,1822,0,4,2021-2022,True,0.1976
Ridle Baku,GER,"MF,DF",Wolfsburg,Bundesliga,23,34,2446,3,5,2021-2022,True,0.2944
Dilane Bakwa,FRA,"FW,MF",Bordeaux,Ligue 1,18,5,43,0,0,2021-2022,False,0.0
Tommaso Baldanzi,ITA,MF,Empoli,Serie A,18,1,18,0,0,2021-2022,False,0.0
Alejandro Balde,ESP,DF,Barcelona,La Liga,17,5,188,0,0,2021-2022,False,0.0
Ibrahima Baldé,FRA,FW,Lens,Ligue 1,18,4,58,0,0,2021-2022,False,0.0
Keita Baldé,SEN,FW,Cagliari,Serie A,26,26,1229,3,1,2021-2022,True,0.2929
Gareth Bale,WAL,FW,Real Madrid,La Liga,32,5,280,1,0,2021-2022,False,0.3214
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,33,26,2027,0,0,2021-2022,False,0.0
Leonardo Balerdi,ARG,"DF,MF",Marseille,Ligue 1,22,17,950,0,0,2021-2022,False,0.0
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,29,35,3147,1,2,2021-2022,True,0.0858
Fodé Ballo-Touré,SEN,DF,Milan,Serie A,24,10,446,0,0,2021-2022,False,0.0
Folarin Balogun,USA,FW,Arsenal,Premier League,20,2,70,0,0,2021-2022,False,0.0
Abdoulaye Bamba,CIV,"MF,DF",Angers,Ligue 1,31,10,458,0,0,2021-2022,False,0.0
Jonathan Bamba,CIV,MF,Lille,Ligue 1,25,31,2428,1,2,2021-2022,True,0.1112
Patrick Bamford,ENG,FW,Leeds United,Premier League,27,9,559,2,2,2021-2022,True,0.644
Filippo Bandinelli,ITA,MF,Empoli,Serie A,26,35,1955,2,3,2021-2022,True,0.2302
Mattia Bani,ITA,DF,Genoa,Serie A,27,17,1211,0,0,2021-2022,False,0.0
Simon Banza,COD,FW,Lens,Ligue 1,24,4,124,1,1,2021-2022,True,1.4516
Shandon Baptiste,GRN,MF,Brentford,Premier League,23,22,910,1,0,2021-2022,False,0.0989
Antonín Barák,CZE,"MF,FW",Hellas Verona,Serie A,26,29,2340,11,4,2021-2022,True,0.5769
Barbero,ESP,FW,Osasuna,La Liga,22,6,21,0,0,2021-2022,False,0.0
Danilo Barbosa,BRA,DF,Nice,Ligue 1,25,1,90,0,0,2021-2022,False,0.0
Barcia,ESP,DF,Granada,La Liga,20,1,75,0,0,2021-2022,False,0.0
Bradley Barcola,FRA,MF,Lyon,Ligue 1,18,11,263,0,1,2021-2022,True,0.3422
Melvin Bard,FRA,DF,Nice,Ligue 1,20,33,2589,2,2,2021-2022,True,0.139
Enis Bardhi,MKD,"MF,FW",Levante,La Liga,26,30,1701,3,3,2021-2022,True,0.3175
Francesco Bardi,ITA,GK,Bologna,Serie A,29,2,177,0,0,2021-2022,False,0.0
Keidi Bare,ALB,MF,Espanyol,La Liga,23,25,1481,1,1,2021-2022,True,0.1215
Nicolò Barella,ITA,MF,Inter,Serie A,24,36,2913,3,11,2021-2022,True,0.4325
Kike Barja,ESP,"MF,FW",Osasuna,La Liga,24,21,865,2,0,2021-2022,False,0.2081
Ross Barkley,ENG,MF,Chelsea,Premier League,27,6,179,1,0,2021-2022,False,0.5028
Aymen Barkok,MAR,MF,Eintracht Frankfurt,Bundesliga,23,5,160,0,0,2021-2022,False,0.0
Ashley Barnes,ENG,FW,Burnley,Premier League,31,23,808,1,0,2021-2022,False,0.1114
Harvey Barnes,ENG,"MF,FW",Leicester City,Premier League,23,32,2101,6,10,2021-2022,True,0.6854
Antonio Barragán,ESP,DF,Elche,La Liga,34,16,1020,0,0,2021-2022,False,0.0
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,21,31,1789,1,2,2021-2022,True,0.1509
Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,19,11,547,1,1,2021-2022,True,0.3291
Jacob Barrett Laursen,DEN,"DF,MF",Arminia,Bundesliga,26,24,1632,2,0,2021-2022,False,0.1103
Musa Barrow,GAM,"MF,FW",Bologna,Serie A,22,34,2134,6,6,2021-2022,True,0.5061
Abdourahmane Barry,GUI,DF,Greuther Fürth,Bundesliga,21,8,210,0,0,2021-2022,False,0.0
Marc Bartra,ESP,DF,Real Betis,La Liga,30,23,1993,1,0,2021-2022,False,0.0452
Daniele Baselli,ITA,MF,Torino,Serie A,29,6,150,0,0,2021-2022,False,0.0
Daniele Baselli,ITA,MF,Cagliari,Serie A,29,9,290,0,1,2021-2022,True,0.3103
Toma Bašić,CRO,MF,Bordeaux,Ligue 1,24,3,209,0,1,2021-2022,True,0.4306
Toma Bašić,CRO,MF,Lazio,Serie A,24,29,982,0,2,2021-2022,True,0.1833
Amine Bassi,FRA,"MF,FW",Metz,Ligue 1,23,5,184,0,0,2021-2022,False,0.0
Álvaro Bastida,ESP,MF,Cádiz,La Liga,17,6,197,0,0,2021-2022,False,0.0
Alessandro Bastoni,ITA,DF,Inter,Serie A,22,31,2311,1,2,2021-2022,True,0.1168
Simone Bastoni,ITA,"MF,DF",Spezia,Serie A,24,31,2288,3,3,2021-2022,True,0.236
Lewis Bate,ENG,MF,Leeds United,Premier League,18,3,146,0,0,2021-2022,False,0.0
Rodrigo Battaglia,ARG,MF,Mallorca,La Liga,30,26,1179,0,0,2021-2022,False,0.0
Maximilian Bauer,GER,DF,Greuther Fürth,Bundesliga,21,26,1690,0,0,2021-2022,False,0.0
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,31,33,2970,0,0,2021-2022,False,0.0
Timo Baumgartl,GER,DF,Union Berlin,Bundesliga,25,25,2166,1,2,2021-2022,True,0.1247
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,33,6,88,0,0,2021-2022,False,0.0
Christoph Baumgartner,AUT,MF,Hoffenheim,Bundesliga,21,29,1888,7,2,2021-2022,True,0.429
Jon Bautista,ESP,FW,Real Sociedad,La Liga,26,1,45,0,0,2021-2022,False,0.0
Paul Baysse,FRA,DF,Bordeaux,Ligue 1,33,2,11,0,0,2021-2022,False,0.0
Noah Joel Sarenren Bazee,NGA,MF,Augsburg,Bundesliga,24,14,241,1,0,2021-2022,False,0.3734
Bebé,CPV,MF,Rayo Vallecano,La Liga,31,29,867,1,2,2021-2022,True,0.3114
Ihlas Bebou,TOG,"FW,MF",Hoffenheim,Bundesliga,27,28,2091,7,2,2021-2022,True,0.3874
Rodrigo Becão,BRA,DF,Udinese,Serie A,25,35,3130,2,1,2021-2022,True,0.0863
Mads Bech Sørensen,DEN,DF,Brentford,Premier League,22,11,835,0,0,2021-2022,False,0.0
Sheraldo Becker,SUR,"FW,MF",Union Berlin,Bundesliga,26,28,1758,4,6,2021-2022,True,0.5119
Jan Bednarek,POL,DF,Southampton,Premier League,25,31,2629,4,0,2021-2022,False,0.1369
Donny van de Beek,NED,MF,Manchester Utd,Premier League,24,8,75,1,0,2021-2022,False,1.2
Donny van de Beek,NED,MF,Everton,Premier League,24,7,483,1,0,2021-2022,False,0.1863
Asmir Begović,BIH,GK,Everton,Premier League,34,3,270,0,0,2021-2022,False,0.0
Valon Behrami,SUI,MF,Genoa,Serie A,36,10,311,0,0,2021-2022,False,0.0
Kevin Behrens,GER,FW,Union Berlin,Bundesliga,30,24,499,2,2,2021-2022,True,0.7214
Youcef Belaïli,ALG,"MF,FW",Brest,Ligue 1,29,13,825,3,2,2021-2022,True,0.5455
Vid Belec,SVN,GK,Salernitana,Serie A,31,23,1938,0,0,2021-2022,False,0.0
Ishak Belfodil,ALG,FW,Hertha BSC,Bundesliga,29,26,1636,5,2,2021-2022,True,0.3851
Haris Belkebla,ALG,MF,Brest,Ligue 1,27,31,2310,0,0,2021-2022,False,0.0
Stefan Bell,GER,DF,Mainz 05,Bundesliga,29,33,2864,2,0,2021-2022,False,0.0628
Armel Bella Kotchap,GER,DF,Bochum,Bundesliga,19,22,1768,0,0,2021-2022,False,0.0
Raoul Bellanova,ITA,MF,Cagliari,Serie A,21,31,2496,1,2,2021-2022,True,0.1082
Karim Bellarabi,GER,MF,Leverkusen,Bundesliga,31,16,683,3,2,2021-2022,True,0.6589
Jean-Ricner Bellegarde,HAI,MF,Strasbourg,Ligue 1,23,36,2332,2,3,2021-2022,True,0.193
Héctor Bellerín,ESP,DF,Real Betis,La Liga,26,23,1979,0,2,2021-2022,True,0.091
Jude Bellingham,ENG,MF,Dortmund,Bundesliga,18,32,2790,3,8,2021-2022,True,0.3548
George Bello,USA,DF,Arminia,Bundesliga,19,10,434,0,0,2021-2022,False,0.0
Jeanuël Belocian,FRA,DF,Rennes,Ligue 1,16,1,12,0,0,2021-2022,False,0.0
Andrea Belotti,ITA,FW,Torino,Serie A,27,22,1371,8,1,2021-2022,True,0.5908
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,22,37,2597,1,0,2021-2022,False,0.0347
Hatem Ben Arfa,FRA,"MF,FW",Lille,Ligue 1,34,7,314,0,1,2021-2022,True,0.2866
Salim Ben Seghir,FRA,FW,Marseille,Ligue 1,18,1,1,0,0,2021-2022,False,0.0
Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,30,37,2529,25,5,2021-2022,True,1.0676
Marco Benassi,ITA,DF,Fiorentina,Serie A,26,6,158,0,0,2021-2022,False,0.0
Marco Benassi,ITA,MF,Empoli,Serie A,26,12,382,0,0,2021-2022,False,0.0
Darío Benedetto,ARG,"FW,MF",Marseille,Ligue 1,31,2,54,0,0,2021-2022,False,0.0
