player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Samuele Dalla Bona,ITA,MF,Lecce,Serie A,23,36,2981,5,3,2004-2005,False,0.2415
Simone Dallamano,ITA,DF,Brescia,Serie A,20,26,1876,0,1,2004-2005,False,0.048
Stéphane Dalmat,FRA,MF,Toulouse,Ligue 1,25,19,1646,1,3,2004-2005,False,0.2187
Detlev Dammeier,GER,MF,Arminia,Bundesliga,35,33,2500,0,2,2004-2005,False,0.072
Tomas Danilevičius,LTU,FW,Livorno,Serie A,26,17,917,2,2,2004-2005,False,0.3926
Frédéric Danjou,FRA,DF,Caen,Ligue 1,29,31,2765,0,0,2004-2005,False,0.0
Dante,BRA,DF,Lille,Ligue 1,20,2,180,0,0,2004-2005,False,0.0
Issoumaila Dao,CIV,DF,Toulouse,Ligue 1,20,1,90,0,0,2004-2005,False,0.0
Jean-Claude Darcheville,FRA,FW,Bordeaux,Ligue 1,29,21,1352,4,0,2004-2005,False,0.2663
Pál Dárdai,HUN,MF,Hertha BSC,Bundesliga,28,17,795,0,1,2004-2005,False,0.1132
Markus Daun,GER,FW,Nürnberg,Bundesliga,23,20,1148,1,2,2004-2005,False,0.2352
Ümit Davala,TUR,"DF,MF",Werder Bremen,Bundesliga,31,10,458,0,0,2004-2005,False,0.0
Calum Davenport,ENG,DF,Southampton,Premier League,21,7,501,0,0,2004-2005,False,0.0
Calum Davenport,ENG,DF,Tottenham Hotspur,Premier League,21,1,8,0,0,2004-2005,False,0.0
Edgar Davids,NED,MF,Inter,Serie A,31,14,701,0,0,2004-2005,False,0.0
Andrew Davies,ENG,DF,Middlesbrough,Premier League,19,3,233,0,0,2004-2005,False,0.0
Kevin Davies,ENG,FW,Bolton Wanderers,Premier League,27,35,2838,8,2,2004-2005,False,0.3171
Simon Davies,WAL,MF,Tottenham Hotspur,Premier League,24,21,1629,0,3,2004-2005,False,0.1657
Sean Davis,ENG,MF,Tottenham Hotspur,Premier League,24,15,1028,0,2,2004-2005,False,0.1751
Steven Davis,NIR,MF,Aston Villa,Premier League,19,28,1892,1,0,2004-2005,False,0.0476
Michael Dawson,ENG,DF,Tottenham Hotspur,Premier League,20,5,450,0,0,2004-2005,False,0.0
Joseph Dayo Oshadogan,ITA,DF,Monaco,Ligue 1,28,1,4,0,0,2004-2005,True,0.0
Ivone De Franceschi,ITA,MF,Chievo,Serie A,30,2,18,0,0,2004-2005,True,0.0
Raffaele De Martino,ITA,MF,Roma,Serie A,18,5,130,0,0,2004-2005,False,0.0
Gaetano De Rosa,ITA,DF,Reggina,Serie A,31,33,2955,3,1,2004-2005,False,0.1218
Daniele De Rossi,ITA,"DF,MF",Roma,Serie A,21,30,2499,2,1,2004-2005,False,0.108
Morgan De Sanctis,ITA,GK,Udinese,Serie A,27,36,3177,0,0,2004-2005,False,0.0
Claudio De Sousa,ITA,FW,Lazio,Serie A,18,4,92,1,0,2004-2005,False,0.9783
Mathieu Debuchy,FRA,DF,Lille,Ligue 1,19,19,819,3,0,2004-2005,False,0.3297
Deco,POR,MF,Barcelona,La Liga,26,35,2947,8,11,2004-2005,False,0.5803
Dedê,BRA,DF,Dortmund,Bundesliga,26,33,2740,0,3,2004-2005,False,0.0985
Marino Defendi,ITA,MF,Atalanta,Serie A,18,1,1,0,0,2004-2005,True,0.0
Jermain Defoe,ENG,FW,Tottenham Hotspur,Premier League,21,35,2525,13,2,2004-2005,False,0.5347
Daniele Degano,ITA,FW,Parma,Serie A,21,2,107,0,0,2004-2005,False,0.0
Frédéric Déhu,FRA,"DF,MF",Marseille,Ligue 1,31,27,2293,0,2,2004-2005,False,0.0785
Sebastian Deisler,GER,MF,Bayern Munich,Bundesliga,24,23,1050,4,2,2004-2005,False,0.5143
Ashkan Dejagah,IRN,"FW,MF",Hertha BSC,Bundesliga,18,1,6,0,0,2004-2005,False,0.0
Asier del Horno,ESP,DF,Athletic Club,La Liga,23,29,2147,3,4,2004-2005,False,0.2934
Simone Del Nero,ITA,"DF,FW",Brescia,Serie A,22,21,869,1,0,2004-2005,False,0.1036
Loris Del Nevo,ITA,MF,Cagliari,Serie A,29,12,491,0,0,2004-2005,False,0.0
Alessandro Del Piero,ITA,"FW,MF",Juventus,Serie A,29,30,1954,14,4,2004-2005,False,0.8291
Mark Delaney,WAL,DF,Aston Villa,Premier League,28,30,2544,0,1,2004-2005,False,0.0354
Rory Delap,IRL,MF,Southampton,Premier League,28,37,3028,2,4,2004-2005,False,0.1783
Philippe Delaye,FRA,MF,Istres,Ligue 1,29,13,953,1,2,2004-2005,False,0.2833
Roberto Delgado,ESP,FW,Lazio,Serie A,18,1,12,0,0,2004-2005,False,0.0
Pascal Delhommeau,FRA,DF,Nantes,Ligue 1,25,23,2070,0,0,2004-2005,False,0.0
Andrija Delibašić,MNE,FW,Mallorca,La Liga,23,12,639,3,0,2004-2005,False,0.4225
Luigi Della Rocca,ITA,FW,Bologna,Serie A,19,4,131,1,0,2004-2005,False,0.687
Traianos Dellas,GRE,DF,Roma,Serie A,28,20,1635,1,0,2004-2005,False,0.055
Daniele Delli Carri,ITA,DF,Fiorentina,Serie A,32,21,1470,0,0,2004-2005,False,0.0
Matthieu Delpierre,FRA,DF,Stuttgart,Bundesliga,23,9,566,1,0,2004-2005,False,0.159
Ludovic Delporte,FRA,MF,Osasuna,La Liga,24,28,1434,0,7,2004-2005,False,0.4393
Michael Delura,GER,"FW,MF",Schalke 04,Bundesliga,19,8,130,0,0,2004-2005,False,0.0
Marco Delvecchio,ITA,FW,Brescia,Serie A,31,9,496,0,0,2004-2005,False,0.0
Guy Demel,CIV,"DF,MF",Dortmund,Bundesliga,23,17,1129,0,1,2004-2005,False,0.0797
Martín Demichelis,ARG,"DF,MF",Bayern Munich,Bundesliga,23,23,1435,0,1,2004-2005,False,0.0627
Christian Demirtaş,GER,DF,Mainz 05,Bundesliga,20,3,28,0,0,2004-2005,True,0.0
Igor Demo,SVK,MF,Gladbach,Bundesliga,28,7,421,0,0,2004-2005,False,0.0
Yohan Demont,FRA,"DF,MF",Ajaccio,Ligue 1,26,32,2658,2,6,2004-2005,False,0.2709
Denílson,BRA,MF,Real Betis,La Liga,26,10,289,0,0,2004-2005,False,0.0
Andy van der Meyde,NED,"FW,MF",Inter,Serie A,24,18,981,0,3,2004-2005,False,0.2752
Edwin van der Sar,NED,GK,Fulham,Premier League,33,34,2987,0,0,2004-2005,False,0.0
Matt Derbyshire,ENG,FW,Blackburn Rovers,Premier League,18,1,9,0,0,2004-2005,False,0.0
Geoffrey Dernis,FRA,"FW,MF",Lille,Ligue 1,23,22,1302,3,4,2004-2005,False,0.4839
Yves Deroff,FRA,DF,Strasbourg,Ligue 1,25,22,1644,1,1,2004-2005,False,0.1095
Anthony Deroin,FRA,MF,Caen,Ligue 1,25,37,3065,2,4,2004-2005,False,0.1762
Shaun Derry,ENG,MF,Crystal Palace,Premier League,26,7,119,0,0,2004-2005,False,0.0
Iñaki Descarga,ESP,DF,Levante,La Liga,27,10,684,0,0,2004-2005,False,0.0
Daniele Dessena,ITA,MF,Parma,Serie A,17,2,90,0,0,2004-2005,True,0.0
Christophe Destruhaut,FRA,DF,Ajaccio,Ligue 1,31,3,74,0,0,2004-2005,False,0.0
Jean-Christophe Devaux,FRA,DF,Strasbourg,Ligue 1,29,27,2154,1,1,2004-2005,False,0.0836
Vikash Dhorasoo,FRA,MF,Milan,Serie A,30,12,752,0,0,2004-2005,False,0.0
Luigi Di Biagio,ITA,MF,Brescia,Serie A,33,34,2943,9,3,2004-2005,False,0.367
Paolo Di Canio,ITA,FW,Lazio,Serie A,36,23,1140,6,2,2004-2005,False,0.6316
Daniele Di Donato,ITA,MF,Siena,Serie A,27,23,1724,0,1,2004-2005,False,0.0522
Angelo Di Livio,ITA,"DF,MF",Fiorentina,Serie A,38,12,537,0,0,2004-2005,False,0.0
David Di Michele,ITA,FW,Udinese,Serie A,28,37,2823,15,2,2004-2005,False,0.542
Arturo Di Napoli,ITA,FW,Messina,Serie A,30,29,1873,9,1,2004-2005,False,0.4805
Antonio Di Natale,ITA,FW,Udinese,Serie A,26,33,2028,7,6,2004-2005,False,0.5769
Antonio Di Salvo,GER,FW,Hansa Rostock,Bundesliga,25,33,2238,7,2,2004-2005,False,0.3619
Marco Di Vaio,ITA,FW,Valencia,La Liga,28,30,1764,11,2,2004-2005,False,0.6633
Mamadou Diabang,SEN,FW,Bochum,Bundesliga,25,11,385,3,0,2004-2005,False,0.7013
Abou Diaby,FRA,MF,Auxerre,Ligue 1,18,4,193,0,0,2004-2005,False,0.0
Mamadou Diallo,MLI,FW,Nantes,Ligue 1,22,19,1308,4,1,2004-2005,False,0.344
Souleymane Diamoutene,MLI,DF,Lecce,Serie A,21,33,2866,1,0,2004-2005,False,0.0314
Aimo Diana,ITA,"DF,MF",Sampdoria,Serie A,26,32,2354,5,3,2004-2005,False,0.3059
Mounir Diane,MAR,MF,Lens,Ligue 1,22,22,380,0,0,2004-2005,False,0.0
Salif Diao,SEN,MF,Liverpool,Premier League,27,8,417,0,0,2004-2005,False,0.0
Salif Diao,SEN,MF,Birmingham City,Premier League,27,2,157,0,0,2004-2005,False,0.0
Alou Diarra,FRA,MF,Lens,Ligue 1,23,34,2924,2,0,2004-2005,False,0.0616
Boubacar Diarra,MLI,DF,Freiburg,Bundesliga,25,20,1459,0,0,2004-2005,False,0.0
Drissa Diarra,MLI,"DF,MF",Lecce,Serie A,19,1,34,0,0,2004-2005,True,0.0
Mahamadou Diarra,MLI,MF,Lyon,Ligue 1,23,33,2843,2,1,2004-2005,False,0.095
Sigamary Diarra,MLI,"FW,MF",Sochaux,Ligue 1,20,6,209,0,0,2004-2005,False,0.0
Lamine Diatta,SEN,DF,Lyon,Ligue 1,29,19,1442,0,1,2004-2005,False,0.0624
Fousseni Diawara,MLI,DF,Saint-Étienne,Ligue 1,23,24,2021,0,0,2004-2005,False,0.0
Souleymane Diawara,SEN,DF,Sochaux,Ligue 1,25,27,2411,1,0,2004-2005,False,0.0373
Ayoze Díaz Díaz,ESP,"DF,MF",Racing Sant,La Liga,22,12,971,1,1,2004-2005,False,0.1854
Iván Díaz Ruiz,ESP,MF,Albacete,La Liga,26,8,292,0,0,2004-2005,False,0.0
Paul Dickov,SCO,FW,Blackburn Rovers,Premier League,31,29,2358,9,2,2004-2005,False,0.4198
Dida,BRA,GK,Milan,Serie A,30,36,3157,0,0,2004-2005,False,0.0
Étienne Didot,FRA,MF,Rennes,Ligue 1,21,34,2757,1,1,2004-2005,False,0.0653
Serge Dié,CIV,MF,Nice,Ligue 1,26,28,1624,2,0,2004-2005,False,0.1108
Luis Diego López,URU,DF,Cagliari,Serie A,29,33,2739,1,0,2004-2005,False,0.0329
Nicolas Dieuze,FRA,MF,Toulouse,Ligue 1,25,25,1941,1,1,2004-2005,False,0.0927
Miloš Dimitrijević,SRB,MF,Nantes,Ligue 1,20,11,436,0,1,2004-2005,False,0.2064
Davide Dionigi,ITA,MF,Reggina,Serie A,30,10,143,0,0,2004-2005,False,0.0
Luigi Dipasquale,ITA,FW,Brescia,Serie A,23,7,289,1,0,2004-2005,False,0.3114
Sylvain Distin,FRA,DF,Manchester City,Premier League,26,38,3402,1,0,2004-2005,False,0.0265
Félix Dja Ettien,CIV,MF,Levante,La Liga,24,34,2416,2,7,2004-2005,False,0.3353
Eric Djemba-Djemba,CMR,MF,Manchester Utd,Premier League,23,5,281,0,0,2004-2005,False,0.0
Eric Djemba-Djemba,CMR,MF,Aston Villa,Premier League,23,6,357,0,0,2004-2005,False,0.0
Martin Djetou,FRA,"DF,MF",Nice,Ligue 1,29,4,358,0,0,2004-2005,False,0.0
Dino Djiba,SEN,MF,Metz,Ligue 1,18,10,762,1,0,2004-2005,False,0.1181
Youri Djorkaeff,FRA,"FW,MF",Blackburn Rovers,Premier League,36,3,202,0,1,2004-2005,False,0.4455
Scott Dobie,SCO,FW,West Brom,Premier League,25,5,183,1,0,2004-2005,False,0.4918
Toni Doblas,ESP,GK,Real Betis,La Liga,23,29,2610,0,0,2004-2005,False,0.0
Jason Dodd,ENG,DF,Southampton,Premier League,33,5,367,0,1,2004-2005,False,0.2452
Alessandro Doga,ITA,MF,Livorno,Serie A,28,24,1854,2,1,2004-2005,False,0.1456
Gary Doherty,IRL,"DF,FW",Norwich City,Premier League,24,20,1499,2,0,2004-2005,False,0.1201
Gary Doherty,IRL,"DF,FW",Tottenham Hotspur,Premier League,24,1,21,0,0,2004-2005,False,0.0
Franco Dolci,ARG,MF,Nice,Ligue 1,20,4,132,0,0,2004-2005,False,0.0
Didier Domi,FRA,DF,Espanyol,La Liga,26,5,312,0,0,2004-2005,False,0.0
Carlos Domínguez,ESP,FW,Sevilla,La Liga,27,17,644,3,0,2004-2005,False,0.4193
Juan Domínguez,ESP,FW,Real Sociedad,La Liga,20,2,24,0,0,2004-2005,True,0.0
Maurizio Domizzi,ITA,DF,Brescia,Serie A,24,29,2160,0,0,2004-2005,False,0.0
Marco Donadel,ITA,MF,Fiorentina,Serie A,21,22,1540,0,2,2004-2005,False,0.1169
Massimo Donati,ITA,MF,Messina,Serie A,23,34,2699,1,2,2004-2005,False,0.1
Cristiano Doni,ITA,MF,Sampdoria,Serie A,31,22,1207,1,1,2004-2005,False,0.1491
Landon Donovan,USA,"FW,MF",Leverkusen,Bundesliga,22,7,150,0,0,2004-2005,True,0.0
Doriva,BRA,MF,Middlesbrough,Premier League,32,26,1476,0,0,2004-2005,False,0.0
Régis Dorn,FRA,FW,Freiburg,Bundesliga,24,16,601,2,0,2004-2005,False,0.2995
Jonathan Douglas,IRL,MF,Blackburn Rovers,Premier League,22,1,45,0,0,2004-2005,False,0.0
Stewart Downing,ENG,"FW,MF",Middlesbrough,Premier League,20,35,2702,5,11,2004-2005,False,0.5329
Thomas Drescher,GER,DF,Kaiserslautern,Bundesliga,25,7,533,1,1,2004-2005,False,0.3377
Didier Drogba,CIV,FW,Chelsea,Premier League,26,26,1632,10,5,2004-2005,False,0.8272
Stéphen Drouin,FRA,DF,Nantes,Ligue 1,20,6,410,0,0,2004-2005,True,0.0
Goran Drulić,SCG,FW,Zaragoza,La Liga,27,7,192,0,0,2004-2005,False,0.0
Adam Drury,ENG,DF,Norwich City,Premier League,25,33,2815,1,2,2004-2005,False,0.0959
Duda,POR,"DF,FW",Málaga,La Liga,24,35,2714,4,6,2004-2005,False,0.3316
Jerzy Dudek,POL,GK,Liverpool,Premier League,31,24,2160,0,0,2004-2005,False,0.0
Grégory Dufer,BEL,MF,Caen,Ligue 1,22,22,1332,1,2,2004-2005,False,0.2027
Damien Duff,IRL,"FW,MF",Chelsea,Premier League,25,30,2396,6,7,2004-2005,False,0.4883
Damien Dufour,FRA,"FW,MF",Auxerre,Ligue 1,22,1,7,0,0,2004-2005,True,0.0
Steve Dugardein,BEL,MF,Caen,Ligue 1,30,20,1373,0,0,2004-2005,False,0.0
Rein van Duijnhoven,NED,GK,Bochum,Bundesliga,36,24,2032,0,0,2004-2005,False,0.0
Sascha Dum,GER,"DF,MF",Leverkusen,Bundesliga,18,5,213,0,0,2004-2005,True,0.0
Christophe Dumolin,FRA,DF,Istres,Ligue 1,31,28,2436,0,0,2004-2005,False,0.0
Stéphane Dumont,FRA,MF,Lille,Ligue 1,21,32,2542,3,3,2004-2005,False,0.2124
David Dunn,ENG,MF,Birmingham City,Premier League,24,11,722,2,3,2004-2005,False,0.6233
Richard Dunne,IRL,DF,Manchester City,Premier League,24,35,3120,2,3,2004-2005,False,0.1442
Klodian Duro,ALB,MF,Arminia,Bundesliga,26,19,530,0,2,2004-2005,False,0.3396
Aldo Duscher,ARG,MF,Dep La Coruña,La Liga,25,29,1869,0,1,2004-2005,False,0.0482
Markus Dworrak,GER,"FW,MF",Mainz 05,Bundesliga,26,3,146,0,0,2004-2005,False,0.0
Kieron Dyer,ENG,MF,Newcastle United,Premier League,25,23,1757,4,0,2004-2005,False,0.2049
Lloyd Dyer,ENG,MF,West Brom,Premier League,21,4,83,0,0,2004-2005,False,0.0
Nenad Džodić,SRB,"DF,MF",Ajaccio,Ligue 1,27,24,2133,1,1,2004-2005,False,0.0844
Robert Earnshaw,WAL,FW,West Brom,Premier League,23,31,1717,11,1,2004-2005,False,0.629
Albin Ebondo,FRA,DF,Toulouse,Ligue 1,20,34,2806,0,4,2004-2005,False,0.1283
Emmanuel Eboué,CIV,"DF,MF",Arsenal,Premier League,21,1,15,0,0,2004-2005,False,0.0
Olivier Echouafni,FRA,MF,Nice,Ligue 1,31,17,1130,1,1,2004-2005,False,0.1593
Johnny Ecker,FRA,DF,Marseille,Ligue 1,31,3,191,0,0,2004-2005,False,0.0
Ederson,BRA,MF,Nice,Ligue 1,18,5,180,1,0,2004-2005,False,0.5
Erik Edman,SWE,DF,Tottenham Hotspur,Premier League,25,28,2382,1,2,2004-2005,False,0.1134
Edmílson,BRA,"DF,MF",Barcelona,La Liga,28,6,362,0,0,2004-2005,False,0.0
Edu,BRA,FW,Bochum,Bundesliga,22,17,1111,3,1,2004-2005,False,0.324
Edu,BRA,"FW,MF",Real Betis,La Liga,25,32,2652,11,4,2004-2005,False,0.509
Eduardo,BRA,"FW,MF",Toulouse,Ligue 1,24,25,1379,4,0,2004-2005,False,0.2611
Mark Edusei,GHA,MF,Sampdoria,Serie A,27,21,633,1,0,2004-2005,False,0.1422
Marc Edworthy,ENG,DF,Norwich City,Premier League,31,28,2345,0,0,2004-2005,False,0.0
Ugo Ehiogu,ENG,DF,Middlesbrough,Premier League,31,10,708,0,0,2004-2005,False,0.0
Steeve Elana,GUI,GK,Caen,Ligue 1,24,13,1170,0,0,2004-2005,False,0.0
Giovane Élber,BRA,FW,Lyon,Ligue 1,32,3,227,1,0,2004-2005,False,0.3965
Dimitrios Eleftheropoulos,GRE,GK,Messina,Serie A,27,10,855,0,0,2004-2005,False,0.0
Juan Elía,ESP,GK,Osasuna,La Liga,25,22,1980,0,0,2004-2005,False,0.0
Robbie Elliott,ENG,DF,Newcastle United,Premier League,30,17,1326,1,0,2004-2005,False,0.0679
Élson,BRA,MF,Stuttgart,Bundesliga,22,3,100,0,0,2004-2005,False,0.0
Achille Emaná,CMR,MF,Toulouse,Ligue 1,22,38,3074,3,5,2004-2005,False,0.2342
Emelson,CPV,FW,Lens,Ligue 1,18,1,16,0,0,2004-2005,True,0.0
Emerson,BRA,MF,Juventus,Serie A,28,33,2789,2,2,2004-2005,False,0.1291
Brett Emerton,AUS,"DF,MF",Blackburn Rovers,Premier League,25,37,3088,4,4,2004-2005,False,0.2332
Marco Engelhardt,GER,"DF,MF",Kaiserslautern,Bundesliga,23,30,2671,2,3,2004-2005,False,0.1685
Robert Enke,GER,GK,Hannover 96,Bundesliga,26,34,3060,0,0,2004-2005,False,0.0
Simone Eramo,NAN,,Messina,Serie A,18,2,3,0,0,2004-2005,True,0.0
Alexei Eremenko,FIN,"FW,MF",Lecce,Serie A,21,26,681,0,1,2004-2005,False,0.1322
Fabian Ernst,GER,MF,Werder Bremen,Bundesliga,25,33,2904,2,4,2004-2005,False,0.186
Thomas Ernst,GER,GK,Kaiserslautern,Bundesliga,36,21,1829,0,0,2004-2005,False,0.0
Andrea Esposito,ITA,DF,Lecce,Serie A,18,1,14,0,0,2004-2005,True,0.0
Mauro Esposito,ITA,"FW,MF",Cagliari,Serie A,25,34,2920,16,3,2004-2005,False,0.5856
Michael Essien,GHA,"DF,MF",Lyon,Ligue 1,21,37,3198,4,2,2004-2005,False,0.1689
Paul Essola,CMR,MF,Bastia,Ligue 1,22,8,238,0,0,2004-2005,False,0.0
Esteban,ESP,GK,Sevilla,La Liga,29,28,2430,0,0,2004-2005,False,0.0
Paco Esteban,ESP,FW,Málaga,La Liga,22,6,141,0,0,2004-2005,False,0.0
Oskitz Estefanía,ESP,FW,Real Sociedad,La Liga,17,3,63,0,0,2004-2005,False,0.0
Ricardo Esteves,POR,"DF,MF",Reggina,Serie A,24,15,548,1,1,2004-2005,False,0.3285
Samuel Eto'o,CMR,FW,Barcelona,La Liga,23,37,3036,24,3,2004-2005,False,0.8004
Joseba Etxeberria,ESP,"FW,MF",Athletic Club,La Liga,26,33,2686,3,7,2004-2005,False,0.3351
Yohann Eudeline,FRA,"FW,MF",Caen,Ligue 1,22,24,1562,1,3,2004-2005,False,0.2305
Jason Euell,JAM,"FW,MF",Charlton Athletic,Premier League,27,26,950,2,2,2004-2005,False,0.3789
Alessandro Evangelisti,ITA,MF,Livorno,Serie A,23,1,62,0,0,2004-2005,False,0.0
Evanílson,BRA,"DF,FW",Dortmund,Bundesliga,28,9,810,0,1,2004-2005,False,0.1111
Patrice Evra,FRA,DF,Monaco,Ligue 1,23,36,3074,0,2,2004-2005,False,0.0586
Ewerthon,BRA,FW,Dortmund,Bundesliga,23,28,2195,10,2,2004-2005,False,0.492
Juanjo Expósito,ESP,FW,Racing Sant,La Liga,18,2,31,0,0,2004-2005,True,0.0
Unai Expósito,ESP,DF,Osasuna,La Liga,24,20,1737,0,2,2004-2005,False,0.1036
Santiago Ezquerro,ESP,FW,Athletic Club,La Liga,27,32,2611,11,2,2004-2005,False,0.4481
Cesc Fàbregas,ESP,"FW,MF",Arsenal,Premier League,17,33,2117,2,5,2004-2005,False,0.2976
Khalilou Fadiga,SEN,MF,Bolton Wanderers,Premier League,29,5,120,0,0,2004-2005,False,0.0
Emerse Faé,CIV,MF,Nantes,Ligue 1,20,28,1884,1,0,2004-2005,False,0.0478
Abdelilah Fahmi,MAR,DF,Strasbourg,Ligue 1,30,9,607,0,0,2004-2005,False,0.0
Frank Fahrenhorst,GER,DF,Werder Bremen,Bundesliga,26,16,1240,0,0,2004-2005,False,0.0
Hassan El Fakiri,NOR,"DF,MF",Monaco,Ligue 1,27,7,263,0,0,2004-2005,False,0.0
Rubén Falcón,ESP,GK,Zaragoza,La Liga,26,2,99,0,0,2004-2005,False,0.0
Giulio Falcone,ITA,DF,Sampdoria,Serie A,30,27,2249,0,0,2004-2005,False,0.0
Gianluca Falsini,ITA,DF,Siena,Serie A,28,24,1885,0,0,2004-2005,False,0.0
Enrico Fantini,ITA,FW,Fiorentina,Serie A,28,23,1209,0,4,2004-2005,False,0.2978
Marcelo de Faria,BRA,"FW,MF",Ajaccio,Ligue 1,25,23,1309,4,1,2004-2005,False,0.3438
Ernesto Farías,ARG,FW,Palermo,Serie A,24,13,306,0,1,2004-2005,False,0.2941
Javier Farinós,ESP,MF,Mallorca,La Liga,26,29,2278,3,1,2004-2005,False,0.158
Alexander Farnerud,SWE,MF,Strasbourg,Ligue 1,20,32,1693,3,4,2004-2005,False,0.3721
Pontus Farnerud,SWE,MF,Monaco,Ligue 1,24,24,1317,1,2,2004-2005,False,0.205
Malik Fathi,GER,DF,Hertha BSC,Bundesliga,20,30,2116,0,0,2004-2005,False,0.0
Jacques Faty,SEN,DF,Rennes,Ligue 1,20,35,2612,0,0,2004-2005,False,0.0
Julien Faubert,FRA,"DF,FW",Bordeaux,Ligue 1,20,36,2305,1,4,2004-2005,False,0.1952
Olivier Fauconnier,FRA,FW,Ajaccio,Ligue 1,28,5,289,0,0,2004-2005,False,0.0
Nicolas Fauvergue,FRA,FW,Lille,Ligue 1,19,5,54,1,1,2004-2005,False,3.3333
Dino Fava,ITA,FW,Udinese,Serie A,27,24,826,2,0,2004-2005,False,0.2179
Giuseppe Favalli,ITA,DF,Inter,Serie A,32,26,2060,0,1,2004-2005,False,0.0437
Abdoulaye Faye,SEN,"DF,MF",Istres,Ligue 1,26,28,2209,0,1,2004-2005,False,0.0407
Amdy Faye,SEN,"DF,MF",Portsmouth,Premier League,27,20,1527,0,0,2004-2005,False,0.0
Amdy Faye,SEN,"DF,MF",Newcastle United,Premier League,27,9,704,0,0,2004-2005,False,0.0
Ibrahima Faye,SEN,DF,Caen,Ligue 1,24,30,2348,0,0,2004-2005,False,0.0
Pascal Feindouno,GUI,"FW,MF",Saint-Étienne,Ligue 1,23,36,3006,13,2,2004-2005,False,0.4491
Les Ferdinand,ENG,FW,Bolton Wanderers,Premier League,37,12,258,1,1,2004-2005,False,0.6977
Rio Ferdinand,ENG,DF,Manchester Utd,Premier League,25,31,2790,0,2,2004-2005,False,0.0645
Barry Ferguson,SCO,MF,Blackburn Rovers,Premier League,26,21,1890,2,1,2004-2005,False,0.1429
Duncan Ferguson,SCO,FW,Everton,Premier League,32,35,1220,5,3,2004-2005,False,0.5902
Fabrice Fernandes,FRA,MF,Southampton,Premier League,24,16,1111,0,4,2004-2005,False,0.324
Alex Fernández,ESP,MF,Espanyol,La Liga,30,18,1241,0,3,2004-2005,False,0.2176
Borja Fernández,ESP,MF,Real Madrid,La Liga,23,8,178,0,0,2004-2005,False,0.0
Luis Fernández,ESP,DF,Real Betis,La Liga,31,22,1714,0,0,2004-2005,False,0.0
Fernando,ESP,"FW,MF",Real Betis,La Liga,25,34,2426,5,4,2004-2005,False,0.3339
Fernando Menegazzo,BRA,MF,Siena,Serie A,23,6,150,0,0,2004-2005,False,0.0
Marco Ferrante,ITA,FW,Bologna,Serie A,33,6,214,0,0,2004-2005,False,0.0
Ciro Ferrara,ITA,DF,Juventus,Serie A,37,4,25,0,0,2004-2005,False,0.0
Matteo Ferrari,ITA,DF,Roma,Serie A,24,35,2948,0,2,2004-2005,False,0.0611
Demetrius Ferreira,BRA,DF,Marseille,Ligue 1,30,24,1735,0,0,2004-2005,False,0.0
Paulo Ferreira,POR,DF,Chelsea,Premier League,25,29,2610,0,0,2004-2005,False,0.0
Michele Ferri,ITA,DF,Palermo,Serie A,23,7,238,0,0,2004-2005,False,0.0
Jordi Ferrón,ESP,DF,Albacete,La Liga,25,1,11,0,0,2004-2005,True,0.0
Damiano Ferronetti,ITA,"DF,MF",Parma,Serie A,19,10,545,0,0,2004-2005,False,0.0
Christian Fiedler,GER,GK,Hertha BSC,Bundesliga,29,34,3060,0,0,2004-2005,False,0.0
Luís Figo,POR,"FW,MF",Real Madrid,La Liga,31,33,2291,3,4,2004-2005,False,0.275
Luciano Figueroa,ARG,FW,Villarreal,La Liga,23,15,790,3,3,2004-2005,False,0.6835
Antonio Filippini,ITA,"DF,MF",Lazio,Serie A,31,35,2694,2,4,2004-2005,False,0.2004
Emanuele Filippini,ITA,MF,Lazio,Serie A,31,28,2335,0,3,2004-2005,False,0.1156
Michael Fink,GER,MF,Arminia,Bundesliga,22,10,288,0,0,2004-2005,False,0.0
Steve Finnan,IRL,DF,Liverpool,Premier League,28,33,2546,1,1,2004-2005,False,0.0707
Stefano Fiore,ITA,MF,Valencia,La Liga,29,20,1378,2,5,2004-2005,False,0.4572
Fabrice Fiorèse,FRA,"FW,MF",Marseille,Ligue 1,29,21,1309,3,0,2004-2005,False,0.2063
Karsten Fischer,GER,"DF,MF",Wolfsburg,Bundesliga,20,14,976,0,1,2004-2005,False,0.0922
Mark Fish,RSA,"DF,FW",Charlton Athletic,Premier League,30,7,509,0,0,2004-2005,False,0.0
Maxence Flachez,FRA,DF,Sochaux,Ligue 1,31,1,74,0,0,2004-2005,False,0.0
Francesco Flachi,ITA,FW,Sampdoria,Serie A,29,35,3041,14,5,2004-2005,False,0.5623
Mathieu Flamini,FRA,MF,Arsenal,Premier League,20,21,961,1,1,2004-2005,False,0.1873
Miguel Flaño,ESP,DF,Osasuna,La Liga,19,7,512,0,0,2004-2005,False,0.0
Craig Fleming,ENG,DF,Norwich City,Premier League,32,38,3420,1,2,2004-2005,False,0.0789
Darren Fletcher,SCO,MF,Manchester Utd,Premier League,20,18,1370,3,2,2004-2005,False,0.3285
Garry Flitcroft,ENG,MF,Blackburn Rovers,Premier League,31,19,1443,0,0,2004-2005,False,0.0
Willo Flood,IRL,"DF,MF",Manchester City,Premier League,19,9,381,1,0,2004-2005,False,0.2362
