player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Hervé Alicarte,FRA,DF,Ajaccio,Ligue 1,27,22,1951,2,0,2002-2003,False,0.0923
Bittor Alkiza,ESP,MF,Athletic Club,La Liga,31,31,2585,1,2,2002-2003,False,0.1044
Marcus Allbäck,SWE,FW,Aston Villa,Premier League,29,19,967,5,1,2002-2003,False,0.5584
Riccardo Allegretti,ITA,MF,Como,Serie A,24,25,1679,0,1,2002-2003,False,0.0536
Matías Almeyda,ARG,"DF,MF",Inter,Serie A,28,16,1098,0,0,2002-2003,False,0.0
Sergio Almirón,ARG,MF,Udinese,Serie A,21,2,58,0,0,2002-2003,False,0.0
Manuel Almunia,ESP,GK,Recreativo,La Liga,25,2,126,0,0,2002-2003,False,0.0
Nicolas Alnoudji,CMR,MF,Bastia,Ligue 1,22,12,539,0,0,2002-2003,False,0.0
John Aloisi,AUS,FW,Osasuna,La Liga,26,32,2268,8,3,2002-2003,False,0.4365
Aloísio,BRA,FW,Paris Saint-Germain,Ligue 1,27,24,1497,8,1,2002-2003,False,0.5411
Diego Alonso,URU,FW,Racing Sant,La Liga,27,23,714,1,0,2002-2003,False,0.1261
Edu Alonso,ESP,MF,Alavés,La Liga,28,18,1313,0,0,2002-2003,False,0.0
Iván Alonso,URU,FW,Alavés,La Liga,23,37,2109,7,2,2002-2003,False,0.3841
Mikel Alonso,ESP,MF,Real Sociedad,La Liga,22,9,155,1,0,2002-2003,False,0.5806
Xabi Alonso,ESP,MF,Real Sociedad,La Liga,20,33,2769,3,2,2002-2003,False,0.1625
Jérôme Alonzo,FRA,GK,Paris Saint-Germain,Ligue 1,29,12,1080,0,0,2002-2003,False,0.0
Armando Álvarez,ESP,DF,Atlético Madrid,La Liga,32,1,14,0,0,2002-2003,True,0.0
Julio Álvarez,VEN,MF,Rayo Vallecano,La Liga,21,26,1765,8,3,2002-2003,False,0.5609
Quique Álvarez,ESP,DF,Villarreal,La Liga,27,31,2590,0,0,2002-2003,False,0.0
Alex Alves,BRA,FW,Hertha BSC,Bundesliga,27,21,1375,6,5,2002-2003,False,0.72
Dani Alves,BRA,"DF,MF",Sevilla,La Liga,19,9,216,0,0,2002-2003,False,0.0
Ioannis Amanatidis,GRE,"FW,MF",Stuttgart,Bundesliga,20,27,642,5,2,2002-2003,False,0.9813
José Amavisca,ESP,"FW,MF",Dep La Coruña,La Liga,31,19,859,0,0,2002-2003,False,0.0
Iván Amaya,ESP,DF,Espanyol,La Liga,23,11,761,0,0,2002-2003,False,0.0
Darren Ambrose,ENG,"FW,MF",Newcastle United,Premier League,18,1,15,0,0,2002-2003,False,0.0
Massimo Ambrosini,ITA,MF,Milan,Serie A,25,21,1554,1,3,2002-2003,False,0.2317
Marco Ambrosio,ITA,GK,Chievo,Serie A,29,8,720,0,0,2002-2003,False,0.0
Shola Ameobi,NGA,FW,Newcastle United,Premier League,20,28,957,5,2,2002-2003,False,0.6583
Christian Amoroso,ITA,MF,Bologna,Serie A,25,29,1914,1,0,2002-2003,False,0.047
Márcio Amoroso,BRA,FW,Dortmund,Bundesliga,28,24,1014,6,4,2002-2003,False,0.8876
Nicola Amoruso,ITA,FW,Como,Serie A,27,14,1157,6,2,2002-2003,False,0.6223
Nicola Amoruso,ITA,FW,Perugia,Serie A,27,7,232,0,1,2002-2003,False,0.3879
Gharib Amzine,MAR,MF,Troyes,Ligue 1,29,33,2080,0,1,2002-2003,False,0.0433
Luigi Anaclerio,ITA,FW,Como,Serie A,21,5,173,0,0,2002-2003,False,0.0
Dmitri Ananko,RUS,DF,Ajaccio,Ligue 1,28,18,1366,0,1,2002-2003,False,0.0659
Anderson,BRA,MF,Como,Serie A,19,1,90,0,0,2002-2003,False,0.0
Sonny Anderson,BRA,FW,Lyon,Ligue 1,31,24,1658,12,4,2002-2003,False,0.8685
Daniel Andersson,SWE,"DF,MF",Chievo,Serie A,24,13,383,0,1,2002-2003,False,0.235
Patrik Andersson,SWE,DF,Barcelona,La Liga,30,3,239,0,0,2002-2003,False,0.0
Darren Anderton,ENG,MF,Tottenham Hotspur,Premier League,30,20,1557,0,6,2002-2003,False,0.3468
Jorge Andrade,POR,DF,Dep La Coruña,La Liga,24,11,907,0,0,2002-2003,False,0.0
Tore André Flo,NOR,FW,Sunderland,Premier League,29,29,1995,4,1,2002-2003,False,0.2256
Pierre-Yves André,FRA,FW,Bolton Wanderers,Premier League,28,9,180,0,0,2002-2003,False,0.0
Pierre-Yves André,FRA,FW,Nantes,Ligue 1,28,5,190,0,0,2002-2003,False,0.0
Nicolas Anelka,FRA,FW,Manchester City,Premier League,23,38,3381,14,5,2002-2003,False,0.5058
Markus Anfang,GER,MF,Kaiserslautern,Bundesliga,28,19,1391,0,3,2002-2003,False,0.1941
Miguel Ángel Angulo,ESP,"FW,MF",Valencia,La Liga,25,24,1436,4,3,2002-2003,False,0.4387
Miguel Ángel Espínola,ESP,DF,Recreativo,La Liga,28,31,2592,1,1,2002-2003,False,0.0694
Miguel Ángel,ESP,MF,Málaga,La Liga,23,30,1482,0,0,2002-2003,False,0.0
Miguel Ángel Nadal,ESP,"DF,MF",Mallorca,La Liga,36,22,1980,0,0,2002-2003,False,0.0
Igor Angulo,ESP,"FW,MF",Athletic Club,La Liga,18,1,3,0,0,2002-2003,True,0.0
Roda Antar,LIB,MF,Hamburger SV,Bundesliga,21,7,268,1,0,2002-2003,False,0.3358
Álvaro Antón,ESP,MF,Valladolid,La Liga,18,1,65,0,0,2002-2003,True,0.0
José Antonio Luque,ESP,GK,Recreativo,La Liga,28,26,2338,0,0,2002-2003,False,0.0
José Antonio Reyes,ESP,MF,Sevilla,La Liga,18,34,2780,9,5,2002-2003,False,0.4532
Francesco Antonioli,ITA,GK,Roma,Serie A,32,16,1387,0,0,2002-2003,False,0.0
Antoñito,ESP,FW,Sevilla,La Liga,24,32,1784,7,1,2002-2003,False,0.4036
Óscar Aparicio,NAN,GK,Rayo Vallecano,La Liga,21,1,34,0,0,2002-2003,False,0.0
Stephen Appiah,GHA,MF,Brescia,Serie A,21,31,2722,7,2,2002-2003,False,0.2976
Alberto Aquilani,ITA,MF,Roma,Serie A,18,1,1,0,0,2002-2003,True,0.0
Mikel Aranburu,ESP,MF,Real Sociedad,La Liga,23,34,2483,2,1,2002-2003,False,0.1087
Carlos Aranda,ESP,FW,Villarreal,La Liga,22,8,132,1,0,2002-2003,False,0.6818
Agustín Aranzábal,ESP,DF,Real Sociedad,La Liga,29,32,2879,0,3,2002-2003,False,0.0938
Daniel Aranzubia,ESP,GK,Athletic Club,La Liga,22,25,2250,0,0,2002-2003,False,0.0
Leonardo Araújo,BRA,"DF,MF",Milan,Serie A,32,1,22,0,0,2002-2003,False,0.0
Julio Arca,ARG,"DF,MF",Sunderland,Premier League,21,13,783,0,1,2002-2003,False,0.1149
Alfredo Argensó,ESP,GK,Espanyol,La Liga,27,12,1080,0,0,2002-2003,False,0.0
Sylvain Armand,FRA,DF,Nantes,Ligue 1,21,30,2685,1,2,2002-2003,False,0.1006
Francesc Arnau,ESP,GK,Málaga,La Liga,27,3,231,0,0,2002-2003,False,0.0
John Arne Riise,NOR,"DF,MF",Liverpool,Premier League,21,37,2899,6,5,2002-2003,False,0.3415
Óscar Arpón,ESP,MF,Recreativo,La Liga,27,32,1827,0,3,2002-2003,False,0.1478
Joseba Arriaga,ESP,FW,Athletic Club,La Liga,20,28,1389,1,3,2002-2003,False,0.2592
Dominique Arribagé,FRA,DF,Rennes,Ligue 1,31,37,3322,5,1,2002-2003,False,0.1626
Rodolfo Arruabarrena,ARG,DF,Villarreal,La Liga,27,32,2718,0,4,2002-2003,False,0.1325
Arteaga,ESP,MF,Espanyol,La Liga,33,2,20,0,0,2002-2003,False,0.0
David Arteaga,ESP,MF,Sevilla,La Liga,20,3,181,0,0,2002-2003,False,0.0
Magnus Arvidsson,SWE,FW,Hansa Rostock,Bundesliga,29,21,833,1,3,2002-2003,False,0.4322
Claudio Arzeno,ARG,DF,Racing Sant,La Liga,31,4,308,0,0,2002-2003,False,0.0
César Arzo,ESP,"DF,MF",Villarreal,La Liga,16,2,93,0,0,2002-2003,False,0.0
Arzu,ESP,"DF,MF",Real Betis,La Liga,21,35,2650,4,2,2002-2003,False,0.2038
Gerald Asamoah,GER,"FW,MF",Schalke 04,Bundesliga,23,27,1637,3,2,2002-2003,False,0.2749
Slađan Ašanin,CRO,DF,Gladbach,Bundesliga,30,12,921,1,1,2002-2003,False,0.1954
Éric Assati,REU,DF,Auxerre,Ligue 1,27,2,180,0,0,2002-2003,False,0.0
Mansour Assoumani,MLI,DF,Montpellier,Ligue 1,19,15,1159,1,0,2002-2003,False,0.0777
Marcos Assunção,BRA,MF,Real Betis,La Liga,26,30,2386,5,6,2002-2003,False,0.4149
Martín Astudillo,ARG,MF,Alavés,La Liga,24,25,2186,3,2,2002-2003,False,0.2059
Ludovic Asuar,FRA,MF,Sedan,Ligue 1,25,30,2369,6,3,2002-2003,False,0.3419
Jean-Hugues Ateba,CMR,"DF,MF",Nantes,Ligue 1,21,12,947,0,0,2002-2003,False,0.0
Gianluca Atzori,ITA,DF,Empoli,Serie A,31,12,978,1,0,2002-2003,False,0.092
Catilina Aubameyang,GAB,MF,Milan,Serie A,18,1,62,0,0,2002-2003,False,0.0
Dominique Aulanier,FRA,MF,Nice,Ligue 1,28,7,246,0,1,2002-2003,False,0.3659
Fábio Aurélio,BRA,"DF,MF",Valencia,La Liga,22,27,2139,8,3,2002-2003,False,0.4628
Olivier Auriac,FRA,MF,Bordeaux,Ligue 1,18,4,11,0,0,2002-2003,True,0.0
Roberto Ayala,ARG,DF,Valencia,La Liga,29,31,2684,1,0,2002-2003,False,0.0335
Serge Ayeli,CIV,FW,Nice,Ligue 1,20,15,650,1,0,2002-2003,False,0.1385
Jorge Azkoitia,ESP,MF,Rayo Vallecano,La Liga,28,25,1902,2,0,2002-2003,False,0.0946
Ibrahim Ba,FRA,MF,Milan,Serie A,28,1,12,0,0,2002-2003,False,0.0
Espen Baardsen,NOR,GK,Everton,Premier League,24,1,90,0,0,2002-2003,False,0.0
Ibrahim Babatunde,NGA,FW,Piacenza,Serie A,17,2,56,0,0,2002-2003,True,0.0
Celestine Babayaro,NGA,"DF,MF",Chelsea,Premier League,23,19,1478,1,0,2002-2003,False,0.0609
Phil Babb,IRL,DF,Sunderland,Premier League,31,26,2313,0,0,2002-2003,False,0.0
Markus Babbel,GER,DF,Liverpool,Premier League,29,2,135,0,0,2002-2003,False,0.0
Marko Babić,CRO,"DF,MF",Leverkusen,Bundesliga,21,25,1459,3,4,2002-2003,False,0.4318
Jonathan Bachini,ITA,MF,Brescia,Serie A,27,18,1485,1,2,2002-2003,False,0.1818
Marius Baciu,ROU,DF,Lille,Ligue 1,27,18,1573,0,0,2002-2003,False,0.0
Mamadou Bagayoko,MLI,FW,Strasbourg,Ligue 1,23,17,536,2,0,2002-2003,False,0.3358
Dino Baggio,ITA,MF,Lazio,Serie A,31,4,63,0,0,2002-2003,False,0.0
Roberto Baggio,ITA,"FW,MF",Brescia,Serie A,35,32,2872,12,9,2002-2003,False,0.6581
Sophiane Baghdad,ALG,MF,Sedan,Ligue 1,21,1,20,0,0,2002-2003,False,0.0
Lionel Bah,CIV,MF,Guingamp,Ligue 1,22,11,896,1,0,2002-2003,False,0.1004
Davide Baiocco,ITA,MF,Piacenza,Serie A,27,16,1401,0,5,2002-2003,False,0.3212
Davide Baiocco,ITA,MF,Juventus,Serie A,27,7,337,0,0,2002-2003,False,0.0
Chris Baird,NIR,"DF,MF",Southampton,Premier League,20,3,159,0,0,2002-2003,False,0.0
Jacek Bąk,POL,DF,Lens,Ligue 1,29,26,2271,0,0,2002-2003,False,0.0
Dagui Bakari,CIV,FW,Lens,Ligue 1,27,21,730,2,0,2002-2003,False,0.2466
Oumar Bakari,FRA,"DF,MF",Nice,Ligue 1,22,3,99,0,0,2002-2003,False,0.0
Ibrahima Bakayoko,CIV,FW,Marseille,Ligue 1,25,37,2275,8,3,2002-2003,False,0.4352
Ilan Bakhar,ISR,DF,Racing Sant,La Liga,27,2,180,0,0,2002-2003,False,0.0
Eirik Bakke,NOR,MF,Leeds United,Premier League,24,34,2643,1,3,2002-2003,False,0.1362
Krasimir Balakov,BUL,MF,Stuttgart,Bundesliga,36,28,2378,2,5,2002-2003,False,0.2649
Iacopo Balestri,ITA,DF,Modena,Serie A,27,33,2932,1,4,2002-2003,False,0.1535
Igor Bališ,SVK,"DF,MF",West Brom,Premier League,32,28,2319,2,0,2002-2003,False,0.0776
Hanno Balitsch,GER,MF,Leverkusen,Bundesliga,21,30,2373,3,1,2002-2003,False,0.1517
Michael Ballack,GER,MF,Bayern Munich,Bundesliga,25,26,2237,11,6,2002-2003,False,0.684
Salva Ballesta,ESP,FW,Bolton Wanderers,Premier League,27,5,131,0,0,2002-2003,False,0.0
Salva Ballesta,ESP,FW,Valencia,La Liga,27,2,82,0,0,2002-2003,False,0.0
Sergio Ballesteros,ESP,DF,Villarreal,La Liga,26,33,2965,0,0,2002-2003,False,0.0
Marco Ballotta,ITA,GK,Modena,Serie A,38,34,3060,0,0,2002-2003,False,0.0
Florent Balmont,FRA,MF,Lyon,Ligue 1,22,9,252,0,0,2002-2003,False,0.0
Federico Balzaretti,ITA,DF,Torino,Serie A,20,13,366,0,0,2002-2003,False,0.0
Habib Bamogo,BFA,FW,Montpellier,Ligue 1,20,33,2647,4,0,2002-2003,False,0.136
Ibrahima Bangoura,GUI,"DF,FW",Troyes,Ligue 1,19,6,64,0,0,2002-2003,False,0.0
Ivica Banović,CRO,MF,Werder Bremen,Bundesliga,21,15,991,1,0,2002-2003,False,0.0908
Hélder Baptista,POR,MF,Rayo Vallecano,La Liga,30,10,674,0,0,2002-2003,False,0.0
Rubén Baraja,ESP,MF,Valencia,La Liga,27,35,2591,5,4,2002-2003,False,0.3126
Sergej Barbarez,BIH,"FW,MF",Hamburger SV,Bundesliga,30,24,2054,6,5,2002-2003,False,0.482
Cédric Barbosa,FRA,MF,Montpellier,Ligue 1,26,33,2737,4,5,2002-2003,False,0.2959
Cédric Bardon,FRA,"FW,MF",Guingamp,Ligue 1,25,33,1700,4,4,2002-2003,False,0.4235
Yannick Baret,FRA,MF,Guingamp,Ligue 1,29,6,286,0,1,2002-2003,False,0.3147
Sergi Barjuán,ESP,DF,Atlético Madrid,La Liga,30,27,2404,0,0,2002-2003,False,0.0
José Barkero,ESP,MF,Real Sociedad,La Liga,23,11,571,0,1,2002-2003,False,0.1576
Nick Barmby,ENG,"FW,MF",Leeds United,Premier League,28,19,1348,4,2,2002-2003,False,0.4006
Anthony Barness,ENG,DF,Bolton Wanderers,Premier League,29,25,1923,0,0,2002-2003,False,0.0
Simone Barone,ITA,MF,Parma,Serie A,24,29,2256,1,2,2002-2003,False,0.1197
Roberto Baronio,ITA,MF,Perugia,Serie A,24,11,404,0,0,2002-2003,False,0.0
Milan Baroš,CZE,FW,Liverpool,Premier League,20,27,1538,9,2,2002-2003,False,0.6437
Gareth Barry,ENG,MF,Aston Villa,Premier League,21,35,3038,3,4,2002-2003,False,0.2074
Chris Bart-Williams,ENG,"DF,MF",Charlton Athletic,Premier League,28,13,611,1,0,2002-2003,False,0.1473
Mike Barten,GER,DF,Werder Bremen,Bundesliga,28,7,605,0,0,2002-2003,False,0.0
Fabien Barthez,FRA,GK,Manchester Utd,Premier League,31,30,2541,0,0,2002-2003,False,0.0
Shaun Bartlett,RSA,FW,Charlton Athletic,Premier League,29,31,2138,4,2,2002-2003,False,0.2526
Joey Barton,ENG,MF,Manchester City,Premier League,19,7,610,1,0,2002-2003,False,0.1475
Patrick Barul,FRA,DF,Nice,Ligue 1,24,13,611,0,0,2002-2003,False,0.0
Mario Basler,GER,"FW,MF",Kaiserslautern,Bundesliga,33,23,1631,1,4,2002-2003,False,0.2759
Christian Bassila,FRA,"DF,MF",Strasbourg,Ligue 1,24,31,2485,3,1,2002-2003,False,0.1449
Bruno Basto,POR,DF,Bordeaux,Ligue 1,24,31,2496,0,0,2002-2003,False,0.0
Yıldıray Baştürk,TUR,MF,Leverkusen,Bundesliga,23,25,1908,3,0,2002-2003,False,0.1415
Gérald Baticle,FRA,FW,Troyes,Ligue 1,32,30,1533,1,1,2002-2003,False,0.1174
Gabriel Batistuta,ARG,FW,Roma,Serie A,33,12,661,4,3,2002-2003,False,0.9531
Gabriel Batistuta,ARG,FW,Inter,Serie A,33,12,823,2,1,2002-2003,False,0.3281
Laurent Batlles,FRA,MF,Bastia,Ligue 1,26,19,1642,4,4,2002-2003,False,0.4385
Laurent Batlles,FRA,MF,Rennes,Ligue 1,26,14,1054,0,2,2002-2003,False,0.1708
Frank Baumann,GER,"DF,MF",Werder Bremen,Bundesliga,26,24,2078,0,1,2002-2003,False,0.0433
Michael Baur,AUT,"DF,MF",Hamburger SV,Bundesliga,33,10,642,0,0,2002-2003,False,0.0
Nicola Beati,ITA,MF,Inter,Serie A,19,2,33,0,0,2002-2003,False,0.0
James Beattie,ENG,FW,Southampton,Premier League,24,38,3198,23,2,2002-2003,False,0.7036
Xavier Bécas,FRA,MF,Ajaccio,Ligue 1,23,17,543,0,0,2002-2003,False,0.0
David Beckham,ENG,MF,Manchester Utd,Premier League,27,31,2516,6,8,2002-2003,False,0.5008
Rodrigo Beckham,BRA,MF,Everton,Premier League,25,4,52,0,0,2002-2003,False,0.0
Mathieu Béda,FRA,"DF,MF",Bordeaux,Ligue 1,21,4,274,0,0,2002-2003,False,0.0
Maurizio Bedin,ITA,MF,Udinese,Serie A,23,2,98,0,0,2002-2003,False,0.0
Christian Beeck,GER,DF,Energie Cottbus,Bundesliga,30,16,1351,1,0,2002-2003,False,0.0666
Luigi Beghetto,ITA,FW,Chievo,Serie A,29,8,302,0,0,2002-2003,False,0.0
Ibon Begoña,ESP,DF,Alavés,La Liga,28,27,1909,1,2,2002-2003,False,0.1414
Iker Begoña,ESP,"DF,MF",Recreativo,La Liga,25,29,2361,0,2,2002-2003,False,0.0762
Stefan Beinlich,GER,MF,Hertha BSC,Bundesliga,30,23,1373,0,3,2002-2003,False,0.1966
Emanuele Belardi,ITA,GK,Reggina,Serie A,24,20,1760,0,0,2002-2003,False,0.0
David Belenguer,ESP,DF,Real Betis,La Liga,29,3,270,0,0,2002-2003,False,0.0
Milan Belić,SRB,FW,Nürnberg,Bundesliga,24,8,328,0,1,2002-2003,False,0.2744
Luca Belingheri,ITA,MF,Como,Serie A,19,2,103,0,0,2002-2003,False,0.0
Craig Bellamy,WAL,FW,Newcastle United,Premier League,23,29,2454,7,5,2002-2003,False,0.4401
Manuel Belleri,ITA,DF,Empoli,Serie A,24,33,2970,0,0,2002-2003,False,0.0
Juliano Belletti,BRA,"DF,MF",Villarreal,La Liga,26,31,2713,3,3,2002-2003,False,0.199
Gianpaolo Bellini,ITA,DF,Atalanta,Serie A,22,19,1036,0,1,2002-2003,False,0.0869
David Bellion,FRA,FW,Sunderland,Premier League,19,11,588,1,0,2002-2003,False,0.1531
Claudio Bellucci,ITA,FW,Bologna,Serie A,27,27,1818,3,3,2002-2003,False,0.297
Djamel Belmadi,ALG,MF,Marseille,Ligue 1,26,14,570,0,1,2002-2003,False,0.1579
Djamel Belmadi,ALG,MF,Manchester City,Premier League,26,8,330,0,2,2002-2003,False,0.5455
Samir Beloufa,ALG,DF,Bastia,Ligue 1,22,1,12,0,0,2002-2003,False,0.0
Emre Belözoğlu,TUR,MF,Inter,Serie A,21,25,1968,3,2,2002-2003,False,0.2287
Michał Bemben,GER,"DF,MF",Bochum,Bundesliga,26,24,1079,0,2,2002-2003,False,0.1668
Chaouki Ben Saada,TUN,"FW,MF",Bastia,Ligue 1,18,21,946,3,3,2002-2003,False,0.5708
Selim Benachour,TUN,MF,Troyes,Ligue 1,20,9,648,2,0,2002-2003,True,0.2778
Selim Benachour,TUN,MF,Paris Saint-Germain,Ligue 1,20,9,333,0,0,2002-2003,True,0.0
Francis Benali,ENG,DF,Southampton,Premier League,33,2,180,0,0,2002-2003,False,0.0
Ali Benarbia,ALG,MF,Manchester City,Premier League,33,33,2059,3,6,2002-2003,False,0.3934
Antonio Benarrivo,ITA,DF,Parma,Serie A,33,19,1445,0,0,2002-2003,False,0.0
Yossi Benayoun,ISR,MF,Racing Sant,La Liga,22,31,1848,4,4,2002-2003,False,0.3896
Mirko Benin,ITA,MF,Como,Serie A,24,11,477,1,0,2002-2003,False,0.1887
Ignacio Benítez,ESP,MF,Recreativo,La Liga,22,32,2203,2,1,2002-2003,False,0.1226
Collin Benjamin,NAM,"DF,MF",Hamburger SV,Bundesliga,23,20,1496,1,1,2002-2003,False,0.1203
Benjani,ZIM,FW,Auxerre,Ligue 1,23,27,1195,7,1,2002-2003,False,0.6025
Ian Bennett,ENG,GK,Birmingham City,Premier League,30,10,900,0,0,2002-2003,False,0.0
Dimitar Berbatov,BUL,FW,Leverkusen,Bundesliga,21,24,1638,4,4,2002-2003,False,0.4396
Héctor Berenguel,ESP,DF,Dep La Coruña,La Liga,27,22,1679,0,1,2002-2003,False,0.0536
Henning Berg,NOR,DF,Blackburn Rovers,Premier League,32,16,1275,1,0,2002-2003,False,0.0706
Vinícius Bergantin,BRA,DF,Hannover 96,Bundesliga,22,17,1530,2,0,2002-2003,False,0.1176
Patrik Berger,CZE,MF,Liverpool,Premier League,28,2,37,0,0,2002-2003,False,0.0
Dennis Bergkamp,NED,FW,Arsenal,Premier League,33,29,1795,4,9,2002-2003,False,0.6518
Guðni Bergsson,ISL,DF,Bolton Wanderers,Premier League,37,31,2790,1,0,2002-2003,False,0.0323
Gregg Berhalter,USA,DF,Energie Cottbus,Bundesliga,28,23,1989,0,1,2002-2003,False,0.0452
Eduardo Berizzo,ARG,DF,Celta Vigo,La Liga,32,27,2352,2,1,2002-2003,False,0.1148
Nabil Berkak,FRA,DF,Troyes,Ligue 1,18,2,41,0,0,2002-2003,True,0.0
Eyal Berkovic,ISR,MF,Manchester City,Premier League,30,27,2162,1,8,2002-2003,False,0.3747
Mario Bermejo,ESP,FW,Recreativo,La Liga,23,28,1447,0,1,2002-2003,False,0.0622
Olivier Bernard,FRA,DF,Newcastle United,Premier League,22,30,2156,2,0,2002-2003,False,0.0835
Lucas Bernardi,ARG,MF,Monaco,Ligue 1,24,31,2039,0,0,2002-2003,False,0.0
Gunnar Berntsen,GER,GK,Energie Cottbus,Bundesliga,24,2,180,0,0,2002-2003,False,0.0
Daniele Berretta,ITA,MF,Atalanta,Serie A,30,28,2294,0,2,2002-2003,False,0.0785
Emanuele Berrettoni,ITA,FW,Perugia,Serie A,21,17,466,0,0,2002-2003,False,0.0
Iñaki Berruet,ESP,DF,Villarreal,La Liga,29,9,631,0,1,2002-2003,False,0.1426
Mathieu Berson,FRA,MF,Nantes,Ligue 1,22,29,2424,2,0,2002-2003,False,0.0743
Sékou Berthé,MLI,DF,Troyes,Ligue 1,24,9,717,0,0,2002-2003,False,0.0
