player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Rickie Lambert,ENG,FW,Liverpool,Premier League,32.0,25,839,2,2,2014-2015,True,0.4291
Érik Lamela,ARG,"FW,MF",Tottenham Hotspur,Premier League,22.0,33,2299,2,7,2014-2015,True,0.3523
Frank Lampard,ENG,MF,Manchester City,Premier League,36.0,32,1002,6,1,2014-2015,True,0.6287
Loïck Landre,FRA,DF,Lens,Ligue 1,22.0,26,2241,0,0,2014-2015,False,0.0
Mitchell Langerak,AUS,GK,Dortmund,Bundesliga,25.0,9,810,0,0,2014-2015,False,0.0
Sebastian Langkamp,GER,DF,Hertha BSC,Bundesliga,26.0,16,1357,1,0,2014-2015,False,0.0663
Martin Lanig,GER,MF,Eintracht Frankfurt,Bundesliga,30.0,3,102,0,0,2014-2015,False,0.0
Aymeric Laporte,ESP,DF,Athletic Club,La Liga,20.0,33,2960,0,1,2014-2015,True,0.0304
Javi Lara,ESP,MF,Eibar,La Liga,28.0,31,1715,1,3,2014-2015,True,0.2099
Sami Larabi,FRA,DF,Toulouse,Ligue 1,18.0,1,4,0,0,2014-2015,False,0.0
Danilo Larangeira,BRA,DF,Udinese,Serie A,30.0,37,3330,2,0,2014-2015,False,0.0541
Joaquín Larrivey,ARG,FW,Celta Vigo,La Liga,29.0,35,2196,11,2,2014-2015,True,0.5328
Marcelo Larrondo,CHI,FW,Torino,Serie A,25.0,5,279,0,0,2014-2015,False,0.0
Daniel Larsson,SWE,"FW,MF",Granada,La Liga,27.0,1,45,0,0,2014-2015,False,0.0
Sebastian Larsson,SWE,MF,Sunderland,Premier League,29.0,36,3051,3,3,2014-2015,True,0.177
Paul Lasne,FRA,MF,Montpellier,Ligue 1,25.0,31,1757,2,1,2014-2015,True,0.1537
Pierre-Michel Lasogga,GER,FW,Hamburger SV,Bundesliga,22.0,26,1856,4,0,2014-2015,False,0.194
Laure,ESP,DF,Dep La Coruña,La Liga,29.0,19,1364,0,0,2014-2015,False,0.0
Vincent Laurini,FRA,DF,Empoli,Serie A,25.0,15,1057,0,0,2014-2015,False,0.0
Wesley Lautoa,NCL,"DF,MF",Lorient,Ligue 1,26.0,26,2308,0,0,2014-2015,False,0.0
Ezequiel Lavezzi,ARG,"FW,MF",Paris Saint-Germain,Ligue 1,29.0,31,1654,8,2,2014-2015,True,0.5441
Valentin Lavigne,FRA,"FW,MF",Lorient,Ligue 1,20.0,15,466,3,1,2014-2015,True,0.7725
Tom Lawrence,WAL,"FW,MF",Leicester City,Premier League,20.0,3,54,0,0,2014-2015,False,0.0
Diego Laxalt,URU,"DF,MF",Genoa,Serie A,21.0,8,218,0,0,2014-2015,False,0.0
Diego Laxalt,URU,"DF,MF",Empoli,Serie A,21.0,4,96,0,0,2014-2015,False,0.0
Achraf Lazaar,MAR,"DF,MF",Palermo,Serie A,22.0,29,2171,2,3,2014-2015,True,0.2073
Dejan Lazarević,SVN,MF,Chievo,Serie A,24.0,8,259,1,1,2014-2015,True,0.695
Dejan Lazarević,SVN,MF,Sassuolo,Serie A,24.0,10,366,0,0,2014-2015,False,0.0
Andrea Lazzari,ITA,MF,Fiorentina,Serie A,29.0,3,85,0,0,2014-2015,False,0.0
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,24.0,28,2299,1,1,2014-2015,True,0.0783
Nicola Leali,ITA,GK,Cesena,Serie A,21.0,28,2460,0,0,2014-2015,False,0.0
Jean-Louis Leca,FRA,GK,Bastia,Ligue 1,28.0,3,270,0,0,2014-2015,False,0.0
Quentin Lecoeuche,FRA,"DF,MF",Lens,Ligue 1,20.0,2,106,0,0,2014-2015,False,0.0
Benjamin Lecomte,FRA,GK,Lorient,Ligue 1,23.0,38,3416,0,0,2014-2015,False,0.0
Cristian Ledesma,ITA,MF,Lazio,Serie A,31.0,13,636,0,3,2014-2015,True,0.4245
Joe Ledley,WAL,MF,Crystal Palace,Premier League,27.0,32,2571,2,0,2014-2015,False,0.07
Elliot Lee,ENG,"FW,MF",West Ham United,Premier League,19.0,1,14,0,0,2014-2015,False,0.0
Matthias Lehmann,GER,MF,Köln,Bundesliga,31.0,32,2842,5,1,2014-2015,True,0.19
Moritz Leitner,GER,MF,Stuttgart,Bundesliga,21.0,19,1094,1,1,2014-2015,True,0.1645
Lucas Leiva,BRA,MF,Liverpool,Premier League,27.0,20,1313,0,0,2014-2015,False,0.0
Kevin Lejeune,FRA,"DF,MF",Metz,Ligue 1,29.0,32,2310,1,3,2014-2015,True,0.1558
Dejan Lekić,SRB,FW,Eibar,La Liga,29.0,18,384,0,0,2014-2015,False,0.0
Reynald Lemaître,FRA,"DF,MF",Guingamp,Ligue 1,31.0,15,1202,0,1,2014-2015,True,0.0749
Thomas Lemar,FRA,MF,Caen,Ligue 1,18.0,25,729,1,4,2014-2015,True,0.6173
Mario Lemina,GAB,"DF,MF",Marseille,Ligue 1,20.0,23,1260,2,0,2014-2015,False,0.1429
Jérôme Lemoigne,FRA,"FW,MF",Lens,Ligue 1,31.0,31,2482,0,1,2014-2015,True,0.0363
Fabien Lemoine,FRA,MF,Saint-Étienne,Ligue 1,27.0,35,2810,2,4,2014-2015,True,0.1922
Ermir Lenjani,ALB,"DF,FW",Rennes,Ligue 1,24.0,3,67,0,0,2014-2015,False,0.0
Aaron Lennon,ENG,"FW,MF",Tottenham Hotspur,Premier League,27.0,9,279,0,2,2014-2015,True,0.6452
Aaron Lennon,ENG,"FW,MF",Everton,Premier League,27.0,14,1068,2,0,2014-2015,False,0.1685
Bernd Leno,GER,GK,Leverkusen,Bundesliga,22.0,34,3060,0,0,2014-2015,False,0.0
Pedro León,ESP,"FW,MF",Getafe,La Liga,27.0,25,1470,2,5,2014-2015,True,0.4286
Benjamin Leroy,FRA,GK,Evian,Ligue 1,25.0,23,2070,0,0,2014-2015,False,0.0
Facundo Lescano,ARG,FW,Torino,Serie A,17.0,1,10,0,0,2014-2015,False,0.0
Joleon Lescott,ENG,DF,West Brom,Premier League,31.0,34,3060,1,2,2014-2015,True,0.0882
Maxime Lestienne,BEL,"FW,MF",Genoa,Serie A,22.0,23,992,1,2,2014-2015,True,0.2722
Dorian Lévêque,FRA,DF,Guingamp,Ligue 1,24.0,18,1441,1,0,2014-2015,False,0.0625
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,25.0,31,2480,17,5,2014-2015,True,0.7984
Licá,POR,"FW,MF",Rayo Vallecano,La Liga,25.0,21,1294,0,3,2014-2015,True,0.2087
Stephan Lichtsteiner,SUI,"DF,MF",Juventus,Serie A,30.0,32,2450,3,5,2014-2015,True,0.2939
Jonathan Ligali,FRA,GK,Montpellier,Ligue 1,23.0,6,540,0,0,2014-2015,False,0.0
Andi Lila,ALB,"DF,MF",Parma,Serie A,28.0,13,717,2,0,2014-2015,False,0.251
Lillo,ESP,DF,Eibar,La Liga,25.0,31,2536,0,0,2014-2015,False,0.0
Jesse Lingard,ENG,"FW,MF",Manchester Utd,Premier League,21.0,1,23,0,0,2014-2015,False,0.0
Jake Livermore,ENG,MF,Hull City,Premier League,24.0,35,3028,1,1,2014-2015,True,0.0594
Adem Ljajić,SRB,"FW,MF",Roma,Serie A,22.0,32,2016,8,2,2014-2015,True,0.4464
Fernando Llorente,ESP,FW,Juventus,Serie A,29.0,31,1947,7,1,2014-2015,True,0.3698
Hugo Lloris,FRA,GK,Tottenham Hotspur,Premier League,27.0,35,3063,0,0,2014-2015,False,0.0
Francesco Lodi,ITA,MF,Parma,Serie A,30.0,23,1634,2,1,2014-2015,True,0.1652
Ruben Loftus-Cheek,ENG,MF,Chelsea,Premier League,18.0,3,132,0,0,2014-2015,False,0.0
David Lombán,ESP,DF,Elche,La Liga,27.0,34,2984,5,0,2014-2015,False,0.1508
Kevin Long,IRL,DF,Burnley,Premier League,23.0,1,20,0,0,2014-2015,False,0.0
Shane Long,IRL,FW,Southampton,Premier League,27.0,32,1545,5,5,2014-2015,True,0.5825
Alessandro Longhi,ITA,DF,Sassuolo,Serie A,25.0,19,1445,0,1,2014-2015,True,0.0623
Samuele Longo,ITA,FW,Cagliari,Serie A,22.0,27,1077,0,0,2014-2015,False,0.0
Anthony Lopes,POR,GK,Lyon,Ligue 1,23.0,38,3420,0,0,2014-2015,False,0.0
Rony Lopes,POR,"FW,MF",Lille,Ligue 1,18.0,23,1432,3,3,2014-2015,True,0.3771
Álex López,ESP,MF,Celta Vigo,La Liga,26.0,25,1121,1,0,2014-2015,False,0.0803
David López,ESP,"DF,MF",Espanyol,La Liga,24.0,1,90,0,0,2014-2015,False,0.0
David López,ESP,"DF,MF",Napoli,Serie A,24.0,32,2595,1,1,2014-2015,True,0.0694
Diego López,ESP,GK,Milan,Serie A,32.0,28,2514,0,0,2014-2015,False,0.0
Aritz López Garai,ESP,MF,Córdoba,La Liga,33.0,6,380,0,0,2014-2015,False,0.0
Íñigo López,ESP,DF,Córdoba,La Liga,32.0,21,1787,0,0,2014-2015,False,0.0
Iván López,ESP,DF,Levante,La Liga,20.0,26,2084,0,2,2014-2015,True,0.0864
Javi López,ESP,"DF,MF",Espanyol,La Liga,28.0,28,2180,0,1,2014-2015,True,0.0413
Jonathan López,ESP,GK,Getafe,La Liga,33.0,4,360,0,0,2014-2015,False,0.0
Maxi López,ARG,FW,Torino,Serie A,30.0,18,933,8,2,2014-2015,True,0.9646
Maxi López,ARG,FW,Chievo,Serie A,30.0,13,658,1,0,2014-2015,False,0.1368
Pedro López Muñoz,ESP,DF,Levante,La Liga,30.0,10,860,0,0,2014-2015,False,0.0
Nicolás López,URU,"FW,MF",Hellas Verona,Serie A,20.0,24,983,5,2,2014-2015,True,0.6409
Pau López,ESP,GK,Espanyol,La Liga,19.0,2,140,0,0,2014-2015,False,0.0
José López Silva,ESP,MF,Córdoba,La Liga,31.0,8,350,0,0,2014-2015,False,0.0
Unai López,ESP,MF,Athletic Club,La Liga,18.0,19,828,0,0,2014-2015,False,0.0
Alberto Lopo,ESP,DF,Dep La Coruña,La Liga,34.0,30,2675,2,0,2014-2015,False,0.0673
Melvyn Lorenzen,UGA,"FW,MF",Werder Bremen,Bundesliga,19.0,3,143,1,0,2014-2015,False,0.6294
Jonas Lössl,DEN,GK,Guingamp,Ligue 1,25.0,30,2686,0,0,2014-2015,False,0.0
Dejan Lovren,CRO,DF,Liverpool,Premier League,25.0,26,2037,0,0,2014-2015,False,0.0
Matthew Lowton,ENG,DF,Aston Villa,Premier League,25.0,12,756,0,0,2014-2015,False,0.0
Alessandro Lucarelli,ITA,DF,Parma,Serie A,37.0,28,2466,1,1,2014-2015,True,0.073
Stefano Lucchini,ITA,DF,Cesena,Serie A,33.0,28,2199,1,0,2014-2015,False,0.0409
Filipe Luís,BRA,DF,Chelsea,Premier League,28.0,15,942,0,0,2014-2015,False,0.0
José Luis Gayà,ESP,"DF,MF",Valencia,La Liga,19.0,35,2918,1,6,2014-2015,True,0.2159
José Luis Morales,ESP,"FW,MF",Levante,La Liga,27.0,36,2779,3,2,2014-2015,True,0.1619
José Luis Palomino,ARG,DF,Metz,Ligue 1,24.0,24,1928,1,1,2014-2015,True,0.0934
Luisinho,POR,DF,Dep La Coruña,La Liga,29.0,35,2986,0,1,2014-2015,True,0.0301
Luismi,ESP,"DF,MF",Sevilla,La Liga,22.0,1,11,0,0,2014-2015,False,0.0
David Luiz,BRA,"DF,MF",Paris Saint-Germain,Ligue 1,27.0,28,2290,2,0,2014-2015,False,0.0786
Romelu Lukaku,BEL,FW,Everton,Premier League,21.0,36,2870,10,5,2014-2015,True,0.4704
Assani Lukimya-Mulongoti,COD,DF,Werder Bremen,Bundesliga,28.0,22,1748,2,2,2014-2015,True,0.2059
Senad Lulić,BIH,"DF,MF",Lazio,Serie A,28.0,25,1842,3,7,2014-2015,True,0.4886
Sebastiano Luperto,ITA,DF,Napoli,Serie A,17.0,1,7,0,0,2014-2015,False,0.0
Julián Luque Conde,ESP,"FW,MF",Espanyol,La Liga,22.0,1,30,0,0,2014-2015,False,0.0
Luso,ESP,"DF,MF",Córdoba,La Liga,29.0,18,1395,1,0,2014-2015,False,0.0645
Fabian Lustenberger,SUI,"DF,MF",Hertha BSC,Bundesliga,26.0,27,2184,0,0,2014-2015,False,0.0
Germán Lux,ARG,GK,Dep La Coruña,La Liga,32.0,7,630,0,0,2014-2015,False,0.0
Cheikh M'Bengue,SEN,DF,Rennes,Ligue 1,26.0,32,2814,0,1,2014-2015,True,0.032
Paul-Jose M'Poku,COD,"FW,MF",Cagliari,Serie A,22.0,16,1242,3,2,2014-2015,True,0.3623
Yann M'Vila,FRA,MF,Inter,Serie A,24.0,8,247,0,0,2014-2015,False,0.0
Christopher Maboulou,CGO,"DF,MF",Bastia,Ligue 1,24.0,20,1140,3,0,2014-2015,False,0.2368
Massimo Maccarone,ITA,FW,Empoli,Serie A,34.0,34,2476,10,7,2014-2015,True,0.6179
Darwin Machís,VEN,"FW,MF",Granada,La Liga,21.0,3,225,0,0,2014-2015,False,0.0
Aristote Madiani,FRA,FW,Lens,Ligue 1,18.0,16,417,1,1,2014-2015,True,0.4317
Lévy Madinda,GAB,MF,Celta Vigo,La Liga,22.0,5,61,0,0,2014-2015,False,0.0
Alexander Madlung,GER,DF,Eintracht Frankfurt,Bundesliga,32.0,22,1350,4,0,2014-2015,False,0.2667
Christian Maggio,ITA,"DF,MF",Napoli,Serie A,32.0,29,2577,0,1,2014-2015,True,0.0349
Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,29.0,29,2490,1,2,2014-2015,True,0.1084
Hörður Magnússon,ISL,DF,Cesena,Serie A,21.0,12,994,0,0,2014-2015,False,0.0
Harry Maguire,ENG,DF,Hull City,Premier League,21.0,3,94,0,0,2014-2015,False,0.0
Riyad Mahrez,ALG,"FW,MF",Leicester City,Premier League,23.0,30,2079,4,3,2014-2015,True,0.303
Modibo Maïga,MLI,"FW,MF",Metz,Ligue 1,26.0,25,1761,9,0,2014-2015,False,0.46
Diego Mainz,ESP,DF,Granada,La Liga,31.0,23,1731,3,0,2014-2015,False,0.156
Ainsley Maitland-Niles,ENG,"DF,FW",Arsenal,Premier League,16.0,1,1,0,0,2014-2015,False,0.0
Cédric Makiadi,COD,MF,Werder Bremen,Bundesliga,30.0,18,691,0,0,2014-2015,False,0.0
Simon Makienok,DEN,FW,Palermo,Serie A,23.0,4,55,0,0,2014-2015,False,0.0
Jean Makoun,CMR,MF,Rennes,Ligue 1,31.0,1,62,0,0,2014-2015,False,0.0
Nikola Maksimović,SRB,DF,Torino,Serie A,22.0,27,2398,0,2,2014-2015,True,0.0751
Junior Malanda,BEL,MF,Wolfsburg,Bundesliga,19.0,10,392,0,1,2014-2015,True,0.2296
Steed Malbranque,FRA,MF,Lyon,Ligue 1,34.0,28,1195,3,1,2014-2015,True,0.3013
Yunus Mallı,TUR,MF,Mainz 05,Bundesliga,22.0,31,2173,6,4,2014-2015,True,0.4142
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,23.0,28,2330,1,0,2014-2015,False,0.0386
Florent Malouda,FRA,"FW,MF",Metz,Ligue 1,34.0,28,2339,3,5,2014-2015,True,0.3078
Steve Mandanda,FRA,GK,Marseille,Ligue 1,29.0,38,3420,0,0,2014-2015,False,0.0
Christophe Mandanne,FRA,"FW,MF",Guingamp,Ligue 1,29.0,31,2063,11,2,2014-2015,True,0.5671
Aïssa Mandi,ALG,DF,Reims,Ligue 1,22.0,32,2805,6,2,2014-2015,True,0.2567
Rolando Mandragora,ITA,MF,Genoa,Serie A,17.0,5,134,0,0,2014-2015,False,0.0
Mikael Mandron,FRA,FW,Sunderland,Premier League,19.0,1,5,0,0,2014-2015,False,0.0
Mario Mandžukić,CRO,"FW,MF",Atlético Madrid,La Liga,28.0,28,1922,12,6,2014-2015,True,0.8429
Mané,ESP,"DF,MF",Almería,La Liga,32.0,5,286,0,0,2014-2015,False,0.0
Sadio Mané,SEN,"FW,MF",Southampton,Premier League,22.0,30,2130,10,3,2014-2015,True,0.5493
Eliaquim Mangala,FRA,DF,Manchester City,Premier League,23.0,25,2189,0,2,2014-2015,True,0.0822
Thomas Mangani,FRA,MF,Chievo,Serie A,27.0,1,45,0,0,2014-2015,False,0.0
Alex Manninger,AUT,GK,Augsburg,Bundesliga,37.0,9,810,0,0,2014-2015,False,0.0
Vito Mannone,ITA,GK,Sunderland,Premier League,26.0,10,900,0,0,2014-2015,False,0.0
Kostas Manolas,GRE,DF,Roma,Serie A,23.0,30,2609,0,0,2014-2015,False,0.0
Javier Manquillo,ESP,DF,Liverpool,Premier League,20.0,10,759,0,0,2014-2015,False,0.0
Manucho,ANG,FW,Rayo Vallecano,La Liga,31.0,37,1651,5,1,2014-2015,True,0.3271
José Manuel Casado,ESP,DF,Almería,La Liga,27.0,8,415,0,1,2014-2015,True,0.2169
Juan Manuel Falcón,VEN,"DF,FW",Metz,Ligue 1,25.0,21,1246,4,0,2014-2015,False,0.2889
Juan Manuel Vargas,PER,"DF,MF",Fiorentina,Serie A,30.0,19,824,1,0,2014-2015,False,0.1092
Florian Marange,FRA,DF,Bastia,Ligue 1,28.0,18,1419,0,0,2014-2015,False,0.0
Marcelo,BRA,"DF,MF",Real Madrid,La Liga,26.0,34,2923,2,7,2014-2015,True,0.2771
Marcelo,BRA,DF,Hannover 96,Bundesliga,27.0,34,3060,2,0,2014-2015,False,0.0588
Sylvain Marchal,FRA,DF,Metz,Ligue 1,34.0,17,1255,0,0,2014-2015,False,0.0
Giovanni Marchese,ITA,DF,Genoa,Serie A,29.0,11,847,1,1,2014-2015,True,0.2125
Federico Marchetti,ITA,GK,Lazio,Serie A,31.0,30,2610,0,0,2014-2015,False,0.0
Marco Marchionni,ITA,MF,Sampdoria,Serie A,34.0,1,76,0,0,2014-2015,False,0.0
Claudio Marchisio,ITA,MF,Juventus,Serie A,28.0,35,2860,3,6,2014-2015,True,0.2832
Óscar de Marcos,ESP,"DF,FW",Athletic Club,La Liga,25.0,35,2948,1,4,2014-2015,True,0.1526
Ronny Marcos,MOZ,"DF,MF",Hamburger SV,Bundesliga,20.0,9,677,0,0,2014-2015,False,0.0
Sergio Marcos,ESP,MF,Villarreal,La Liga,22.0,7,483,0,0,2014-2015,False,0.0
Enzo Maresca,ITA,MF,Palermo,Serie A,34.0,19,1177,0,0,2014-2015,False,0.0
José Mari,ESP,MF,Levante,La Liga,26.0,14,642,0,0,2014-2015,False,0.0
José María Basanta,ARG,DF,Fiorentina,Serie A,30.0,24,2080,2,0,2014-2015,False,0.0865
José María Giménez,URU,DF,Atlético Madrid,La Liga,19.0,20,1757,1,3,2014-2015,True,0.2049
Mariano,BRA,"DF,MF",Bordeaux,Ligue 1,28.0,31,2776,1,3,2014-2015,True,0.1297
Adrian Mariappa,JAM,DF,Crystal Palace,Premier League,27.0,12,843,0,0,2014-2015,False,0.0
McDonald Mariga,KEN,MF,Parma,Serie A,27.0,9,392,0,0,2014-2015,False,0.0
Guido Marilungo,ITA,FW,Cesena,Serie A,24.0,8,720,1,0,2014-2015,False,0.125
Adrián Marín,ESP,DF,Villarreal,La Liga,17.0,4,344,0,0,2014-2015,False,0.0
Antonio Marín,ESP,DF,Almería,La Liga,18.0,2,125,0,0,2014-2015,False,0.0
Diego Mariño,ESP,GK,Levante,La Liga,24.0,32,2880,0,0,2014-2015,False,0.0
Lazar Marković,SRB,"FW,MF",Liverpool,Premier League,20.0,19,934,2,1,2014-2015,True,0.2891
Dean Marney,ENG,MF,Burnley,Premier League,30.0,20,1685,0,1,2014-2015,True,0.0534
Dominic Maroh,SVN,DF,Köln,Bundesliga,27.0,29,2371,1,0,2014-2015,False,0.038
Rafael Marques,BRA,DF,Hellas Verona,Serie A,30.0,18,1258,0,0,2014-2015,False,0.0
Javi Márquez,ESP,MF,Granada,La Liga,28.0,25,1424,0,0,2014-2015,False,0.0
Rafael Márquez,MEX,"DF,MF",Hellas Verona,Serie A,35.0,26,2216,0,2,2014-2015,True,0.0812
Marquinhos,BRA,"DF,MF",Paris Saint-Germain,Ligue 1,20.0,25,1875,2,0,2014-2015,False,0.096
Sulayman Marreh,GAM,"DF,MF",Granada,La Liga,18.0,1,45,0,0,2014-2015,False,0.0
Anthony Martial,FRA,"FW,MF",Monaco,Ligue 1,18.0,35,1820,9,3,2014-2015,True,0.5934
Ivan Martić,CRO,"DF,MF",Hellas Verona,Serie A,23.0,16,1022,0,1,2014-2015,True,0.0881
Jonas Martin,FRA,"DF,MF",Montpellier,Ligue 1,24.0,30,2292,1,4,2014-2015,True,0.1963
Marvin Martin,FRA,MF,Lille,Ligue 1,26.0,6,302,0,0,2014-2015,False,0.0
Carlos Martínez,ESP,DF,Real Sociedad,La Liga,28.0,15,1178,0,2,2014-2015,True,0.1528
Emiliano Martínez,ARG,GK,Arsenal,Premier League,21.0,4,302,0,0,2014-2015,False,0.0
Iñigo Martínez,ESP,DF,Real Sociedad,La Liga,23.0,34,3026,3,0,2014-2015,False,0.0892
Javi Martínez,ESP,"DF,MF",Bayern Munich,Bundesliga,25.0,1,61,0,0,2014-2015,False,0.0
Josef Martínez,VEN,FW,Torino,Serie A,21.0,26,1542,3,1,2014-2015,True,0.2335
Samu Martínez,ESP,MF,Elche,La Liga,20.0,2,180,0,0,2014-2015,False,0.0
Luís Martins,POR,DF,Granada,La Liga,22.0,3,152,0,0,2014-2015,False,0.0
Rafael Martins,BRA,FW,Levante,La Liga,25.0,13,332,1,0,2014-2015,False,0.2711
Mitsuru Maruoka,JPN,MF,Dortmund,Bundesliga,18.0,1,11,0,0,2014-2015,False,0.0
Joris Marveaux,MTQ,MF,Montpellier,Ligue 1,31.0,29,1787,0,1,2014-2015,True,0.0504
Sylvain Marveaux,FRA,"FW,MF",Guingamp,Ligue 1,28.0,24,1576,1,2,2014-2015,True,0.1713
Javier Mascherano,ARG,"DF,MF",Barcelona,La Liga,30.0,28,2205,0,0,2014-2015,False,0.0
Andrea Masiello,ITA,DF,Atalanta,Serie A,28.0,14,1106,0,0,2014-2015,False,0.0
Salvatore Masiello,ITA,"DF,MF",Torino,Serie A,32.0,1,45,0,0,2014-2015,False,0.0
Jordi Masip,ESP,GK,Barcelona,La Liga,25.0,1,90,0,0,2014-2015,False,0.0
Ryan Mason,ENG,MF,Tottenham Hotspur,Premier League,23.0,31,2312,1,4,2014-2015,True,0.1946
Alessandro Mastalli,ITA,MF,Milan,Serie A,18.0,1,16,0,0,2014-2015,False,0.0
Juan Mata,ESP,"FW,MF",Manchester Utd,Premier League,26.0,33,2303,9,4,2014-2015,True,0.508
Tim Matavž,SVN,FW,Augsburg,Bundesliga,25.0,16,521,3,1,2014-2015,True,0.691
Simão Mate Junior,MOZ,"DF,MF",Levante,La Liga,26.0,27,1984,1,0,2014-2015,False,0.0454
William Matheus,BRA,DF,Toulouse,Ligue 1,24.0,10,597,0,1,2014-2015,True,0.1508
Jérémy Mathieu,FRA,DF,Barcelona,La Liga,30.0,28,2106,2,0,2014-2015,False,0.0855
Lionel Mathis,FRA,MF,Guingamp,Ligue 1,32.0,31,2486,0,0,2014-2015,False,0.0
Nemanja Matić,SRB,MF,Chelsea,Premier League,25.0,36,3123,1,3,2014-2015,True,0.1153
Joël Matip,CMR,"DF,MF",Schalke 04,Bundesliga,22.0,21,1547,2,0,2014-2015,False,0.1164
Ryder Matos,BRA,"FW,MF",Córdoba,La Liga,21.0,3,145,0,0,2014-2015,False,0.0
Alessandro Matri,ITA,FW,Genoa,Serie A,29.0,16,1030,7,5,2014-2015,True,1.0485
Alessandro Matri,ITA,FW,Juventus,Serie A,29.0,5,321,0,0,2014-2015,False,0.0
Ville Matti Steinmann,GER,MF,Hamburger SV,Bundesliga,19.0,1,4,0,0,2014-2015,False,0.0
Federico Mattiello,ITA,"DF,MF",Chievo,Serie A,19.0,3,133,0,0,2014-2015,False,0.0
Federico Mattiello,ITA,"DF,MF",Juventus,Serie A,19.0,2,28,0,0,2014-2015,False,0.0
Felipe Mattioni,BRA,DF,Espanyol,La Liga,25.0,5,63,0,0,2014-2015,False,0.0
Blaise Matuidi,FRA,MF,Paris Saint-Germain,Ligue 1,27.0,34,2187,4,2,2014-2015,True,0.2469
Adam Matuszczyk,POL,MF,Köln,Bundesliga,25.0,10,434,0,1,2014-2015,True,0.2074
Neal Maupay,FRA,"FW,MF",Nice,Ligue 1,17.0,13,358,1,0,2014-2015,False,0.2514
José Mauri,ITA,MF,Parma,Serie A,18.0,33,2543,2,1,2014-2015,True,0.1062
Stefano Mauri,ITA,"FW,MF",Lazio,Serie A,34.0,29,1857,9,2,2014-2015,True,0.5331
Nicolas Maurice-Belay,FRA,"FW,MF",Bordeaux,Ligue 1,29.0,32,1637,2,4,2014-2015,True,0.3299
Maurício,BRA,DF,Lazio,Serie A,25.0,15,1173,0,0,2014-2015,False,0.0
Chris Mavinga,COD,DF,Reims,Ligue 1,23.0,9,648,0,1,2014-2015,True,0.1389
Mërgim Mavraj,ALB,DF,Köln,Bundesliga,28.0,15,1036,0,0,2014-2015,False,0.0
Rio Mavuba,FRA,MF,Lille,Ligue 1,30.0,30,2601,1,0,2014-2015,False,0.0346
Alexandru Maxim,ROU,"FW,MF",Stuttgart,Bundesliga,24.0,26,1447,2,6,2014-2015,True,0.4976
Eric Maxim Choupo-Moting,CMR,"FW,MF",Schalke 04,Bundesliga,25.0,31,2548,9,6,2014-2015,True,0.5298
Maxwell,BRA,DF,Paris Saint-Germain,Ligue 1,32.0,26,2164,3,3,2014-2015,True,0.2495
Emmanuel Mayuka,ZAM,FW,Southampton,Premier League,23.0,5,54,0,0,2014-2015,False,0.0
Antonio Mazzotta,ITA,"DF,MF",Cesena,Serie A,24.0,10,717,0,0,2014-2015,False,0.0
Ibrahima Mbaye,SEN,"DF,MF",Inter,Serie A,19.0,4,98,0,0,2014-2015,False,0.0
Stéphane Mbia,CMR,"DF,MF",Sevilla,La Liga,28.0,23,1475,4,0,2014-2015,False,0.2441
James McArthur,SCO,MF,Crystal Palace,Premier League,26.0,32,2601,2,0,2014-2015,False,0.0692
Gareth McAuley,NIR,DF,West Brom,Premier League,34.0,24,2072,1,0,2014-2015,False,0.0434
Alex McCarthy,ENG,GK,QPR,Premier League,24.0,3,237,0,0,2014-2015,False,0.0
James McCarthy,IRL,MF,Everton,Premier League,23.0,28,2400,2,1,2014-2015,True,0.1125
Jason McCarthy,ENG,"DF,MF",Southampton,Premier League,18.0,1,4,0,0,2014-2015,False,0.0
Aiden McGeady,IRL,"FW,MF",Everton,Premier League,28.0,16,884,1,2,2014-2015,True,0.3054
Allan McGregor,SCO,GK,Hull City,Premier League,32.0,26,2340,0,0,2014-2015,False,0.0
Levan Mchedlidze,GEO,"FW,MF",Empoli,Serie A,24.0,25,772,4,0,2014-2015,False,0.4663
Callum McManaman,ENG,"FW,MF",West Brom,Premier League,23.0,8,345,0,1,2014-2015,True,0.2609
Paddy McNair,NIR,"DF,MF",Manchester Utd,Premier League,19.0,16,1027,0,0,2014-2015,False,0.0
Paul McShane,IRL,DF,Hull City,Premier League,28.0,20,1694,1,0,2014-2015,False,0.0531
Gary Medel,CHI,"DF,MF",Inter,Serie A,26.0,35,2983,0,2,2014-2015,True,0.0603
Slobodan Medojević,SRB,MF,Eintracht Frankfurt,Bundesliga,23.0,14,796,0,0,2014-2015,False,0.0
Álvaro Medrán,ESP,MF,Real Madrid,La Liga,20.0,2,19,0,0,2014-2015,False,0.0
Haris Medunjanin,BIH,MF,Dep La Coruña,La Liga,29.0,24,1484,2,0,2014-2015,False,0.1213
Ben Mee,ENG,DF,Burnley,Premier League,24.0,33,2887,2,1,2014-2015,True,0.0935
Riccardo Meggiorini,ITA,FW,Chievo,Serie A,28.0,30,1895,4,4,2014-2015,True,0.3799
