player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,20,3,225,0,0,2018-2019,False,0.0
Bartłomiej Drągowski,POL,GK,Empoli,Serie A,20,14,1260,0,0,2018-2019,False,0.0
Julian Draxler,GER,MF,Paris Saint-Germain,Ligue 1,24,31,2046,3,7,2018-2019,False,0.4399
Luke Dreher,ENG,MF,Crystal Palace,Premier League,19,1,1,0,0,2018-2019,False,0.0
Josip Drmić,SUI,FW,Gladbach,Bundesliga,25,5,222,2,0,2018-2019,False,0.8108
Jaroslav Drobný,CZE,GK,Düsseldorf,Bundesliga,38,2,180,0,0,2018-2019,False,0.0
Óscar Duarte,CRC,"DF,MF",Espanyol,La Liga,29,11,660,0,0,2018-2019,False,0.0
Rubén Duarte,ESP,DF,Alavés,La Liga,22,33,2772,0,0,2018-2019,False,0.0
Leo Dubois,FRA,DF,Lyon,Ligue 1,23,25,2044,1,6,2018-2019,False,0.3082
Martin Dúbravka,SVK,GK,Newcastle United,Premier League,29,38,3420,0,0,2018-2019,False,0.0
Marvin Ducksch,GER,FW,Düsseldorf,Bundesliga,24,16,823,1,1,2018-2019,False,0.2187
Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,23,32,2563,11,5,2018-2019,False,0.5618
Shane Duffy,IRL,DF,Brighton,Premier League,26,35,3087,5,1,2018-2019,False,0.1749
Demeaco Duhaney,ENG,DF,Huddersfield Town,Premier League,19,1,45,0,0,2018-2019,False,0.0
Paul Dummett,WAL,DF,Newcastle United,Premier League,26,26,1990,0,0,2018-2019,False,0.0
Alfred Duncan,GHA,MF,Sassuolo,Serie A,25,26,1848,4,4,2018-2019,False,0.3896
Lewis Dunk,ENG,DF,Brighton,Premier League,26,36,3151,2,1,2018-2019,False,0.0857
Maxime Dupé,FRA,GK,Nantes,Ligue 1,25,11,940,0,0,2018-2019,False,0.0
Erik Durm,GER,"DF,MF",Huddersfield Town,Premier League,26,28,2055,0,1,2018-2019,False,0.0438
Jimmy Durmaz,SWE,"MF,FW",Toulouse,Ligue 1,29,36,1899,4,1,2018-2019,False,0.237
Riza Durmisi,DEN,MF,Lazio,Serie A,24,10,326,0,1,2018-2019,False,0.2761
Hugo Duro,ESP,"FW,MF",Getafe,La Liga,18,11,417,0,0,2018-2019,False,0.0
Raphael Dwamena,GHA,FW,Levante,La Liga,22,12,222,0,1,2018-2019,False,0.4054
Paulo Dybala,ARG,"FW,MF",Juventus,Serie A,24,30,2137,5,4,2018-2019,False,0.379
Edin Džeko,BIH,FW,Roma,Serie A,32,33,2579,9,6,2018-2019,False,0.5235
Blerim Džemaili,SUI,MF,Bologna,Serie A,32,28,1750,1,1,2018-2019,False,0.1029
Félix Eboa Eboa,CMR,DF,Guingamp,Ligue 1,21,27,2426,3,0,2018-2019,False,0.1113
Dennis Eckert,NAN,FW,Celta Vigo,La Liga,21,9,216,0,0,2018-2019,False,0.0
Bruno Ecuele Manga,GAB,DF,Cardiff City,Premier League,30,38,3376,0,1,2018-2019,False,0.0267
Simone Edera,ITA,MF,Torino,Serie A,21,3,77,0,0,2018-2019,False,0.0
Simone Edera,ITA,"FW,MF",Bologna,Serie A,21,4,196,0,0,2018-2019,False,0.0
Ederson,BRA,GK,Manchester City,Premier League,24,38,3420,0,1,2018-2019,False,0.0263
Johannes Eggestein,GER,"FW,MF",Werder Bremen,Bundesliga,20,23,1113,4,1,2018-2019,False,0.4043
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,21,34,3052,5,4,2018-2019,False,0.2654
Albin Ekdal,SWE,MF,Sampdoria,Serie A,29,32,2646,0,0,2018-2019,False,0.0
Josip Elez,CRO,DF,Hannover 96,Bundesliga,24,10,646,0,0,2018-2019,False,0.0
Harvey Elliott,ENG,"FW,MF",Fulham,Premier League,15,2,20,0,0,2018-2019,False,0.0
Mohamed Elneny,EGY,MF,Arsenal,Premier League,26,8,380,0,0,2018-2019,False,0.0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,24,27,2254,1,0,2018-2019,False,0.0399
Gorka Elustondo,ESP,MF,Rayo Vallecano,La Liga,31,5,285,0,0,2018-2019,False,0.0
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,21,30,2623,2,1,2018-2019,False,0.1029
Rodrigo Ely,BRA,DF,Alavés,La Liga,24,5,430,0,0,2018-2019,False,0.0
Mohamed Elyounoussi,NOR,MF,Southampton,Premier League,23,16,793,0,0,2018-2019,False,0.0
Adri Embarba,ESP,"MF,FW",Rayo Vallecano,La Liga,26,36,2282,5,6,2018-2019,False,0.4338
Breel Embolo,SUI,"FW,MF",Schalke 04,Bundesliga,21,20,1345,5,1,2018-2019,False,0.4015
Emerson,BRA,MF,Real Betis,La Liga,19,6,317,0,0,2018-2019,False,0.0
Youssef En-Nesyri,MAR,FW,Leganés,La Liga,21,31,2106,9,2,2018-2019,False,0.4701
Björn Engels,BEL,DF,Reims,Ligue 1,23,33,2970,1,1,2018-2019,False,0.0606
Sergi Enrich,ESP,FW,Eibar,La Liga,28,35,2582,7,4,2018-2019,False,0.3834
Javier Eraso,ESP,MF,Leganés,La Liga,28,13,631,0,0,2018-2019,False,0.0
Christian Eriksen,DEN,"MF,FW",Tottenham Hotspur,Premier League,26,35,2774,8,12,2018-2019,False,0.6489
Patrick Erras,GER,MF,Nürnberg,Bundesliga,23,19,1222,0,1,2018-2019,False,0.0736
Gonzalo Escalante,ARG,MF,Eibar,La Liga,25,32,1789,4,1,2018-2019,False,0.2515
Sergio Escudero,ESP,"MF,DF",Sevilla,La Liga,28,21,1545,0,1,2018-2019,False,0.0583
Bernardo Espinosa,COL,DF,Girona,La Liga,29,31,2727,1,1,2018-2019,False,0.066
Michael Esser,GER,GK,Hannover 96,Bundesliga,30,32,2880,0,0,2018-2019,False,0.0
Alexander Esswein,GER,"MF,FW",Stuttgart,Bundesliga,28,17,1251,0,0,2018-2019,False,0.0
Neil Etheridge,PHI,GK,Cardiff City,Premier League,28,38,3420,0,0,2018-2019,False,0.0
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,31,27,2031,1,2,2018-2019,False,0.1329
Xabier Etxeita,ESP,DF,Huesca,La Liga,30,31,2677,4,0,2018-2019,False,0.1345
Lucas Evangelista,BRA,"MF,FW",Nantes,Ligue 1,23,14,720,1,0,2018-2019,False,0.125
Jonny Evans,NIR,DF,Leicester City,Premier League,30,24,1996,1,0,2018-2019,False,0.0451
Ewerton,BRA,DF,Nürnberg,Bundesliga,29,18,1341,0,0,2018-2019,False,0.0
Valentin Eysseric,FRA,FW,Fiorentina,Serie A,26,8,358,0,1,2018-2019,False,0.2514
Valentin Eysseric,FRA,"MF,FW",Nantes,Ligue 1,26,5,209,1,0,2018-2019,False,0.4306
Marco Fabián,MEX,MF,Eintracht Frankfurt,Bundesliga,29,1,62,0,0,2018-2019,False,0.0
Łukasz Fabiański,POL,GK,West Ham United,Premier League,33,38,3420,0,0,2018-2019,False,0.0
Fabinho,BRA,MF,Liverpool,Premier League,24,28,2017,1,2,2018-2019,False,0.1339
Fábio,BRA,"DF,MF",Nantes,Ligue 1,28,20,1276,0,2,2018-2019,False,0.1411
Cesc Fàbregas,ESP,MF,Chelsea,Premier League,31,6,180,0,0,2018-2019,False,0.0
Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,31,13,966,1,0,2018-2019,False,0.0932
Fabricio,ESP,GK,Fulham,Premier League,30,2,180,0,0,2018-2019,False,0.0
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,29,17,1470,0,0,2018-2019,False,0.0
Romain Faivre,FRA,MF,Monaco,Ligue 1,20,1,90,0,0,2018-2019,False,0.0
Fayçal Fajr,MAR,MF,Caen,Ligue 1,29,36,3240,5,4,2018-2019,False,0.25
Radamel Falcao,COL,FW,Monaco,Ligue 1,32,33,2557,15,2,2018-2019,False,0.5984
Diego Falcinelli,ITA,FW,Bologna,Serie A,27,16,703,0,1,2018-2019,False,0.128
Simon Falette,GUI,DF,Eintracht Frankfurt,Bundesliga,26,7,600,0,0,2018-2019,False,0.0
Iago Falque,ESP,"FW,MF",Torino,Serie A,28,26,1612,6,4,2018-2019,False,0.5583
Paolo Faragò,ITA,"MF,DF",Cagliari,Serie A,25,26,1703,1,1,2018-2019,False,0.1057
Mohamed Fares,ALG,"MF,DF",SPAL,Serie A,22,35,2949,3,0,2018-2019,False,0.0916
Diego Farias,BRA,FW,Empoli,Serie A,28,16,1193,4,4,2018-2019,False,0.6035
Diego Farias,BRA,FW,Cagliari,Serie A,28,16,700,3,0,2018-2019,False,0.3857
Andrea Favilli,ITA,FW,Genoa,Serie A,21,6,170,0,2,2018-2019,False,1.0588
Federico Fazio,ARG,DF,Roma,Serie A,31,34,2806,5,0,2018-2019,False,0.1604
Zouhair Feddal,MAR,DF,Real Betis,La Liga,29,21,1702,1,1,2018-2019,False,0.1058
Nabil Fekir,FRA,MF,Lyon,Ligue 1,25,29,1988,9,7,2018-2019,False,0.7243
Yassin Fekir,FRA,FW,Lyon,Ligue 1,21,1,12,0,0,2018-2019,False,0.0
Felipe,BRA,DF,Hannover 96,Bundesliga,31,17,1095,2,0,2018-2019,False,0.1644
Luiz Felipe,ITA,DF,Lazio,Serie A,21,17,1289,1,1,2018-2019,False,0.1396
Ohis Felix Uduokhai,GER,DF,Wolfsburg,Bundesliga,20,11,244,0,0,2018-2019,False,0.0
Marouane Fellaini,BEL,MF,Manchester Utd,Premier League,30,14,752,0,1,2018-2019,False,0.1197
Kiko Femenía,ESP,DF,Watford,Premier League,27,29,2049,1,1,2018-2019,False,0.0878
Edimilson Fernandes,SUI,MF,Fiorentina,Serie A,22,29,1970,2,0,2018-2019,False,0.0914
Gelson Fernandes,SUI,MF,Eintracht Frankfurt,Bundesliga,31,28,2225,1,0,2018-2019,False,0.0404
Aitor Fernández,ESP,GK,Levante,La Liga,27,16,1440,0,0,2018-2019,False,0.0
Andrés Fernández,ESP,GK,Villarreal,La Liga,31,6,540,0,0,2018-2019,False,0.0
Borja Fernández,ESP,"MF,DF",Valladolid,La Liga,37,19,841,0,0,2018-2019,False,0.0
Federico Fernández,ARG,DF,Newcastle United,Premier League,29,19,1484,0,1,2018-2019,False,0.0606
Joaquín Fernández,ESP,"DF,MF",Valladolid,La Liga,22,13,839,1,0,2018-2019,False,0.1073
Valery Fernández,ESP,"MF,DF",Girona,La Liga,18,17,888,0,1,2018-2019,False,0.1014
Fernandinho,BRA,MF,Manchester City,Premier League,33,29,2377,1,3,2018-2019,False,0.1515
Juan Ferney Otero,COL,"MF,FW",Amiens,Ligue 1,23,33,2175,2,2,2018-2019,False,0.1655
Alex Ferrari,ITA,DF,Sampdoria,Serie A,24,6,540,0,0,2018-2019,False,0.0
David Ferreiro,ESP,MF,Huesca,La Liga,30,35,2280,1,3,2018-2019,False,0.1579
Facundo Ferreyra,ARG,FW,Espanyol,La Liga,27,9,211,1,0,2018-2019,False,0.4265
Jordan Ferri,FRA,MF,Nîmes,Ligue 1,26,24,1874,2,1,2018-2019,False,0.1441
Jordan Ferri,FRA,MF,Lyon,Ligue 1,26,4,116,0,0,2018-2019,False,0.0
Oliver Fink,GER,MF,Düsseldorf,Bundesliga,36,18,1055,3,0,2018-2019,False,0.2559
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,29,18,1335,10,1,2018-2019,False,0.7416
Roberto Firmino,BRA,"FW,MF",Liverpool,Premier League,26,34,2607,12,6,2018-2019,False,0.6214
Junior Firpo,DOM,"MF,DF",Real Betis,La Liga,21,24,1937,3,4,2018-2019,False,0.3252
Mathieu Flamini,FRA,MF,Getafe,La Liga,34,10,453,0,0,2018-2019,False,0.0
Mark Flekken,NED,GK,Freiburg,Bundesliga,25,1,90,0,0,2018-2019,False,0.0
Sergio Floccari,ITA,FW,SPAL,Serie A,36,20,976,3,1,2018-2019,False,0.3689
Alessandro Florenzi,ITA,"DF,MF",Roma,Serie A,27,29,2180,3,2,2018-2019,False,0.2064
Phil Foden,ENG,MF,Manchester City,Premier League,18,13,335,1,0,2018-2019,False,0.2687
Guessouma Fofana,MTN,MF,Amiens,Ligue 1,25,3,186,0,0,2018-2019,False,0.0
Guessouma Fofana,MTN,MF,Guingamp,Ligue 1,25,10,479,0,0,2018-2019,False,0.0
Seko Fofana,CIV,MF,Udinese,Serie A,23,31,2639,2,4,2018-2019,False,0.2046
Wesley Fofana,FRA,DF,Saint-Étienne,Ligue 1,17,2,161,0,0,2018-2019,False,0.0
Youssouf Fofana,FRA,MF,Strasbourg,Ligue 1,19,17,912,2,1,2018-2019,False,0.2961
Thomas Foket,BEL,DF,Reims,Ligue 1,23,32,2880,0,0,2018-2019,False,0.0
Thomas Fontaine,MAD,DF,Reims,Ligue 1,27,7,420,0,1,2018-2019,False,0.2143
José Fonte,POR,DF,Lille,Ligue 1,34,36,3110,3,1,2018-2019,False,0.1158
Rui Fonte,POR,FW,Lille,Ligue 1,28,18,627,1,0,2018-2019,False,0.1435
Pablo Fornals,ESP,"MF,FW",Villarreal,La Liga,22,35,2479,2,3,2018-2019,False,0.1815
Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,26,20,1249,4,7,2018-2019,False,0.7926
Fraser Forster,ENG,GK,Southampton,Premier League,30,1,90,0,0,2018-2019,False,0.0
Steven Fortes,CPV,DF,Toulouse,Ligue 1,26,3,136,0,0,2018-2019,False,0.0
Iver Fossum,NOR,MF,Hannover 96,Bundesliga,22,9,455,0,0,2018-2019,False,0.0
Ben Foster,ENG,GK,Watford,Premier League,35,38,3420,0,0,2018-2019,False,0.0
Timothy Fosu-Mensah,NED,DF,Fulham,Premier League,20,12,793,0,0,2018-2019,False,0.0
Dimitri Foulquier,FRA,"MF,DF",Getafe,La Liga,25,25,1799,3,2,2018-2019,False,0.2501
Juan Foyth,ARG,DF,Tottenham Hotspur,Premier League,20,12,888,1,0,2018-2019,False,0.1014
Raphael Framberger,GER,"MF,DF",Augsburg,Bundesliga,22,7,548,0,0,2018-2019,False,0.0
Simon Francis,ENG,DF,Bournemouth,Premier League,33,17,1229,0,2,2018-2019,False,0.1465
Mike Frantz,GER,MF,Freiburg,Bundesliga,31,31,2216,2,1,2018-2019,False,0.1218
Ryan Fraser,SCO,MF,Bournemouth,Premier League,24,38,3166,7,14,2018-2019,False,0.597
Pierluigi Frattali,ITA,GK,Parma,Serie A,32,1,90,0,0,2018-2019,False,0.0
Fred,BRA,MF,Manchester Utd,Premier League,25,17,1041,1,1,2018-2019,False,0.1729
Ryan Fredericks,ENG,DF,West Ham United,Premier League,25,15,1086,1,0,2018-2019,False,0.0829
Remo Freuler,SUI,MF,Atalanta,Serie A,26,35,3022,2,6,2018-2019,False,0.2383
Nicolas Frey,FRA,DF,Chievo,Serie A,34,5,227,0,0,2018-2019,False,0.0
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,20,7,474,0,0,2018-2019,False,0.0
Alexander Fuchs,GER,MF,Nürnberg,Bundesliga,21,9,655,1,0,2018-2019,False,0.1374
Christian Fuchs,AUT,DF,Leicester City,Premier League,32,3,207,0,0,2018-2019,False,0.0
Javi Fuego,ESP,MF,Villarreal,La Liga,34,5,233,0,0,2018-2019,False,0.0
Angelo Fulgini,NCL,"MF,FW",Angers,Ligue 1,21,31,1635,4,1,2018-2019,False,0.2752
Niclas Füllkrug,GER,FW,Hannover 96,Bundesliga,25,14,1112,2,1,2018-2019,False,0.2428
Ramiro Funes Mori,ARG,"DF,MF",Villarreal,La Liga,27,31,2627,2,1,2018-2019,False,0.1028
Manolo Gabbiadini,ITA,"MF,FW",Southampton,Premier League,26,12,476,1,0,2018-2019,False,0.1891
Manolo Gabbiadini,ITA,FW,Sampdoria,Serie A,26,18,812,4,2,2018-2019,False,0.665
Mijat Gaćinović,SRB,MF,Eintracht Frankfurt,Bundesliga,23,29,1626,0,1,2018-2019,False,0.0554
Gianluca Gaetano,ITA,MF,Napoli,Serie A,18,2,8,0,0,2018-2019,False,0.0
Roberto Gagliardini,ITA,MF,Inter,Serie A,24,19,1087,5,0,2018-2019,False,0.414
Riccardo Gagliolo,SWE,DF,Parma,Serie A,28,34,3045,0,2,2018-2019,False,0.0591
Milan Gajić,SRB,DF,Bordeaux,Ligue 1,22,1,90,0,0,2018-2019,False,0.0
Javi Galán,ESP,"DF,MF",Huesca,La Liga,23,16,1440,0,2,2018-2019,False,0.125
Sam Gallagher,ENG,"FW,MF",Southampton,Premier League,22,4,34,0,0,2018-2019,False,0.0
Álex Gallar,ESP,MF,Huesca,La Liga,26,25,1009,4,1,2018-2019,False,0.446
Enric Gallego,ESP,FW,Huesca,La Liga,31,19,1539,5,1,2018-2019,False,0.3509
Álex Gálvez,ESP,DF,Rayo Vallecano,La Liga,29,17,1412,1,0,2018-2019,False,0.0637
Kévin Gameiro,FRA,FW,Valencia,La Liga,31,33,1612,6,1,2018-2019,False,0.3908
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,28,33,2822,0,2,2018-2019,False,0.0638
Ignatius Ganago,CMR,"FW,MF",Nice,Ligue 1,19,20,1036,2,0,2018-2019,False,0.1737
Cristian Ganea,ROU,MF,Athletic Club,La Liga,26,1,49,0,0,2018-2019,False,0.0
Ganso,BRA,MF,Amiens,Ligue 1,28,12,520,0,2,2018-2019,False,0.3462
Ezequiel Garay,ARG,DF,Valencia,La Liga,31,24,2136,2,0,2018-2019,False,0.0843
Borja Garcés,ESP,FW,Atlético Madrid,La Liga,18,1,20,1,0,2018-2019,False,4.5
Alberto García,ESP,GK,Rayo Vallecano,La Liga,33,17,1530,0,0,2018-2019,False,0.0
Aleix García,ESP,MF,Girona,La Liga,21,31,1663,2,1,2018-2019,False,0.1624
Álvaro García,ESP,"MF,FW",Rayo Vallecano,La Liga,25,35,1766,4,2,2018-2019,False,0.3058
Borja García,ESP,"MF,FW",Girona,La Liga,27,33,2629,1,3,2018-2019,False,0.1369
Dani García,ESP,MF,Athletic Club,La Liga,28,29,2476,0,1,2018-2019,False,0.0363
Javi García,ESP,"DF,MF",Real Betis,La Liga,31,13,524,0,0,2018-2019,False,0.0
Manu García,ESP,MF,Toulouse,Ligue 1,20,31,1843,0,4,2018-2019,False,0.1953
Manu García,ESP,MF,Alavés,La Liga,32,34,2330,2,1,2018-2019,False,0.1159
Raúl García,ESP,DF,Leganés,La Liga,29,5,381,0,0,2018-2019,False,0.0
Raúl García,ESP,"DF,MF",Girona,La Liga,29,10,850,0,1,2018-2019,False,0.1059
Raúl García,ESP,MF,Athletic Club,La Liga,32,33,2369,9,3,2018-2019,False,0.4559
Sergio García,ESP,"FW,MF",Espanyol,La Liga,35,29,1486,2,1,2018-2019,False,0.1817
James Garner,ENG,MF,Manchester Utd,Premier League,17,1,1,0,0,2018-2019,False,0.0
Mario Gaspar,ESP,"DF,MF",Villarreal,La Liga,27,31,2599,1,2,2018-2019,False,0.1039
Paulo Gazzaniga,ARG,GK,Tottenham Hotspur,Premier League,26,3,270,0,0,2018-2019,False,0.0
Marcello Gazzola,ITA,"MF,DF",Parma,Serie A,33,20,921,1,0,2018-2019,False,0.0977
Jean-Philippe Gbamin,CIV,MF,Mainz 05,Bundesliga,22,31,2672,2,1,2018-2019,False,0.101
David de Gea,ESP,GK,Manchester Utd,Premier League,27,38,3420,0,0,2018-2019,False,0.0
Theodor Gebre Selassie,CZE,DF,Werder Bremen,Bundesliga,31,32,2814,3,2,2018-2019,False,0.1599
Dennis Geiger,GER,"MF,FW",Hoffenheim,Bundesliga,20,4,246,0,1,2018-2019,False,0.3659
Jérémy Gélin,FRA,"DF,MF",Rennes,Ligue 1,21,22,1278,0,0,2018-2019,False,0.0
Romain Genevois,HAI,DF,Caen,Ligue 1,30,6,357,0,0,2018-2019,False,0.0
Christian Gentner,GER,MF,Stuttgart,Bundesliga,32,29,2018,0,5,2018-2019,False,0.223
Yannick Gerhardt,GER,MF,Wolfsburg,Bundesliga,24,30,2455,2,2,2018-2019,False,0.1466
Valère Germain,FRA,FW,Marseille,Ligue 1,28,36,2170,8,2,2018-2019,False,0.4147
Gerson,BRA,"MF,FW",Fiorentina,Serie A,21,36,2426,3,3,2018-2019,False,0.2226
Gervinho,CIV,FW,Parma,Serie A,31,30,2304,11,2,2018-2019,False,0.5078
Willem Geubbels,FRA,FW,Monaco,Ligue 1,16,1,8,0,0,2018-2019,False,0.0
Lamine Ghezali,FRA,MF,Saint-Étienne,Ligue 1,19,6,44,1,0,2018-2019,False,2.0455
Rachid Ghezzal,ALG,"MF,FW",Leicester City,Premier League,26,19,743,1,0,2018-2019,False,0.1211
Paolo Ghiglione,ITA,MF,Frosinone,Serie A,21,9,514,1,0,2018-2019,False,0.1751
Saman Ghoddos,IRN,"MF,FW",Amiens,Ligue 1,24,27,1827,4,4,2018-2019,False,0.3941
Faouzi Ghoulam,ALG,DF,Napoli,Serie A,27,16,1154,1,3,2018-2019,False,0.312
Emanuele Giaccherini,ITA,"MF,FW",Chievo,Serie A,33,26,2009,3,1,2018-2019,False,0.1792
Morgan Gibbs-White,ENG,"MF,FW",Wolves,Premier League,18,26,663,0,1,2018-2019,False,0.1357
Ben Gibson,ENG,DF,Burnley,Premier League,25,1,62,1,0,2018-2019,False,1.4516
Fabian Giefer,GER,GK,Augsburg,Bundesliga,28,4,360,0,0,2018-2019,False,0.0
Niko Gießelmann,GER,"DF,MF",Düsseldorf,Bundesliga,26,30,2593,0,3,2018-2019,False,0.1041
Bryan Gil,ESP,"FW,MF",Sevilla,La Liga,17,11,167,1,1,2018-2019,False,1.0778
Daniel Ginczek,GER,FW,Wolfsburg,Bundesliga,27,24,1276,6,2,2018-2019,False,0.5643
Matthias Ginter,GER,DF,Gladbach,Bundesliga,24,27,2379,2,0,2018-2019,False,0.0757
Andrei Girotto,BRA,MF,Nantes,Ligue 1,26,20,1475,2,0,2018-2019,False,0.122
Olivier Giroud,FRA,FW,Chelsea,Premier League,31,27,847,2,4,2018-2019,False,0.6375
Kamil Glik,POL,DF,Monaco,Ligue 1,30,33,2970,1,0,2018-2019,False,0.0303
Serge Gnabry,GER,"MF,FW",Bayern Munich,Bundesliga,23,30,1762,10,5,2018-2019,False,0.7662
Joris Gnagnon,FRA,DF,Sevilla,La Liga,21,7,446,0,0,2018-2019,False,0.0
Eddy Gnahoré,FRA,MF,Amiens,Ligue 1,24,34,2243,4,2,2018-2019,False,0.2407
Massimo Gobbi,ITA,DF,Parma,Serie A,37,16,1183,0,1,2018-2019,False,0.0761
Kevin Goden,GER,"DF,MF",Nürnberg,Bundesliga,19,5,273,0,0,2018-2019,False,0.0
Diego Godín,URU,DF,Atlético Madrid,La Liga,32,30,2509,3,1,2018-2019,False,0.1435
Mauro Goicoechea,URU,GK,Toulouse,Ligue 1,30,8,713,0,0,2018-2019,False,0.0
Edoardo Goldaniga,ITA,DF,Frosinone,Serie A,24,29,2610,1,1,2018-2019,False,0.069
Pierluigi Gollini,ITA,GK,Atalanta,Serie A,23,20,1799,0,0,2018-2019,False,0.0
Aleksandr Golovin,RUS,"MF,FW",Monaco,Ligue 1,22,30,2290,3,3,2018-2019,False,0.2358
André Gomes,POR,MF,Everton,Premier League,25,27,1980,1,1,2018-2019,False,0.0909
Angel Gomes,ENG,"FW,MF",Manchester Utd,Premier League,17,2,27,0,0,2018-2019,False,0.0
Ibai Gómez,ESP,MF,Athletic Club,La Liga,28,14,580,0,2,2018-2019,False,0.3103
Ibai Gómez,ESP,"MF,FW",Alavés,La Liga,28,18,1449,3,2,2018-2019,False,0.3106
Joe Gomez,ENG,DF,Liverpool,Premier League,21,16,1063,0,0,2018-2019,False,0.0
Mario Gómez,GER,FW,Stuttgart,Bundesliga,33,31,2211,7,2,2018-2019,False,0.3664
Maxi Gómez,URU,FW,Celta Vigo,La Liga,21,35,2960,13,5,2018-2019,False,0.5473
Moi Gómez,ESP,MF,Huesca,La Liga,24,36,3055,2,7,2018-2019,False,0.2651
Papu Gómez,ARG,"MF,FW",Atalanta,Serie A,30,35,2899,7,11,2018-2019,False,0.5588
Sergi Gómez,ESP,DF,Sevilla,La Liga,26,32,2765,0,0,2018-2019,False,0.0
Alfred Gomis,SEN,GK,SPAL,Serie A,24,20,1724,0,0,2018-2019,False,0.0
Maxime Gonalons,FRA,MF,Sevilla,La Liga,29,10,540,0,0,2018-2019,False,0.0
Anthony Gonçalves,FRA,MF,Strasbourg,Ligue 1,32,18,1058,5,2,2018-2019,False,0.5955
Jérôme Gondorf,GER,MF,Freiburg,Bundesliga,30,25,1296,2,2,2018-2019,False,0.2778
Álvaro González,ESP,DF,Villarreal,La Liga,28,33,2964,1,2,2018-2019,False,0.0911
Bruno González,ESP,DF,Getafe,La Liga,28,23,1701,0,1,2018-2019,False,0.0529
Cristo González,ESP,"FW,MF",Real Madrid,La Liga,20,1,45,0,0,2018-2019,False,0.0
Giancarlo González,CRC,DF,Bologna,Serie A,30,12,746,0,1,2018-2019,False,0.1206
Nicolás González,ARG,"FW,MF",Stuttgart,Bundesliga,20,30,2162,2,3,2018-2019,False,0.2081
Jon Gorenc Stanković,SVN,"MF,DF",Huddersfield Town,Premier League,22,11,715,1,0,2018-2019,False,0.1259
Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,23,30,2023,8,4,2018-2019,False,0.5339
Mathieu Gorgelin,FRA,GK,Lyon,Ligue 1,27,4,360,0,0,2018-2019,False,0.0
Mirko Gori,ITA,MF,Frosinone,Serie A,25,10,329,0,0,2018-2019,False,0.0
Andoni Gorosabel,ESP,"DF,MF",Real Sociedad,La Liga,21,7,455,0,0,2018-2019,False,0.0
Robin Gosens,GER,MF,Atalanta,Serie A,24,28,1942,3,2,2018-2019,False,0.2317
Dan Gosling,ENG,MF,Bournemouth,Premier League,28,25,1739,2,1,2018-2019,False,0.1553
Felix Götze,GER,"DF,MF",Augsburg,Bundesliga,20,6,126,1,0,2018-2019,False,0.7143
Mario Götze,GER,"FW,MF",Dortmund,Bundesliga,26,26,1674,7,7,2018-2019,False,0.7527
Prince-Désir Gouano,FRA,DF,Amiens,Ligue 1,24,30,2620,1,0,2018-2019,False,0.0344
Yoann Gourcuff,FRA,MF,Dijon,Ligue 1,32,8,134,0,0,2018-2019,False,0.0
Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,27,25,2092,0,2,2018-2019,False,0.086
Paolo Gozzi Iweru,ITA,DF,Juventus,Serie A,17,1,90,0,0,2018-2019,False,0.0
Max Gradel,CIV,"MF,FW",Toulouse,Ligue 1,30,36,3240,11,5,2018-2019,False,0.4444
Jonathan Gradit,FRA,DF,Caen,Ligue 1,25,24,2010,0,0,2018-2019,False,0.0
Samuel Grandsir,FRA,"MF,FW",Strasbourg,Ligue 1,21,8,237,0,0,2018-2019,False,0.0
Samuel Grandsir,FRA,MF,Monaco,Ligue 1,21,12,469,0,1,2018-2019,False,0.1919
Álex Granell,ESP,MF,Girona,La Liga,29,32,2391,0,4,2018-2019,False,0.1506
Esteban Granero,ESP,MF,Espanyol,La Liga,31,28,2013,3,1,2018-2019,False,0.1788
Karlan Grant,ENG,"FW,MF",Huddersfield Town,Premier League,20,13,877,3,0,2018-2019,False,0.3079
Alberto Grassi,ITA,MF,Parma,Serie A,23,7,462,0,0,2018-2019,False,0.0
Andre Gray,JAM,FW,Watford,Premier League,27,29,1366,7,2,2018-2019,False,0.593
Demarai Gray,JAM,"MF,FW",Leicester City,Premier League,22,34,1985,4,1,2018-2019,False,0.2267
Mason Greenwood,ENG,FW,Manchester Utd,Premier League,16,3,117,0,0,2018-2019,False,0.0
Michael Gregoritsch,AUT,"MF,FW",Augsburg,Bundesliga,24,32,2487,6,2,2018-2019,False,0.2895
