player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Youssef Aït Bennasser,MAR,MF,Saint-Étienne,Ligue 1,22,13,936,0,0,2018-2019,False,0.0
Youssef Aït Bennasser,MAR,MF,Monaco,Ligue 1,22,13,1073,0,2,2018-2019,False,0.1678
Rayan Aït-Nouri,ALG,"DF,MF",Angers,Ligue 1,17,3,57,0,0,2018-2019,False,0.0
Ludovic Ajorque,FRA,FW,Strasbourg,Ligue 1,24,25,1531,9,1,2018-2019,False,0.5879
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,23,25,2205,1,0,2018-2019,False,0.0408
Carlos Akapo,EQG,"DF,MF",Huesca,La Liga,25,13,1023,0,0,2018-2019,False,0.0
Nathan Aké,NED,DF,Bournemouth,Premier League,23,38,3411,4,0,2018-2019,False,0.1055
Sergio Akieme,ESP,DF,Rayo Vallecano,La Liga,20,2,180,0,1,2018-2019,False,0.5
Chadrac Akolo,COD,"MF,FW",Stuttgart,Bundesliga,23,16,525,0,1,2018-2019,False,0.1714
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,23,8,499,0,0,2018-2019,False,0.0
Kevin Akpoguma,NGA,DF,Hannover 96,Bundesliga,23,4,313,0,0,2018-2019,False,0.0
David Alaba,AUT,DF,Bayern Munich,Bundesliga,26,31,2530,3,3,2018-2019,False,0.2134
Sofiane Alakouch,MAR,DF,Nîmes,Ligue 1,20,25,1895,1,0,2018-2019,False,0.0475
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,25,27,1265,9,3,2018-2019,False,0.8538
Jordi Alba,ESP,DF,Barcelona,La Liga,29,36,2991,2,8,2018-2019,False,0.3009
Luis Alberto,ESP,"MF,FW",Lazio,Serie A,25,27,1990,4,5,2018-2019,False,0.407
Raúl Albiol,ESP,DF,Napoli,Serie A,32,20,1713,1,0,2018-2019,False,0.0525
Miiko Albornoz,CHI,"DF,MF",Hannover 96,Bundesliga,27,22,1660,1,3,2018-2019,False,0.2169
Marc Albrighton,ENG,"MF,FW",Leicester City,Premier League,28,27,1625,2,2,2018-2019,False,0.2215
Paco Alcácer,ESP,FW,Dortmund,Bundesliga,24,26,1211,18,0,2018-2019,False,1.3377
Pedro Alcalá,ESP,DF,Girona,La Liga,29,25,1868,1,1,2018-2019,False,0.0964
Thiago Alcántara,ESP,MF,Bayern Munich,Bundesliga,27,30,2408,2,6,2018-2019,False,0.299
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,27,34,2976,3,2,2018-2019,False,0.1512
Toby Alderweireld,BEL,DF,Tottenham Hotspur,Premier League,29,34,2922,0,0,2018-2019,False,0.0
Álex Alegría,ESP,FW,Rayo Vallecano,La Liga,25,9,140,0,0,2018-2019,False,0.0
Alexis Alegue,FRA,"FW,MF",Nantes,Ligue 1,21,1,5,0,0,2018-2019,False,0.0
Iván Alejo,ESP,MF,Getafe,La Liga,23,4,146,0,0,2018-2019,False,0.0
Carles Aleñá,ESP,MF,Barcelona,La Liga,20,17,637,2,0,2018-2019,False,0.2826
Rúnar Alex Rúnarsson,ISL,GK,Dijon,Ligue 1,23,25,2250,0,0,2018-2019,False,0.0
Alexander,ARG,MF,Leganés,La Liga,29,1,10,0,0,2018-2019,False,0.0
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,19,29,2462,1,12,2018-2019,False,0.4752
Alfonso,MOZ,"DF,MF",Hoffenheim,Bundesliga,18,1,9,0,0,2018-2019,False,0.0
Rachid Alioui,MAR,FW,Nîmes,Ligue 1,26,27,1252,5,0,2018-2019,False,0.3594
Alisson,BRA,GK,Liverpool,Premier League,25,38,3420,0,0,2018-2019,False,0.0
Bobby Allain,FRA,GK,Dijon,Ligue 1,26,13,1170,0,0,2018-2019,False,0.0
Allan,BRA,MF,Eintracht Frankfurt,Bundesliga,21,4,176,0,0,2018-2019,False,0.0
Allan,BRA,MF,Napoli,Serie A,27,33,2616,1,3,2018-2019,False,0.1376
Dele Alli,ENG,"MF,FW",Tottenham Hotspur,Premier League,22,25,1825,5,3,2018-2019,False,0.3945
Miguel Almirón,PAR,"MF,FW",Newcastle United,Premier League,24,10,759,0,0,2018-2019,False,0.0
Júnior Alonso,PAR,"MF,DF",Celta Vigo,La Liga,25,9,536,0,0,2018-2019,False,0.0
Marcos Alonso,ESP,DF,Chelsea,Premier League,27,31,2759,2,4,2018-2019,False,0.1957
Mickaël Alphonse,GLP,DF,Dijon,Ligue 1,29,11,571,1,0,2018-2019,False,0.1576
Sergio Álvarez,ESP,GK,Celta Vigo,La Liga,31,13,1170,0,0,2018-2019,False,0.0
Sergio Álvarez,ESP,"MF,DF",Eibar,La Liga,26,19,1069,0,0,2018-2019,False,0.0
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,23,30,2613,0,0,2018-2019,False,0.0
Bruno Alves,POR,DF,Parma,Serie A,36,33,2922,4,1,2018-2019,False,0.154
Dani Alves,BRA,"MF,DF",Paris Saint-Germain,Ligue 1,35,23,1622,1,7,2018-2019,False,0.4439
Ibrahim Amadou,FRA,"MF,DF",Sevilla,La Liga,25,17,762,0,0,2018-2019,False,0.0
Romain Amalfitano,FRA,MF,Dijon,Ligue 1,28,32,2522,0,0,2018-2019,False,0.0
Daniel Amartey,GHA,DF,Leicester City,Premier League,23,9,641,0,0,2018-2019,False,0.0
Jordi Amat,IDN,DF,Rayo Vallecano,La Liga,26,31,2763,0,0,2018-2019,False,0.0
Amath,SEN,MF,Getafe,La Liga,22,15,1002,1,2,2018-2019,False,0.2695
Jordan Amavi,FRA,DF,Marseille,Ligue 1,24,28,2177,0,2,2018-2019,False,0.0827
Kelvin Amian,FRA,DF,Toulouse,Ligue 1,20,32,2880,0,1,2018-2019,False,0.0312
Nadiem Amiri,GER,MF,Hoffenheim,Bundesliga,21,13,754,3,1,2018-2019,False,0.4775
Yanis Ammour,FRA,FW,Montpellier,Ligue 1,19,1,2,0,0,2018-2019,False,0.0
Luke Amos,ENG,MF,Tottenham Hotspur,Premier League,21,1,3,0,0,2018-2019,False,0.0
Joachim Andersen,DEN,DF,Sampdoria,Serie A,22,32,2880,0,1,2018-2019,False,0.0312
Felipe Anderson,BRA,MF,West Ham United,Premier League,25,36,3043,9,4,2018-2019,False,0.3845
Florin Andone,ROU,FW,Brighton,Premier League,25,23,881,3,0,2018-2019,False,0.3065
Benjamin André,FRA,MF,Rennes,Ligue 1,27,30,2495,3,1,2018-2019,False,0.1443
Marco Andreolli,ITA,DF,Cagliari,Serie A,32,3,106,0,0,2018-2019,False,0.0
Marco Andreolli,ITA,DF,Chievo,Serie A,32,8,646,0,0,2018-2019,False,0.0
Yoann Andreu,FRA,DF,Angers,Ligue 1,29,1,4,0,0,2018-2019,False,0.0
José Ángel,ESP,DF,Eibar,La Liga,28,35,3028,1,1,2018-2019,False,0.0594
Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,34,11,990,0,0,2018-2019,False,0.0
Cristian Ansaldi,ARG,MF,Torino,Serie A,31,24,1807,3,2,2018-2019,False,0.249
Mirco Antenucci,ITA,FW,SPAL,Serie A,33,35,2133,5,0,2018-2019,False,0.211
Waldemar Anton,GER,DF,Hannover 96,Bundesliga,22,34,3060,1,0,2018-2019,False,0.0294
Luca Antonelli,ITA,"DF,MF",Empoli,Serie A,31,13,755,0,1,2018-2019,False,0.1192
Mauro Antonio Burruchaga,ARG,MF,Chievo,Serie A,20,1,58,0,0,2018-2019,False,0.0
Michail Antonio,JAM,"MF,FW",West Ham United,Premier League,28,33,2103,6,4,2018-2019,False,0.428
Antoñito,ESP,"DF,MF",Valladolid,La Liga,30,30,1863,2,1,2018-2019,False,0.1449
Vitorino Antunes,POR,"DF,MF",Getafe,La Liga,31,28,2181,1,3,2018-2019,False,0.1651
Anuar,MAR,MF,Valladolid,La Liga,23,19,1081,1,0,2018-2019,False,0.0833
Dennis Aogo,GER,MF,Stuttgart,Bundesliga,31,15,1025,0,0,2018-2019,False,0.0
Houssem Aouar,ALG,MF,Lyon,Ligue 1,20,37,3061,7,7,2018-2019,False,0.4116
Emmanuel Apeh,NGA,FW,Celta Vigo,La Liga,21,2,14,0,0,2018-2019,False,0.0
Mauro Arambarri,URU,MF,Getafe,La Liga,22,33,2676,1,2,2018-2019,False,0.1009
Guilherme Arana,BRA,MF,Sevilla,La Liga,21,9,629,0,0,2018-2019,False,0.0
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,29,24,1891,2,7,2018-2019,False,0.4283
Luiz Araújo,BRA,MF,Lille,Ligue 1,22,25,781,3,2,2018-2019,False,0.5762
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,26,32,2682,3,0,2018-2019,False,0.1007
Anaitz Arbilla,ESP,DF,Eibar,La Liga,31,25,1950,1,2,2018-2019,False,0.1385
Joaquín Ardaiz,URU,FW,Frosinone,Serie A,19,1,20,0,0,2018-2019,False,0.0
Alphonse Areola,FRA,GK,Paris Saint-Germain,Ligue 1,25,21,1890,0,0,2018-2019,False,0.0
Santiago Arias,COL,DF,Atlético Madrid,La Liga,26,25,1772,1,1,2018-2019,False,0.1016
Lorenzo Ariaudo,ITA,DF,Frosinone,Serie A,29,19,1682,0,0,2018-2019,False,0.0
Nicolò Armini,ITA,DF,Lazio,Serie A,17,1,38,0,0,2018-2019,False,0.0
Yoël Armougom,FRA,"DF,MF",Caen,Ligue 1,20,29,1853,0,1,2018-2019,False,0.0486
Stuart Armstrong,SCO,"MF,FW",Southampton,Premier League,26,29,1432,3,2,2018-2019,False,0.3142
José Arnaiz,ESP,"FW,MF",Leganés,La Liga,23,6,113,0,0,2018-2019,False,0.0
Marko Arnautović,AUT,FW,West Ham United,Premier League,29,28,1990,10,4,2018-2019,False,0.6332
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,24,33,2872,2,6,2018-2019,False,0.2507
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,23,36,3240,0,0,2018-2019,False,0.0
Harry Arter,IRL,MF,Cardiff City,Premier League,28,25,1997,0,1,2018-2019,False,0.0451
Kwadwo Asamoah,GHA,"DF,MF",Inter,Serie A,29,32,2671,0,1,2018-2019,False,0.0337
Takuma Asano,JPN,"MF,FW",Hannover 96,Bundesliga,23,13,699,0,0,2018-2019,False,0.0
Santiago Ascacíbar,ARG,MF,Stuttgart,Bundesliga,21,27,2428,0,0,2018-2019,False,0.0
Sergio Asenjo,ESP,GK,Villarreal,La Liga,29,32,2880,0,0,2018-2019,False,0.0
Marco Asensio,ESP,"FW,MF",Real Madrid,La Liga,22,30,1779,1,4,2018-2019,False,0.253
Iago Aspas,ESP,"FW,MF",Celta Vigo,La Liga,30,27,2251,20,6,2018-2019,False,1.0395
Simon Asta,GER,DF,Augsburg,Bundesliga,17,1,90,0,0,2018-2019,False,0.0
Youcef Atal,ALG,"MF,FW",Nice,Ligue 1,22,29,2263,6,0,2018-2019,False,0.2386
Christian Atsu,GHA,MF,Newcastle United,Premier League,26,28,1493,1,0,2018-2019,False,0.0603
Pierre-Emerick Aubameyang,GAB,"FW,MF",Arsenal,Premier League,29,36,2726,22,5,2018-2019,False,0.8914
Emil Audero,IDN,GK,Sampdoria,Serie A,21,36,3240,0,0,2018-2019,False,0.0
Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,21,17,461,3,0,2018-2019,False,0.5857
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,24,34,3026,1,4,2018-2019,False,0.1487
Serge Aurier,CIV,"DF,MF",Tottenham Hotspur,Premier League,25,8,564,0,2,2018-2019,False,0.3191
Charlie Austin,ENG,FW,Southampton,Premier League,29,25,983,2,2,2018-2019,False,0.3662
Ezequiel Ávila,ARG,"FW,MF",Huesca,La Liga,24,34,1997,10,2,2018-2019,False,0.5408
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,26,20,1181,1,2,2018-2019,False,0.2286
Kaan Ayhan,TUR,DF,Düsseldorf,Bundesliga,23,28,2449,4,1,2018-2019,False,0.1837
Floyd Ayité,TOG,"MF,FW",Fulham,Premier League,29,16,476,1,0,2018-2019,False,0.1891
César Azpilicueta,ESP,DF,Chelsea,Premier League,28,38,3402,1,5,2018-2019,False,0.1587
Abdoulaye Ba,SEN,DF,Rayo Vallecano,La Liga,27,26,2110,1,0,2018-2019,False,0.0427
Florian Baak,GER,DF,Hertha BSC,Bundesliga,19,1,1,0,0,2018-2019,False,0.0
Ludovic Baal,GUF,DF,Rennes,Ligue 1,32,2,126,0,0,2018-2019,False,0.0
Khouma Babacar,SEN,FW,Sassuolo,Serie A,25,29,1488,7,2,2018-2019,False,0.5444
Ryan Babel,NED,"FW,MF",Fulham,Premier League,31,16,1251,5,3,2018-2019,False,0.5755
Carlos Bacca,COL,FW,Villarreal,La Liga,31,33,1270,6,1,2018-2019,False,0.4961
Juninho Bacuna,CUW,"MF,DF",Huddersfield Town,Premier League,20,21,1412,1,0,2018-2019,False,0.0637
Leandro Bacuna,CUW,MF,Cardiff City,Premier League,26,11,561,0,0,2018-2019,False,0.0
Milan Badelj,CRO,MF,Lazio,Serie A,29,23,1141,1,0,2018-2019,False,0.0789
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,17,20,1762,1,0,2018-2019,False,0.0511
Holger Badstuber,GER,DF,Stuttgart,Bundesliga,29,10,522,0,0,2018-2019,False,0.0
Stéphane Bahoken,CMR,FW,Angers,Ligue 1,26,32,2469,11,1,2018-2019,False,0.4374
Daniel Baier,GER,MF,Augsburg,Bundesliga,34,33,2815,0,1,2018-2019,False,0.032
Leon Bailey,JAM,"FW,MF",Leverkusen,Bundesliga,20,29,1914,5,1,2018-2019,False,0.2821
Eric Bailly,CIV,DF,Manchester Utd,Premier League,24,12,638,0,0,2018-2019,False,0.0
Leighton Baines,ENG,DF,Everton,Premier League,33,6,375,0,0,2018-2019,False,0.0
Marvin Bakalorz,GER,MF,Hannover 96,Bundesliga,28,25,1470,1,0,2018-2019,False,0.0612
Tiemoué Bakayoko,FRA,MF,Milan,Serie A,23,31,2301,1,1,2018-2019,False,0.0782
Ridle Baku,GER,MF,Mainz 05,Bundesliga,20,15,937,0,0,2018-2019,False,0.0
Fabián Balbuena,PAR,DF,West Ham United,Premier League,26,23,2013,1,0,2018-2019,False,0.0447
Keita Baldé,SEN,"FW,MF",Inter,Serie A,23,24,889,5,2,2018-2019,False,0.7087
Gareth Bale,WAL,"FW,MF",Real Madrid,La Liga,29,29,1786,8,3,2018-2019,False,0.5543
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,30,11,523,0,0,2018-2019,False,0.0
Andrija Balić,CRO,MF,Udinese,Serie A,20,4,27,0,0,2018-2019,False,0.0
Fodé Ballo-Touré,SEN,DF,Lille,Ligue 1,21,18,1593,0,1,2018-2019,False,0.0565
Fodé Ballo-Touré,SEN,"DF,MF",Monaco,Ligue 1,21,18,1594,0,3,2018-2019,False,0.1694
Florent Balmont,FRA,MF,Dijon,Ligue 1,38,20,1076,0,1,2018-2019,False,0.0836
Leon Balogun,NGA,DF,Brighton,Premier League,30,8,594,1,0,2018-2019,False,0.1515
Mario Balotelli,ITA,FW,Nice,Ligue 1,27,10,752,0,1,2018-2019,False,0.1197
Mario Balotelli,ITA,FW,Marseille,Ligue 1,27,15,933,8,0,2018-2019,False,0.7717
Abdoulaye Bamba,CIV,"DF,MF",Angers,Ligue 1,28,30,2573,0,4,2018-2019,False,0.1399
Jonathan Bamba,CIV,MF,Lille,Ligue 1,22,38,3004,13,3,2018-2019,False,0.4794
Sol Bamba,CIV,DF,Cardiff City,Premier League,33,28,2474,4,1,2018-2019,False,0.1819
Yacine Bammou,MAR,"MF,FW",Caen,Ligue 1,26,17,923,2,0,2018-2019,False,0.195
Éver Banega,ARG,MF,Sevilla,La Liga,30,32,2667,3,5,2018-2019,False,0.27
Mattia Bani,ITA,DF,Chievo,Serie A,24,30,2610,0,0,2018-2019,False,0.0
Léo Baptistão,BRA,"FW,MF",Espanyol,La Liga,25,20,1233,2,2,2018-2019,False,0.292
Antonín Barák,CZE,MF,Udinese,Serie A,23,8,329,0,0,2018-2019,False,0.0
Federico Barba,ITA,DF,Chievo,Serie A,24,30,2483,0,0,2018-2019,False,0.0
Danilo Barbosa,BRA,MF,Nice,Ligue 1,22,22,1548,0,0,2018-2019,False,0.0
Enis Bardhi,MKD,MF,Levante,La Liga,23,36,2836,3,4,2018-2019,False,0.2221
Francesco Bardi,ITA,GK,Frosinone,Serie A,26,3,270,0,0,2018-2019,False,0.0
Phil Bardsley,SCO,DF,Burnley,Premier League,33,19,1670,0,0,2018-2019,False,0.0
Nicolò Barella,ITA,MF,Cagliari,Serie A,21,35,3107,1,3,2018-2019,False,0.1159
Philipp Bargfrede,GER,"MF,DF",Werder Bremen,Bundesliga,29,15,1079,0,0,2018-2019,False,0.0
Antonino Barillà,ITA,MF,Parma,Serie A,30,31,2618,3,2,2018-2019,False,0.1719
Ross Barkley,ENG,MF,Chelsea,Premier League,24,27,1245,3,5,2018-2019,False,0.5783
Aymen Barkok,MAR,MF,Düsseldorf,Bundesliga,20,12,510,0,0,2018-2019,False,0.0
Ashley Barnes,ENG,FW,Burnley,Premier League,28,37,2388,12,2,2018-2019,False,0.5276
Harvey Barnes,ENG,"MF,FW",Leicester City,Premier League,20,16,1004,1,2,2018-2019,False,0.2689
Antonio Barragán,ESP,"MF,DF",Real Betis,La Liga,31,14,934,0,0,2018-2019,False,0.0
Antonio Barreca,ITA,"DF,MF",Newcastle United,Premier League,23,1,5,0,0,2018-2019,False,0.0
Antonio Barreca,ITA,DF,Monaco,Ligue 1,23,7,593,0,1,2018-2019,False,0.1518
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,18,1,90,0,0,2018-2019,False,0.0
Ander Barrenetxea,ESP,MF,Real Sociedad,La Liga,16,9,399,1,0,2018-2019,False,0.2256
Édgar Barreto,PAR,MF,Sampdoria,Serie A,34,12,785,0,2,2018-2019,False,0.2293
Musa Barrow,GAM,FW,Atalanta,Serie A,19,22,601,1,2,2018-2019,False,0.4493
Fin Bartels,GER,"FW,MF",Werder Bremen,Bundesliga,31,2,23,0,0,2018-2019,False,0.0
Marc Bartra,ESP,DF,Real Betis,La Liga,27,33,2928,1,0,2018-2019,False,0.0307
Andrea Barzagli,ITA,DF,Juventus,Serie A,37,7,260,0,0,2018-2019,False,0.0
Daniele Baselli,ITA,MF,Torino,Serie A,26,34,2379,4,1,2018-2019,False,0.1892
Toma Bašić,CRO,MF,Bordeaux,Ligue 1,21,23,1333,2,0,2018-2019,False,0.135
Thomas Basila,FRA,DF,Nantes,Ligue 1,19,2,92,0,0,2018-2019,False,0.0
Borja Bastón,ESP,FW,Alavés,La Liga,25,27,1439,5,1,2018-2019,False,0.3753
Alessandro Bastoni,ITA,DF,Parma,Serie A,19,24,1690,1,0,2018-2019,False,0.0533
Bastos,ANG,DF,Lazio,Serie A,27,18,1139,1,0,2018-2019,False,0.079
Michy Batshuayi,BEL,FW,Crystal Palace,Premier League,24,11,750,5,0,2018-2019,False,0.6
Michy Batshuayi,BEL,FW,Valencia,La Liga,24,15,527,1,0,2018-2019,False,0.1708
Robert Bauer,GER,DF,Nürnberg,Bundesliga,23,22,1722,0,0,2018-2019,False,0.0
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,28,33,2970,0,1,2018-2019,False,0.0303
Timo Baumgartl,GER,DF,Stuttgart,Bundesliga,22,18,1620,1,0,2018-2019,False,0.0556
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,30,21,1559,0,1,2018-2019,False,0.0577
Christoph Baumgartner,AUT,MF,Hoffenheim,Bundesliga,18,2,85,0,0,2018-2019,False,0.0
Jon Bautista,ESP,FW,Real Sociedad,La Liga,23,18,597,1,0,2018-2019,False,0.1508
Paul Baysse,FRA,DF,Bordeaux,Ligue 1,30,1,74,0,0,2018-2019,False,0.0
Paul Baysse,FRA,DF,Caen,Ligue 1,30,20,1788,0,0,2018-2019,False,0.0
Noah Joel Sarenren Bazee,NGA,"MF,FW",Hannover 96,Bundesliga,21,3,155,0,0,2018-2019,False,0.0
Claudio Beauvue,GLP,"MF,FW",Caen,Ligue 1,30,25,1499,3,0,2018-2019,False,0.1801
Bebé,CPV,"MF,FW",Rayo Vallecano,La Liga,28,27,1302,1,1,2018-2019,False,0.1382
Bebé,CPV,MF,Eibar,La Liga,28,2,62,0,0,2018-2019,False,0.0
Ihlas Bebou,TOG,"MF,FW",Hannover 96,Bundesliga,24,12,1066,4,3,2018-2019,False,0.591
Uffe Bech,DEN,"FW,MF",Hannover 96,Bundesliga,25,2,19,0,0,2018-2019,False,0.0
Andreas Beck,GER,"DF,MF",Stuttgart,Bundesliga,31,24,1776,0,2,2018-2019,False,0.1014
Jan Bednarek,POL,DF,Southampton,Premier League,22,25,2151,0,1,2018-2019,False,0.0418
Andrea Beghetto,ITA,MF,Frosinone,Serie A,23,27,2226,0,3,2018-2019,False,0.1213
Asmir Begović,BIH,GK,Bournemouth,Premier League,31,24,2160,0,0,2018-2019,False,0.0
Valon Behrami,SUI,MF,Udinese,Serie A,33,19,1361,1,0,2018-2019,False,0.0661
Hanno Behrens,GER,MF,Nürnberg,Bundesliga,28,30,2639,4,1,2018-2019,False,0.1705
Ishak Belfodil,ALG,"FW,MF",Hoffenheim,Bundesliga,26,28,1863,16,3,2018-2019,False,0.9179
Stefan Bell,GER,DF,Mainz 05,Bundesliga,26,25,2250,0,0,2018-2019,False,0.0
Karim Bellarabi,GER,"FW,MF",Leverkusen,Bundesliga,28,19,1057,5,4,2018-2019,False,0.7663
Héctor Bellerín,ESP,"DF,MF",Arsenal,Premier League,23,19,1533,0,5,2018-2019,False,0.2935
Nicky Beloko,SUI,MF,Fiorentina,Serie A,18,1,45,0,0,2018-2019,False,0.0
Andrea Belotti,ITA,FW,Torino,Serie A,24,37,3299,15,3,2018-2019,False,0.4911
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,19,30,1517,1,0,2018-2019,False,0.0593
Hatem Ben Arfa,FRA,"MF,FW",Rennes,Ligue 1,31,26,2033,7,2,2018-2019,False,0.3984
Wissam Ben Yedder,FRA,FW,Sevilla,La Liga,27,35,2812,18,9,2018-2019,False,0.8642
Diego Benaglio,SUI,GK,Monaco,Ligue 1,34,23,2058,0,0,2018-2019,False,0.0
Marco Benassi,ITA,MF,Fiorentina,Serie A,23,32,2282,7,1,2018-2019,False,0.3155
Medhi Benatia,MAR,DF,Juventus,Serie A,31,5,450,0,0,2018-2019,False,0.0
Lars Bender,GER,"MF,DF",Leverkusen,Bundesliga,29,20,1361,1,4,2018-2019,False,0.3306
Sven Bender,GER,DF,Leverkusen,Bundesliga,29,27,1991,0,0,2018-2019,False,0.0
László Bénes,SVK,MF,Gladbach,Bundesliga,20,1,27,0,0,2018-2019,False,0.0
Nicolas Benezet,FRA,"MF,FW",Guingamp,Ligue 1,27,25,1666,3,1,2018-2019,False,0.2161
Walter Benítez,ARG,GK,Nice,Ligue 1,25,35,3150,0,0,2018-2019,False,0.0
Ismaël Bennacer,ALG,MF,Empoli,Serie A,20,37,2961,0,5,2018-2019,False,0.152
Joe Bennett,ENG,DF,Cardiff City,Premier League,28,30,2639,0,1,2018-2019,False,0.0341
Ryan Bennett,ENG,DF,Wolves,Premier League,28,34,3060,1,0,2018-2019,False,0.0294
Yassine Benrahou,FRA,MF,Bordeaux,Ligue 1,19,4,177,0,0,2018-2019,False,0.0
Ramy Bensebaini,ALG,DF,Rennes,Ligue 1,23,25,2152,1,0,2018-2019,False,0.0418
Nabil Bentaleb,ALG,MF,Schalke 04,Bundesliga,23,25,1792,3,0,2018-2019,False,0.1507
Rodrigo Bentancur,URU,MF,Juventus,Serie A,21,31,2003,2,3,2018-2019,False,0.2247
Christian Benteke,BEL,FW,Crystal Palace,Premier League,27,16,814,1,1,2018-2019,False,0.2211
Karim Benzema,FRA,FW,Real Madrid,La Liga,30,36,2953,21,6,2018-2019,False,0.8229
Yassine Benzia,ALG,MF,Lille,Ligue 1,23,2,160,0,1,2018-2019,False,0.5625
Domenico Berardi,ITA,"FW,MF",Sassuolo,Serie A,23,35,2875,8,4,2018-2019,False,0.3757
Yuri Berchiche,ESP,"DF,MF",Athletic Club,La Liga,28,35,3120,2,2,2018-2019,False,0.1154
Álex Berenguer,ESP,"MF,FW",Torino,Serie A,23,31,1486,2,3,2018-2019,False,0.3028
Bartosz Bereszyński,POL,DF,Sampdoria,Serie A,26,27,2200,0,2,2018-2019,False,0.0818
Jóhann Berg Guðmundsson,ISL,MF,Burnley,Premier League,27,29,1752,3,6,2018-2019,False,0.4623
Markel Bergara,ESP,MF,Getafe,La Liga,32,3,53,0,0,2018-2019,False,0.0
