player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Antoñito,ESP,FW,Sevilla,La Liga,23,6,101,0,1,2001-2002,True,0.8911
Stephen Appiah,GHA,MF,Parma,Serie A,20,13,599,1,0,2001-2002,False,0.1503
Santiago Aragón,ESP,MF,Zaragoza,La Liga,33,18,1211,2,1,2001-2002,True,0.223
Sergio Aragoneses,ESP,GK,Tenerife,La Liga,24,24,2089,0,0,2001-2002,False,0.0
Mikel Aranburu,ESP,MF,Real Sociedad,La Liga,22,34,2198,2,0,2001-2002,False,0.0819
Agustín Aranzábal,ESP,DF,Real Sociedad,La Liga,28,37,3305,0,2,2001-2002,True,0.0545
Daniel Aranzubia,ESP,GK,Athletic Club,La Liga,21,8,720,0,0,2001-2002,False,0.0
Julio Arca,ARG,"DF,MF",Sunderland,Premier League,20,22,1758,1,4,2001-2002,True,0.256
Alfredo Argensó,ESP,GK,Espanyol,La Liga,26,16,1397,0,0,2001-2002,False,0.0
Pierre Aristouy,FRA,FW,Nantes,Division 1,21,2,50,0,0,2001-2002,False,0.0
Sylvain Armand,FRA,DF,Nantes,Division 1,20,30,2683,1,0,2001-2002,False,0.0335
Mariano Armentano,ARG,FW,Osasuna,La Liga,27,23,961,4,1,2001-2002,True,0.4683
Alun Armstrong,ENG,FW,Ipswich Town,Premier League,26,32,1714,4,0,2001-2002,False,0.21
John Arne Riise,NOR,"DF,MF",Liverpool,Premier League,20,38,3128,7,3,2001-2002,True,0.2877
Pegguy Arphexad,FRA,GK,Liverpool,Premier League,28,2,125,0,0,2001-2002,False,0.0
Dominique Arribagé,FRA,DF,Rennes,Division 1,30,25,2119,4,1,2001-2002,True,0.2124
Rodolfo Arruabarrena,ARG,DF,Villarreal,La Liga,26,36,3196,6,2,2001-2002,True,0.2253
Arteaga,ESP,MF,Rayo Vallecano,La Liga,32,23,1602,3,1,2001-2002,True,0.2247
David Arteaga,ESP,MF,Sevilla,La Liga,19,1,2,0,0,2001-2002,False,0.0
Mikel Arteta,ESP,MF,Paris Saint-Germain,Division 1,19,25,2160,1,5,2001-2002,True,0.25
Archil Arveladze,GEO,FW,Köln,Bundesliga,28,3,83,0,1,2001-2002,True,1.0843
Magnus Arvidsson,SWE,FW,Hansa Rostock,Bundesliga,28,27,1573,5,1,2001-2002,True,0.3433
Gerald Asamoah,GER,"FW,MF",Schalke 04,Bundesliga,22,32,2095,6,3,2001-2002,True,0.3866
Slađan Ašanin,CRO,DF,Gladbach,Bundesliga,29,27,1429,1,0,2001-2002,False,0.063
Jon Ashton,ENG,DF,Leicester City,Premier League,18,7,344,0,0,2001-2002,False,0.0
Assis,BRA,MF,Montpellier,Division 1,30,9,464,0,0,2001-2002,False,0.0
Mansour Assoumani,MLI,DF,Montpellier,Division 1,18,2,180,0,0,2001-2002,False,0.0
Marcos Assunção,BRA,MF,Roma,Serie A,25,22,1379,6,2,2001-2002,True,0.5221
Antonino Asta,ITA,MF,Torino,Serie A,30,25,2128,0,1,2001-2002,True,0.0423
Martín Astudillo,ARG,MF,Alavés,La Liga,23,37,3323,4,1,2001-2002,True,0.1354
Ludovic Asuar,FRA,MF,Sedan,Division 1,24,25,1974,2,2,2001-2002,True,0.1824
Jean-Hugues Ateba,CMR,"DF,MF",Nantes,Division 1,20,4,200,0,0,2001-2002,False,0.0
Benjamin Auer,GER,FW,Gladbach,Bundesliga,20,8,310,1,0,2001-2002,False,0.2903
Fábio Aurélio,BRA,"DF,MF",Valencia,La Liga,21,14,693,1,0,2001-2002,False,0.1299
Olivier Auriac,FRA,MF,Bordeaux,Division 1,17,5,148,0,0,2001-2002,False,0.0
Roberto Ayala,ARG,DF,Valencia,La Liga,28,29,2604,2,0,2001-2002,False,0.0691
Jorge Azkoitia,ESP,MF,Rayo Vallecano,La Liga,27,13,682,1,0,2001-2002,False,0.132
Ibrahim Ba,FRA,MF,Marseille,Division 1,27,9,479,0,1,2001-2002,True,0.1879
Ibrahim Ba,FRA,MF,Milan,Serie A,27,2,17,0,0,2001-2002,False,0.0
Celestine Babayaro,NGA,"DF,MF",Chelsea,Premier League,22,18,1539,0,1,2001-2002,True,0.0585
Markus Babbel,GER,DF,Liverpool,Premier League,28,2,90,0,0,2001-2002,False,0.0
Marko Babić,CRO,"DF,MF",Leverkusen,Bundesliga,20,3,46,0,0,2001-2002,False,0.0
Jonathan Bachini,ITA,MF,Brescia,Serie A,26,9,621,2,0,2001-2002,False,0.2899
Jonathan Bachini,ITA,MF,Parma,Serie A,26,1,38,0,0,2001-2002,False,0.0
Alexander Bade,GER,GK,Köln,Bundesliga,30,10,900,0,0,2001-2002,False,0.0
Dino Baggio,ITA,MF,Lazio,Serie A,30,15,617,0,0,2001-2002,False,0.0
Roberto Baggio,ITA,"FW,MF",Brescia,Serie A,34,12,851,11,3,2001-2002,True,1.4806
Schumann Bah,GUI,DF,Metz,Division 1,26,12,729,1,0,2001-2002,False,0.1235
Davide Baiocco,ITA,MF,Perugia,Serie A,26,32,2578,1,2,2001-2002,True,0.1047
Zlatan Bajramović,BIH,MF,St Pauli,Bundesliga,21,23,1560,2,1,2001-2002,True,0.1731
Jacek Bąk,POL,DF,Lens,Division 1,28,14,1172,2,0,2001-2002,False,0.1536
Dagui Bakari,CIV,FW,Lille,Division 1,26,25,1685,9,1,2001-2002,True,0.5341
Ibrahima Bakayoko,CIV,FW,Marseille,Division 1,24,26,1715,8,2,2001-2002,True,0.5248
Eirik Bakke,NOR,MF,Leeds United,Premier League,23,27,1951,2,1,2001-2002,True,0.1384
Boško Balaban,CRO,FW,Aston Villa,Premier League,22,5,88,0,0,2001-2002,False,0.0
Krasimir Balakov,BUL,MF,Stuttgart,Bundesliga,35,30,2634,4,4,2001-2002,True,0.2733
Abel Balbo,ARG,FW,Roma,Serie A,35,1,9,0,0,2001-2002,False,0.0
Hanno Balitsch,GER,MF,Köln,Bundesliga,20,24,1956,0,1,2001-2002,True,0.046
Elvir Baljić,BIH,"FW,MF",Rayo Vallecano,La Liga,27,10,655,1,0,2001-2002,False,0.1374
Michael Ballack,GER,MF,Leverkusen,Bundesliga,24,29,2479,17,5,2001-2002,True,0.7987
Patrizio Balleello,ITA,DF,Venezia,Serie A,19,5,333,1,0,2001-2002,False,0.2703
David Balleri,ITA,DF,Lecce,Serie A,32,17,930,0,0,2001-2002,False,0.0
Salva Ballesta,ESP,FW,Valencia,La Liga,26,22,1568,5,3,2001-2002,True,0.4592
Sergio Ballesteros,ESP,DF,Villarreal,La Liga,25,18,1515,0,0,2001-2002,False,0.0
Habib Bamogo,BFA,FW,Montpellier,Division 1,19,20,640,2,0,2001-2002,False,0.2812
Ibrahima Bangoura,GUI,"DF,FW",Troyes,Division 1,18,3,194,0,0,2001-2002,False,0.0
Steve Banks,ENG,GK,Bolton Wanderers,Premier League,29,1,90,0,0,2001-2002,False,0.0
Ivica Banović,CRO,MF,Werder Bremen,Bundesliga,20,17,738,1,0,2001-2002,False,0.122
Hélder Baptista,POR,MF,Rayo Vallecano,La Liga,29,22,1163,0,0,2001-2002,False,0.0
Javier Baraja,ESP,"DF,MF",Valladolid,La Liga,20,2,107,0,0,2001-2002,False,0.0
Rubén Baraja,ESP,MF,Valencia,La Liga,26,17,1246,7,0,2001-2002,False,0.5056
Miroslav Baranek,CZE,MF,Köln,Bundesliga,27,21,1315,1,4,2001-2002,True,0.3422
Sergej Barbarez,BIH,"FW,MF",Hamburger SV,Bundesliga,29,24,1967,7,5,2001-2002,True,0.5491
Cédric Barbosa,FRA,MF,Montpellier,Division 1,25,28,1961,2,2,2001-2002,True,0.1836
Cédric Bardon,FRA,"FW,MF",Guingamp,Division 1,24,29,1905,8,5,2001-2002,True,0.6142
Yannick Baret,FRA,MF,Guingamp,Division 1,28,31,2675,2,1,2001-2002,True,0.1009
Deniz Barış,TUR,"DF,MF",St Pauli,Bundesliga,24,20,846,0,0,2001-2002,False,0.0
Sergi Barjuán,ESP,DF,Barcelona,La Liga,29,17,1313,0,2,2001-2002,True,0.1371
José Barkero,ESP,MF,Real Sociedad,La Liga,22,10,274,0,1,2001-2002,True,0.3285
Nick Barmby,ENG,"FW,MF",Liverpool,Premier League,27,6,213,0,0,2001-2002,False,0.0
Anthony Barness,ENG,DF,Bolton Wanderers,Premier League,28,25,1788,0,0,2001-2002,False,0.0
Simone Barone,ITA,MF,Chievo,Serie A,23,16,751,0,4,2001-2002,True,0.4794
Roberto Baronio,ITA,MF,Fiorentina,Serie A,23,21,1496,1,2,2001-2002,True,0.1805
Abdoulaye Barry,NAN,,Bordeaux,Division 1,21,1,9,0,0,2001-2002,False,0.0
Gareth Barry,ENG,MF,Aston Villa,Premier League,20,20,1430,0,3,2001-2002,True,0.1888
Chris Bart-Williams,ENG,"DF,MF",Charlton Athletic,Premier League,27,16,914,1,2,2001-2002,True,0.2954
Fabien Barthez,FRA,GK,Manchester Utd,Premier League,30,32,2858,0,0,2001-2002,False,0.0
Shaun Bartlett,RSA,FW,Charlton Athletic,Premier League,28,14,765,2,0,2001-2002,False,0.2353
Warren Barton,ENG,DF,Derby County,Premier League,32,14,1260,0,1,2001-2002,True,0.0714
Warren Barton,ENG,DF,Newcastle United,Premier League,32,5,358,0,0,2001-2002,False,0.0
Federico Basavilbaso,ARG,MF,Tenerife,La Liga,27,33,2895,0,2,2001-2002,True,0.0622
Mario Basler,GER,"FW,MF",Kaiserslautern,Bundesliga,32,29,2294,2,9,2001-2002,True,0.4316
Christian Bassedas,ARG,"DF,MF",Tenerife,La Liga,28,14,777,0,0,2001-2002,False,0.0
Christian Bassedas,ARG,"DF,MF",Newcastle United,Premier League,28,2,99,0,0,2001-2002,False,0.0
Salaheddine Bassir,MAR,FW,Lille,Division 1,28,22,1231,0,3,2001-2002,True,0.2193
Christophe Bastien,FRA,MF,Metz,Division 1,25,20,1371,5,2,2001-2002,True,0.4595
Bruno Basto,POR,DF,Bordeaux,Division 1,23,30,2069,0,1,2001-2002,True,0.0435
Yıldıray Baştürk,TUR,MF,Leverkusen,Bundesliga,22,30,2357,3,5,2001-2002,True,0.3055
Gérald Baticle,FRA,FW,Metz,Division 1,31,34,2753,4,3,2001-2002,True,0.2288
Gabriel Batistuta,ARG,FW,Roma,Serie A,32,23,1687,6,3,2001-2002,True,0.4801
Laurent Batlles,FRA,MF,Bordeaux,Division 1,25,18,1163,0,0,2001-2002,False,0.0
Laurent Batlles,FRA,MF,Rennes,Division 1,25,13,1147,2,0,2001-2002,False,0.1569
David Batty,ENG,MF,Leeds United,Premier League,32,36,2731,0,2,2001-2002,True,0.0659
Frank Baumann,GER,"DF,MF",Werder Bremen,Bundesliga,25,34,3003,1,1,2001-2002,True,0.0599
Steffen Baumgart,GER,FW,Hansa Rostock,Bundesliga,29,12,380,0,1,2001-2002,True,0.2368
Fabio Bazzani,ITA,FW,Perugia,Serie A,24,29,2387,10,4,2001-2002,True,0.5279
Fabio Bazzani,ITA,FW,Venezia,Serie A,24,3,193,0,0,2001-2002,False,0.0
James Beattie,ENG,FW,Southampton,Premier League,23,28,2133,12,4,2001-2002,True,0.6751
Mikkel Beck,DEN,FW,Lille,Division 1,28,11,667,1,1,2001-2002,True,0.2699
David Beckham,ENG,MF,Manchester Utd,Premier League,26,28,2129,11,8,2001-2002,True,0.8032
Maurizio Bedin,ITA,MF,Udinese,Serie A,22,3,61,0,0,2001-2002,False,0.0
Pascal Bedrossian,FRA,"FW,MF",Lorient,Division 1,26,16,832,0,0,2001-2002,False,0.0
Christian Beeck,GER,DF,Energie Cottbus,Bundesliga,29,20,1733,1,1,2001-2002,True,0.1039
Luigi Beghetto,ITA,FW,Chievo,Serie A,28,8,98,1,0,2001-2002,False,0.9184
Ibon Begoña,ESP,DF,Alavés,La Liga,27,30,2014,1,3,2001-2002,True,0.1787
David Beharall,ENG,DF,Newcastle United,Premier League,22,1,45,0,0,2001-2002,False,0.0
Markus Beierle,GER,FW,Hansa Rostock,Bundesliga,29,26,1978,5,2,2001-2002,True,0.3185
Stefan Beinlich,GER,MF,Hertha BSC,Bundesliga,29,26,2017,3,3,2001-2002,True,0.2677
Radek Bejbl,CZE,"DF,MF",Lens,Division 1,28,1,5,0,0,2001-2002,False,0.0
Omar Belbey,ALG,MF,Montpellier,Division 1,27,11,628,0,0,2001-2002,False,0.0
David Belenguer,ESP,DF,Real Betis,La Liga,28,20,1417,0,0,2001-2002,False,0.0
Craig Bellamy,WAL,FW,Newcastle United,Premier League,22,27,2313,9,4,2001-2002,True,0.5058
Gianpaolo Bellini,ITA,DF,Atalanta,Serie A,21,20,1379,0,0,2001-2002,False,0.0
David Bellion,FRA,FW,Sunderland,Premier League,18,7,161,0,0,2001-2002,False,0.0
Claudio Bellucci,ITA,FW,Bologna,Serie A,26,24,803,1,1,2001-2002,True,0.2242
Djamel Belmadi,ALG,MF,Marseille,Division 1,25,10,639,0,0,2001-2002,False,0.0
Emre Belözoğlu,TUR,MF,Inter,Serie A,20,13,440,0,0,2001-2002,False,0.0
Chaouki Ben Saada,TUN,"FW,MF",Bastia,Division 1,17,2,25,0,0,2001-2002,False,0.0
Selim Benachour,TUN,MF,Paris Saint-Germain,Division 1,19,1,30,0,0,2001-2002,False,0.0
Francis Benali,ENG,DF,Southampton,Premier League,32,3,55,0,0,2001-2002,False,0.0
Ali Benarbia,ALG,MF,Paris Saint-Germain,Division 1,32,1,60,0,0,2001-2002,False,0.0
Antonio Benarrivo,ITA,DF,Parma,Serie A,32,9,677,0,0,2001-2002,False,0.0
Patrick Beneforti,FRA,MF,Bastia,Division 1,20,28,1623,4,0,2001-2002,False,0.2218
Mirko Benin,ITA,MF,Fiorentina,Serie A,23,7,339,1,0,2001-2002,False,0.2655
Collin Benjamin,NAM,"DF,MF",Hamburger SV,Bundesliga,22,17,1104,3,2,2001-2002,True,0.4076
Trevor Benjamin,JAM,FW,Leicester City,Premier League,22,11,474,0,0,2001-2002,False,0.0
Sven Benken,GER,"DF,MF",Hansa Rostock,Bundesliga,31,10,453,0,0,2001-2002,False,0.0
Darren Bent,ENG,FW,Ipswich Town,Premier League,17,5,230,1,0,2001-2002,False,0.3913
Marcus Bent,ENG,FW,Ipswich Town,Premier League,23,25,1925,9,1,2001-2002,True,0.4675
Marcus Bent,ENG,FW,Blackburn Rovers,Premier League,23,9,246,0,1,2001-2002,True,0.3659
Dimitar Berbatov,BUL,FW,Leverkusen,Bundesliga,20,24,962,8,1,2001-2002,True,0.842
Héctor Berenguel,ESP,DF,Dep La Coruña,La Liga,26,21,1635,0,1,2001-2002,True,0.055
Marlon Beresford,ENG,GK,Middlesbrough,Premier League,31,1,72,0,0,2001-2002,False,0.0
Henning Berg,NOR,DF,Blackburn Rovers,Premier League,31,34,2986,1,2,2001-2002,True,0.0904
Patrik Berger,CZE,MF,Liverpool,Premier League,27,21,1152,1,2,2001-2002,True,0.2344
Dennis Bergkamp,NED,FW,Arsenal,Premier League,32,33,1948,9,12,2001-2002,True,0.9702
Bryan Bergougnoux,FRA,"FW,MF",Lyon,Division 1,18,1,22,0,0,2001-2002,False,0.0
Guðni Bergsson,ISL,DF,Bolton Wanderers,Premier League,36,30,2649,1,3,2001-2002,True,0.1359
Franck Béria,FRA,DF,Metz,Division 1,18,5,236,0,0,2001-2002,False,0.0
Eduardo Berizzo,ARG,DF,Celta Vigo,La Liga,31,20,1643,1,1,2001-2002,True,0.1096
David Bermudo,ESP,DF,Tenerife,La Liga,22,12,821,0,0,2001-2002,False,0.0
Olivier Bernard,FRA,DF,Newcastle United,Premier League,21,16,581,3,0,2001-2002,False,0.4647
Lucas Bernardi,ARG,MF,Monaco,Division 1,23,23,1536,0,1,2001-2002,True,0.0586
Morten Berre,NOR,"FW,MF",St Pauli,Bundesliga,25,10,502,0,0,2001-2002,False,0.0
Daniele Berretta,ITA,MF,Atalanta,Serie A,29,31,2776,5,1,2001-2002,True,0.1945
Emanuele Berrettoni,ITA,FW,Perugia,Serie A,20,5,74,0,0,2001-2002,False,0.0
Emanuele Berrettoni,ITA,FW,Lazio,Serie A,20,1,11,0,0,2001-2002,False,0.0
Iñaki Berruet,ESP,DF,Villarreal,La Liga,28,9,474,0,0,2001-2002,False,0.0
Mathieu Berson,FRA,MF,Nantes,Division 1,21,29,2475,3,0,2001-2002,False,0.1091
Sékou Berthé,MLI,DF,Troyes,Division 1,23,4,228,0,0,2001-2002,False,0.0
Valerio Bertotto,ITA,DF,Udinese,Serie A,26,15,1350,0,0,2001-2002,False,0.0
Marc Bertrán,ESP,DF,Espanyol,La Liga,19,1,39,0,0,2001-2002,False,0.0
Marinus Bester,GER,FW,Hamburger SV,Bundesliga,32,4,153,0,0,2001-2002,False,0.0
Kevin Betsy,SEY,"FW,MF",Fulham,Premier League,23,1,6,0,0,2001-2002,False,0.0
Stefano Bettarini,ITA,DF,Venezia,Serie A,29,27,2387,2,1,2001-2002,True,0.1131
Leonardo Biagini,ARG,FW,Mallorca,La Liga,24,9,257,0,0,2001-2002,False,0.0
Rolando Bianchi,ITA,FW,Atalanta,Serie A,18,3,116,0,0,2001-2002,False,0.0
Oliver Bierhoff,GER,FW,Monaco,Division 1,33,18,1080,4,0,2001-2002,False,0.3333
Daniel Bierofka,GER,MF,1860 Munich,Bundesliga,22,27,1810,4,0,2001-2002,False,0.1989
Yoann Bigné,FRA,MF,Rennes,Division 1,23,15,977,0,0,2001-2002,False,0.0
Mate Bilić,CRO,FW,Zaragoza,La Liga,20,18,993,1,1,2001-2002,True,0.1813
