player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Harry Kewell,AUS,"FW,MF",Leeds United,Premier League,21,17,1163,2,4,2000-2001,True,0.4643
Tahar El Khalej,MAR,"DF,MF",Southampton,Premier League,32,32,2327,1,0,2000-2001,False,0.0387
Dmitri Khokhlov,RUS,MF,Real Sociedad,La Liga,24,37,2499,4,3,2000-2001,True,0.2521
Dean Kiely,IRL,GK,Charlton Athletic,Premier League,29,25,2205,0,0,2000-2001,False,0.0
Jochen Kientz,GER,DF,Hamburger SV,Bundesliga,27,13,735,1,0,2000-2001,False,0.1224
Kevin Kilbane,IRL,"DF,MF",Sunderland,Premier League,23,30,2353,4,2,2000-2001,True,0.2295
Ledley King,ENG,"DF,MF",Tottenham Hotspur,Premier League,19,18,1524,1,1,2000-2001,True,0.1181
Georgi Kinkladze,GEO,MF,Derby County,Premier League,27,24,1370,1,3,2000-2001,True,0.2628
Mark Kinsella,IRL,MF,Charlton Athletic,Premier League,27,32,2490,2,2,2000-2001,True,0.1446
Gábor Király,HUN,GK,Hertha BSC,Bundesliga,24,34,3060,0,0,2000-2001,False,0.0
Chris Kirkland,ENG,GK,Coventry City,Premier League,19,23,2003,0,0,2000-2001,False,0.0
Ulf Kirsten,GER,FW,Leverkusen,Bundesliga,34,29,2139,12,7,2000-2001,True,0.7994
Radostin Kishishev,BUL,"DF,MF",Charlton Athletic,Premier League,26,27,2103,0,3,2000-2001,True,0.1284
Paul Kitson,ENG,FW,West Ham United,Premier League,29,2,35,0,0,2000-2001,False,0.0
David Klein,FRA,GK,Metz,Division 1,26,2,180,0,0,2000-2001,False,0.0
Miroslav Klose,GER,FW,Kaiserslautern,Bundesliga,22,28,2204,9,1,2000-2001,True,0.4083
Patrick Kluivert,NED,FW,Barcelona,La Liga,24,31,2566,17,6,2000-2001,True,0.8067
Sven Kmetsch,GER,MF,Schalke 04,Bundesliga,29,5,283,0,0,2000-2001,False,0.0
Levan Kobiashvili,GEO,"DF,MF",Freiburg,Bundesliga,23,31,2628,7,5,2000-2001,True,0.411
Andrzej Kobylański,POL,"FW,MF",Energie Cottbus,Bundesliga,30,29,1778,3,0,2000-2001,False,0.1519
Georg Koch,GER,GK,Kaiserslautern,Bundesliga,28,31,2790,0,0,2000-2001,False,0.0
Harry Koch,GER,DF,Kaiserslautern,Bundesliga,30,28,2460,4,0,2000-2001,False,0.1463
Ludwig Kögl,GER,"FW,MF",Unterhaching,Bundesliga,34,5,237,0,0,2000-2001,False,0.0
Ralf Kohl,GER,"DF,MF",Freiburg,Bundesliga,34,6,263,0,0,2000-2001,False,0.0
Benjamin Köhler,GER,MF,Hertha BSC,Bundesliga,19,1,5,0,0,2000-2001,False,0.0
Jürgen Kohler,GER,DF,Dortmund,Bundesliga,34,28,2416,0,2,2000-2001,True,0.0745
Igor Kolyvanov,CIS,FW,Bologna,Serie A,32,1,2,0,0,2000-2001,False,0.0
Slobodan Komljenović,SRB,DF,Kaiserslautern,Bundesliga,29,16,1045,1,0,2000-2001,False,0.0861
Paul Konchesky,ENG,"DF,FW",Charlton Athletic,Premier League,19,23,1082,0,2,2000-2001,True,0.1664
Oumar Kondé,CGO,DF,Freiburg,Bundesliga,20,15,1115,1,0,2000-2001,False,0.0807
Muhamed Konjić,BIH,DF,Coventry City,Premier League,30,8,579,0,0,2000-2001,False,0.0
Kostas Konstantinidis,GRE,DF,Hertha BSC,Bundesliga,27,21,1611,1,1,2000-2001,True,0.1117
Tayfun Korkut,TUR,"DF,MF",Real Sociedad,La Liga,26,24,1712,4,1,2000-2001,True,0.2629
Willem Korsten,NED,MF,Tottenham Hotspur,Premier League,25,14,740,3,0,2000-2001,False,0.3649
Blaise Kouassi,CIV,DF,Guingamp,Division 1,25,6,358,0,0,2000-2001,False,0.0
Niko Kovač,CRO,MF,Hamburger SV,Bundesliga,28,25,2143,4,3,2000-2001,True,0.294
Robert Kovač,CRO,DF,Leverkusen,Bundesliga,26,31,2736,0,1,2000-2001,True,0.0329
Kreso Kovacec,GER,FW,Hansa Rostock,Bundesliga,31,8,261,1,0,2000-2001,False,0.3448
Darko Kovačević,SRB,FW,Juventus,Serie A,26,21,656,5,1,2000-2001,True,0.8232
Marek Koźmiński,POL,"DF,MF",Brescia,Serie A,29,14,730,0,0,2000-2001,False,0.0
Torsten Kracht,GER,DF,Eintracht Frankfurt,Bundesliga,32,32,2856,1,0,2000-2001,False,0.0315
Markus Kreuz,GER,MF,Köln,Bundesliga,23,25,1583,6,2,2000-2001,True,0.4548
Emmanuel Krontiris,GER,FW,Dortmund,Bundesliga,17,3,52,0,1,2000-2001,True,1.7308
Mladen Krstajić,SRB,DF,Werder Bremen,Bundesliga,26,25,2063,2,0,2000-2001,False,0.0873
Benjamin Kruse,GER,DF,Hamburger SV,Bundesliga,22,2,50,0,0,2000-2001,False,0.0
Waldemar Kryger,POL,DF,Wolfsburg,Bundesliga,31,25,2006,0,0,2000-2001,False,0.0
Paweł Kryszałowicz,POL,FW,Eintracht Frankfurt,Bundesliga,26,18,1363,7,4,2000-2001,True,0.7263
Samuel Kuffour,GHA,DF,Bayern Munich,Bundesliga,23,23,1860,1,0,2000-2001,False,0.0484
Dietmar Kühbauer,AUT,MF,Wolfsburg,Bundesliga,29,28,2336,7,4,2000-2001,True,0.4238
Markus Kurth,GER,FW,Köln,Bundesliga,27,26,1629,7,3,2000-2001,True,0.5525
Marco Kurz,GER,DF,1860 Munich,Bundesliga,31,26,1961,0,0,2000-2001,False,0.0
Alexander Kutschera,GER,DF,Eintracht Frankfurt,Bundesliga,32,22,1781,1,0,2000-2001,False,0.0505
Kevin Kyle,SCO,FW,Sunderland,Premier League,19,3,59,0,1,2000-2001,True,1.5254
Tomasz Kłos,POL,DF,Auxerre,Division 1,27,4,272,0,0,2000-2001,False,0.0
Tomasz Kłos,POL,DF,Kaiserslautern,Bundesliga,27,22,1900,2,0,2000-2001,False,0.0947
Antonio La Fortezza,ITA,MF,Bari,Serie A,18,6,352,0,0,2000-2001,False,0.0
Gustavo de la Parra,ESP,DF,Numancia,La Liga,24,13,1083,0,0,2000-2001,False,0.0
Iván de la Peña,ESP,MF,Barcelona,La Liga,24,9,320,0,1,2000-2001,True,0.2812
Antun Labak,CRO,FW,Energie Cottbus,Bundesliga,30,30,1713,7,3,2000-2001,True,0.5254
Yann Lachuer,FRA,MF,Bastia,Division 1,27,32,2415,5,5,2000-2001,True,0.3727
Grégory Lacombe,FRA,MF,Monaco,Division 1,18,8,142,1,0,2000-2001,False,0.6338
Baptiste Lafleuriel,FRA,MF,Saint-Étienne,Division 1,19,1,60,0,0,2000-2001,False,0.0
Iñaki Lafuente,ESP,GK,Athletic Club,La Liga,24,36,3240,0,0,2000-2001,False,0.0
Pablo Lago,ESP,MF,Las Palmas,La Liga,25,20,1077,3,1,2000-2001,True,0.3343
Pierre Laigle,FRA,"DF,MF",Lyon,Division 1,29,25,1662,1,1,2000-2001,True,0.1083
César Láinez,ESP,GK,Zaragoza,La Liga,23,3,270,0,0,2000-2001,False,0.0
Bernard Lama,FRA,GK,Rennes,Division 1,37,32,2880,0,0,2000-2001,False,0.0
Bernard Lambourde,FRA,DF,Chelsea,Premier League,29,1,3,0,0,2000-2001,False,0.0
Sabri Lamouchi,FRA,MF,Parma,Serie A,28,29,2565,3,2,2000-2001,True,0.1754
Frank Lampard,ENG,MF,West Ham United,Premier League,22,30,2645,7,3,2000-2001,True,0.3403
Mickaël Landreau,FRA,GK,Nantes,Division 1,21,33,2970,0,0,2000-2001,False,0.0
Christophe Landrin,FRA,MF,Lille,Division 1,23,22,1691,2,1,2000-2001,True,0.1597
Didier Lang,FRA,"DF,MF",Metz,Division 1,29,1,25,0,0,2000-2001,False,0.0
Timo Lange,GER,MF,Hansa Rostock,Bundesliga,32,13,737,1,0,2000-2001,False,0.1221
Marco Lanna,ITA,DF,Zaragoza,La Liga,32,18,1549,2,0,2000-2001,False,0.1162
Marcus Lantz,SWE,MF,Hansa Rostock,Bundesliga,24,26,2266,0,2,2000-2001,True,0.0794
Maurizio Lanzaro,ITA,DF,Hellas Verona,Serie A,18,3,128,0,0,2000-2001,False,0.0
Jordi Lardín,ESP,"FW,MF",Espanyol,La Liga,27,8,109,0,0,2000-2001,False,0.0
Jorge Larena,ESP,MF,Las Palmas,La Liga,18,32,1952,1,2,2000-2001,True,0.1383
Domingo Larrainzar,ESP,DF,Málaga,La Liga,30,30,2561,3,0,2000-2001,False,0.1054
Iñigo Larrainzar,ESP,DF,Athletic Club,La Liga,29,25,2067,0,1,2000-2001,True,0.0435
Aitor Larrazábal,ESP,DF,Athletic Club,La Liga,29,25,2193,4,2,2000-2001,True,0.2462
Mikel Lasa,ESP,DF,Athletic Club,La Liga,28,5,355,0,0,2000-2001,False,0.0
Lilian Laslandes,FRA,FW,Bordeaux,Division 1,28,22,1722,4,2,2000-2001,True,0.3136
Nicolas Laspalles,FRA,DF,Nantes,Division 1,28,30,2700,0,0,2000-2001,False,0.0
Saliou Lassissi,CIV,DF,Fiorentina,Serie A,21,14,854,1,0,2000-2001,False,0.1054
Radoslav Látal,CZE,MF,Schalke 04,Bundesliga,30,28,1906,2,2,2000-2001,True,0.1889
Moussa Latoundji,BEN,MF,Energie Cottbus,Bundesliga,21,26,1532,0,0,2000-2001,False,0.0
Lauren,CMR,DF,Arsenal,Premier League,23,18,1223,2,0,2000-2001,False,0.1472
Pierre Laurent,FRA,FW,Bastia,Division 1,29,22,758,2,1,2000-2001,True,0.3562
Martin Laursen,DEN,DF,Hellas Verona,Serie A,23,31,2720,0,0,2000-2001,False,0.0
Philipp Laux,GER,GK,Dortmund,Bundesliga,27,3,270,0,0,2000-2001,False,0.0
Florent Laville,FRA,DF,Lyon,Division 1,26,9,736,0,0,2000-2001,False,0.0
Jamie Lawrence,JAM,MF,Bradford City,Premier League,30,17,1385,1,1,2000-2001,True,0.13
Ronan Le Crom,FRA,GK,Auxerre,Division 1,26,1,6,0,0,2000-2001,False,0.0
Christophe Le Roux,FRA,MF,Rennes,Division 1,31,22,1460,6,5,2000-2001,True,0.6781
Graeme Le Saux,ENG,DF,Chelsea,Premier League,31,20,1537,0,2,2000-2001,True,0.1171
Matt Le Tissier,ENG,"FW,MF",Southampton,Premier League,31,8,233,1,0,2000-2001,False,0.3863
Hilário Leal,POR,DF,Perugia,Serie A,26,2,28,0,0,2000-2001,False,0.0
Frank Leboeuf,FRA,DF,Chelsea,Premier League,32,25,1998,0,0,2000-2001,False,0.0
Grégory Leca,FRA,"DF,MF",Metz,Division 1,19,16,953,0,1,2000-2001,True,0.0944
Rob Lee,ENG,MF,Newcastle United,Premier League,34,22,1746,0,0,2000-2001,False,0.0
Sylvain Legwinski,FRA,MF,Bordeaux,Division 1,26,32,2702,1,1,2000-2001,True,0.0666
Jens Lehmann,GER,GK,Dortmund,Bundesliga,30,31,2790,0,0,2000-2001,False,0.0
Ángel Lekumberri,ESP,MF,Osasuna,La Liga,30,32,2088,0,0,2000-2001,False,0.0
Erwin Lemmens,BEL,GK,Racing Sant,La Liga,24,5,427,0,0,2000-2001,False,0.0
Neil Lennon,NIR,MF,Leicester City,Premier League,29,15,1306,0,3,2000-2001,True,0.2067
Philippe Léonard,BEL,DF,Monaco,Division 1,26,15,1125,0,0,2000-2001,False,0.0
Øyvind Leonhardsen,NOR,MF,Tottenham Hotspur,Premier League,29,25,1909,3,4,2000-2001,True,0.33
Jérôme Leroy,FRA,MF,Marseille,Division 1,25,29,2193,4,2,2000-2001,True,0.2462
Laurent Leroy,FRA,FW,Paris Saint-Germain,Division 1,24,23,1278,3,4,2000-2001,True,0.493
Mehdi Leroy,FRA,MF,Nantes,Division 1,22,1,17,0,0,2000-2001,False,0.0
Lionel Letizi,FRA,GK,Paris Saint-Germain,Division 1,27,25,2250,0,0,2000-2001,False,0.0
Maksym Levytskyi,UKR,GK,Saint-Étienne,Division 1,27,15,1350,0,0,2000-2001,False,0.0
Junior Lewis,ENG,MF,Leicester City,Premier League,26,15,1350,0,0,2000-2001,False,0.0
Marc Libbra,FRA,FW,Toulouse,Division 1,27,15,643,1,1,2000-2001,True,0.2799
Stéphane Lièvre,FRA,DF,Toulouse,Division 1,27,17,1262,0,1,2000-2001,True,0.0713
Francisco Lima,BRA,MF,Bologna,Serie A,29,29,2447,0,5,2000-2001,True,0.1839
David Linarès,FRA,MF,Lyon,Division 1,24,23,1258,0,0,2000-2001,False,0.0
Thomas Linke,GER,DF,Bayern Munich,Bundesliga,30,28,2292,0,0,2000-2001,False,0.0
Kevin Lisbie,JAM,FW,Charlton Athletic,Premier League,21,18,545,0,2,2000-2001,True,0.3303
Krisztián Lisztes,HUN,MF,Stuttgart,Bundesliga,24,23,1600,3,2,2000-2001,True,0.2812
Jari Litmanen,FIN,"FW,MF",Liverpool,Premier League,29,5,336,1,0,2000-2001,False,0.2679
Fabio Liverani,ITA,MF,Perugia,Serie A,24,30,2560,2,9,2000-2001,True,0.3867
Bixente Lizarazu,FRA,DF,Bayern Munich,Bundesliga,30,15,1112,0,3,2000-2001,True,0.2428
Danijel Ljuboja,SRB,FW,Strasbourg,Division 1,21,29,1752,3,1,2000-2001,True,0.2055
Freddie Ljungberg,SWE,"FW,MF",Arsenal,Premier League,23,30,2202,6,3,2000-2001,True,0.3678
Carlos Llorens,ESP,DF,Osasuna,La Liga,30,19,1403,0,1,2000-2001,True,0.0641
Joseba Llorente,ESP,FW,Real Sociedad,La Liga,20,9,361,2,0,2000-2001,False,0.4986
Tomas Locatelli,ITA,"FW,MF",Bologna,Serie A,24,30,2329,5,3,2000-2001,True,0.3091
Gary Locke,SCO,MF,Bradford City,Premier League,25,7,460,0,0,2000-2001,False,0.0
Patrice Loko,FRA,FW,Lyon,Division 1,30,2,17,0,0,2000-2001,False,0.0
Vratislav Lokvenc,CZE,FW,Kaiserslautern,Bundesliga,26,30,2055,9,0,2000-2001,False,0.3942
Steve Lomas,NIR,MF,West Ham United,Premier League,26,20,1800,1,0,2000-2001,False,0.05
Stefano Lombardi,ITA,DF,Perugia,Serie A,24,13,865,0,0,2000-2001,False,0.0
Attilio Lombardo,ITA,MF,Lazio,Serie A,34,9,516,0,0,2000-2001,False,0.0
Vinh Long Willemin,FRA,DF,Metz,Division 1,18,2,23,0,0,2000-2001,False,0.0
Raffaele Longo,ITA,MF,Vicenza,Serie A,22,10,662,0,1,2000-2001,True,0.136
Julen Lopetegui,ESP,GK,Rayo Vallecano,La Liga,33,16,1370,0,0,2000-2001,False,0.0
Ángel López,ESP,"DF,MF",Las Palmas,La Liga,19,32,2037,0,0,2000-2001,False,0.0
Antonio López,ESP,MF,Valladolid,La Liga,20,20,1458,1,3,2000-2001,True,0.2469
Claudio López,ARG,FW,Lazio,Serie A,26,16,946,0,3,2000-2001,True,0.2854
Gerard López,ESP,MF,Barcelona,La Liga,21,24,1158,2,1,2000-2001,True,0.2332
Gustavo López,ARG,"FW,MF",Celta Vigo,La Liga,27,34,2409,5,7,2000-2001,True,0.4483
Jorge López,ESP,MF,Villarreal,La Liga,21,35,2789,8,2,2000-2001,True,0.3227
Alberto López Moreno,ESP,FW,Valladolid,La Liga,33,23,1118,4,1,2000-2001,True,0.4025
Javier López Vallejo,ESP,GK,Villarreal,La Liga,24,36,3240,0,0,2000-2001,False,0.0
Alberto Lopo,ESP,DF,Espanyol,La Liga,20,13,1140,0,0,2000-2001,False,0.0
Loren,ESP,"DF,FW",Real Sociedad,La Liga,33,20,1723,1,0,2000-2001,False,0.0522
Stefano Lorenzi,ITA,DF,Atalanta,Serie A,23,16,822,1,0,2000-2001,False,0.1095
Gonzalo de los Santos,URU,MF,Málaga,La Liga,24,33,2924,1,3,2000-2001,True,0.1231
Roberto Losada,ESP,FW,Oviedo,La Liga,23,16,1342,4,3,2000-2001,True,0.4694
Markus Lösch,GER,MF,Eintracht Frankfurt,Bundesliga,28,15,815,0,0,2000-2001,False,0.0
Dirk Lottner,GER,"DF,MF",Köln,Bundesliga,28,31,2433,11,9,2000-2001,True,0.7398
Éric Loussouarn,FRA,GK,Guingamp,Division 1,25,34,3060,0,0,2000-2001,False,0.0
Lomana LuaLua,COD,"FW,MF",Newcastle United,Premier League,19,21,599,0,2,2000-2001,True,0.3005
Cristiano Lucarelli,ITA,FW,Lecce,Serie A,24,29,2399,12,4,2000-2001,True,0.6003
Enrique de Lucas,ESP,"FW,MF",Espanyol,La Liga,21,8,252,0,1,2000-2001,True,0.3571
Enrique de Lucas,ESP,"FW,MF",Paris Saint-Germain,Division 1,21,4,226,0,0,2000-2001,False,0.0
Peter Luccin,FRA,MF,Paris Saint-Germain,Division 1,21,26,2065,1,2,2000-2001,True,0.1308
Lúcio,BRA,DF,Leverkusen,Bundesliga,22,15,1349,5,0,2000-2001,False,0.3336
José Luis Caminero,ESP,"FW,MF",Valladolid,La Liga,32,33,2025,5,1,2000-2001,True,0.2667
José Luis Chilavert,PAR,GK,Strasbourg,Division 1,35,17,1530,0,0,2000-2001,False,0.0
Juan Luis Mora,ESP,GK,Espanyol,La Liga,27,35,3060,0,0,2000-2001,False,0.0
José Luis Santamaría,ESP,DF,Valladolid,La Liga,27,7,527,0,0,2000-2001,False,0.0
José Luís Vidigal,POR,MF,Napoli,Serie A,27,4,302,0,0,2000-2001,False,0.0
Pasquale Luiso,ITA,FW,Vicenza,Serie A,30,9,289,1,0,2000-2001,False,0.3114
John Lukic,ENG,GK,Arsenal,Premier League,39,3,270,0,0,2000-2001,False,0.0
Claus Lundekvam,NOR,DF,Southampton,Premier League,27,38,3349,0,0,2000-2001,False,0.0
Cristiano Lupatelli,ITA,GK,Roma,Serie A,22,8,720,0,0,2000-2001,False,0.0
Albert Luque,ESP,"FW,MF",Mallorca,La Liga,22,32,2342,9,7,2000-2001,True,0.6149
Matthias Lust,GER,MF,Bochum,Bundesliga,30,3,127,0,0,2000-2001,False,0.0
Péguy Luyindula,FRA,"FW,MF",Strasbourg,Division 1,21,31,2758,7,2,2000-2001,True,0.2937
Oleh Luzhny,UKR,DF,Arsenal,Premier League,31,19,1395,0,1,2000-2001,True,0.0645
Modeste M'bami,CMR,MF,Sedan,Division 1,17,10,555,0,0,2000-2001,False,0.0
Patrick M'Boma,CMR,FW,Parma,Serie A,29,20,1006,5,2,2000-2001,True,0.6262
Rob Maas,NED,"DF,MF",Hertha BSC,Bundesliga,30,6,294,0,0,2000-2001,False,0.0
Charlie MacDonald,ENG,FW,Charlton Athletic,Premier League,19,3,88,0,0,2000-2001,False,0.0
Sébastien Macé,FRA,MF,Nantes,Division 1,21,2,84,1,0,2000-2001,False,1.0714
Fabio Macellari,ITA,DF,Inter,Serie A,25,7,399,0,0,2000-2001,False,0.0
Jürgen Macho,AUT,GK,Sunderland,Premier League,22,5,402,0,0,2000-2001,False,0.0
Mickaël Madar,FRA,FW,Paris Saint-Germain,Division 1,32,3,90,1,0,2000-2001,False,1.0
Michael Madsen,DEN,DF,Bari,Serie A,26,14,630,1,1,2000-2001,True,0.2857
Federico Magallanes,URU,"FW,MF",Racing Sant,La Liga,23,15,572,3,0,2000-2001,False,0.472
Christian Maggio,ITA,"DF,MF",Vicenza,Serie A,18,6,264,0,1,2000-2001,True,0.3409
Jim Magilton,NIR,"DF,MF",Ipswich Town,Premier League,31,33,2830,1,5,2000-2001,True,0.1908
Cyrille Magnier,FRA,DF,Auxerre,Division 1,30,11,761,0,0,2000-2001,False,0.0
Oscar Magoni,ITA,MF,Napoli,Serie A,32,30,2360,1,3,2000-2001,True,0.1525
Mehdi Mahdavikia,IRN,"DF,MF",Hamburger SV,Bundesliga,23,29,2267,5,6,2000-2001,True,0.4367
Sławomir Majak,POL,"FW,MF",Hansa Rostock,Bundesliga,31,25,1278,4,0,2000-2001,False,0.2817
Roy Makaay,NED,FW,Dep La Coruña,La Liga,25,29,1909,16,4,2000-2001,True,0.9429
Claude Makélélé,FRA,MF,Real Madrid,La Liga,27,33,2644,0,0,2000-2001,False,0.0
Chris Makin,ENG,DF,Sunderland,Premier League,27,23,1909,0,2,2000-2001,True,0.0943
Chris Makin,ENG,DF,Ipswich Town,Premier League,27,10,883,0,1,2000-2001,True,0.1019
Yuriy Maksymov,UKR,MF,Werder Bremen,Bundesliga,31,8,198,0,0,2000-2001,False,0.0
Steed Malbranque,FRA,MF,Lyon,Division 1,20,25,1479,2,2,2000-2001,True,0.2434
Paolo Maldini,ITA,DF,Milan,Serie A,32,31,2790,1,2,2000-2001,True,0.0968
Pape Malick Diop,SEN,"DF,MF",Strasbourg,Division 1,25,3,111,0,0,2000-2001,False,0.0
Vladimir Maljković,CRO,DF,Eintracht Frankfurt,Bundesliga,17,3,204,0,0,2000-2001,False,0.0
Florent Malouda,FRA,"FW,MF",Guingamp,Division 1,20,23,1336,1,2,2000-2001,True,0.2021
Marcel Maltritz,GER,"DF,MF",Wolfsburg,Bundesliga,21,11,476,0,0,2000-2001,False,0.0
Alberto Malusci,ITA,DF,Lecce,Serie A,28,12,608,0,0,2000-2001,False,0.0
Stefan Malz,GER,"DF,MF",Arsenal,Premier League,28,1,17,0,0,2000-2001,False,0.0
José Mamede,POR,MF,Reggina,Serie A,26,23,1999,1,2,2000-2001,True,0.1351
Zoran Mamić,CRO,"DF,MF",Bochum,Bundesliga,28,21,1712,0,0,2000-2001,False,0.0
Francesco Mancini,ITA,GK,Napoli,Serie A,31,17,1398,0,0,2000-2001,False,0.0
Roberto Mancini,ITA,FW,Leicester City,Premier League,35,4,242,0,0,2000-2001,False,0.0
Sergei Mandreko,CIS,MF,Bochum,Bundesliga,28,23,1600,0,2,2000-2001,True,0.1125
Manel,ESP,FW,Espanyol,La Liga,26,5,172,1,0,2000-2001,False,0.5233
Manel,ESP,MF,Numancia,La Liga,29,33,2500,0,2,2000-2001,True,0.072
Thomas Manfredini,ITA,DF,Udinese,Serie A,20,7,405,0,0,2000-2001,False,0.0
Amedeo Mangone,ITA,DF,Roma,Serie A,32,11,662,0,0,2000-2001,False,0.0
Javier Manjarín,ESP,FW,Racing Sant,La Liga,30,30,2104,1,3,2000-2001,True,0.1711
Alex Manninger,AUT,GK,Arsenal,Premier League,23,11,990,0,0,2000-2001,False,0.0
José Manuel,ESP,MF,Numancia,La Liga,26,28,2123,5,4,2000-2001,True,0.3815
José Manuel Mateo,ESP,DF,Osasuna,La Liga,25,21,1890,2,3,2000-2001,True,0.2381
Juan Manuel Peña,BOL,DF,Valladolid,La Liga,27,19,1562,0,0,2000-2001,False,0.0
José Manuel Pinto,ESP,GK,Celta Vigo,La Liga,24,18,1535,0,0,2000-2001,False,0.0
José Manuel Yanguas,ESP,DF,Osasuna,La Liga,28,31,2574,0,2,2000-2001,True,0.0699
Massimo Marazzina,ITA,FW,Reggina,Serie A,26,29,1941,4,2,2000-2001,True,0.2782
Sylvain Marchal,FRA,DF,Metz,Division 1,20,8,606,0,0,2000-2001,False,0.0
Luca Marchegiani,ITA,GK,Lazio,Serie A,34,8,594,0,0,2000-2001,False,0.0
Michele Marcolini,ITA,MF,Bari,Serie A,24,21,1317,1,1,2000-2001,True,0.1367
Marcos,ESP,MF,Mallorca,La Liga,31,33,2694,4,2,2000-2001,True,0.2004
Alberto Marcos Rey,ESP,DF,Valladolid,La Liga,26,36,3190,0,4,2000-2001,True,0.1129
Enzo Maresca,ITA,MF,Bologna,Serie A,20,23,1394,0,3,2000-2001,True,0.1937
Javier Margas,CHI,DF,West Ham United,Premier League,31,3,238,0,0,2000-2001,False,0.0
Massimo Margiotta,VEN,FW,Udinese,Serie A,23,22,1496,4,1,2000-2001,True,0.3008
José Mari,ESP,FW,Milan,Serie A,21,21,998,2,2,2000-2001,True,0.3607
José María Ceballos,ESP,GK,Racing Sant,La Liga,31,34,2993,0,0,2000-2001,False,0.0
Jesús María Lacruz,ESP,DF,Athletic Club,La Liga,22,31,2688,2,1,2000-2001,True,0.1004
José María Movilla,ESP,MF,Málaga,La Liga,25,37,3065,4,3,2000-2001,True,0.2055
Zé Maria,BRA,DF,Perugia,Serie A,27,31,2546,0,3,2000-2001,True,0.106
Marijo Marić,CRO,FW,Bochum,Bundesliga,23,27,1858,8,2,2000-2001,True,0.4844
Tomislav Marić,CRO,FW,Wolfsburg,Bundesliga,27,30,1498,6,2,2000-2001,True,0.4806
Carlos Marinelli,ARG,MF,Middlesbrough,Premier League,18,12,295,0,0,2000-2001,False,0.0
Claudio Marini,ARG,MF,Numancia,La Liga,28,27,1717,0,0,2000-2001,False,0.0
Francesco Marino,ITA,FW,Brescia,Serie A,29,10,428,1,0,2000-2001,False,0.2103
Bruno Marioni,ARG,FW,Villarreal,La Liga,25,13,894,3,0,2000-2001,False,0.302
Diego Markic,ARG,"FW,MF",Bari,Serie A,23,8,403,0,0,2000-2001,False,0.0
Steve Marlet,FRA,"FW,MF",Lyon,Division 1,26,31,1909,12,5,2000-2001,True,0.8015
Rui Marques,ANG,DF,Stuttgart,Bundesliga,22,12,946,0,1,2000-2001,True,0.0951
Jean-Christophe Marquet,FRA,"DF,MF",Marseille,Division 1,26,3,161,0,0,2000-2001,False,0.0
Luis Márquez Martín,ESP,MF,Valladolid,La Liga,28,2,28,0,0,2000-2001,False,0.0
Rafael Márquez,MEX,"DF,MF",Monaco,Division 1,21,15,1130,1,0,2000-2001,False,0.0796
Olaf Marschall,GER,FW,Kaiserslautern,Bundesliga,34,12,404,1,0,2000-2001,False,0.2228
Chris Marsden,ENG,MF,Southampton,Premier League,31,23,1612,0,1,2000-2001,True,0.0558
Lee Marshall,ENG,"DF,MF",Leicester City,Premier League,21,9,689,0,1,2000-2001,True,0.1306
Mickaël Marsiglia,FRA,MF,Marseille,Division 1,24,1,15,0,0,2000-2001,False,0.0
César Martín,ESP,DF,Dep La Coruña,La Liga,23,11,775,0,0,2000-2001,False,0.0
Lilian Martin,FRA,DF,Derby County,Premier League,29,9,543,0,1,2000-2001,True,0.1657
Milan Martinović,SRB,DF,Oviedo,La Liga,20,26,1893,0,0,2000-2001,False,0.0
Corentin Martins,FRA,MF,Strasbourg,Division 1,31,32,2729,2,4,2000-2001,True,0.1979
Nigel Martyn,ENG,GK,Leeds United,Premier League,33,23,2051,0,1,2000-2001,True,0.0439
Thorben Marx,GER,MF,Hertha BSC,Bundesliga,19,1,3,0,0,2000-2001,False,0.0
Phil Masinga,RSA,FW,Bari,Serie A,31,16,838,3,0,2000-2001,False,0.3222
Roberto Massaro,ITA,FW,Fiorentina,Serie A,17,1,76,0,0,2000-2001,False,0.0
Alain Masudi,COD,"FW,MF",Saint-Étienne,Division 1,22,4,173,0,0,2000-2001,False,0.0
Diego Mateo,ARG,"DF,MF",Lecce,Serie A,21,8,310,0,0,2000-2001,False,0.0
Marco Materazzi,ITA,DF,Perugia,Serie A,26,30,2580,12,0,2000-2001,False,0.4186
Lionel Mathis,FRA,MF,Auxerre,Division 1,18,6,270,0,0,2000-2001,False,0.0
Franck Matingou,COD,MF,Bastia,Division 1,20,11,496,0,0,2000-2001,False,0.0
Dominic Matteo,SCO,"DF,MF",Leeds United,Premier League,26,30,2598,0,1,2000-2001,True,0.0346
Matuzalém,BRA,MF,Napoli,Serie A,20,26,1971,1,1,2000-2001,True,0.0913
Adam Matysek,POL,GK,Leverkusen,Bundesliga,32,15,1350,0,0,2000-2001,False,0.0
János Mátyus,HUN,DF,Energie Cottbus,Bundesliga,25,23,1713,2,1,2000-2001,True,0.1576
Ronald Maul,GER,MF,Hamburger SV,Bundesliga,27,3,159,0,0,2000-2001,False,0.0
Florian Maurice,FRA,FW,Marseille,Division 1,26,13,771,1,2,2000-2001,True,0.3502
Youl Mawéné,CGO,DF,Derby County,Premier League,21,8,578,0,0,2000-2001,False,0.0
