player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Daniel Ayala,ESP,DF,Middlesbrough,Premier League,25.0,14,918,1,0,2016-2017,False,0.098
André Ayew,GHA,"MF,FW",West Ham United,Premier League,26.0,25,1438,6,3,2016-2017,False,0.5633
Jordan Ayew,GHA,"FW,MF",Swansea City,Premier League,24.0,14,866,1,2,2016-2017,False,0.3118
César Azpilicueta,ESP,DF,Chelsea,Premier League,26.0,38,3420,1,4,2016-2017,False,0.1316
Florian Baak,GER,DF,Hertha BSC,Bundesliga,17.0,2,15,0,0,2016-2017,False,0.0
Ludovic Baal,GUF,"DF,MF",Rennes,Ligue 1,30.0,33,2880,0,4,2016-2017,False,0.125
Mame Baba Thiam,SEN,FW,Empoli,Serie A,23.0,15,876,1,1,2016-2017,False,0.2055
Khouma Babacar,SEN,FW,Fiorentina,Serie A,23.0,22,1326,10,1,2016-2017,False,0.7466
Ryan Babel,NED,"MF,FW",Dep La Coruña,La Liga,29.0,11,562,4,1,2016-2017,False,0.8007
Jean-Sylvain Babin,MTQ,DF,Sporting Gijón,La Liga,29.0,22,1713,1,1,2016-2017,False,0.1051
Carlos Bacca,COL,FW,Milan,Serie A,29.0,32,2112,13,3,2016-2017,False,0.6818
Milan Badelj,CRO,MF,Fiorentina,Serie A,27.0,33,2508,2,2,2016-2017,False,0.1435
Loic Badiashile,FRA,GK,Monaco,Ligue 1,18.0,1,45,0,0,2016-2017,False,0.0
Tobias Badila,CGO,DF,Nancy,Ligue 1,23.0,26,2252,1,0,2016-2017,False,0.04
Holger Badstuber,GER,DF,Bayern Munich,Bundesliga,27.0,1,29,0,0,2016-2017,False,0.0
Holger Badstuber,GER,DF,Schalke 04,Bundesliga,27.0,10,862,0,0,2016-2017,False,0.0
Dylan Bahamboula,CGO,FW,Dijon,Ligue 1,21.0,11,526,1,0,2016-2017,False,0.1711
Jean-Christophe Bahebeck,FRA,FW,Pescara,Serie A,23.0,15,815,4,1,2016-2017,False,0.5521
Farès Bahlouli,FRA,MF,Lille,Ligue 1,21.0,3,98,0,0,2016-2017,False,0.0
Nabil Bahoui,SWE,MF,Hamburger SV,Bundesliga,25.0,1,66,0,0,2016-2017,False,0.0
Daniel Baier,GER,MF,Augsburg,Bundesliga,32.0,27,2393,1,3,2016-2017,False,0.1504
Leon Bailey,JAM,"FW,MF",Leverkusen,Bundesliga,18.0,8,140,0,0,2016-2017,False,0.0
Eric Bailly,CIV,DF,Manchester Utd,Premier League,22.0,25,2058,0,0,2016-2017,False,0.0
Leighton Baines,ENG,"DF,MF",Everton,Premier League,31.0,32,2819,2,3,2016-2017,False,0.1596
Cédric Bakambu,COD,FW,Villarreal,La Liga,25.0,26,1567,11,1,2016-2017,False,0.6892
Tiemoué Bakayoko,FRA,MF,Monaco,Ligue 1,21.0,32,2223,2,1,2016-2017,False,0.1215
Zakaria Bakkali,BEL,FW,Valencia,La Liga,20.0,18,288,1,0,2016-2017,False,0.3125
Keita Baldé,SEN,FW,Lazio,Serie A,21.0,31,1926,16,4,2016-2017,False,0.9346
Gareth Bale,WAL,FW,Real Madrid,La Liga,27.0,19,1418,7,2,2016-2017,False,0.5712
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,28.0,33,2847,1,1,2016-2017,False,0.0632
Andrija Balić,CRO,"MF,FW",Udinese,Serie A,18.0,4,239,1,0,2016-2017,False,0.3766
Iván Balliu,ALB,DF,Metz,Ligue 1,24.0,27,2331,0,4,2016-2017,False,0.1544
Florent Balmont,FRA,MF,Dijon,Ligue 1,36.0,23,1714,0,2,2016-2017,False,0.105
Norbert Balogh,HUN,"MF,FW",Palermo,Serie A,20.0,16,532,0,0,2016-2017,False,0.0
Leon Balogun,NGA,DF,Mainz 05,Bundesliga,28.0,17,1023,0,0,2016-2017,False,0.0
Mario Balotelli,ITA,FW,Nice,Ligue 1,25.0,23,1741,15,1,2016-2017,False,0.8271
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,26.0,8,593,0,1,2016-2017,False,0.1518
Jonathan Bamba,CIV,FW,Angers,Ligue 1,20.0,16,833,3,2,2016-2017,False,0.5402
Patrick Bamford,ENG,FW,Middlesbrough,Premier League,22.0,8,287,1,0,2016-2017,False,0.3136
Patrick Bamford,ENG,"FW,MF",Burnley,Premier League,22.0,6,39,0,0,2016-2017,False,0.0
Yacine Bammou,MAR,"FW,MF",Nantes,Ligue 1,24.0,32,1778,4,3,2016-2017,False,0.3543
Éver Banega,ARG,MF,Inter,Serie A,28.0,28,1555,6,6,2016-2017,False,0.6945
Patrick Banggaard,DEN,DF,Darmstadt 98,Bundesliga,22.0,9,810,0,0,2016-2017,False,0.0
Léo Baptistão,BRA,"FW,MF",Espanyol,La Liga,23.0,21,1424,6,5,2016-2017,False,0.6952
Federico Barba,ITA,DF,Empoli,Serie A,22.0,11,812,0,0,2016-2017,False,0.0
Andrea Barberis,ITA,MF,Crotone,Serie A,22.0,26,2059,0,3,2016-2017,False,0.1311
Gabriel Barbosa,BRA,"FW,MF",Inter,Serie A,19.0,9,120,1,0,2016-2017,False,0.75
Phil Bardsley,SCO,DF,Stoke City,Premier League,31.0,15,1167,0,0,2016-2017,False,0.0
Nicolò Barella,ITA,MF,Cagliari,Serie A,19.0,28,1908,0,1,2016-2017,False,0.0472
Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,27.0,11,455,1,1,2016-2017,False,0.3956
Kike Barja,ESP,"FW,MF",Osasuna,La Liga,19.0,1,17,0,0,2016-2017,False,0.0
Ross Barkley,ENG,"MF,FW",Everton,Premier League,22.0,36,2899,5,8,2016-2017,False,0.4036
Aymen Barkok,MAR,MF,Eintracht Frankfurt,Bundesliga,18.0,18,659,2,2,2016-2017,False,0.5463
Ashley Barnes,ENG,FW,Burnley,Premier League,26.0,28,1771,6,2,2016-2017,False,0.4065
Antonio Barragán,ESP,DF,Middlesbrough,Premier League,29.0,26,2193,0,0,2016-2017,False,0.0
David Barral,ESP,FW,Granada,La Liga,33.0,8,316,0,1,2016-2017,False,0.2848
Antonio Barreca,ITA,DF,Torino,Serie A,21.0,28,2362,0,2,2016-2017,False,0.0762
Édgar Barreto,PAR,MF,Sampdoria,Serie A,32.0,32,2679,2,0,2016-2017,False,0.0672
Diego Barrios,ESP,GK,Leganés,La Liga,22.0,1,62,0,0,2016-2017,False,0.0
Modou Barrow,GAM,"MF,FW",Swansea City,Premier League,23.0,18,1145,0,2,2016-2017,False,0.1572
Gareth Barry,ENG,MF,Everton,Premier League,35.0,33,2108,2,1,2016-2017,False,0.1281
Fin Bartels,GER,"FW,MF",Werder Bremen,Bundesliga,29.0,31,2219,8,6,2016-2017,False,0.5678
Maxime Barthelmé,FRA,"FW,MF",Lorient,Ligue 1,27.0,9,327,0,1,2016-2017,False,0.2752
Joey Barton,ENG,MF,Burnley,Premier League,33.0,14,1105,1,0,2016-2017,False,0.0814
Marc Bartra,ESP,DF,Dortmund,Bundesliga,25.0,19,1560,0,0,2016-2017,False,0.0
Andrea Barzagli,ITA,DF,Juventus,Serie A,35.0,23,1532,0,0,2016-2017,False,0.0
Marko Baša,MNE,DF,Lille,Ligue 1,33.0,23,1949,1,0,2016-2017,False,0.0462
Daniele Baselli,ITA,MF,Torino,Serie A,24.0,37,2288,6,5,2016-2017,False,0.4327
Nicolas Basin,FRA,DF,Metz,Ligue 1,18.0,1,26,0,0,2016-2017,False,0.0
Amine Bassi,FRA,MF,Nancy,Ligue 1,18.0,1,90,0,0,2016-2017,False,0.0
Dušan Basta,SRB,"DF,MF",Lazio,Serie A,31.0,27,2120,1,2,2016-2017,False,0.1274
Samuel Bastien,COD,"MF,FW",Chievo,Serie A,19.0,12,799,1,0,2016-2017,False,0.1126
Borja Bastón,ESP,FW,Swansea City,Premier League,23.0,18,561,1,0,2016-2017,False,0.1604
Alessandro Bastoni,ITA,DF,Atalanta,Serie A,17.0,3,155,0,0,2016-2017,False,0.0
Bastos,ANG,"DF,MF",Lazio,Serie A,25.0,11,774,0,0,2016-2017,False,0.0
Michy Batshuayi,BEL,FW,Chelsea,Premier League,22.0,20,254,5,1,2016-2017,False,2.126
Robert Bauer,GER,"DF,MF",Werder Bremen,Bundesliga,21.0,27,2122,1,3,2016-2017,False,0.1697
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,26.0,34,3060,0,0,2016-2017,False,0.0
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,28.0,22,1561,0,1,2016-2017,False,0.0577
Éric Bauthéac,FRA,"MF,FW",Lille,Ligue 1,28.0,13,725,0,0,2016-2017,False,0.0
Jon Bautista,ESP,FW,Real Sociedad,La Liga,21.0,12,312,3,0,2016-2017,False,0.8654
Paul Baysse,FRA,DF,Nice,Ligue 1,28.0,22,1858,2,1,2016-2017,False,0.1453
Hervé Bazile,HAI,"MF,FW",Caen,Ligue 1,26.0,19,732,2,2,2016-2017,False,0.4918
Riechedly Bazoer,CUW,MF,Wolfsburg,Bundesliga,19.0,12,969,0,1,2016-2017,False,0.0929
Claudio Beauvue,GLP,FW,Celta Vigo,La Liga,28.0,13,658,1,2,2016-2017,False,0.4103
Bebé,CPV,"MF,FW",Eibar,La Liga,26.0,20,687,3,2,2016-2017,False,0.655
Henri Bedimo,CMR,DF,Marseille,Ligue 1,32.0,16,1173,0,0,2016-2017,False,0.0
Andrea Beghetto,ITA,MF,Genoa,Serie A,21.0,3,152,0,0,2016-2017,False,0.0
Asmir Begović,BIH,GK,Chelsea,Premier League,29.0,2,180,0,0,2016-2017,False,0.0
Valon Behrami,SUI,MF,Watford,Premier League,31.0,27,2030,0,2,2016-2017,False,0.0887
Jérémie Bela,ANG,"MF,FW",Dijon,Ligue 1,23.0,14,375,0,1,2016-2017,False,0.24
Younès Belhanda,MAR,"FW,MF",Nice,Ligue 1,26.0,31,2541,3,5,2016-2017,False,0.2834
Stefan Bell,GER,DF,Mainz 05,Bundesliga,24.0,31,2744,5,1,2016-2017,False,0.1968
Karim Bellarabi,GER,MF,Leverkusen,Bundesliga,26.0,16,1113,2,5,2016-2017,False,0.566
Héctor Bellerín,ESP,"DF,MF",Arsenal,Premier League,21.0,33,2503,1,4,2016-2017,False,0.1798
François Bellugou,FRA,"MF,DF",Lorient,Ligue 1,29.0,26,1422,0,0,2016-2017,False,0.0
Giuseppe Bellusci,ITA,DF,Empoli,Serie A,26.0,33,2970,1,0,2016-2017,False,0.0303
Anthony Belmonte,FRA,MF,Dijon,Ligue 1,20.0,8,261,0,0,2016-2017,False,0.0
Andrea Belotti,ITA,FW,Torino,Serie A,22.0,35,3070,26,7,2016-2017,False,0.9674
Hatem Ben Arfa,FRA,"MF,FW",Paris Saint-Germain,Ligue 1,29.0,23,643,0,1,2016-2017,False,0.14
Issam Ben Khémis,TUN,MF,Lorient,Ligue 1,20.0,2,27,0,0,2016-2017,False,0.0
Wissam Ben Yedder,FRA,FW,Sevilla,La Liga,25.0,31,1661,11,5,2016-2017,False,0.8669
Syam Ben Youssef,TUN,DF,Caen,Ligue 1,27.0,17,1293,0,0,2016-2017,False,0.0
Änis Ben-Hatira,TUN,MF,Darmstadt 98,Bundesliga,28.0,11,586,1,0,2016-2017,False,0.1536
Diego Benaglio,SUI,GK,Wolfsburg,Bundesliga,32.0,14,1260,0,0,2016-2017,False,0.0
Ahmad Benali,LBY,"FW,MF",Pescara,Serie A,24.0,33,2490,6,2,2016-2017,False,0.2892
Yohan Benalouane,TUN,DF,Leicester City,Premier League,29.0,11,917,0,0,2016-2017,False,0.0
Marco Benassi,ITA,MF,Torino,Serie A,21.0,28,2044,5,3,2016-2017,False,0.3523
Medhi Benatia,MAR,DF,Juventus,Serie A,29.0,15,1179,1,0,2016-2017,False,0.0763
Lars Bender,GER,"MF,DF",Leverkusen,Bundesliga,27.0,9,602,0,1,2016-2017,False,0.1495
Sven Bender,GER,DF,Dortmund,Bundesliga,27.0,6,272,0,0,2016-2017,False,0.0
László Bénes,SVK,MF,Gladbach,Bundesliga,18.0,8,288,1,0,2016-2017,False,0.3125
Nicolas Benezet,FRA,FW,Guingamp,Ligue 1,25.0,5,169,1,1,2016-2017,False,1.0651
