player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Koke,ESP,MF,Atlético Madrid,La Liga,17,4,152,0,0,2009-2010,False,0.0
Aleksandar Kolarov,SRB,DF,Lazio,Serie A,23,33,2925,3,2,2009-2010,True,0.1538
Timothée Kolodziejczak,FRA,DF,Lyon,Ligue 1,17,2,87,0,0,2009-2010,False,0.0
Vladimir Koman,HUN,MF,Bari,Serie A,20,16,953,2,1,2009-2010,True,0.2833
Vincent Kompany,BEL,DF,Manchester City,Premier League,23,25,1915,2,1,2009-2010,True,0.141
Paul Konchesky,ENG,"DF,FW",Fulham,Premier League,28,27,2365,1,1,2009-2010,True,0.0761
Arouna Koné,CIV,FW,Hannover 96,Bundesliga,25,8,659,2,0,2009-2010,False,0.2731
Arouna Koné,CIV,FW,Sevilla,La Liga,25,12,368,0,0,2009-2010,False,0.0
Bakari Koné,CIV,FW,Marseille,Ligue 1,27,27,1038,4,2,2009-2010,True,0.5202
Ibrahim Koné,GUI,GK,Boulogne,Ligue 1,19,3,270,0,0,2009-2010,False,0.0
Abdoulay Konko,FRA,"DF,MF",Sevilla,La Liga,25,18,1406,1,0,2009-2010,False,0.064
Ümit Korkmaz,AUT,MF,Eintracht Frankfurt,Bundesliga,23,18,968,2,2,2009-2010,True,0.3719
Laurent Koscielny,FRA,DF,Lorient,Ligue 1,23,35,3116,3,0,2009-2010,False,0.0866
Tomáš Košický,SVK,GK,Catania,Serie A,23,1,35,0,0,2009-2010,False,0.0
Jason Koumas,WAL,MF,Wigan Athletic,Premier League,29,8,418,1,0,2009-2010,False,0.2153
Radoslav Kováč,CZE,"DF,MF",West Ham United,Premier League,29,31,2261,2,2,2009-2010,True,0.1592
Nenad Kovačević,SRB,MF,Lens,Ligue 1,28,26,2053,0,0,2009-2010,False,0.0
Niko Kranjčar,CRO,MF,Tottenham Hotspur,Premier League,24,24,1652,6,6,2009-2010,True,0.6538
Niko Kranjčar,CRO,MF,Portsmouth,Premier League,24,4,360,0,0,2009-2010,False,0.0
Rene Krhin,SVN,"FW,MF",Inter,Serie A,19,5,70,0,0,2009-2010,False,0.0
Florian Kringe,GER,"DF,MF",Hertha BSC,Bundesliga,26,12,795,0,0,2009-2010,False,0.0
Bojan Krkić,ESP,"FW,MF",Barcelona,La Liga,18,23,1023,8,2,2009-2010,True,0.8798
Pavel Krmaš,CZE,"DF,MF",Freiburg,Bundesliga,29,17,1346,0,0,2009-2010,False,0.0
Toni Kroos,GER,MF,Leverkusen,Bundesliga,19,33,2358,9,8,2009-2010,True,0.6489
Jacek Krzynówek,POL,"FW,MF",Hannover 96,Bundesliga,33,11,306,0,1,2009-2010,True,0.2941
Per Krøldrup,DEN,DF,Fiorentina,Serie A,30,25,2207,2,0,2009-2010,False,0.0816
Mustafa Kučuković,GER,FW,Grenoble Foot,Ligue 1,22,4,52,0,0,2009-2010,False,0.0
Kevin Kurányi,GER,FW,Schalke 04,Bundesliga,27,33,2800,18,7,2009-2010,True,0.8036
Péter Kurucz,HUN,GK,West Ham United,Premier League,21,1,18,0,0,2009-2010,False,0.0
Tomasz Kuszczak,POL,GK,Manchester Utd,Premier League,27,8,720,0,0,2009-2010,False,0.0
Vitali Kutuzov,BLR,FW,Bari,Serie A,29,12,807,1,2,2009-2010,True,0.3346
Dirk Kuyt,NED,"DF,FW",Liverpool,Premier League,29,37,3003,9,3,2009-2010,True,0.3596
Zdravko Kuzmanović,SRB,MF,Stuttgart,Bundesliga,21,26,1468,3,1,2009-2010,True,0.2452
Sotirios Kyrgiakos,GRE,DF,Liverpool,Premier League,30,14,1194,1,0,2009-2010,False,0.0754
Iván de la Peña,ESP,MF,Espanyol,La Liga,33,4,162,0,0,2009-2010,False,0.0
Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,18,1,13,0,0,2009-2010,False,0.0
Mehdi Lacen,ALG,MF,Racing Sant,La Liga,25,33,2554,3,1,2009-2010,True,0.141
Yohan Lachor,FRA,DF,Boulogne,Ligue 1,33,29,2575,0,0,2009-2010,False,0.0
Grégory Lacombe,FRA,MF,Montpellier,Ligue 1,27,8,245,0,0,2009-2010,False,0.0
Kevin Lacruz,ESP,MF,Zaragoza,La Liga,17,3,42,0,0,2009-2010,False,0.0
Ángel Lafita,ESP,"FW,MF",Dep La Coruña,La Liga,24,1,28,0,0,2009-2010,False,0.0
Ángel Lafita,ESP,"FW,MF",Zaragoza,La Liga,24,24,1647,3,2,2009-2010,True,0.2732
Víctor Laguardia,ESP,DF,Zaragoza,La Liga,19,3,270,0,0,2009-2010,False,0.0
Philipp Lahm,GER,"DF,MF",Bayern Munich,Bundesliga,25,34,3060,0,6,2009-2010,True,0.1765
Altin Lala,ALB,MF,Hannover 96,Bundesliga,33,4,265,0,0,2009-2010,False,0.0
Roland Lamah,BEL,"FW,MF",Le Mans,Ligue 1,21,31,2070,4,0,2009-2010,False,0.1739
Moses Lamidi,GER,FW,Gladbach,Bundesliga,21,3,86,0,0,2009-2010,False,0.0
Frank Lampard,ENG,MF,Chelsea,Premier League,31,36,3218,22,14,2009-2010,True,1.0068
Marcos Landeira,ESP,MF,Sporting Gijón,La Liga,22,1,90,0,0,2009-2010,False,0.0
Guy-Michel Landel,GUI,MF,Le Mans,Ligue 1,19,1,35,0,0,2009-2010,False,0.0
Mickaël Landreau,FRA,GK,Lille,Ligue 1,30,28,2520,0,0,2009-2010,False,0.0
Christophe Landrin,FRA,MF,Saint-Étienne,Ligue 1,32,18,1378,1,1,2009-2010,True,0.1306
Antonio Langella,ITA,"FW,MF",Bari,Serie A,32,9,326,0,1,2009-2010,True,0.2761
Martin Lanig,GER,MF,Stuttgart,Bundesliga,25,1,45,0,0,2009-2010,False,0.0
Salvatore Lanna,ITA,DF,Bologna,Serie A,33,33,2970,0,1,2009-2010,True,0.0303
Henri Lansbury,ENG,MF,Arsenal,Premier League,18,1,14,0,0,2009-2010,False,0.0
Davide Lanzafame,ITA,"FW,MF",Parma,Serie A,22,27,1352,7,3,2009-2010,True,0.6657
Joaquín Larrivey,ARG,FW,Cagliari,Serie A,24,27,956,3,0,2009-2010,False,0.2824
Marcelo Larrondo,CHI,FW,Siena,Serie A,20,15,630,1,1,2009-2010,True,0.2857
Sebastian Larsson,SWE,MF,Birmingham City,Premier League,24,33,2376,4,2,2009-2010,True,0.2273
Miguel de las Cuevas,ESP,MF,Sporting Gijón,La Liga,23,37,2593,8,4,2009-2010,True,0.4165
Laure,ESP,DF,Dep La Coruña,La Liga,24,20,1717,0,0,2009-2010,False,0.0
Fabien Laurenti,FRA,DF,Lens,Ligue 1,26,5,321,0,0,2009-2010,False,0.0
Ezequiel Lavezzi,ARG,"FW,MF",Napoli,Serie A,24,30,2374,8,5,2009-2010,True,0.4928
Liam Lawrence,IRL,MF,Stoke City,Premier League,27,25,1382,1,2,2009-2010,True,0.1954
Miguel Layún,MEX,"DF,MF",Atalanta,Serie A,21,2,34,0,0,2009-2010,False,0.0
Dejan Lazarević,SVN,MF,Genoa,Serie A,19,2,16,0,0,2009-2010,False,0.0
Carlos Lázaro,ESP,MF,Valladolid,La Liga,18,8,575,0,0,2009-2010,False,0.0
Andrea Lazzari,ITA,MF,Cagliari,Serie A,24,33,2285,6,2,2009-2010,True,0.3151
Ronan Le Crom,FRA,GK,Grenoble Foot,Ligue 1,35,16,1360,0,0,2009-2010,False,0.0
Arnaud Le Lan,FRA,DF,Lorient,Ligue 1,31,20,1520,0,1,2009-2010,True,0.0592
Anthony Le Tallec,FRA,"FW,MF",Le Mans,Ligue 1,24,36,2956,8,5,2009-2010,True,0.3958
Damien Le Tallec,FRA,"DF,FW",Dortmund,Bundesliga,19,4,196,0,0,2009-2010,False,0.0
Grant Leadbitter,ENG,MF,Sunderland,Premier League,23,1,29,0,0,2009-2010,False,0.0
Jean-Louis Leca,FRA,GK,Valenciennes,Ligue 1,23,1,90,0,0,2009-2010,False,0.0
Antony Lecointe,FRA,DF,Boulogne,Ligue 1,28,22,1770,0,2,2009-2010,True,0.1017
Cristian Ledesma,ITA,MF,Lazio,Serie A,26,13,1169,0,2,2009-2010,True,0.154
Pablo Ledesma,ARG,MF,Catania,Serie A,25,16,727,0,0,2009-2010,False,0.0
Nicola Legrottaglie,ITA,DF,Juventus,Serie A,32,19,1599,1,0,2009-2010,False,0.0563
Jens Lehmann,GER,GK,Stuttgart,Bundesliga,39,31,2788,0,0,2009-2010,False,0.0
Lucas Leiva,BRA,MF,Liverpool,Premier League,22,35,2841,0,2,2009-2010,True,0.0634
Kevin Lejeune,FRA,"DF,MF",Auxerre,Ligue 1,24,8,222,1,0,2009-2010,False,0.4054
Jerko Leko,CRO,MF,Monaco,Ligue 1,29,4,41,0,0,2009-2010,False,0.0
Reynald Lemaître,FRA,"DF,MF",Nancy,Ligue 1,26,25,1803,0,1,2009-2010,True,0.0499
Fabien Lemoine,FRA,MF,Rennes,Ligue 1,22,31,2340,0,1,2009-2010,True,0.0385
Aaron Lennon,ENG,"FW,MF",Tottenham Hotspur,Premier League,22,22,1801,3,9,2009-2010,True,0.5997
André Lenz,GER,GK,Wolfsburg,Bundesliga,35,8,687,0,0,2009-2010,False,0.0
Ricardo León Brito,ESP,MF,Tenerife,La Liga,26,29,2515,1,0,2009-2010,False,0.0358
Pedro León,ESP,"FW,MF",Getafe,La Liga,22,35,2739,8,8,2009-2010,True,0.5257
Jérôme Leroy,FRA,MF,Rennes,Ligue 1,34,32,2319,5,6,2009-2010,True,0.4269
Koikili Lertxundi,ESP,DF,Athletic Club,La Liga,28,21,1727,0,1,2009-2010,True,0.0521
Joleon Lescott,ENG,DF,Manchester City,Premier League,26,18,1566,1,1,2009-2010,True,0.1149
Joleon Lescott,ENG,DF,Everton,Premier League,26,1,90,0,0,2009-2010,False,0.0
Lionel Letizi,FRA,GK,Nice,Ligue 1,36,2,146,0,0,2009-2010,False,0.0
Tobias Levels,GER,DF,Gladbach,Bundesliga,22,32,2858,0,1,2009-2010,True,0.0315
Dorian Lévêque,FRA,DF,Boulogne,Ligue 1,19,6,540,0,0,2009-2010,False,0.0
Nikos Liberopoulos,GRE,"FW,MF",Eintracht Frankfurt,Bundesliga,33,21,1178,1,1,2009-2010,True,0.1528
Stephan Lichtsteiner,SUI,"DF,MF",Lazio,Serie A,25,33,2419,2,0,2009-2010,False,0.0744
Matteo Lignani,ITA,MF,Livorno,Serie A,17,2,59,0,0,2009-2010,False,0.0
Lillo,ESP,DF,Valencia,La Liga,20,1,45,0,0,2009-2010,False,0.0
Jarosław Lindner,POL,"FW,MF",Hannover 96,Bundesliga,21,1,22,0,0,2009-2010,False,0.0
Amine Linganzi,CGO,MF,Blackburn Rovers,Premier League,19,1,45,0,0,2009-2010,False,0.0
Fabio Liverani,ITA,MF,Palermo,Serie A,33,21,1715,0,5,2009-2010,True,0.2624
Jake Livermore,ENG,MF,Tottenham Hotspur,Premier League,19,1,1,0,0,2009-2010,False,0.0
Adem Ljajić,SRB,"FW,MF",Fiorentina,Serie A,17,9,367,0,1,2009-2010,True,0.2452
Danijel Ljuboja,SRB,FW,Grenoble Foot,Ligue 1,30,34,2620,10,2,2009-2010,True,0.4122
Cristian Llama,ARG,MF,Catania,Serie A,23,23,1358,2,0,2009-2010,False,0.1325
Fernando Llorente,ESP,FW,Athletic Club,La Liga,24,37,2843,14,4,2009-2010,True,0.5698
Joseba Llorente,ESP,FW,Villarreal,La Liga,29,29,1762,9,2,2009-2010,True,0.5619
Hugo Lloris,FRA,GK,Lyon,Ligue 1,22,36,3240,0,0,2009-2010,False,0.0
Bogdan Lobonț,ROU,GK,Roma,Serie A,31,2,147,0,0,2009-2010,False,0.0
Francesco Lodi,ITA,MF,Udinese,Serie A,25,19,541,1,3,2009-2010,True,0.6654
Lolo,ESP,"DF,MF",Sevilla,La Liga,24,21,958,1,0,2009-2010,False,0.0939
Igor Lolo,CIV,DF,Monaco,Ligue 1,27,15,875,0,0,2009-2010,False,0.0
Adrián López,ESP,FW,Dep La Coruña,La Liga,21,34,2044,4,0,2009-2010,False,0.1761
Adrián López,ESP,DF,Dep La Coruña,La Liga,22,3,270,0,0,2009-2010,False,0.0
Ángel López,ESP,"DF,MF",Villarreal,La Liga,28,24,1977,1,0,2009-2010,False,0.0455
Antonio López,ESP,"DF,MF",Atlético Madrid,La Liga,27,31,2570,2,1,2009-2010,True,0.1051
David López,ESP,MF,Athletic Club,La Liga,26,17,646,0,3,2009-2010,True,0.418
Diego López,ESP,GK,Villarreal,La Liga,27,38,3420,0,0,2009-2010,False,0.0
Javi López,ESP,MF,Málaga,La Liga,21,11,687,2,1,2009-2010,True,0.393
Javi López,ESP,"DF,MF",Espanyol,La Liga,23,1,9,0,0,2009-2010,False,0.0
Jorge López,ESP,MF,Zaragoza,La Liga,30,29,1782,2,3,2009-2010,True,0.2525
Lisandro López,ARG,"FW,MF",Lyon,Ligue 1,26,33,2517,15,4,2009-2010,True,0.6794
Maxi López,ARG,FW,Catania,Serie A,25,17,1401,11,2,2009-2010,True,0.8351
Pedro López Muñoz,ESP,DF,Valladolid,La Liga,25,31,2602,0,0,2009-2010,False,0.0
Javier López Vallejo,ESP,GK,Zaragoza,La Liga,33,7,630,0,0,2009-2010,False,0.0
Alberto Lopo,ESP,DF,Dep La Coruña,La Liga,29,34,3058,1,1,2009-2010,True,0.0589
Alberto Lora,ESP,"DF,MF",Sporting Gijón,La Liga,22,32,2745,0,2,2009-2010,True,0.0656
Guillaume Loriot,FRA,MF,Le Mans,Ligue 1,23,21,1471,0,0,2009-2010,False,0.0
Jordan Lotiès,FRA,DF,Nancy,Ligue 1,24,22,1715,0,1,2009-2010,True,0.0525
Anthony Loustallot,FRA,GK,Toulouse,Ligue 1,17,1,90,0,0,2009-2010,False,0.0
Cyriaque Louvion,FRA,DF,Le Mans,Ligue 1,22,19,1518,0,0,2009-2010,False,0.0
Dejan Lovren,CRO,DF,Lyon,Ligue 1,20,8,679,0,0,2009-2010,False,0.0
Zsolt Lőw,HUN,"DF,MF",Mainz 05,Bundesliga,30,15,1166,0,0,2009-2010,False,0.0
Oriol Lozano,ESP,DF,Racing Sant,La Liga,28,19,1447,0,0,2009-2010,False,0.0
Luan,BRA,"FW,MF",Toulouse,Ligue 1,20,14,476,1,1,2009-2010,True,0.3782
Alessandro Lucarelli,ITA,DF,Parma,Serie A,32,33,2944,2,0,2009-2010,False,0.0611
Cristiano Lucarelli,ITA,FW,Livorno,Serie A,33,28,2236,10,2,2009-2010,True,0.483
Stefano Lucchini,ITA,DF,Sampdoria,Serie A,28,26,2169,0,1,2009-2010,True,0.0415
Alessio Luciani,ITA,DF,Lazio,Serie A,19,1,6,0,0,2009-2010,False,0.0
Luciano,BRA,MF,Chievo,Serie A,33,33,2667,0,3,2009-2010,True,0.1012
Lúcio,BRA,DF,Inter,Serie A,31,31,2735,1,1,2009-2010,True,0.0658
Andreas Ludwig,GER,MF,Hoffenheim,Bundesliga,18,1,45,0,0,2009-2010,False,0.0
Filipe Luís,BRA,DF,Dep La Coruña,La Liga,23,21,1787,3,0,2009-2010,False,0.1511
José Luis Martí,ESP,MF,Mallorca,La Liga,34,36,2576,1,1,2009-2010,True,0.0699
Luisma,ESP,"FW,MF",Racing Sant,La Liga,19,1,21,0,0,2009-2010,False,0.0
André Luiz,BRA,DF,Nancy,Ligue 1,29,32,2774,3,1,2009-2010,True,0.1298
Aleksandar Luković,SRB,DF,Udinese,Serie A,26,33,2836,0,2,2009-2010,True,0.0635
Antonio Luna,ESP,DF,Sevilla,La Liga,18,1,90,0,0,2009-2010,False,0.0
Ezequiel Luna,ARG,DF,Tenerife,La Liga,22,23,1985,1,0,2009-2010,False,0.0453
Francesco Lunardini,ITA,MF,Parma,Serie A,24,18,726,0,0,2009-2010,False,0.0
Cristiano Lupatelli,ITA,GK,Cagliari,Serie A,31,2,135,0,0,2009-2010,False,0.0
Albert Luque,ESP,"FW,MF",Málaga,La Liga,31,16,603,1,0,2009-2010,False,0.1493
Fabian Lustenberger,SUI,"DF,MF",Hertha BSC,Bundesliga,21,23,1948,0,0,2009-2010,False,0.0
Andreas Luthe,GER,GK,Bochum,Bundesliga,22,3,270,0,0,2009-2010,False,0.0
Germán Lux,ARG,GK,Mallorca,La Liga,27,1,45,0,0,2009-2010,False,0.0
Péguy Luyindula,FRA,"FW,MF",Paris Saint-Germain,Ligue 1,30,28,2133,6,2,2009-2010,True,0.3376
Modeste M'bami,CMR,MF,Almería,La Liga,26,28,2391,0,0,2009-2010,False,0.0
Cheikh M'Bengue,SEN,DF,Toulouse,Ligue 1,21,30,2621,1,1,2009-2010,True,0.0687
Pape M'Bow,SEN,"DF,MF",Marseille,Ligue 1,21,3,68,0,0,2009-2010,False,0.0
Yann M'Vila,FRA,MF,Rennes,Ligue 1,19,35,2957,0,0,2009-2010,False,0.0
Moussa Maâzou,NIG,FW,Monaco,Ligue 1,20,18,1002,6,0,2009-2010,False,0.5389
Larrys Mabiala,COD,DF,Nice,Ligue 1,21,19,1551,0,0,2009-2010,False,0.0
Damián Macaluso,URU,DF,Nancy,Ligue 1,29,12,938,1,0,2009-2010,False,0.0959
Massimo Maccarone,ITA,FW,Siena,Serie A,29,37,3236,12,4,2009-2010,True,0.445
Paulo Machado,POR,MF,Toulouse,Ligue 1,23,32,2264,5,0,2009-2010,False,0.1988
Federico Macheda,ITA,FW,Manchester Utd,Premier League,17,5,132,1,1,2009-2010,True,1.3636
Laurent Macquet,FRA,MF,Grenoble Foot,Ligue 1,29,7,516,0,0,2009-2010,False,0.0
Alexander Madlung,GER,DF,Wolfsburg,Bundesliga,27,28,2394,1,0,2009-2010,False,0.0376
Nicola Madonna,ITA,MF,Atalanta,Serie A,22,6,147,0,0,2009-2010,False,0.0
Hedwiges Maduro,NED,"DF,MF",Valencia,La Liga,24,18,1131,0,0,2009-2010,False,0.0
Christian Maggio,ITA,"DF,MF",Napoli,Serie A,27,34,2782,5,3,2009-2010,True,0.2588
Ludovic Magnin,SUI,DF,Stuttgart,Bundesliga,30,6,452,0,0,2009-2010,False,0.0
Azrack Mahamat,CHA,"DF,MF",Espanyol,La Liga,21,1,45,0,0,2009-2010,False,0.0
Maicosuel,BRA,MF,Hoffenheim,Bundesliga,23,27,1588,3,3,2009-2010,True,0.3401
Raffaele Maiello,ITA,MF,Napoli,Serie A,18,1,6,0,0,2009-2010,False,0.0
Stefan Maierhofer,AUT,FW,Wolves,Premier League,26,8,184,1,0,2009-2010,False,0.4891
Modibo Maïga,MLI,"FW,MF",Le Mans,Ligue 1,21,32,2055,7,3,2009-2010,True,0.438
Jimmy Mainfroi,FRA,DF,Grenoble Foot,Ligue 1,26,14,901,0,0,2009-2010,False,0.0
Giorgi Makaridze,GEO,GK,Le Mans,Ligue 1,19,2,180,0,0,2009-2010,False,0.0
Claude Makélélé,FRA,MF,Paris Saint-Germain,Ligue 1,36,31,2702,1,2,2009-2010,True,0.0999
Cédric Makiadi,COD,MF,Freiburg,Bundesliga,25,33,2243,3,2,2009-2010,True,0.2006
Stephen Makinwa,NGA,FW,Lazio,Serie A,26,2,40,0,0,2009-2010,False,0.0
Tripy Makonda,FRA,DF,Paris Saint-Germain,Ligue 1,19,1,90,0,0,2009-2010,False,0.0
Jean Makoun,CMR,MF,Lyon,Ligue 1,26,28,2171,1,0,2009-2010,False,0.0415
Kévin Malaga,FRA,DF,Auxerre,Ligue 1,22,1,29,0,0,2009-2010,False,0.0
Marco Malagò,ITA,DF,Siena,Serie A,30,6,419,0,0,2009-2010,False,0.0
Marco Malagò,ITA,DF,Chievo,Serie A,30,2,62,0,0,2009-2010,False,0.0
Steed Malbranque,FRA,MF,Sunderland,Premier League,29,31,2060,0,5,2009-2010,True,0.2184
Giancarlo Maldonado,VEN,FW,Xerez,La Liga,27,9,390,0,0,2009-2010,False,0.0
Tati Maldonado,ESP,FW,Sporting Gijón,La Liga,28,15,571,0,1,2009-2010,True,0.1576
Chris Malonga,CGO,MF,Nancy,Ligue 1,22,25,1496,4,5,2009-2010,True,0.5414
Florent Malouda,FRA,"FW,MF",Chelsea,Premier League,29,33,2303,12,8,2009-2010,True,0.7816
Marcel Maltritz,GER,"DF,MF",Bochum,Bundesliga,30,29,2550,0,0,2009-2010,False,0.0
Michael Mancienne,SEY,"DF,MF",Wolves,Premier League,21,30,1993,0,0,2009-2010,False,0.0
Mancini,BRA,"FW,MF",Inter,Serie A,28,6,151,0,0,2009-2010,False,0.0
Mancini,BRA,"FW,MF",Milan,Serie A,28,7,268,0,1,2009-2010,True,0.3358
Steve Mandanda,FRA,GK,Marseille,Ligue 1,24,36,3175,0,0,2009-2010,False,0.0
Davide Mandelli,ITA,DF,Chievo,Serie A,32,21,1688,0,1,2009-2010,True,0.0533
Mané,ESP,"DF,MF",Getafe,La Liga,27,35,3059,2,0,2009-2010,False,0.0588
Thomas Manfredini,ITA,DF,Atalanta,Serie A,29,26,2213,1,1,2009-2010,True,0.0813
Kader Mangane,SEN,"DF,MF",Rennes,Ligue 1,26,34,2990,4,0,2009-2010,False,0.1204
Thomas Mangani,FRA,MF,Monaco,Ligue 1,22,14,930,0,0,2009-2010,False,0.0
Maniche,POR,MF,Köln,Bundesliga,31,26,2283,2,1,2009-2010,True,0.1183
Alex Manninger,AUT,GK,Juventus,Serie A,32,11,862,0,0,2009-2010,False,0.0
Daniele Mannini,ITA,MF,Sampdoria,Serie A,25,36,2351,5,5,2009-2010,True,0.3828
Vito Mannone,ITA,GK,Arsenal,Premier League,21,5,450,0,0,2009-2010,False,0.0
Boubacar Mansaly,SEN,MF,Saint-Étienne,Ligue 1,21,1,90,0,0,2009-2010,False,0.0
Fodé Mansaré,GUI,"DF,FW",Toulouse,Ligue 1,27,8,226,0,0,2009-2010,False,0.0
Yazid Mansouri,ALG,MF,Lorient,Ligue 1,31,20,783,0,0,2009-2010,False,0.0
Andrea Mantovani,ITA,DF,Chievo,Serie A,25,36,3207,3,2,2009-2010,True,0.1403
Manu,ESP,GK,Dep La Coruña,La Liga,23,3,259,0,0,2009-2010,False,0.0
Manucho,ANG,FW,Valladolid,La Liga,26,28,1728,4,2,2009-2010,True,0.3125
José Manuel Casado,ESP,DF,Xerez,La Liga,22,27,2364,0,1,2009-2010,True,0.0381
José Manuel Jurado,ESP,MF,Atlético Madrid,La Liga,23,38,2701,7,4,2009-2010,True,0.3665
Juan Manuel Ortiz,ESP,"DF,MF",Almería,La Liga,27,34,2099,2,2,2009-2010,True,0.1715
Juan Manuel Vargas,PER,"DF,MF",Fiorentina,Serie A,25,29,2374,5,4,2009-2010,True,0.3412
Alessio Manzoni,ITA,MF,Parma,Serie A,22,1,4,0,0,2009-2010,False,0.0
Toifilou Maoulida,FRA,FW,Lens,Ligue 1,30,24,1064,10,0,2009-2010,False,0.8459
Florian Marange,FRA,DF,Nancy,Ligue 1,23,16,1196,0,1,2009-2010,True,0.0753
Massimo Marazzina,ITA,FW,Bologna,Serie A,35,4,39,0,0,2009-2010,False,0.0
Iván Marcano,ESP,DF,Villarreal,La Liga,22,16,1292,1,0,2009-2010,False,0.0697
Marcelo,BRA,"DF,MF",Real Madrid,La Liga,21,35,2995,4,8,2009-2010,True,0.3606
Sylvain Marchal,FRA,DF,Lorient,Ligue 1,29,31,2698,1,0,2009-2010,False,0.0334
Carlos Marchena,ESP,"DF,MF",Valencia,La Liga,30,24,1492,2,0,2009-2010,False,0.1206
Giovanni Marchese,ITA,DF,Catania,Serie A,24,4,221,0,0,2009-2010,False,0.0
Federico Marchetti,ITA,GK,Cagliari,Serie A,26,33,2855,0,0,2009-2010,False,0.0
Davide Marchini,ITA,MF,Livorno,Serie A,28,16,544,0,2,2009-2010,True,0.3309
Marco Marchionni,ITA,MF,Fiorentina,Serie A,29,28,1972,6,2,2009-2010,True,0.3651
Claudio Marchisio,ITA,MF,Juventus,Serie A,23,28,2238,3,1,2009-2010,True,0.1609
Michele Marcolini,ITA,MF,Chievo,Serie A,33,30,2302,4,2,2009-2010,True,0.2346
Óscar de Marcos,ESP,"DF,FW",Athletic Club,La Liga,20,19,924,1,0,2009-2010,False,0.0974
Alberto Marcos Rey,ESP,DF,Valladolid,La Liga,35,21,1556,0,1,2009-2010,True,0.0578
Damien Marcq,FRA,"DF,MF",Boulogne,Ligue 1,20,34,2865,1,2,2009-2010,True,0.0942
Miloš Marić,SRB,MF,Bochum,Bundesliga,27,13,1113,0,1,2009-2010,True,0.0809
Ciprian Marica,ROU,FW,Stuttgart,Bundesliga,23,25,1515,10,2,2009-2010,True,0.7129
McDonald Mariga,KEN,MF,Inter,Serie A,22,8,337,0,1,2009-2010,True,0.2671
McDonald Mariga,KEN,MF,Parma,Serie A,22,9,682,0,0,2009-2010,False,0.0
Marko Marin,GER,"FW,MF",Werder Bremen,Bundesliga,20,32,2405,4,9,2009-2010,True,0.4865
Mario,ESP,DF,Getafe,La Liga,27,13,1059,0,0,2009-2010,False,0.0
Dean Marney,ENG,MF,Hull City,Premier League,25,16,1217,1,3,2009-2010,True,0.2958
Dominic Maroh,SVN,DF,Nürnberg,Bundesliga,22,27,2267,1,0,2009-2010,False,0.0397
François Marque,FRA,DF,Grenoble Foot,Ligue 1,26,6,402,0,0,2009-2010,False,0.0
Fernando Marqués,ESP,MF,Espanyol,La Liga,24,20,922,1,3,2009-2010,True,0.3905
Javi Márquez,ESP,MF,Espanyol,La Liga,23,16,1160,1,1,2009-2010,True,0.1552
Rafael Márquez,MEX,"DF,MF",Barcelona,La Liga,30,15,771,1,0,2009-2010,False,0.1167
Marquitos,ESP,"FW,MF",Valladolid,La Liga,22,19,807,2,1,2009-2010,True,0.3346
Luca Marrone,ITA,"DF,MF",Juventus,Serie A,19,2,35,0,0,2009-2010,False,0.0
Marvin Martin,FRA,MF,Sochaux,Ligue 1,21,36,2898,2,4,2009-2010,True,0.1863
Javi Martínez,ESP,"DF,MF",Athletic Club,La Liga,20,34,2990,6,1,2009-2010,True,0.2107
Jorge Martínez,URU,"FW,MF",Catania,Serie A,26,25,1830,9,2,2009-2010,True,0.541
Manolo Martínez,ESP,"DF,MF",Tenerife,La Liga,29,30,2300,0,0,2009-2010,False,0.0
Román Martínez,ARG,MF,Tenerife,La Liga,26,23,1542,5,2,2009-2010,True,0.4086
Marcelo Martins Moreno,BOL,FW,Werder Bremen,Bundesliga,22,5,63,0,0,2009-2010,False,0.0
Marcelo Martins Moreno,BOL,FW,Wigan Athletic,Premier League,22,12,724,0,1,2009-2010,True,0.1243
Obafemi Martins,NGA,FW,Wolfsburg,Bundesliga,24,16,708,6,0,2009-2010,False,0.7627
Joris Marveaux,MTQ,MF,Montpellier,Ligue 1,26,31,2519,4,3,2009-2010,True,0.2501
Sylvain Marveaux,FRA,"FW,MF",Rennes,Ligue 1,23,35,2704,10,4,2009-2010,True,0.466
Thorben Marx,GER,MF,Gladbach,Bundesliga,28,28,2398,0,2,2009-2010,True,0.0751
Lino Marzorati,ITA,DF,Cagliari,Serie A,22,13,1070,0,1,2009-2010,True,0.0841
Giuseppe Mascara,ITA,FW,Catania,Serie A,29,34,2875,8,5,2009-2010,True,0.407
Javier Mascherano,ARG,"DF,MF",Liverpool,Premier League,25,34,2757,0,0,2009-2010,False,0.0
Andrea Masiello,ITA,DF,Bari,Serie A,23,36,3240,2,0,2009-2010,False,0.0556
Salvatore Masiello,ITA,"DF,MF",Bari,Serie A,27,28,2434,1,1,2009-2010,True,0.074
Juan Mata,ESP,"FW,MF",Valencia,La Liga,21,35,2570,9,4,2009-2010,True,0.4553
Sergio Matabuena,ESP,MF,Sporting Gijón,La Liga,30,14,536,0,1,2009-2010,True,0.1679
Kike Mateo,ESP,MF,Sporting Gijón,La Liga,29,16,402,0,0,2009-2010,False,0.0
