player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Alcázar,ESP,DF,Rayo Vallecano,La Liga,29,38,3049,2,0,1996-1997,True,0.059
Aldair,BRA,DF,Roma,Serie A,30,32,2877,2,0,1996-1997,True,0.0626
Adolfo Aldana,ESP,MF,Espanyol,La Liga,30,10,337,0,0,1996-1997,True,0.0
Aitor Aldeondo,ESP,FW,Real Sociedad,La Liga,21,2,96,1,0,1996-1997,True,0.9375
Alexis,ESP,DF,Tenerife,La Liga,22,31,2273,1,0,1996-1997,True,0.0396
Manuel Alfaro,ESP,FW,Hércules,La Liga,25,38,3042,15,0,1996-1997,True,0.4438
Pablo Alfaro,ESP,DF,Atlético Madrid,La Liga,27,11,584,0,0,1996-1997,True,0.0
Jimmy Algerino,FRA,DF,Paris Saint-Germain,Division 1,24,27,2036,1,0,1996-1997,True,0.0442
Imanol Alguacil,ESP,DF,Real Sociedad,La Liga,25,7,578,0,0,1996-1997,True,0.0
Hervé Alicarte,FRA,DF,Montpellier,Division 1,21,17,1530,1,0,1996-1997,True,0.0588
Bittor Alkiza,ESP,MF,Athletic Club,La Liga,25,39,3202,3,0,1996-1997,True,0.0843
Rafael Alkorta,ESP,DF,Real Madrid,La Liga,27,40,3600,0,0,1996-1997,True,0.0
Massimiliano Allegri,ITA,MF,Perugia,Serie A,28,15,1210,3,0,1996-1997,True,0.2231
Chris Allen,ENG,MF,Nottingham Forest,Premier League,23,24,1480,0,1,1996-1997,False,0.0608
Graham Allen,ENG,DF,Everton,Premier League,19,1,56,0,0,1996-1997,False,0.0
Rory Allen,ENG,FW,Tottenham Hotspur,Premier League,18,12,861,2,0,1996-1997,False,0.2091
Bernard Allou,FRA,"FW,MF",Paris Saint-Germain,Division 1,21,12,348,0,0,1996-1997,True,0.0
Matías Almeyda,ARG,"DF,MF",Sevilla,La Liga,22,28,2419,0,0,1996-1997,True,0.0
Edu Alonso,ESP,MF,Athletic Club,La Liga,22,8,454,0,0,1996-1997,True,0.0
Txema Alonso,ESP,"DF,MF",Racing Sant,La Liga,25,32,2433,2,0,1996-1997,True,0.074
Jérôme Alonzo,FRA,GK,Marseille,Division 1,23,3,270,0,0,1996-1997,True,0.0
Luca Altomare,ITA,MF,Napoli,Serie A,24,17,769,1,0,1996-1997,True,0.117
Armando Álvarez,ESP,DF,Dep La Coruña,La Liga,26,38,3330,1,0,1996-1997,True,0.027
Amador,ESP,GK,Extremadura,La Liga,27,19,1710,0,0,1996-1997,True,0.0
Amaral,BRA,MF,Parma,Serie A,23,4,84,0,0,1996-1997,True,0.0
Gabriel Amato,ARG,FW,Hércules,La Liga,25,36,2020,2,0,1996-1997,True,0.0891
José Amavisca,ESP,"FW,MF",Real Madrid,La Liga,25,26,1343,0,0,1996-1997,True,0.0
Gabriele Ambrosetti,ITA,MF,Vicenza,Serie A,22,25,1418,6,0,1996-1997,True,0.3808
Massimo Ambrosini,ITA,MF,Milan,Serie A,19,11,452,0,0,1996-1997,True,0.0
Horacio Ameli,ARG,DF,Rayo Vallecano,La Liga,22,30,2426,1,0,1996-1997,True,0.0371
Daniele Amerini,ITA,MF,Vicenza,Serie A,21,16,701,0,0,1996-1997,True,0.0
Raffaele Ametrano,ITA,MF,Juventus,Serie A,23,1,1,0,0,1996-1997,True,0.0
Raffaele Ametrano,ITA,MF,Hellas Verona,Serie A,23,19,1476,0,0,1996-1997,True,0.0
Guillermo Amor,ESP,MF,Barcelona,La Liga,28,26,960,0,0,1996-1997,True,0.0
Márcio Amoroso,BRA,FW,Udinese,Serie A,22,28,1847,12,0,1996-1997,True,0.5847
Lorenzo Amoruso,ITA,DF,Fiorentina,Serie A,25,23,1901,1,0,1996-1997,True,0.0473
Nicola Amoruso,ITA,FW,Juventus,Serie A,21,23,1105,4,0,1996-1997,True,0.3258
Emmanuel Amunike,NGA,"FW,MF",Barcelona,La Liga,25,19,975,1,0,1996-1997,True,0.0923
Antonio Ananiev,BUL,GK,Köln,Bundesliga,31,4,360,0,0,1996-1997,True,0.0
Ingo Anderbrügge,GER,MF,Schalke 04,Bundesliga,32,28,1850,3,0,1996-1997,True,0.1459
Dirk Anders,GER,MF,MSV Duisburg,Bundesliga,29,6,113,0,0,1996-1997,True,0.0
Henrik Andersen,DEN,DF,Köln,Bundesliga,31,28,2405,4,0,1996-1997,True,0.1497
Sonny Anderson,BRA,FW,Monaco,Division 1,25,34,2935,19,0,1996-1997,True,0.5826
Bengt Andersson,SWE,GK,Tenerife,La Liga,29,5,450,0,0,1996-1997,True,0.0
Kennet Andersson,SWE,FW,Bologna,Serie A,28,29,2503,8,0,1996-1997,True,0.2877
Patrik Andersson,SWE,DF,Gladbach,Bundesliga,24,32,2848,1,0,1996-1997,True,0.0316
Darren Anderton,ENG,MF,Tottenham Hotspur,Premier League,24,16,1233,3,2,1996-1997,False,0.365
Ion Andoni Goikoetxea,ESP,"DF,FW",Athletic Club,La Liga,30,31,1136,0,0,1996-1997,True,0.0
William Amaral de Andrade,BRA,DF,Compostela,La Liga,28,20,1671,1,0,1996-1997,True,0.0539
Joël André,FRA,MF,Auxerre,Division 1,24,1,1,0,0,1996-1997,True,0.0
Pierre-Yves André,FRA,FW,Rennes,Division 1,22,30,1694,1,0,1996-1997,True,0.0531
Juan Andrés Gómez,ARG,DF,Real Sociedad,La Liga,25,18,898,0,0,1996-1997,True,0.0
Stjepan Andrijašević,CRO,MF,Rayo Vallecano,La Liga,29,28,1565,5,0,1996-1997,True,0.2875
Genar Andrinúa,ESP,DF,Athletic Club,La Liga,32,8,341,1,0,1996-1997,True,0.2639
Nicolas Anelka,FRA,FW,Arsenal,Premier League,17,4,134,0,1,1996-1997,False,0.6716
Nicolas Anelka,FRA,FW,Paris Saint-Germain,Division 1,17,8,172,1,0,1996-1997,True,0.5233
Markus Anfang,GER,MF,Düsseldorf,Bundesliga,22,26,1599,0,0,1996-1997,True,0.0
Miguel Ángel Benítez,PAR,FW,Espanyol,La Liga,26,26,1484,5,0,1996-1997,True,0.3032
Miguel Ángel España,ESP,GK,Rayo Vallecano,La Liga,23,1,90,0,0,1996-1997,True,0.0
Miguel Ángel Nadal,ESP,"DF,MF",Barcelona,La Liga,30,27,2113,1,0,1996-1997,True,0.0426
Jocelyn Angloma,FRA,"DF,MF",Inter,Serie A,30,30,2525,1,0,1996-1997,True,0.0356
Iván Ania,ESP,MF,Oviedo,La Liga,18,22,589,2,0,1996-1997,True,0.3056
Enrico Annoni,ITA,DF,Roma,Serie A,30,12,929,0,0,1996-1997,True,0.0
Cédric Anselin,FRA,MF,Bordeaux,Division 1,19,5,149,0,0,1996-1997,True,0.0
Ghislain Anselmini,FRA,DF,Lyon,Division 1,26,31,2522,0,0,1996-1997,True,0.0
Mikel Antía,ESP,DF,Valladolid,La Liga,23,17,958,0,0,1996-1997,True,0.0
José Antonio Palomino,ESP,MF,Hércules,La Liga,23,18,981,0,0,1996-1997,True,0.0
José Antonio Pikabea,ESP,DF,Real Sociedad,La Liga,25,37,3200,1,0,1996-1997,True,0.0281
Juan Antonio Pizzi,ESP,FW,Barcelona,La Liga,28,33,967,9,0,1996-1997,True,0.8376
Juan Antonio Ureña,ESP,DF,Real Betis,La Liga,28,10,594,0,0,1996-1997,True,0.0
Francesco Antonioli,ITA,GK,Bologna,Serie A,26,33,2970,0,0,1996-1997,True,0.0
Hervé Anziani,FRA,MF,Bastia,Division 1,20,3,37,0,0,1996-1997,True,0.0
Miodrag Anđelković,SRB,FW,Espanyol,La Liga,18,3,30,0,0,1996-1997,True,0.0
Luigi Apolloni,ITA,DF,Parma,Serie A,29,8,505,0,0,1996-1997,True,0.0
Christian Araboni,ITA,FW,Reggiana,Serie A,17,3,123,0,0,1996-1997,True,0.0
Santiago Aragón,ESP,MF,Zaragoza,La Liga,28,36,2678,3,0,1996-1997,True,0.1008
Zigor Aranalde,ESP,DF,Sevilla,La Liga,23,22,1653,0,0,1996-1997,True,0.0
Mikel Aranburu,ESP,MF,Real Sociedad,La Liga,17,1,23,0,0,1996-1997,True,0.0
Agustín Aranzábal,ESP,DF,Real Sociedad,La Liga,23,37,3330,1,0,1996-1997,True,0.027
Leonardo Araújo,BRA,"DF,MF",Paris Saint-Germain,Division 1,26,32,2657,7,0,1996-1997,True,0.2371
Neal Ardley,ENG,MF,Wimbledon,Premier League,23,34,2912,2,11,1996-1997,False,0.4018
Luca Ariatti,ITA,"DF,MF",Reggiana,Serie A,17,3,257,0,0,1996-1997,True,0.0
Chris Armstrong,ENG,FW,Tottenham Hotspur,Premier League,25,12,974,5,0,1996-1997,False,0.462
Francesc Arnau,ESP,GK,Barcelona,La Liga,21,1,90,0,0,1996-1997,True,0.0
Pegguy Arphexad,FRA,GK,Lille,Division 1,23,2,180,0,0,1996-1997,True,0.0
Frédéric Arpinon,FRA,MF,Metz,Division 1,27,32,2042,1,0,1996-1997,True,0.0441
Óscar Arpón,ESP,MF,Racing Sant,La Liga,21,25,1709,1,0,1996-1997,True,0.0527
Raúl Arribas,ESP,GK,Espanyol,La Liga,27,8,720,0,0,1996-1997,True,0.0
Hervé Arsène,MAD,"DF,MF",Lens,Division 1,32,23,1604,1,0,1996-1997,True,0.0561
Arteaga,ESP,MF,Espanyol,La Liga,27,37,3012,4,0,1996-1997,True,0.1195
Edoardo Artistico,ITA,FW,Perugia,Serie A,27,3,54,1,0,1996-1997,True,1.6667
Peter Artner,AUT,"DF,MF",Hércules,La Liga,30,13,449,0,0,1996-1997,True,0.0
Aljoša Asanović,CRO,MF,Derby County,Premier League,30,34,2928,6,3,1996-1997,False,0.2766
Manuel Asian Bejarano,ESP,,Sevilla,La Liga,19,4,139,0,0,1996-1997,True,0.0
Faustino Asprilla,COL,FW,Newcastle United,Premier League,26,24,1477,4,5,1996-1997,False,0.5484
Éric Assadourian,ARM,"FW,MF",Guingamp,Division 1,30,9,237,0,0,1996-1997,True,0.0
Éric Assati,REU,DF,Auxerre,Division 1,21,6,217,0,0,1996-1997,True,0.0
Komlan Assignon,TOG,MF,Cannes,Division 1,22,30,2202,0,0,1996-1997,True,0.0
Ludovic Asuar,FRA,MF,Marseille,Division 1,19,24,1166,1,0,1996-1997,True,0.0772
Peter Atherton,ENG,"DF,MF",Sheffield Weds,Premier League,26,37,3314,2,1,1996-1997,False,0.0815
Jean-Marie Aubry,FRA,GK,Lille,Division 1,27,36,3240,0,0,1996-1997,True,0.0
José Aurelio Gay,ESP,MF,Oviedo,La Liga,30,13,488,0,0,1996-1997,True,0.0
Dean Austin,ENG,DF,Tottenham Hotspur,Premier League,26,15,1219,0,0,1996-1997,False,0.0
Philippe Avenet,FRA,MF,Nancy,Division 1,29,30,2521,0,0,1996-1997,True,0.0
Roberto Ayala,ARG,DF,Napoli,Serie A,23,30,2561,1,0,1996-1997,True,0.0351
Yao Aziawonou,TOG,MF,Nantes,Division 1,16,1,90,0,0,1996-1997,True,0.0
Ibrahim Ba,FRA,MF,Bordeaux,Division 1,22,35,2818,6,0,1996-1997,True,0.1916
Espen Baardsen,NOR,GK,Tottenham Hotspur,Premier League,18,2,135,0,0,1996-1997,False,0.0
Phil Babb,IRL,DF,Liverpool,Premier League,25,22,1855,1,0,1996-1997,False,0.0485
Markus Babbel,GER,DF,Bayern Munich,Bundesliga,23,31,2672,1,0,1996-1997,True,0.0337
Marino Bacallado Alfonso,NAN,,Tenerife,La Liga,21,1,90,0,0,1996-1997,True,0.0
Roberto Bacci,ITA,DF,Hellas Verona,Serie A,29,30,2461,1,0,1996-1997,True,0.0366
Jörg Bach,GER,DF,Düsseldorf,Bundesliga,30,26,2194,1,0,1996-1997,True,0.041
Maurizio Baciocchi,ITA,FW,Perugia,Serie A,19,1,14,0,0,1996-1997,True,0.0
Dino Baggio,ITA,MF,Parma,Serie A,25,31,2757,2,0,1996-1997,True,0.0653
Roberto Baggio,ITA,"FW,MF",Milan,Serie A,29,23,1485,5,0,1996-1997,True,0.303
Markus Bähr,GER,MF,Karlsruher,Bundesliga,21,13,458,0,0,1996-1997,True,0.0
Vítor Baía,POR,GK,Barcelona,La Liga,26,37,3330,0,0,1996-1997,True,0.0
Francesco Baiano,ITA,FW,Fiorentina,Serie A,28,21,920,2,0,1996-1997,True,0.1957
Pascal Baills,FRA,DF,Montpellier,Division 1,31,33,2942,0,0,1996-1997,True,0.0
Srđan Bajčetić,SRB,MF,Celta Vigo,La Liga,24,11,485,1,0,1996-1997,True,0.1856
Alen Bajkuša,BIH,FW,Caen,Division 1,25,14,413,2,0,1996-1997,True,0.4358
Jacek Bąk,POL,DF,Lyon,Division 1,23,33,2404,0,0,1996-1997,True,0.0
Ibrahima Bakayoko,CIV,FW,Montpellier,Division 1,19,27,2153,13,0,1996-1997,True,0.5434
Krasimir Balakov,BUL,MF,Stuttgart,Bundesliga,30,31,2621,13,0,1996-1997,True,0.4464
Abel Balbo,ARG,FW,Roma,Serie A,30,30,2527,17,0,1996-1997,True,0.6055
Carmelo Manresa i Balboa,NAN,,Hércules,La Liga,19,4,280,0,0,1996-1997,True,0.0
Francesco Baldini,ITA,DF,Napoli,Serie A,22,32,2835,0,0,1996-1997,True,0.0
Kevin Ball,ENG,"DF,MF",Sunderland,Premier League,31,32,2790,3,3,1996-1997,False,0.1935
Michael Ball,ENG,DF,Everton,Premier League,16,5,200,0,0,1996-1997,False,0.0
David Balleri,ITA,DF,Sampdoria,Serie A,27,29,2522,0,0,1996-1997,True,0.0
Salva Ballesta,ESP,FW,Sevilla,La Liga,21,34,2403,13,0,1996-1997,True,0.4869
Sergio Ballesteros,ESP,DF,Tenerife,La Liga,20,31,2207,1,0,1996-1997,True,0.0408
Marco Ballotta,ITA,GK,Reggiana,Serie A,32,34,3054,0,0,1996-1997,True,0.0
Danilo Baltierra,URU,MF,Logroñés,La Liga,27,25,1801,1,0,1996-1997,True,0.05
Anthony Bancarel,FRA,FW,Caen,Division 1,25,27,2158,6,0,1996-1997,True,0.2502
Giacomo Banchelli,ITA,FW,Cagliari,Serie A,23,5,222,3,0,1996-1997,True,1.2162
Ricardo Bango,ESP,MF,Sporting Gijón,La Liga,27,31,2461,5,0,1996-1997,True,0.1829
Bojan Banjac,SRB,MF,Lille,Division 1,24,23,1717,1,0,1996-1997,True,0.0524
Sergej Barbarez,BIH,"FW,MF",Hansa Rostock,Bundesliga,24,27,1306,2,0,1996-1997,True,0.1378
Grégory Barbezier,FRA,FW,Montpellier,Division 1,20,2,52,0,0,1996-1997,True,0.0
Cédric Bardon,FRA,"FW,MF",Lyon,Division 1,19,28,1397,6,0,1996-1997,True,0.3865
Franco Baresi,ITA,DF,Milan,Serie A,36,26,2296,0,0,1996-1997,True,0.0
Yannick Baret,FRA,MF,Guingamp,Division 1,23,31,2448,1,0,1996-1997,True,0.0368
Sergi Barjuán,ESP,DF,Barcelona,La Liga,24,34,3060,1,0,1996-1997,True,0.0294
Nick Barmby,ENG,"FW,MF",Middlesbrough,Premier League,22,10,889,1,1,1996-1997,False,0.2025
Nick Barmby,ENG,"FW,MF",Everton,Premier League,22,25,1940,4,7,1996-1997,False,0.5103
John Barnes,ENG,"DF,FW",Liverpool,Premier League,32,35,3068,4,6,1996-1997,False,0.2934
Karsten Bäron,GER,FW,Hamburger SV,Bundesliga,23,25,1990,7,0,1996-1997,True,0.3166
Simone Barone,ITA,MF,Parma,Serie A,18,2,17,0,0,1996-1997,True,0.0
Marco Baroni,ITA,DF,Hellas Verona,Serie A,32,26,2047,0,0,1996-1997,True,0.0
Roberto Baronio,ITA,MF,Lazio,Serie A,18,15,495,0,0,1996-1997,True,0.0
Earl Barrett,ENG,DF,Everton,Premier League,29,36,3240,0,2,1996-1997,False,0.0556
Chris Bart-Williams,ENG,"DF,MF",Nottingham Forest,Premier League,22,16,1357,1,0,1996-1997,False,0.0663
Fabien Barthez,FRA,GK,Monaco,Division 1,25,36,3240,0,0,1996-1997,True,0.0
Warren Barton,ENG,DF,Newcastle United,Premier League,27,18,1278,1,4,1996-1997,False,0.3521
Jorge Bartual,ESP,GK,Valencia,La Liga,24,2,134,0,0,1996-1997,True,0.0
Patrick Barul,FRA,DF,Cannes,Division 1,18,7,467,0,0,1996-1997,True,0.0
Steve Basham,ENG,FW,Southampton,Premier League,18,6,175,0,0,1996-1997,False,0.0
Mario Basler,GER,"FW,MF",Bayern Munich,Bundesliga,27,27,1976,8,0,1996-1997,True,0.3644
Christian Bassila,FRA,"DF,MF",Lyon,Division 1,18,1,90,0,0,1996-1997,True,0.0
Christophe Bastien,FRA,MF,Nancy,Division 1,20,11,165,0,0,1996-1997,True,0.0
José Basualdo,ARG,MF,Extremadura,La Liga,33,23,1942,1,0,1996-1997,True,0.0463
Gérald Baticle,FRA,FW,Strasbourg,Division 1,26,38,3150,7,0,1996-1997,True,0.2
Gabriel Batistuta,ARG,FW,Fiorentina,Serie A,27,32,2860,13,0,1996-1997,True,0.4091
Graziano Battistini,ITA,GK,Udinese,Serie A,25,10,900,0,0,1996-1997,True,0.0
David Batty,ENG,MF,Newcastle United,Premier League,27,32,2822,1,1,1996-1997,False,0.0638
Karsten Baumann,GER,DF,Köln,Bundesliga,26,32,2738,1,0,1996-1997,True,0.0329
Steffen Baumgart,GER,FW,Hansa Rostock,Bundesliga,24,31,1642,4,0,1996-1997,True,0.2192
Henryk Bałuszyński,POL,FW,Bochum,Bundesliga,24,23,1541,1,0,1996-1997,True,0.0584
Peter Beardsley,ENG,"FW,MF",Newcastle United,Premier League,35,25,1938,5,4,1996-1997,False,0.418
Dave Beasant,ENG,GK,Southampton,Premier League,37,14,1244,0,0,1996-1997,False,0.0
James Beattie,ENG,FW,Blackburn Rovers,Premier League,18,1,90,0,0,1996-1997,False,0.0
Bebeto,BRA,FW,Sevilla,La Liga,32,5,415,0,0,1996-1997,True,0.0
Miladin Bečanović,MNE,FW,Lille,Division 1,23,30,2375,13,0,1996-1997,True,0.4926
Mikkel Beck,DEN,FW,Middlesbrough,Premier League,23,25,1992,5,3,1996-1997,False,0.3614
David Beckham,ENG,MF,Manchester Utd,Premier League,21,36,2986,8,8,1996-1997,False,0.4823
Pascal Bedrossian,FRA,"FW,MF",Cannes,Division 1,21,15,820,1,0,1996-1997,True,0.1098
Christian Beeck,GER,DF,Hansa Rostock,Bundesliga,24,12,813,0,0,1996-1997,True,0.0
Mark Beeney,ENG,GK,Leeds United,Premier League,28,1,90,0,0,1996-1997,False,0.0
Wolfgang de Beer,GER,GK,Dortmund,Bundesliga,32,1,13,0,0,1996-1997,True,0.0
Paul Beesley,ENG,DF,Leeds United,Premier League,31,12,972,0,1,1996-1997,False,0.0926
Massimo Beghetto,ITA,DF,Vicenza,Serie A,27,31,2045,4,0,1996-1997,True,0.176
Txiki Begiristain,ESP,"FW,MF",Dep La Coruña,La Liga,31,10,446,2,0,1996-1997,True,0.4036
Dietmar Beiersdorfer,GER,DF,Reggiana,Serie A,32,20,1582,1,0,1996-1997,True,0.0569
Stefan Beinlich,GER,MF,Hansa Rostock,Bundesliga,24,33,2970,8,0,1996-1997,True,0.2424
Radek Bejbl,CZE,"DF,MF",Atlético Madrid,La Liga,23,33,2472,2,0,1996-1997,True,0.0728
Javier Bellido,ESP,DF,Compostela,La Liga,30,34,2494,1,0,1996-1997,True,0.0361
Olivier Bellisi,FRA,DF,Lyon,Division 1,20,3,251,0,0,1996-1997,True,0.0
José Belman,ESP,GK,Zaragoza,La Liga,25,1,90,0,0,1996-1997,True,0.0
Davide Belotti,ITA,DF,Vicenza,Serie A,24,27,2297,0,0,1996-1997,True,0.0
Alberto Belsué,ESP,DF,Zaragoza,La Liga,28,36,3079,0,0,1996-1997,True,0.0
Luis Miguel López Beltrán,NAN,,Valencia,La Liga,21,1,45,0,0,1996-1997,True,0.0
Mehdi Ben Slimane,TUN,FW,Marseille,Division 1,22,19,1015,0,0,1996-1997,True,0.0
Francis Benali,ENG,DF,Southampton,Premier League,27,18,1317,0,0,1996-1997,False,0.0
Ali Benarbia,ALG,MF,Monaco,Division 1,27,35,2780,3,0,1996-1997,True,0.0971
Antonio Benarrivo,ITA,DF,Parma,Serie A,27,22,1931,1,0,1996-1997,True,0.0466
Manfred Bender,GER,MF,1860 Munich,Bundesliga,30,24,1524,2,0,1996-1997,True,0.1181
Manfred Bender,GER,MF,Karlsruher,Bundesliga,30,1,59,0,0,1996-1997,True,0.0
Stefan Beneking,GER,GK,Freiburg,Bundesliga,27,1,90,0,0,1996-1997,True,0.0
Mirko Benin,ITA,MF,Fiorentina,Serie A,18,1,73,0,0,1996-1997,True,0.0
Álvaro Benito,ESP,MF,Real Madrid,La Liga,19,7,351,0,0,1996-1997,True,0.0
Paulo Bento,POR,MF,Oviedo,La Liga,27,30,2528,2,0,1996-1997,True,0.0712
John Beresford,ENG,DF,Newcastle United,Premier League,29,19,1631,0,3,1996-1997,False,0.1655
Henning Berg,NOR,DF,Blackburn Rovers,Premier League,26,36,3240,2,0,1996-1997,False,0.0556
Rainer Berg,GER,GK,1860 Munich,Bundesliga,30,23,2070,0,0,1996-1997,True,0.0
Andrea Bergamo,ITA,MF,Bologna,Serie A,31,9,608,0,0,1996-1997,True,0.0
Patrik Berger,CZE,MF,Liverpool,Premier League,22,23,1317,6,2,1996-1997,False,0.5467
Rafael Berges,ESP,DF,Celta Vigo,La Liga,25,19,1665,1,0,1996-1997,True,0.0541
Dennis Bergkamp,NED,FW,Arsenal,Premier League,27,29,2379,12,9,1996-1997,False,0.7945
Giuseppe Bergomi,ITA,DF,Inter,Serie A,32,19,1408,0,0,1996-1997,True,0.0
Eyal Berkovic,ISR,MF,Southampton,Premier League,24,28,2156,4,7,1996-1997,False,0.4592
Antonino Bernardini,ITA,MF,Roma,Serie A,22,16,612,0,0,1996-1997,True,0.0
Franck Bernhard,FRA,DF,Strasbourg,Division 1,20,2,12,0,0,1996-1997,True,0.0
Daniele Berretta,ITA,MF,Cagliari,Serie A,24,22,1539,0,0,1996-1997,True,0.0
Daniele Berretta,ITA,MF,Roma,Serie A,24,2,33,0,0,1996-1997,True,0.0
Thomas Berthold,GER,DF,Stuttgart,Bundesliga,31,28,2213,2,0,1996-1997,True,0.0813
Gianluca Berti,ITA,GK,Roma,Serie A,29,3,209,0,0,1996-1997,True,0.0
Nicola Berti,ITA,MF,Inter,Serie A,29,23,586,1,0,1996-1997,True,0.1536
Teddy Bertin,FRA,DF,Le Havre,Division 1,26,36,3208,7,0,1996-1997,True,0.1964
Valerio Bertotto,ITA,DF,Udinese,Serie A,21,24,1634,0,0,1996-1997,True,0.0
Sébastien Bertrand,FRA,DF,Montpellier,Division 1,17,4,351,0,0,1996-1997,True,0.0
Wilfried Bertrand,FRA,DF,Montpellier,Division 1,21,2,126,0,0,1996-1997,True,0.0
Vladimir Beschastnykh,RUS,"FW,MF",Werder Bremen,Bundesliga,22,3,153,0,0,1996-1997,True,0.0
Vladimir Beschastnykh,RUS,"FW,MF",Racing Sant,La Liga,22,35,2584,10,0,1996-1997,True,0.3483
Beto,BRA,MF,Napoli,Serie A,21,22,1460,4,0,1996-1997,True,0.2466
Stefano Bettarini,ITA,DF,Cagliari,Serie A,24,32,2726,0,0,1996-1997,True,0.0
Giovanni Bia,ITA,DF,Udinese,Serie A,27,23,1848,4,0,1996-1997,True,0.1948
Claudio Biaggio,ARG,FW,Bordeaux,Division 1,29,16,641,2,0,1996-1997,True,0.2808
Leonardo Biagini,ARG,FW,Atlético Madrid,La Liga,19,22,805,1,0,1996-1997,True,0.1118
Frédéric Biancalani,FRA,DF,Nancy,Division 1,22,29,2011,0,0,1996-1997,True,0.0
André Biancarelli,FRA,GK,Metz,Division 1,26,7,574,0,0,1996-1997,True,0.0
Miroslav Bičanić,CRO,MF,MSV Duisburg,Bundesliga,26,14,366,1,0,1996-1997,True,0.2459
Oliver Bierhoff,GER,FW,Udinese,Serie A,28,23,2012,13,0,1996-1997,True,0.5815
Emiliano Bigica,ITA,DF,Fiorentina,Serie A,22,17,1096,0,0,1996-1997,True,0.0
Yoann Bigné,FRA,MF,Rennes,Division 1,18,11,595,0,0,1996-1997,True,0.0
Slaven Bilić,CRO,DF,West Ham United,Premier League,27,35,3114,2,0,1996-1997,False,0.0578
Jonatan Binotto,ITA,MF,Hellas Verona,Serie A,21,5,298,1,0,1996-1997,True,0.302
Ian Bishop,ENG,MF,West Ham United,Premier League,31,29,2216,1,0,1996-1997,False,0.0406
Pierpaolo Bisoli,ITA,MF,Cagliari,Serie A,29,13,1088,0,0,1996-1997,True,0.0
Nenad Bjeković,SRB,"FW,MF",Nantes,Division 1,22,11,376,1,0,1996-1997,True,0.2394
Nenad Bjelica,CRO,MF,Real Betis,La Liga,24,27,1052,2,0,1996-1997,True,0.1711
Clayton Blackmore,WAL,"DF,MF",Middlesbrough,Premier League,31,16,1257,2,0,1996-1997,False,0.1432
Dean Blackwell,ENG,DF,Wimbledon,Premier League,26,27,2075,0,2,1996-1997,False,0.0867
