player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Pablo Álvarez,ESP,MF,Dep La Coruña,La Liga,28,21,1094,2,1,2008-2009,True,0.2468
Pablo Álvarez,ARG,DF,Catania,Serie A,24,5,360,0,0,2008-2009,False,0.0
Pablo Álvarez,URU,DF,Reggina,Serie A,23,9,534,0,0,2008-2009,False,0.0
Quique Álvarez,ESP,DF,Recreativo,La Liga,33,1,90,0,0,2008-2009,False,0.0
Afonso Alves,BRA,"FW,MF",Middlesbrough,Premier League,27,31,2164,4,1,2008-2009,True,0.2079
Caio Alves,BRA,MF,Eintracht Frankfurt,Bundesliga,22,17,667,2,0,2008-2009,False,0.2699
Dani Alves,BRA,"DF,MF",Barcelona,La Liga,25,34,2925,5,9,2008-2009,True,0.4308
Diego Alves,BRA,GK,Almería,La Liga,23,31,2790,0,0,2008-2009,False,0.0
Rodrigo Alvim,BRA,DF,Wolfsburg,Bundesliga,24,2,24,0,0,2008-2009,False,0.0
Morgan Amalfitano,FRA,MF,Lorient,Ligue 1,23,35,2474,3,1,2008-2009,True,0.1455
Ioannis Amanatidis,GRE,"FW,MF",Eintracht Frankfurt,Bundesliga,26,7,372,2,2,2008-2009,True,0.9677
Luis Amaranto Perea,COL,DF,Atlético Madrid,La Liga,29,26,1958,0,0,2008-2009,False,0.0
Amauri,ITA,FW,Juventus,Serie A,28,32,2378,12,3,2008-2009,True,0.5677
Massimo Ambrosini,ITA,MF,Milan,Serie A,31,28,2065,7,3,2008-2009,True,0.4358
Marco Amelia,ITA,GK,Palermo,Serie A,26,34,2988,0,0,2008-2009,False,0.0
Shola Ameobi,NGA,FW,Newcastle United,Premier League,26,22,1259,4,1,2008-2009,True,0.3574
Pablo Amo,ESP,DF,Dep La Coruña,La Liga,30,3,161,0,0,2008-2009,False,0.0
Nicolás Amodio,URU,MF,Napoli,Serie A,25,3,250,0,0,2008-2009,False,0.0
Fernando Amorebieta,VEN,DF,Athletic Club,La Liga,23,29,2479,0,0,2008-2009,False,0.0
Christian Amoroso,ITA,MF,Bologna,Serie A,31,24,1113,0,3,2008-2009,True,0.2426
Nicola Amoruso,ITA,FW,Torino,Serie A,33,20,1408,4,1,2008-2009,True,0.3196
Nicola Amoruso,ITA,FW,Siena,Serie A,33,6,174,0,0,2008-2009,False,0.0
Valerio Anastasi,ITA,FW,Chievo,Serie A,18,1,5,0,0,2008-2009,False,0.0
Niklas Andersen,GER,DF,Werder Bremen,Bundesliga,19,1,14,0,0,2008-2009,False,0.0
Anderson,BRA,MF,Manchester Utd,Premier League,20,17,930,0,0,2008-2009,False,0.0
Paulo André,BRA,DF,Le Mans,Ligue 1,24,31,2215,1,0,2008-2009,False,0.0406
Leon Andreasen,DEN,"DF,MF",Hannover 96,Bundesliga,25,11,931,2,0,2008-2009,False,0.1933
Leon Andreasen,DEN,"DF,MF",Fulham,Premier League,25,6,37,0,0,2008-2009,False,0.0
Yoann Andreu,FRA,DF,Saint-Étienne,Ligue 1,19,11,835,0,0,2008-2009,False,0.0
Keith Andrews,IRL,MF,Blackburn Rovers,Premier League,27,33,2384,4,0,2008-2009,False,0.151
Nicolas Anelka,FRA,FW,Chelsea,Premier League,29,37,2913,19,2,2008-2009,True,0.6488
Juan Ángel Albín,URU,"FW,MF",Getafe,La Liga,22,32,2087,7,5,2008-2009,True,0.5175
Miguel Ángel Angulo,ESP,"FW,MF",Valencia,La Liga,31,11,524,0,1,2008-2009,True,0.1718
José Ángel Crespo,ESP,DF,Sevilla,La Liga,21,9,518,0,0,2008-2009,False,0.0
José Ángel,ESP,"DF,MF",Sporting Gijón,La Liga,18,13,984,1,0,2008-2009,False,0.0915
Miguel Ángel,ESP,MF,Málaga,La Liga,29,19,1284,0,0,2008-2009,False,0.0
Miguel Ángel Moyá,ESP,GK,Mallorca,La Liga,24,13,1125,0,0,2008-2009,False,0.0
Miguel Ángel Nieto,ESP,MF,Almería,La Liga,22,10,372,1,0,2008-2009,False,0.2419
Ângelo,BRA,"DF,MF",Lecce,Serie A,27,10,617,0,0,2008-2009,False,0.0
Stanislav Angelov,BUL,"DF,MF",Energie Cottbus,Bundesliga,30,26,1950,2,1,2008-2009,True,0.1385
Victor Anichebe,NGA,FW,Everton,Premier League,20,17,582,1,1,2008-2009,True,0.3093
Kévin Anin,FRA,MF,Le Havre,Ligue 1,22,25,1667,2,1,2008-2009,True,0.162
Roda Antar,LIB,MF,Köln,Bundesliga,27,15,1297,0,0,2008-2009,False,0.0
Mirco Antenucci,ITA,FW,Catania,Serie A,23,4,49,0,0,2008-2009,False,0.0
Álvaro Antón,ESP,MF,Numancia,La Liga,24,7,350,0,0,2008-2009,False,0.0
Luca Antonini,ITA,"DF,MF",Milan,Serie A,25,11,372,0,0,2008-2009,False,0.0
Francesco Antonioli,ITA,GK,Bologna,Serie A,38,35,3150,0,0,2008-2009,False,0.0
Vitorino Antunes,POR,DF,Lecce,Serie A,21,10,662,0,0,2008-2009,False,0.0
Dennis Aogo,GER,"DF,MF",Hamburger SV,Bundesliga,21,23,1729,0,1,2008-2009,True,0.0521
Dudu Aouate,ISR,GK,Mallorca,La Liga,30,14,1239,0,0,2008-2009,False,0.0
Onyekachi Apam,NGA,DF,Nice,Ligue 1,21,30,2700,1,0,2008-2009,False,0.0333
Apoño,ESP,MF,Málaga,La Liga,24,32,2726,9,4,2008-2009,True,0.4292
Alberto Aquilani,ITA,MF,Roma,Serie A,24,14,759,2,1,2008-2009,True,0.3557
Youssef El-Arabi,MAR,FW,Caen,Ligue 1,21,3,30,0,0,2008-2009,False,0.0
Carlos Aranda,ESP,FW,Numancia,La Liga,28,20,1321,6,1,2008-2009,True,0.4769
Juan Arango,VEN,MF,Mallorca,La Liga,28,37,3055,8,9,2008-2009,True,0.5008
Daniel Aranzubia,ESP,GK,Dep La Coruña,La Liga,28,37,3323,0,0,2008-2009,False,0.0
Álvaro Arbeloa,ESP,DF,Liverpool,Premier League,25,29,2575,1,1,2008-2009,True,0.0699
Julio Arca,ARG,"DF,MF",Middlesbrough,Premier League,27,18,1160,0,0,2008-2009,False,0.0
Andrea Ardito,ITA,MF,Lecce,Serie A,31,14,747,0,0,2008-2009,False,0.0
Luca Ariatti,ITA,"DF,MF",Lecce,Serie A,29,31,2557,0,1,2008-2009,True,0.0352
Lorenzo Ariaudo,ITA,DF,Juventus,Serie A,19,3,212,0,0,2008-2009,False,0.0
Sylvain Armand,FRA,DF,Paris Saint-Germain,Ligue 1,27,35,3103,0,2,2008-2009,True,0.058
Armando,ESP,GK,Athletic Club,La Liga,37,2,180,0,0,2008-2009,False,0.0
Emiliano Armenteros,ARG,MF,Sevilla,La Liga,22,4,80,1,0,2008-2009,False,1.125
Francesc Arnau,ESP,GK,Málaga,La Liga,33,13,1170,0,0,2008-2009,False,0.0
Loris Arnaud,FRA,"FW,MF",Paris Saint-Germain,Ligue 1,21,1,7,1,0,2008-2009,False,12.8571
John Arne Riise,NOR,"DF,MF",Roma,Serie A,27,30,2641,2,2,2008-2009,True,0.1363
Salvatore Aronica,ITA,DF,Reggina,Serie A,30,1,90,0,0,2008-2009,False,0.0
Salvatore Aronica,ITA,DF,Napoli,Serie A,30,23,1513,0,1,2008-2009,True,0.0595
Andrey Arshavin,RUS,"FW,MF",Arsenal,Premier League,27,12,993,6,5,2008-2009,True,0.997
Mikel Arteta,ESP,MF,Everton,Premier League,26,26,2249,6,6,2008-2009,True,0.4802
César Arzo,ESP,"DF,MF",Recreativo,La Liga,22,24,2160,1,0,2008-2009,False,0.0417
Arzu,ESP,"DF,MF",Real Betis,La Liga,27,34,2950,2,0,2008-2009,False,0.061
Gerald Asamoah,GER,"FW,MF",Schalke 04,Bundesliga,29,27,917,2,0,2008-2009,False,0.1963
Kwadwo Asamoah,GHA,"DF,MF",Udinese,Serie A,19,20,1620,2,0,2008-2009,False,0.1111
Sergio Asenjo,ESP,GK,Valladolid,La Liga,19,23,2070,0,0,2008-2009,False,0.0
Ian Ashbee,ENG,MF,Hull City,Premier League,31,31,2692,1,1,2008-2009,True,0.0669
Dean Ashton,ENG,FW,West Ham United,Premier League,24,4,248,2,0,2008-2009,False,0.7258
Benoît Assou-Ekotto,CMR,DF,Tottenham Hotspur,Premier League,24,29,2434,0,1,2008-2009,True,0.037
Paulo Assunção,BRA,MF,Atlético Madrid,La Liga,28,34,2796,0,0,2008-2009,False,0.0
Davide Astori,ITA,DF,Cagliari,Serie A,21,10,564,0,0,2008-2009,False,0.0
Çağdaş Atan,TUR,DF,Energie Cottbus,Bundesliga,28,28,2386,2,1,2008-2009,True,0.1132
Timothée Atouba,CMR,DF,Hamburger SV,Bundesliga,26,9,593,0,0,2008-2009,False,0.0
Lucien Aubey,CGO,DF,Rennes,Ligue 1,24,13,1086,0,0,2008-2009,False,0.0
Fabien Audard,FRA,GK,Lorient,Ligue 1,30,28,2410,0,0,2008-2009,False,0.0
Johan Audel,MTQ,"FW,MF",Valenciennes,Ligue 1,24,28,1999,7,2,2008-2009,True,0.4052
Renato Augusto,BRA,MF,Leverkusen,Bundesliga,20,33,2734,2,6,2008-2009,True,0.2634
Fábio Aurélio,BRA,"DF,MF",Liverpool,Premier League,28,24,1738,2,4,2008-2009,True,0.3107
Mehmet Aurélio,TUR,MF,Real Betis,La Liga,30,29,2530,4,2,2008-2009,True,0.2134
Gerard Autet,ESP,DF,Sporting Gijón,La Liga,29,26,2199,1,0,2008-2009,False,0.0409
André Ayew,GHA,"FW,MF",Lorient,Ligue 1,18,22,922,3,2,2008-2009,True,0.4881
Mimoun Azaouagh,GER,MF,Bochum,Bundesliga,25,30,2251,1,4,2008-2009,True,0.1999
César Azpilicueta,ESP,"DF,MF",Osasuna,La Liga,18,36,3190,0,0,2008-2009,False,0.0
Abasse Ba,SEN,DF,Le Havre,Ligue 1,32,16,1366,0,0,2008-2009,False,0.0
Demba Ba,SEN,FW,Hoffenheim,Bundesliga,23,33,2871,14,4,2008-2009,True,0.5643
Issa Ba,SEN,MF,Auxerre,Ligue 1,26,1,8,0,0,2008-2009,False,0.0
Ludovic Baal,GUF,"DF,MF",Le Mans,Ligue 1,22,15,1010,0,0,2008-2009,False,0.0
Ryan Babel,NED,"FW,MF",Liverpool,Premier League,21,27,852,3,1,2008-2009,True,0.4225
Marko Babić,CRO,"DF,MF",Hertha BSC,Bundesliga,27,8,214,0,0,2008-2009,False,0.0
Marko Babić,CRO,"DF,MF",Real Betis,La Liga,27,2,106,0,0,2008-2009,False,0.0
Stefan Babović,SRB,MF,Nantes,Ligue 1,21,15,809,0,0,2008-2009,False,0.0
Maxime Baca,FRA,DF,Le Havre,Ligue 1,25,24,2074,0,0,2008-2009,False,0.0
Mamadou Bagayoko,MLI,FW,Nantes,Ligue 1,29,26,2271,7,2,2008-2009,True,0.3567
Nabil Baha,MAR,FW,Málaga,La Liga,26,36,2678,9,0,2008-2009,False,0.3025
Brahim El Bahri,MAR,"FW,MF",Le Mans,Ligue 1,22,1,11,0,0,2008-2009,False,0.0
Logan Bailly,BEL,GK,Gladbach,Bundesliga,22,17,1530,0,0,2008-2009,False,0.0
Leighton Baines,ENG,DF,Everton,Premier League,23,31,2329,1,6,2008-2009,True,0.2705
Davide Baiocco,ITA,MF,Catania,Serie A,33,20,1230,1,1,2008-2009,True,0.1463
Chris Baird,NIR,"DF,MF",Fulham,Premier League,26,10,267,0,0,2008-2009,False,0.0
Zlatan Bajramović,BIH,MF,Eintracht Frankfurt,Bundesliga,28,6,117,0,0,2008-2009,False,0.0
Djamel Bakar,COM,"FW,MF",Monaco,Ligue 1,19,6,154,0,0,2008-2009,False,0.0
Gareth Bale,WAL,"FW,MF",Tottenham Hotspur,Premier League,19,16,994,0,0,2008-2009,False,0.0
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,20,24,1911,0,0,2008-2009,False,0.0
Hanno Balitsch,GER,MF,Hannover 96,Bundesliga,27,30,2456,3,1,2008-2009,True,0.1466
Michael Ball,ENG,DF,Manchester City,Premier League,28,8,713,0,1,2008-2009,True,0.1262
Michael Ballack,GER,MF,Chelsea,Premier League,31,29,2030,1,4,2008-2009,True,0.2217
Salva Ballesta,ESP,FW,Málaga,La Liga,33,14,588,5,0,2008-2009,False,0.7653
Florent Balmont,FRA,MF,Lille,Ligue 1,28,34,2880,0,1,2008-2009,True,0.0312
Leon Balogun,NGA,DF,Hannover 96,Bundesliga,20,1,6,0,0,2008-2009,False,0.0
Mario Balotelli,ITA,FW,Inter,Serie A,17,22,1354,8,1,2008-2009,True,0.5982
Federico Balzaretti,ITA,DF,Palermo,Serie A,26,33,2924,0,2,2008-2009,True,0.0616
Habib Bamogo,BFA,FW,Nice,Ligue 1,26,34,2408,7,0,2008-2009,False,0.2616
Éver Banega,ARG,MF,Atlético Madrid,La Liga,20,24,788,1,0,2008-2009,False,0.1142
Karba Bangoura,GUI,MF,Valenciennes,Ligue 1,22,20,954,1,0,2008-2009,False,0.0943
Albert Baning,CMR,MF,Grenoble Foot,Ligue 1,23,19,804,1,0,2008-2009,False,0.1119
Júlio Baptista,BRA,"FW,MF",Roma,Serie A,26,27,2077,9,1,2008-2009,True,0.4333
Javier Baraja,ESP,"DF,MF",Valladolid,La Liga,27,22,1615,1,0,2008-2009,False,0.0557
Rubén Baraja,ESP,MF,Valencia,La Liga,33,28,1853,3,0,2008-2009,False,0.1457
Rafael Barber,ESP,MF,Recreativo,La Liga,27,22,1664,0,0,2008-2009,False,0.0
Phil Bardsley,SCO,DF,Sunderland,Premier League,23,28,2459,0,0,2008-2009,False,0.0
Antonino Barillà,ITA,"DF,MF",Reggina,Serie A,20,30,2121,1,0,2008-2009,False,0.0424
José Barkero,ESP,MF,Numancia,La Liga,29,37,2963,12,6,2008-2009,True,0.5467
Nick Barmby,ENG,"FW,MF",Hull City,Premier League,34,21,1097,1,1,2008-2009,True,0.1641
Leon Barnett,ENG,DF,West Brom,Premier League,22,11,912,0,0,2008-2009,False,0.0
Tranquillo Barnetta,SUI,MF,Leverkusen,Bundesliga,23,31,2325,4,10,2008-2009,True,0.5419
Simone Barone,ITA,MF,Torino,Serie A,30,27,1799,1,1,2008-2009,True,0.1001
David Barral,ESP,FW,Sporting Gijón,La Liga,25,35,2042,10,3,2008-2009,True,0.573
Édgar Barreto,PAR,MF,Reggina,Serie A,24,32,2859,2,3,2008-2009,True,0.1574
Gareth Barry,ENG,MF,Aston Villa,Premier League,27,38,3383,5,6,2008-2009,True,0.2926
Joey Barton,ENG,MF,Newcastle United,Premier League,25,9,450,1,1,2008-2009,True,0.4
Ahmed Barusso,GHA,MF,Siena,Serie A,23,3,65,0,0,2008-2009,False,0.0
Andrea Barzagli,ITA,DF,Wolfsburg,Bundesliga,27,34,3060,0,0,2008-2009,False,0.0
Pablo Barzola,ARG,DF,Caen,Ligue 1,24,33,2936,1,0,2008-2009,False,0.0307
Cédric Baseya,COD,FW,Lille,Ligue 1,20,1,1,0,0,2008-2009,False,0.0
Chris Basham,ENG,"DF,MF",Bolton Wanderers,Premier League,20,11,471,1,0,2008-2009,False,0.1911
Angelos Basinas,GRE,MF,Portsmouth,Premier League,32,3,226,0,0,2008-2009,False,0.0
Josias Basso,BRA,DF,Reggina,Serie A,19,1,27,0,0,2008-2009,False,0.0
Sébastien Bassong,CMR,DF,Newcastle United,Premier League,22,30,2386,0,0,2008-2009,False,0.0
Dušan Basta,SRB,"DF,MF",Lecce,Serie A,23,7,210,0,0,2008-2009,False,0.0
Michel Bastos,BRA,"DF,MF",Lille,Ligue 1,24,37,3160,14,9,2008-2009,True,0.6551
Yıldıray Baştürk,TUR,MF,Stuttgart,Bundesliga,29,4,174,0,0,2008-2009,False,0.0
Matthew Bates,ENG,DF,Middlesbrough,Premier League,21,17,1384,1,0,2008-2009,False,0.065
Laurent Batlles,FRA,MF,Grenoble Foot,Ligue 1,32,36,3079,0,4,2008-2009,True,0.1169
Frank Baumann,GER,"DF,MF",Werder Bremen,Bundesliga,32,27,2163,1,0,2008-2009,False,0.0416
Alexander Baumjohann,GER,MF,Gladbach,Bundesliga,21,28,1968,3,5,2008-2009,True,0.3659
Jose Baxter,ENG,"FW,MF",Everton,Premier League,16,3,90,0,0,2008-2009,False,0.0
Moustapha Bayal Sall,SEN,DF,Saint-Étienne,Ligue 1,22,19,1573,2,1,2008-2009,True,0.1716
Iñaki Bea Jauregi,ESP,DF,Valladolid,La Liga,30,17,1326,0,0,2008-2009,False,0.0
Craig Beattie,SCO,FW,West Brom,Premier League,24,7,155,1,0,2008-2009,False,0.5806
James Beattie,ENG,FW,Stoke City,Premier League,30,16,1367,7,3,2008-2009,True,0.6584
Andreas Beck,GER,"DF,MF",Hoffenheim,Bundesliga,21,30,2698,0,2,2008-2009,True,0.0667
David Beckham,ENG,MF,Milan,Serie A,33,18,1425,2,5,2008-2009,True,0.4421
Edu Bedia,ESP,MF,Racing Sant,La Liga,19,12,399,0,0,2008-2009,False,0.0
Roman Bednář,CZE,FW,West Brom,Premier League,25,26,1197,6,1,2008-2009,True,0.5263
Asmir Begović,BIH,GK,Portsmouth,Premier League,21,2,180,0,0,2008-2009,False,0.0
Valon Behrami,SUI,"DF,MF",West Ham United,Premier League,23,24,2001,1,0,2008-2009,False,0.045
Christian Bekamenga,CMR,FW,Nantes,Ligue 1,22,27,1548,5,2,2008-2009,True,0.407
Emanuele Belardi,ITA,GK,Udinese,Serie A,30,4,360,0,0,2008-2009,False,0.0
David Belenguer,ESP,DF,Getafe,La Liga,35,14,964,0,0,2008-2009,False,0.0
Nadir Belhadj,ALG,"DF,MF",Portsmouth,Premier League,26,29,1930,2,3,2008-2009,True,0.2332
Habib Bellaïd,ALG,DF,Eintracht Frankfurt,Bundesliga,22,22,1786,0,0,2008-2009,False,0.0
Craig Bellamy,WAL,FW,West Ham United,Premier League,29,16,1231,5,0,2008-2009,False,0.3656
Craig Bellamy,WAL,FW,Manchester City,Premier League,29,8,631,3,0,2008-2009,False,0.4279
Manuel Belleri,ITA,DF,Bologna,Serie A,30,6,488,0,0,2008-2009,False,0.0
Manuel Belleri,ITA,DF,Lazio,Serie A,30,1,45,0,0,2008-2009,False,0.0
Juliano Belletti,BRA,"DF,MF",Chelsea,Premier League,32,20,718,3,0,2008-2009,False,0.376
Gianpaolo Bellini,ITA,DF,Atalanta,Serie A,28,34,2876,0,1,2008-2009,True,0.0313
David Bellion,FRA,FW,Bordeaux,Ligue 1,25,27,1392,4,1,2008-2009,True,0.3233
Claudio Bellucci,ITA,FW,Sampdoria,Serie A,33,19,1240,5,0,2008-2009,False,0.3629
Carlos Bellvís,ESP,DF,Numancia,La Liga,23,28,1482,1,0,2008-2009,False,0.0607
Djamel Belmadi,ALG,MF,Valenciennes,Ligue 1,32,11,927,1,0,2008-2009,False,0.0971
Nicola Belmonte,ITA,DF,Siena,Serie A,21,1,13,0,0,2008-2009,False,0.0
Hatem Ben Arfa,FRA,"FW,MF",Marseille,Ligue 1,21,33,1837,6,4,2008-2009,True,0.4899
Saber Ben Frej,TUN,DF,Le Mans,Ligue 1,29,11,796,0,0,2008-2009,False,0.0
Tal Ben Haim,ISR,DF,Sunderland,Premier League,26,5,436,0,0,2008-2009,False,0.0
Tal Ben Haim,ISR,DF,Manchester City,Premier League,26,9,765,0,0,2008-2009,False,0.0
Fahid Ben Khalfallah,TUN,"FW,MF",Caen,Ligue 1,25,30,2075,2,4,2008-2009,True,0.2602
Chaouki Ben Saada,TUN,"FW,MF",Nice,Ligue 1,24,25,999,1,5,2008-2009,True,0.5405
Änis Ben-Hatira,TUN,MF,Hamburger SV,Bundesliga,20,2,28,0,0,2008-2009,False,0.0
Diego Benaglio,SUI,GK,Wolfsburg,Bundesliga,24,31,2787,0,0,2008-2009,False,0.0
Yohan Benalouane,TUN,DF,Saint-Étienne,Ligue 1,21,29,2309,1,0,2008-2009,False,0.039
Yossi Benayoun,ISR,MF,Liverpool,Premier League,28,32,1887,8,5,2008-2009,True,0.62
Nicklas Bendtner,DEN,FW,Arsenal,Premier League,20,31,1764,9,2,2008-2009,True,0.5612
Collin Benjamin,NAM,"DF,MF",Hamburger SV,Bundesliga,29,20,1356,1,0,2008-2009,False,0.0664
Benjani,ZIM,FW,Manchester City,Premier League,29,8,550,1,1,2008-2009,True,0.3273
Joe Bennett,ENG,"DF,MF",Middlesbrough,Premier League,18,1,45,0,0,2008-2009,False,0.0
Darren Bent,ENG,FW,Tottenham Hotspur,Premier League,24,33,2174,12,2,2008-2009,True,0.5796
Simone Bentivoglio,ITA,MF,Chievo,Serie A,23,23,1676,1,4,2008-2009,True,0.2685
David Bentley,ENG,MF,Tottenham Hotspur,Premier League,23,25,1826,1,2,2008-2009,True,0.1479
Francesco Benussi,ITA,GK,Lecce,Serie A,26,34,3060,0,0,2008-2009,False,0.0
Karim Benzema,FRA,FW,Lyon,Ligue 1,20,36,2758,17,2,2008-2009,True,0.62
Grégory Béranger,FRA,DF,Espanyol,La Liga,26,18,1471,0,0,2008-2009,False,0.0
Dimitar Berbatov,BUL,FW,Manchester Utd,Premier League,27,31,2538,9,9,2008-2009,True,0.6383
Dimitar Berbatov,BUL,FW,Tottenham Hotspur,Premier League,27,1,26,0,0,2008-2009,False,0.0
Pascal Berenguer,FRA,MF,Nancy,Ligue 1,27,27,2159,2,1,2008-2009,True,0.1251
Vinícius Bergantin,BRA,DF,Hannover 96,Bundesliga,28,11,935,0,0,2008-2009,False,0.0
