player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Laurent Courtois,FRA,MF,Grenoble Foot,Ligue 1,29,30,1851,4,2,2008-2009,True,0.2917
Daniel Cousin,GAB,FW,Hull City,Premier League,31,27,1580,4,1,2008-2009,True,0.2848
Mathieu Coutadeur,FRA,MF,Le Mans,Ligue 1,22,36,2993,4,5,2008-2009,True,0.2706
Francesco Cozza,ITA,MF,Reggina,Serie A,34,25,1664,4,4,2008-2009,True,0.4327
Alessandro Crescenzi,ITA,DF,Roma,Serie A,16,1,12,0,0,2008-2009,False,0.0
Hernán Crespo,ARG,FW,Inter,Serie A,33,14,444,2,2,2008-2009,True,0.8108
Richard Cresswell,ENG,FW,Stoke City,Premier League,30,30,1429,0,0,2008-2009,False,0.0
Emílson Cribari,BRA,DF,Lazio,Serie A,28,17,1405,0,0,2008-2009,False,0.0
Cris,BRA,DF,Lyon,Ligue 1,31,34,3060,2,0,2008-2009,False,0.0588
Domenico Criscito,ITA,"DF,MF",Genoa,Serie A,21,35,3090,3,3,2008-2009,True,0.1748
Peter Crouch,ENG,FW,Portsmouth,Premier League,27,38,3358,10,5,2008-2009,True,0.402
César Cruchaga,ESP,DF,Osasuna,La Liga,34,10,824,0,0,2008-2009,False,0.0
Albert Crusat,ESP,"FW,MF",Almería,La Liga,26,30,2082,1,5,2008-2009,True,0.2594
Ibán Cuadrado,ESP,DF,Málaga,La Liga,29,14,1222,0,0,2008-2009,False,0.0
Carlo Cudicini,ITA,GK,Tottenham Hotspur,Premier League,34,4,360,0,0,2008-2009,False,0.0
Carlo Cudicini,ITA,GK,Chelsea,Premier League,34,2,180,0,0,2008-2009,False,0.0
Carlos Cuéllar,ESP,DF,Aston Villa,Premier League,26,28,2133,0,0,2008-2009,False,0.0
Iván Cuéllar,ESP,GK,Sporting Gijón,La Liga,24,18,1606,0,0,2008-2009,False,0.0
Leandro Cufré,ARG,DF,Hertha BSC,Bundesliga,30,5,158,0,0,2008-2009,False,0.0
Leandro Cufré,ARG,DF,Monaco,Ligue 1,30,15,1262,3,0,2008-2009,False,0.2139
Gaston Curbelo,FRA,FW,Nancy,Ligue 1,32,8,65,0,0,2008-2009,False,0.0
Gianluca Curci,ITA,GK,Siena,Serie A,23,32,2812,0,0,2008-2009,False,0.0
Mario Cvitanović,CRO,DF,Energie Cottbus,Bundesliga,33,23,2042,0,0,2008-2009,False,0.0
Pascal Cygan,FRA,DF,Villarreal,La Liga,34,4,300,0,0,2008-2009,False,0.0
Antonino D'Agostino,ITA,MF,Atalanta,Serie A,29,1,38,0,0,2008-2009,False,0.0
Gaetano D'Agostino,ITA,MF,Udinese,Serie A,26,36,3033,11,8,2008-2009,True,0.5638
Marco D'Alessandro,ITA,"FW,MF",Roma,Serie A,17,3,68,0,0,2008-2009,False,0.0
Andrea D'Amico,ITA,MF,Catania,Serie A,19,2,19,0,0,2008-2009,False,0.0
Emanuele D'Anna,ITA,MF,Chievo,Serie A,26,9,256,0,0,2008-2009,False,0.0
Denis D'Onofrio,ITA,FW,Torino,Serie A,19,2,37,0,0,2008-2009,False,0.0
Diego Rodríguez Da Luz,URU,"DF,MF",Bologna,Serie A,21,7,338,0,1,2008-2009,True,0.2663
Frédéric Da Rocha,FRA,MF,Nantes,Ligue 1,33,33,2775,1,3,2008-2009,True,0.1297
Mouhamadou Dabo,FRA,DF,Saint-Étienne,Ligue 1,21,24,2068,1,0,2008-2009,False,0.0435
Ousmane Dabo,FRA,MF,Lazio,Serie A,31,21,1109,1,1,2008-2009,True,0.1623
Christoph Dabrowski,GER,MF,Bochum,Bundesliga,29,31,2575,6,2,2008-2009,True,0.2796
Olivier Dacourt,FRA,MF,Inter,Serie A,33,1,13,0,0,2008-2009,False,0.0
Olivier Dacourt,FRA,MF,Fulham,Premier League,33,9,152,0,0,2008-2009,False,0.0
Dady,CPV,FW,Osasuna,La Liga,26,14,706,3,0,2008-2009,False,0.3824
Filip Daems,BEL,DF,Gladbach,Bundesliga,29,33,2924,2,1,2008-2009,True,0.0923
Omar Daf,SEN,DF,Sochaux,Ligue 1,31,16,1132,0,0,2008-2009,False,0.0
Dario Dainelli,ITA,DF,Fiorentina,Serie A,29,21,1680,1,0,2008-2009,False,0.0536
Felipe dal Belo,BRA,DF,Udinese,Serie A,24,16,1440,2,0,2008-2009,False,0.125
Maurice Dalé,FRA,FW,Auxerre,Ligue 1,23,1,3,0,0,2008-2009,False,0.0
Stéphane Dalmat,FRA,MF,Sochaux,Ligue 1,29,27,2310,1,2,2008-2009,True,0.1169
Gaël Danic,FRA,MF,Valenciennes,Ligue 1,26,36,2719,4,7,2008-2009,True,0.3641
Dante,BRA,DF,Gladbach,Bundesliga,24,10,825,3,0,2008-2009,False,0.3273
Romain Danzé,FRA,"DF,MF",Rennes,Ligue 1,22,26,1520,2,0,2008-2009,False,0.1184
Jean-Claude Darcheville,FRA,FW,Valenciennes,Ligue 1,33,10,712,4,0,2008-2009,False,0.5056
Pál Dárdai,HUN,MF,Hertha BSC,Bundesliga,32,26,2146,1,2,2008-2009,True,0.1258
Matteo Darmian,ITA,"DF,MF",Milan,Serie A,18,3,41,0,0,2008-2009,False,0.0
Kévin das Neves,FRA,DF,Nantes,Ligue 1,22,3,224,0,0,2008-2009,False,0.0
Jesús Dátolo,ARG,MF,Napoli,Serie A,24,9,484,0,2,2008-2009,True,0.3719
Ayub Daud,SOM,"FW,MF",Juventus,Serie A,18,1,2,0,0,2008-2009,False,0.0
Calum Davenport,ENG,DF,West Ham United,Premier League,25,7,630,1,1,2008-2009,True,0.2857
Calum Davenport,ENG,DF,Sunderland,Premier League,25,8,687,0,1,2008-2009,True,0.131
Olivier Davidas,FRA,"DF,MF",Le Havre,Ligue 1,26,27,1771,0,1,2008-2009,True,0.0508
Andrew Davies,ENG,DF,Stoke City,Premier League,23,2,50,0,0,2008-2009,False,0.0
Curtis Davies,SLE,DF,Aston Villa,Premier League,23,35,2962,1,1,2008-2009,True,0.0608
Kevin Davies,ENG,FW,Bolton Wanderers,Premier League,31,38,3375,12,4,2008-2009,True,0.4267
Mark Davies,ENG,MF,Bolton Wanderers,Premier League,20,10,759,0,2,2008-2009,True,0.2372
Simon Davies,WAL,MF,Fulham,Premier League,28,33,2901,2,5,2008-2009,True,0.2172
Sean Davis,ENG,MF,Portsmouth,Premier League,28,32,2710,1,2,2008-2009,True,0.0996
Andy Dawson,ENG,DF,Hull City,Premier League,29,25,2036,1,3,2008-2009,True,0.1768
Michael Dawson,ENG,DF,Tottenham Hotspur,Premier League,24,16,1133,1,2,2008-2009,True,0.2383
Diego De Ascentis,ITA,MF,Atalanta,Serie A,32,23,1135,0,0,2008-2009,False,0.0
Paolo De Ceglie,ITA,DF,Juventus,Serie A,21,19,1078,0,1,2008-2009,True,0.0835
Ritchie De Laet,BEL,DF,Manchester Utd,Premier League,19,1,78,0,0,2008-2009,False,0.0
Tom De Mul,BEL,"FW,MF",Sevilla,La Liga,22,3,65,1,0,2008-2009,False,1.3846
Daniele De Rossi,ITA,"DF,MF",Roma,Serie A,25,33,2894,3,5,2008-2009,True,0.2488
Lorenzo De Silvestri,ITA,"DF,MF",Lazio,Serie A,20,21,1069,0,0,2008-2009,False,0.0
Mathieu Debuchy,FRA,DF,Lille,Ligue 1,23,30,2357,0,0,2008-2009,False,0.0
Deco,POR,MF,Chelsea,Premier League,30,24,1547,3,2,2008-2009,True,0.2909
Dedê,BRA,DF,Dortmund,Bundesliga,30,13,1146,0,1,2008-2009,True,0.0785
Marino Defendi,ITA,MF,Atalanta,Serie A,22,19,843,0,0,2008-2009,False,0.0
Jermain Defoe,ENG,FW,Tottenham Hotspur,Premier League,25,8,561,3,1,2008-2009,True,0.6417
Jermain Defoe,ENG,FW,Portsmouth,Premier League,25,19,1494,8,3,2008-2009,True,0.6627
Ashkan Dejagah,IRN,"FW,MF",Wolfsburg,Bundesliga,22,27,1272,3,3,2008-2009,True,0.4245
Cristiano Del Grosso,ITA,DF,Siena,Serie A,25,30,2663,0,2,2008-2009,True,0.0676
Asier del Horno,ESP,DF,Valencia,La Liga,27,9,563,0,0,2008-2009,False,0.0
Manu del Moral,ESP,FW,Getafe,La Liga,24,29,1951,5,2,2008-2009,True,0.3229
Simone Del Nero,ITA,"DF,FW",Lazio,Serie A,26,6,329,0,0,2008-2009,False,0.0
Joseba del Olmo,ESP,MF,Athletic Club,La Liga,27,10,313,1,0,2008-2009,False,0.2875
Alessandro Del Piero,ITA,"FW,MF",Juventus,Serie A,33,31,2361,13,9,2008-2009,True,0.8386
Javier del Pino,ESP,FW,Numancia,La Liga,28,32,2164,4,0,2008-2009,False,0.1664
Lorenzo Del Prete,ITA,DF,Siena,Serie A,22,5,345,0,0,2008-2009,False,0.0
Rory Delap,IRL,MF,Stoke City,Premier League,32,34,2854,2,4,2008-2009,True,0.1892
Nathan Delfouneso,ENG,"FW,MF",Aston Villa,Premier League,17,4,84,0,0,2008-2009,False,0.0
César Delgado,ARG,"FW,MF",Lyon,Ligue 1,26,19,1151,2,2,2008-2009,True,0.3128
Dimas Delgado,ESP,MF,Numancia,La Liga,25,20,1484,0,1,2008-2009,True,0.0606
Paolo Dellafiore,ITA,DF,Torino,Serie A,23,12,1017,2,0,2008-2009,False,0.177
Paolo Dellafiore,ITA,DF,Palermo,Serie A,23,4,237,0,0,2008-2009,False,0.0
Matthieu Delpierre,FRA,DF,Stuttgart,Bundesliga,27,22,1980,1,1,2008-2009,True,0.0909
Ludovic Delporte,FRA,MF,Osasuna,La Liga,28,15,384,0,1,2008-2009,True,0.2344
Gennaro Delvecchio,ITA,MF,Sampdoria,Serie A,30,28,1905,6,2,2008-2009,True,0.378
Bira Dembélé,FRA,DF,Rennes,Ligue 1,20,2,44,0,0,2008-2009,False,0.0
Guy Demel,CIV,"DF,MF",Hamburger SV,Bundesliga,27,28,2092,0,0,2008-2009,False,0.0
Martín Demichelis,ARG,"DF,MF",Bayern Munich,Bundesliga,27,29,2565,4,0,2008-2009,False,0.1404
Clint Dempsey,USA,"FW,MF",Fulham,Premier League,25,35,2593,7,2,2008-2009,True,0.3124
Johannes van den Bergh,GER,"DF,MF",Gladbach,Bundesliga,21,7,332,1,0,2008-2009,False,0.2711
Denílson,BRA,MF,Arsenal,Premier League,20,37,3144,3,7,2008-2009,True,0.2863
Germán Denis,ARG,FW,Napoli,Serie A,26,34,1987,8,3,2008-2009,True,0.4982
Mohamed Dennoun,ALG,MF,Marseille,Ligue 1,22,1,22,0,0,2008-2009,False,0.0
Andy van der Meyde,NED,"FW,MF",Everton,Premier League,28,2,13,0,0,2008-2009,False,0.0
Edwin van der Sar,NED,GK,Manchester Utd,Premier League,37,33,2911,0,0,2008-2009,False,0.0
Rafael van der Vaart,NED,MF,Real Madrid,La Liga,25,32,1505,5,4,2008-2009,True,0.5382
Matt Derbyshire,ENG,FW,Blackburn Rovers,Premier League,22,17,699,2,0,2008-2009,False,0.2575
Alexander Dercho,GER,DF,Eintracht Frankfurt,Bundesliga,21,1,1,0,0,2008-2009,False,0.0
Geoffrey Dernis,FRA,"FW,MF",Saint-Étienne,Ligue 1,27,24,1364,1,1,2008-2009,True,0.132
Anthony Deroin,FRA,MF,Caen,Ligue 1,29,27,2162,4,4,2008-2009,True,0.333
Daniele Dessena,ITA,MF,Sampdoria,Serie A,21,25,1288,2,0,2008-2009,False,0.1398
Davide Di Gennaro,ITA,"FW,MF",Reggina,Serie A,20,24,754,1,0,2008-2009,False,0.1194
Davide Di Gennaro,ITA,"FW,MF",Genoa,Serie A,20,1,25,0,0,2008-2009,False,0.0
Marco Di Loreto,ITA,DF,Torino,Serie A,33,23,1638,0,0,2008-2009,False,0.0
David Di Michele,ITA,FW,West Ham United,Premier League,32,30,1893,4,3,2008-2009,True,0.3328
Antonio Di Natale,ITA,FW,Udinese,Serie A,30,22,1341,12,5,2008-2009,True,1.1409
Franco Di Santo,ARG,FW,Chelsea,Premier League,19,8,163,0,1,2008-2009,True,0.5521
Marco Di Vaio,ITA,FW,Bologna,Serie A,32,38,3351,24,2,2008-2009,True,0.6983
Issiar Dia,SEN,"FW,MF",Nancy,Ligue 1,21,24,1743,3,3,2008-2009,True,0.3098
Abou Diaby,FRA,MF,Arsenal,Premier League,22,24,1465,3,2,2008-2009,True,0.3072
Drissa Diakité,MLI,"DF,MF",Nice,Ligue 1,23,31,2670,0,3,2008-2009,True,0.1011
Modibo Diakité,FRA,DF,Lazio,Serie A,21,9,729,1,0,2008-2009,False,0.1235
Mamadou Diallo,MLI,FW,Le Havre,Ligue 1,26,16,1162,3,1,2008-2009,True,0.3098
Souleymane Diamoutene,MLI,DF,Roma,Serie A,25,4,247,0,0,2008-2009,False,0.0
Souleymane Diamoutene,MLI,DF,Lecce,Serie A,25,8,477,0,0,2008-2009,False,0.0
Aimo Diana,ITA,"DF,MF",Torino,Serie A,30,28,1955,0,2,2008-2009,True,0.0921
Salif Diao,SEN,MF,Stoke City,Premier League,31,20,1464,0,0,2008-2009,False,0.0
Alou Diarra,FRA,MF,Bordeaux,Ligue 1,27,35,2954,2,0,2008-2009,False,0.0609
Lassana Diarra,FRA,MF,Real Madrid,La Liga,23,19,1673,0,1,2008-2009,True,0.0538
Lassana Diarra,FRA,MF,Portsmouth,Premier League,23,12,902,0,0,2008-2009,False,0.0
Mahamadou Diarra,MLI,MF,Real Madrid,La Liga,27,9,614,0,0,2008-2009,False,0.0
Souleymane Diawara,SEN,DF,Bordeaux,Ligue 1,29,35,3146,2,1,2008-2009,True,0.0858
Cata Díaz,ARG,DF,Getafe,La Liga,29,34,3060,1,0,2008-2009,False,0.0294
Ayoze Díaz Díaz,ESP,"DF,MF",Mallorca,La Liga,26,15,1350,0,0,2008-2009,False,0.0
Kévin Diaz,FRA,MF,Monaco,Ligue 1,19,4,142,0,0,2008-2009,False,0.0
Nicolae Dică,ROU,"FW,MF",Catania,Serie A,28,3,99,0,0,2008-2009,False,0.0
Carl Dickinson,ENG,DF,Stoke City,Premier League,21,5,265,0,1,2008-2009,True,0.3396
Dida,BRA,GK,Milan,Serie A,34,10,889,0,0,2008-2009,False,0.0
Étienne Didot,FRA,MF,Toulouse,Ligue 1,25,29,2431,2,7,2008-2009,True,0.3332
Diego,BRA,MF,Werder Bremen,Bundesliga,23,21,1880,12,4,2008-2009,True,0.766
Luis Diego López,URU,DF,Cagliari,Serie A,33,30,2514,1,0,2008-2009,False,0.0358
Nicolas Dieuze,FRA,MF,Le Havre,Ligue 1,29,34,3039,2,0,2008-2009,False,0.0592
Didier Digard,FRA,MF,Middlesbrough,Premier League,22,23,1294,0,2,2008-2009,True,0.1391
Miloš Dimitrijević,SRB,MF,Grenoble Foot,Ligue 1,24,19,817,0,1,2008-2009,True,0.1102
Sylvain Distin,FRA,DF,Portsmouth,Premier League,30,38,3420,0,0,2008-2009,False,0.0
Franck Dja Djédjé,CIV,"FW,MF",Grenoble Foot,Ligue 1,22,18,979,1,0,2008-2009,False,0.0919
Constant Djakpa,CIV,DF,Leverkusen,Bundesliga,21,9,465,0,1,2008-2009,True,0.1935
Johan Djourou,SUI,DF,Arsenal,Premier League,21,15,1204,0,0,2008-2009,False,0.0
Kim Do-heon,KOR,MF,West Brom,Premier League,26,16,765,0,0,2008-2009,False,0.0
Álvaro Domínguez,ESP,DF,Atlético Madrid,La Liga,19,3,238,0,0,2008-2009,False,0.0
Maurizio Domizzi,ITA,DF,Udinese,Serie A,28,25,2095,1,0,2008-2009,False,0.043
Valeri Domovchiyski,BUL,FW,Hertha BSC,Bundesliga,21,25,351,3,0,2008-2009,False,0.7692
Marco Donadel,ITA,MF,Fiorentina,Serie A,25,29,1733,0,1,2008-2009,True,0.0519
Doni,BRA,GK,Roma,Serie A,28,28,2495,0,0,2008-2009,False,0.0
Cristiano Doni,ITA,MF,Atalanta,Serie A,35,31,2518,9,5,2008-2009,True,0.5004
Ryan Donk,SUR,"DF,MF",West Brom,Premier League,22,16,1255,0,0,2008-2009,False,0.0
Landon Donovan,USA,"FW,MF",Bayern Munich,Bundesliga,26,6,159,0,0,2008-2009,False,0.0
Aaron Doran,IRL,MF,Blackburn Rovers,Premier League,17,3,119,0,0,2008-2009,False,0.0
Christian Dorda,GER,DF,Gladbach,Bundesliga,19,7,470,0,0,2008-2009,False,0.0
Graham Dorrans,SCO,"FW,MF",West Brom,Premier League,21,8,428,0,0,2008-2009,False,0.0
Giovani dos Santos,MEX,"FW,MF",Tottenham Hotspur,Premier League,19,6,236,0,0,2008-2009,False,0.0
Andrea Dossena,ITA,"DF,MF",Liverpool,Premier League,26,16,1041,1,0,2008-2009,False,0.0865
Mathieu Dossevi,TOG,"FW,MF",Le Mans,Ligue 1,20,11,432,0,1,2008-2009,True,0.2083
Thomas Dossevi,TOG,"FW,MF",Nantes,Ligue 1,29,10,189,0,0,2008-2009,False,0.0
Nicolas Douchez,FRA,GK,Rennes,Ligue 1,28,37,3330,0,0,2008-2009,False,0.0
Douglão,BRA,DF,Nantes,Ligue 1,22,4,234,0,0,2008-2009,False,0.0
Stewart Downing,ENG,"FW,MF",Middlesbrough,Premier League,24,37,3254,0,3,2008-2009,True,0.083
Nathan Doyle,ENG,"DF,MF",Hull City,Premier League,21,3,213,0,0,2008-2009,False,0.0
Ivica Dragutinović,SRB,DF,Sevilla,La Liga,32,14,924,0,0,2008-2009,False,0.0
Royston Drenthe,NED,"DF,MF",Real Madrid,La Liga,21,20,671,0,0,2008-2009,False,0.0
Matthieu Dreyer,FRA,GK,Sochaux,Ligue 1,19,1,90,0,0,2008-2009,False,0.0
Jaroslav Drobný,CZE,GK,Hertha BSC,Bundesliga,28,33,2970,0,0,2008-2009,False,0.0
Didier Drogba,CIV,FW,Chelsea,Premier League,30,24,1550,5,4,2008-2009,True,0.5226
Dino Drpić,CRO,DF,Karlsruher,Bundesliga,27,16,1378,0,0,2008-2009,False,0.0
Pierre Ducasse,FRA,MF,Bordeaux,Ligue 1,21,8,310,0,0,2008-2009,False,0.0
David Ducourtioux,FRA,"DF,MF",Valenciennes,Ligue 1,30,31,2146,0,0,2008-2009,False,0.0
Duda,POR,"DF,FW",Málaga,La Liga,28,35,2769,5,10,2008-2009,True,0.4875
Dariusz Dudka,POL,"DF,MF",Auxerre,Ligue 1,24,28,2083,1,1,2008-2009,True,0.0864
Damien Duff,IRL,"FW,MF",Newcastle United,Premier League,29,30,2468,3,1,2008-2009,True,0.1459
Matt Duke,ENG,GK,Hull City,Premier League,31,10,900,0,0,2008-2009,False,0.0
Sascha Dum,GER,"DF,MF",Leverkusen,Bundesliga,22,20,371,0,2,2008-2009,True,0.4852
Stéphane Dumont,FRA,MF,Lille,Ligue 1,25,16,592,1,0,2008-2009,False,0.152
David Dunn,ENG,MF,Blackburn Rovers,Premier League,28,15,756,1,0,2008-2009,False,0.119
Richard Dunne,IRL,DF,Manchester City,Premier League,28,31,2732,1,0,2008-2009,False,0.0329
Frédéric Duplus,FRA,"DF,MF",Sochaux,Ligue 1,18,1,32,0,0,2008-2009,False,0.0
Aldo Duscher,ARG,MF,Sevilla,La Liga,29,27,1974,0,0,2008-2009,False,0.0
Kieron Dyer,ENG,MF,West Ham United,Premier League,29,7,199,0,1,2008-2009,True,0.4523
Edin Džeko,BIH,FW,Wolfsburg,Bundesliga,22,32,2629,26,6,2008-2009,True,1.0955
Blerim Džemaili,SUI,MF,Torino,Serie A,22,30,2461,0,1,2008-2009,True,0.0366
Patrick Ebert,GER,"FW,MF",Hertha BSC,Bundesliga,21,21,1488,3,7,2008-2009,True,0.6048
Albin Ebondo,FRA,DF,Toulouse,Ligue 1,24,19,1665,0,0,2008-2009,False,0.0
Emmanuel Eboué,CIV,"DF,MF",Arsenal,Premier League,25,28,1485,3,3,2008-2009,True,0.3636
Elderson Echiéjilé,NGA,DF,Rennes,Ligue 1,20,15,611,0,0,2008-2009,False,0.0
Olivier Echouafni,FRA,MF,Nice,Ligue 1,35,37,2845,4,2,2008-2009,True,0.1898
Richard Eckersley,ENG,DF,Manchester Utd,Premier League,19,2,51,0,0,2008-2009,False,0.0
Ederson,BRA,MF,Lyon,Ligue 1,22,35,2134,5,5,2008-2009,True,0.4217
David Edgar,CAN,DF,Newcastle United,Premier League,21,11,601,1,1,2008-2009,True,0.2995
Erik Edman,SWE,DF,Wigan Athletic,Premier League,29,2,48,0,0,2008-2009,False,0.0
Edmílson,BRA,"DF,MF",Villarreal,La Liga,32,6,244,0,0,2008-2009,False,0.0
Edu,BRA,"FW,MF",Real Betis,La Liga,29,11,853,2,2,2008-2009,True,0.422
Carlos Eduardo,BRA,"FW,MF",Hoffenheim,Bundesliga,21,25,2035,8,6,2008-2009,True,0.6192
Carlos Edwards,TRI,"DF,MF",Sunderland,Premier League,29,22,792,0,1,2008-2009,True,0.1136
Mario Eggimann,SUI,DF,Hannover 96,Bundesliga,27,24,1678,1,0,2008-2009,False,0.0536
Sebastián Eguren,URU,MF,Villarreal,La Liga,27,32,2342,1,1,2008-2009,True,0.0769
Fabrice Ehret,FRA,"DF,MF",Köln,Bundesliga,28,25,1851,3,4,2008-2009,True,0.3404
Christian Eichner,GER,DF,Karlsruher,Bundesliga,25,31,2745,1,2,2008-2009,True,0.0984
Dennis Eilhoff,GER,GK,Arminia,Bundesliga,26,34,3060,0,0,2008-2009,False,0.0
Albin Ekdal,SWE,MF,Juventus,Serie A,19,3,92,0,0,2008-2009,False,0.0
Elano,BRA,MF,Manchester City,Premier League,27,28,1868,6,3,2008-2009,True,0.4336
Dimitrios Eleftheropoulos,GRE,GK,Siena,Serie A,31,2,145,0,0,2008-2009,False,0.0
Eliseu,POR,"DF,MF",Málaga,La Liga,24,36,2715,7,4,2008-2009,True,0.3646
Johan Elmander,SWE,FW,Bolton Wanderers,Premier League,27,30,2347,5,2,2008-2009,True,0.2684
Élson,BRA,MF,Stuttgart,Bundesliga,26,17,656,2,2,2008-2009,True,0.5488
Juan Eluchans,ARG,"DF,MF",Caen,Ligue 1,28,24,1254,1,2,2008-2009,True,0.2153
Achille Emaná,CMR,MF,Real Betis,La Liga,26,35,2666,11,7,2008-2009,True,0.6077
Emerson,BRA,MF,Milan,Serie A,32,12,347,0,0,2008-2009,False,0.0
Emerson,BRA,DF,Lille,Ligue 1,22,31,2372,0,0,2008-2009,False,0.0
Brett Emerton,AUS,"DF,MF",Blackburn Rovers,Premier League,29,20,1674,1,2,2008-2009,True,0.1613
Marvin Emnes,NED,"FW,MF",Middlesbrough,Premier League,20,15,392,0,0,2008-2009,False,0.0
Orlando Engelaar,NED,"DF,MF",Schalke 04,Bundesliga,28,25,1660,0,2,2008-2009,True,0.1084
Marco Engelhardt,GER,"DF,MF",Karlsruher,Bundesliga,27,11,785,0,0,2008-2009,False,0.0
Robert Enke,GER,GK,Hannover 96,Bundesliga,30,24,2105,0,0,2008-2009,False,0.0
José Enrique,ESP,DF,Newcastle United,Premier League,22,26,1968,0,2,2008-2009,True,0.0915
Joël Epalle,CMR,"FW,MF",Bochum,Bundesliga,30,22,1366,2,5,2008-2009,True,0.4612
Amin Erbati,MAR,"DF,MF",Marseille,Ligue 1,27,4,257,0,0,2008-2009,False,0.0
Mevlüt Erdinç,TUR,FW,Sochaux,Ligue 1,21,36,3063,11,5,2008-2009,True,0.4701
Fabian Ernst,GER,MF,Schalke 04,Bundesliga,29,15,1014,0,0,2008-2009,False,0.0
Julien Escudé,FRA,DF,Sevilla,La Liga,28,26,2208,1,0,2008-2009,False,0.0408
Damián Escudero,ARG,MF,Valladolid,La Liga,21,15,645,0,0,2008-2009,False,0.0
Jokin Esparza,ESP,"FW,MF",Osasuna,La Liga,20,3,185,0,0,2008-2009,False,0.0
Andrea Esposito,ITA,DF,Lecce,Serie A,22,28,2267,1,0,2008-2009,False,0.0397
Mauro Esposito,ITA,"FW,MF",Chievo,Serie A,29,27,1003,0,0,2008-2009,False,0.0
Michael Essien,GHA,"DF,MF",Chelsea,Premier League,25,11,767,1,0,2008-2009,False,0.1173
Alexander Esswein,GER,"FW,MF",Wolfsburg,Bundesliga,18,4,82,0,0,2008-2009,False,0.0
Esteban,ESP,GK,Almería,La Liga,33,7,630,0,0,2008-2009,False,0.0
Julián Estéban,SUI,FW,Rennes,Ligue 1,21,3,70,0,0,2008-2009,False,0.0
Marcelo Estigarribia,PAR,"DF,MF",Le Mans,Ligue 1,20,7,292,0,0,2008-2009,False,0.0
Matthew Etherington,ENG,MF,Stoke City,Premier League,26,14,1056,0,3,2008-2009,True,0.2557
Matthew Etherington,ENG,MF,West Ham United,Premier League,26,13,731,2,0,2008-2009,False,0.2462
Samuel Eto'o,CMR,FW,Barcelona,La Liga,27,36,2929,30,4,2008-2009,True,1.0447
Dickson Etuhu,NGA,MF,Fulham,Premier League,26,21,1703,1,0,2008-2009,False,0.0528
Kelvin Etuhu,NGA,"FW,MF",Manchester City,Premier League,20,4,192,0,0,2008-2009,False,0.0
Xabi Etxebarria,ESP,"DF,FW",Athletic Club,La Liga,21,1,2,0,0,2008-2009,False,0.0
Joseba Etxeberria,ESP,"FW,MF",Athletic Club,La Liga,30,22,704,2,0,2008-2009,False,0.2557
Xabier Etxeita,ESP,DF,Athletic Club,La Liga,20,14,982,1,0,2008-2009,False,0.0916
Ched Evans,WAL,FW,Manchester City,Premier League,19,16,414,1,1,2008-2009,True,0.4348
Jonny Evans,NIR,DF,Manchester Utd,Premier League,20,17,1422,0,0,2008-2009,False,0.0
Patrice Evra,FRA,DF,Manchester Utd,Premier League,27,28,2407,0,2,2008-2009,True,0.0748
Oscar Ewolo,CGO,"DF,MF",Lorient,Ligue 1,29,21,1266,0,0,2008-2009,False,0.0
Juanjo Expósito,ESP,FW,Racing Sant,La Liga,22,14,517,1,0,2008-2009,False,0.1741
Santiago Ezquerro,ESP,FW,Osasuna,La Liga,31,11,646,1,1,2008-2009,True,0.2786
Patrick Fabian,GER,DF,Bochum,Bundesliga,20,5,206,0,0,2008-2009,False,0.0
Fabiano,BRA,"DF,MF",Lecce,Serie A,26,33,2848,0,0,2008-2009,False,0.0
Luís Fabiano,BRA,FW,Sevilla,La Liga,27,26,1786,8,0,2008-2009,False,0.4031
Łukasz Fabiański,POL,GK,Arsenal,Premier League,23,6,463,0,0,2008-2009,False,0.0
Cesc Fàbregas,ESP,"FW,MF",Arsenal,Premier League,21,22,1900,3,8,2008-2009,True,0.5211
Fabrício,BRA,DF,Hoffenheim,Bundesliga,18,6,189,0,0,2008-2009,False,0.0
Emerse Faé,CIV,MF,Nice,Ligue 1,24,32,2741,3,0,2008-2009,False,0.0985
Craig Fagan,ENG,"FW,MF",Hull City,Premier League,25,22,1422,3,3,2008-2009,True,0.3797
Frank Fahrenhorst,GER,DF,Hannover 96,Bundesliga,30,22,1623,1,0,2008-2009,False,0.0555
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,19,3,270,0,0,2008-2009,False,0.0
Vito Falconieri,ITA,FW,Catania,Serie A,22,3,80,1,0,2008-2009,False,1.125
Rod Fanni,FRA,DF,Rennes,Ligue 1,26,37,3330,2,2,2008-2009,True,0.1081
Jefferson Farfán,PER,"FW,MF",Schalke 04,Bundesliga,23,31,2602,9,6,2008-2009,True,0.5188
Jacques Faty,SEN,DF,Sochaux,Ligue 1,24,26,2340,1,0,2008-2009,False,0.0385
Ricardo Faty,SEN,MF,Nantes,Ligue 1,21,26,1742,0,0,2008-2009,False,0.0
Julien Faubert,FRA,"DF,FW",Real Madrid,La Liga,24,2,55,0,0,2008-2009,False,0.0
Julien Faubert,FRA,"DF,FW",West Ham United,Premier League,24,20,1374,0,2,2008-2009,True,0.131
Cédric Fauré,FRA,FW,Le Havre,Ligue 1,29,10,560,1,0,2008-2009,False,0.1607
