player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Michail Antonio,JAM,"FW,MF",West Ham United,Premier League,29,24,1768,10,3,2019-2020,False,0.6618
Antoñito,ESP,"DF,MF",Valladolid,La Liga,31,15,1029,0,0,2019-2020,False,0.0
Mirko Antonucci,ITA,"FW,MF",Roma,Serie A,20,2,82,0,0,2019-2020,False,0.0
Vitorino Antunes,POR,DF,Getafe,La Liga,32,1,6,0,0,2019-2020,False,0.0
Christopher Antwi-Adjei,GHA,"MF,FW",Paderborn 07,Bundesliga,25,34,2470,1,2,2019-2020,False,0.1093
Anuar,MAR,MF,Valladolid,La Liga,24,11,189,0,0,2019-2020,False,0.0
Houssem Aouar,ALG,MF,Lyon,Ligue 1,21,25,1956,3,4,2019-2020,False,0.3221
Adil Aouchiche,ALG,MF,Paris Saint-Germain,Ligue 1,17,1,64,0,0,2019-2020,False,0.0
Dennis Appiah,FRA,DF,Nantes,Ligue 1,27,19,1605,0,0,2019-2020,False,0.0
Mauro Arambarri,URU,MF,Getafe,La Liga,23,35,3069,1,1,2019-2020,False,0.0587
Guilherme Arana,BRA,"DF,MF",Atalanta,Serie A,22,4,80,0,0,2019-2020,False,0.0
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,30,27,2118,1,3,2019-2020,False,0.17
Luiz Araújo,BRA,"MF,FW",Lille,Ligue 1,23,21,828,2,1,2019-2020,False,0.3261
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,27,34,2888,1,2,2019-2020,False,0.0935
Ronald Araújo,URU,DF,Barcelona,La Liga,20,6,238,0,0,2019-2020,False,0.0
Anaitz Arbilla,ESP,DF,Eibar,La Liga,32,24,2007,1,0,2019-2020,False,0.0448
Alphonse Areola,FRA,GK,Real Madrid,La Liga,26,4,360,0,0,2019-2020,False,0.0
Alphonse Areola,FRA,GK,Paris Saint-Germain,Ligue 1,26,3,270,0,0,2019-2020,False,0.0
Santiago Arias,COL,DF,Atlético Madrid,La Liga,27,14,1076,0,1,2019-2020,False,0.0836
Nicolò Armini,ITA,DF,Lazio,Serie A,18,1,3,0,0,2019-2020,False,0.0
Stuart Armstrong,SCO,MF,Southampton,Premier League,27,30,1715,5,3,2019-2020,False,0.4198
José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,24,14,791,2,1,2019-2020,False,0.3413
José Arnaiz,ESP,MF,Leganés,La Liga,24,12,337,0,0,2019-2020,False,0.0
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,25,33,2821,4,8,2019-2020,False,0.3828
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,24,33,2970,0,0,2019-2020,False,0.0
Kwadwo Asamoah,GHA,MF,Inter,Serie A,30,8,639,0,1,2019-2020,False,0.1408
Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,22,8,634,0,1,2019-2020,False,0.142
Sergio Asenjo,ESP,GK,Villarreal,La Liga,30,34,3060,0,0,2019-2020,False,0.0
Marco Asensio,ESP,FW,Real Madrid,La Liga,23,9,336,3,1,2019-2020,False,1.0714
Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,18,4,76,1,0,2019-2020,False,1.1842
Iago Aspas,ESP,FW,Celta Vigo,La Liga,31,37,3262,14,3,2019-2020,False,0.469
Roger Assalé,CIV,"MF,FW",Leganés,La Liga,25,14,531,2,1,2019-2020,False,0.5085
Youcef Atal,ALG,"FW,MF",Nice,Ligue 1,23,13,1003,1,1,2019-2020,False,0.1795
Miguel Atienza,ESP,MF,Eibar,La Liga,20,3,30,0,0,2019-2020,False,0.0
Christian Atsu,GHA,MF,Newcastle United,Premier League,27,19,749,0,3,2019-2020,False,0.3605
Pierre-Emerick Aubameyang,GAB,"FW,MF",Arsenal,Premier League,30,36,3136,22,3,2019-2020,False,0.7175
Emil Audero,IDN,GK,Sampdoria,Serie A,22,36,3240,0,0,2019-2020,False,0.0
Tommaso Augello,ITA,DF,Sampdoria,Serie A,24,17,1135,0,2,2019-2020,False,0.1586
Jean-Kévin Augustin,FRA,FW,Monaco,Ligue 1,22,10,266,0,0,2019-2020,False,0.0
Ludwig Augustinsson,SWE,"MF,DF",Werder Bremen,Bundesliga,25,12,924,0,1,2019-2020,False,0.0974
Serge Aurier,CIV,"DF,MF",Tottenham Hotspur,Premier League,26,33,2700,1,5,2019-2020,False,0.2
Mathias Autret,FRA,"MF,FW",Brest,Ligue 1,28,23,1222,2,3,2019-2020,False,0.3682
Ezequiel Ávila,ARG,FW,Osasuna,La Liga,25,20,1591,9,2,2019-2020,False,0.6223
Javier Avilés,ESP,FW,Leganés,La Liga,21,9,184,1,1,2019-2020,False,0.9783
Chidozie Awaziem,NGA,DF,Leganés,La Liga,22,26,1997,0,0,2019-2020,False,0.0
Taiwo Awoniyi,NGA,"MF,FW",Mainz 05,Bundesliga,21,12,483,1,0,2019-2020,False,0.1863
Florian Ayé,FRA,"FW,MF",Brescia,Serie A,22,22,1380,0,0,2019-2020,False,0.0
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,27,37,3148,9,2,2019-2020,False,0.3145
Kaan Ayhan,TUR,DF,Düsseldorf,Bundesliga,24,31,2731,2,3,2019-2020,False,0.1648
Ramon Azeez,NGA,MF,Granada,La Liga,26,25,1361,2,0,2019-2020,False,0.1323
César Azpilicueta,ESP,"DF,MF",Chelsea,Premier League,29,36,3229,2,6,2019-2020,False,0.223
Ludovic Baal,GUF,DF,Brest,Ligue 1,33,11,827,0,0,2019-2020,False,0.0
Iddrisu Baba,GHA,MF,Mallorca,La Liga,23,36,2903,0,0,2019-2020,False,0.0
Khouma Babacar,SEN,FW,Lecce,Serie A,26,25,1422,3,0,2019-2020,False,0.1899
Carlos Bacca,COL,FW,Villarreal,La Liga,32,19,688,2,1,2019-2020,False,0.3924
Milan Badelj,CRO,MF,Fiorentina,Serie A,30,22,1585,1,0,2019-2020,False,0.0568
Matthias Bader,GER,"DF,MF",Köln,Bundesliga,22,1,12,0,0,2019-2020,False,0.0
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,18,16,1411,0,0,2019-2020,False,0.0
Bastian Badu,FRA,FW,Montpellier,Ligue 1,19,1,9,0,0,2019-2020,False,0.0
Álex Baena,ESP,"FW,MF",Villarreal,La Liga,18,1,15,0,0,2019-2020,False,0.0
Stéphane Bahoken,CMR,FW,Angers,Ligue 1,27,20,907,4,0,2019-2020,False,0.3969
Daniel Baier,GER,MF,Augsburg,Bundesliga,35,23,1941,1,0,2019-2020,False,0.0464
Leon Bailey,JAM,"MF,FW",Leverkusen,Bundesliga,21,22,1090,5,3,2019-2020,False,0.6606
Eric Bailly,CIV,DF,Manchester Utd,Premier League,25,4,150,0,0,2019-2020,False,0.0
Dénys Bain,FRA,DF,Brest,Ligue 1,26,15,1268,1,0,2019-2020,False,0.071
Leighton Baines,ENG,"DF,MF",Everton,Premier League,34,8,404,0,0,2019-2020,False,0.0
Stefan Bajic,FRA,GK,Saint-Étienne,Ligue 1,17,1,90,0,0,2019-2020,False,0.0
Tiemoué Bakayoko,FRA,MF,Monaco,Ligue 1,24,20,1719,1,2,2019-2020,False,0.1571
Lewis Baker,ENG,MF,Düsseldorf,Bundesliga,24,8,545,0,0,2019-2020,False,0.0
Mitchel Bakker,NED,DF,Paris Saint-Germain,Ligue 1,19,1,90,0,0,2019-2020,False,0.0
Ridle Baku,GER,"MF,DF",Mainz 05,Bundesliga,21,30,2351,1,3,2019-2020,False,0.1531
Fabián Balbuena,PAR,DF,West Ham United,Premier League,27,17,1177,1,0,2019-2020,False,0.0765
Keita Baldé,SEN,"MF,FW",Monaco,Ligue 1,24,21,858,4,1,2019-2020,False,0.5245
George Baldock,GRE,MF,Sheffield United,Premier League,26,38,3420,2,3,2019-2020,False,0.1316
Gareth Bale,WAL,"FW,MF",Real Madrid,La Liga,30,16,1089,2,2,2019-2020,False,0.3306
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,31,9,563,0,0,2019-2020,False,0.0
Leonardo Balerdi,ARG,DF,Dortmund,Bundesliga,20,7,133,0,0,2019-2020,False,0.0
Marco Ballarini,ITA,MF,Udinese,Serie A,18,1,1,0,0,2019-2020,False,0.0
Fodé Ballo-Touré,SEN,"DF,MF",Monaco,Ligue 1,22,21,1679,0,0,2019-2020,False,0.0
Florent Balmont,FRA,MF,Dijon,Ligue 1,39,11,401,0,0,2019-2020,False,0.0
Mario Balotelli,ITA,FW,Brescia,Serie A,28,19,1404,5,0,2019-2020,False,0.3205
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,29,7,554,0,0,2019-2020,False,0.0
Jonathan Bamba,CIV,MF,Lille,Ligue 1,23,26,1937,1,4,2019-2020,False,0.2323
Éver Banega,ARG,MF,Sevilla,La Liga,31,33,2475,3,7,2019-2020,False,0.3636
Mattia Bani,ITA,DF,Bologna,Serie A,25,27,2207,4,0,2019-2020,False,0.1631
Antonín Barák,CZE,FW,Udinese,Serie A,24,8,194,0,0,2019-2020,False,0.0
Antonín Barák,CZE,MF,Lecce,Serie A,24,16,1369,2,1,2019-2020,False,0.1972
Federico Barba,ITA,DF,Valladolid,La Liga,25,5,450,0,0,2019-2020,False,0.0
Danilo Barbosa,BRA,"DF,MF",Nice,Ligue 1,23,16,1122,0,0,2019-2020,False,0.0
Melvin Bard,FRA,"DF,MF",Lyon,Ligue 1,18,1,45,0,0,2019-2020,False,0.0
Enis Bardhi,MKD,MF,Levante,La Liga,24,30,2114,7,2,2019-2020,False,0.3832
Phil Bardsley,SCO,DF,Burnley,Premier League,34,21,1890,0,1,2019-2020,False,0.0476
Nicolò Barella,ITA,MF,Inter,Serie A,22,27,2013,1,4,2019-2020,False,0.2235
Philipp Bargfrede,GER,"MF,FW",Werder Bremen,Bundesliga,30,15,586,0,0,2019-2020,False,0.0
Antonino Barillà,ITA,MF,Parma,Serie A,31,26,1688,1,2,2019-2020,False,0.16
Kike Barja,ESP,MF,Osasuna,La Liga,22,8,313,0,1,2019-2020,False,0.2875
Ross Barkley,ENG,MF,Chelsea,Premier League,25,21,1103,1,4,2019-2020,False,0.408
Aymen Barkok,MAR,MF,Düsseldorf,Bundesliga,21,3,79,0,0,2019-2020,False,0.0
Ashley Barnes,ENG,FW,Burnley,Premier League,29,19,1352,6,0,2019-2020,False,0.3994
Harvey Barnes,ENG,MF,Leicester City,Premier League,21,36,2083,6,8,2019-2020,False,0.6049
Antonio Barragán,ESP,"DF,MF",Real Betis,La Liga,32,12,641,0,1,2019-2020,False,0.1404
Antonio Barreca,ITA,MF,Genoa,Serie A,24,18,1095,0,1,2019-2020,False,0.0822
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,19,18,938,0,2,2019-2020,False,0.1919
Ander Barrenetxea,ESP,MF,Real Sociedad,La Liga,17,17,442,0,0,2019-2020,False,0.0
Édgar Barreto,PAR,MF,Sampdoria,Serie A,35,2,90,0,0,2019-2020,False,0.0
Musa Barrow,GAM,"MF,FW",Bologna,Serie A,20,18,1354,9,2,2019-2020,False,0.7312
Musa Barrow,GAM,FW,Atalanta,Serie A,20,7,190,0,2,2019-2020,False,0.9474
Fin Bartels,GER,FW,Werder Bremen,Bundesliga,32,14,340,0,0,2019-2020,False,0.0
Marc Bartra,ESP,"DF,MF",Real Betis,La Liga,28,30,2524,3,1,2019-2020,False,0.1426
Daniele Baselli,ITA,MF,Torino,Serie A,27,16,1278,0,2,2019-2020,False,0.1408
Chris Basham,ENG,DF,Sheffield United,Premier League,31,38,3242,0,1,2019-2020,False,0.0278
Toma Bašić,CRO,MF,Bordeaux,Ligue 1,22,15,991,1,3,2019-2020,False,0.3633
Thomas Basila,FRA,DF,Nantes,Ligue 1,20,7,415,0,0,2019-2020,False,0.0
Gil Bastião Dias,POR,MF,Granada,La Liga,22,12,356,0,1,2019-2020,False,0.2528
Gil Bastião Dias,POR,"MF,DF",Monaco,Ligue 1,22,14,1057,0,0,2019-2020,False,0.0
Borja Bastón,ESP,FW,Aston Villa,Premier League,26,2,18,0,0,2019-2020,False,0.0
Alessandro Bastoni,ITA,DF,Inter,Serie A,20,25,1921,2,0,2019-2020,False,0.0937
Bastos,ANG,DF,Lazio,Serie A,28,16,765,1,0,2019-2020,False,0.1176
Oliver Batista-Meier,GER,"FW,MF",Bayern Munich,Bundesliga,18,1,13,0,0,2019-2020,False,0.0
Michy Batshuayi,BEL,FW,Chelsea,Premier League,25,16,239,1,1,2019-2020,False,0.7531
Cristian Battocchio,ITA,MF,Brest,Ligue 1,27,24,1392,3,1,2019-2020,False,0.2586
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,29,30,2700,0,0,2019-2020,False,0.0
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,31,27,1791,2,2,2019-2020,False,0.201
Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,19,26,1493,7,2,2019-2020,False,0.5425
Noah Joel Sarenren Bazee,NGA,MF,Augsburg,Bundesliga,22,10,381,1,0,2019-2020,False,0.2362
Ihlas Bebou,TOG,"FW,MF",Hoffenheim,Bundesliga,25,32,2102,6,1,2019-2020,False,0.2997
Rodrigo Becão,BRA,DF,Udinese,Serie A,23,29,2213,1,1,2019-2020,False,0.0813
Sheraldo Becker,SUR,MF,Union Berlin,Bundesliga,24,13,540,0,2,2019-2020,False,0.3333
Timo Becker,GER,"DF,MF",Schalke 04,Bundesliga,22,10,336,0,0,2019-2020,False,0.0
Jan Bednarek,POL,DF,Southampton,Premier League,23,34,3057,1,1,2019-2020,False,0.0589
Asmir Begović,BIH,GK,Milan,Serie A,32,2,129,0,0,2019-2020,False,0.0
Valon Behrami,SUI,MF,Genoa,Serie A,34,17,1107,0,0,2019-2020,False,0.0
Maximilian Beier,GER,"FW,MF",Hoffenheim,Bundesliga,16,6,109,0,0,2019-2020,False,0.0
Gaëtan Belaud,FRA,DF,Brest,Ligue 1,32,7,580,0,0,2019-2020,False,0.0
Ishak Belfodil,ALG,"FW,MF",Hoffenheim,Bundesliga,27,5,269,0,0,2019-2020,False,0.0
Haris Belkebla,ALG,MF,Brest,Ligue 1,25,23,1816,0,0,2019-2020,False,0.0
Raoul Bellanova,ITA,DF,Bordeaux,Ligue 1,19,1,62,0,0,2019-2020,False,0.0
Raoul Bellanova,ITA,MF,Atalanta,Serie A,19,1,18,0,0,2019-2020,False,0.0
Karim Bellarabi,GER,"MF,FW",Leverkusen,Bundesliga,29,26,1424,4,6,2019-2020,False,0.632
Jean-Ricner Bellegarde,HAI,MF,Strasbourg,Ligue 1,21,24,1497,0,0,2019-2020,False,0.0
Héctor Bellerín,ESP,"DF,MF",Arsenal,Premier League,24,15,1158,1,0,2019-2020,False,0.0777
Andrea Belotti,ITA,FW,Torino,Serie A,25,36,3008,16,3,2019-2020,False,0.5685
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,20,28,1830,1,0,2019-2020,False,0.0492
Sami Ben Amar,MAR,FW,Nîmes,Ligue 1,21,2,14,0,0,2019-2020,False,0.0
Hatem Ben Arfa,FRA,"MF,FW",Valladolid,La Liga,32,5,159,0,0,2019-2020,False,0.0
Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,28,26,2164,18,4,2019-2020,False,0.915
Marco Benassi,ITA,MF,Fiorentina,Serie A,24,18,980,1,1,2019-2020,False,0.1837
Cristian Benavente,PER,MF,Nantes,Ligue 1,25,12,349,0,1,2019-2020,False,0.2579
Lars Bender,GER,"DF,MF",Leverkusen,Bundesliga,30,18,1373,2,1,2019-2020,False,0.1966
Sven Bender,GER,DF,Leverkusen,Bundesliga,30,33,2726,2,1,2019-2020,False,0.099
Darío Benedetto,ARG,FW,Marseille,Ligue 1,29,26,2101,11,0,2019-2020,False,0.4712
László Bénes,SVK,MF,Gladbach,Bundesliga,21,22,898,0,4,2019-2020,False,0.4009
Walter Benítez,ARG,GK,Nice,Ligue 1,26,26,2340,0,0,2019-2020,False,0.0
Loris Benito,SUI,"MF,DF",Bordeaux,Ligue 1,27,23,1896,1,0,2019-2020,False,0.0475
Bilal Benkhedim,ALG,MF,Saint-Étienne,Ligue 1,18,3,132,0,0,2019-2020,False,0.0
Ismaël Bennacer,ALG,MF,Milan,Serie A,21,31,2485,1,0,2019-2020,False,0.0362
Ryan Bennett,ENG,DF,Wolves,Premier League,29,11,606,0,0,2019-2020,False,0.0
Ryan Bennett,ENG,DF,Leicester City,Premier League,29,5,331,0,0,2019-2020,False,0.0
Keanan Bennetts,ENG,MF,Gladbach,Bundesliga,20,1,1,0,0,2019-2020,False,0.0
Yassine Benrahou,FRA,FW,Bordeaux,Ligue 1,20,6,168,0,2,2019-2020,False,1.0714
Yassine Benrahou,FRA,"MF,FW",Nîmes,Ligue 1,20,9,762,2,3,2019-2020,False,0.5906
Ramy Bensebaini,ALG,DF,Gladbach,Bundesliga,24,19,1448,5,3,2019-2020,False,0.4972
Nabil Bentaleb,ALG,MF,Newcastle United,Premier League,24,12,751,0,0,2019-2020,False,0.0
Rodrigo Bentancur,URU,MF,Juventus,Serie A,22,30,2196,0,7,2019-2020,False,0.2869
Christian Benteke,BEL,FW,Crystal Palace,Premier League,28,24,1261,2,1,2019-2020,False,0.2141
