player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Markus Daun,GER,FW,Werder Bremen,Bundesliga,22,5,83,0,2,2003-2004,False,2.1687
Ümit Davala,TUR,"DF,MF",Werder Bremen,Bundesliga,30,22,1900,0,1,2003-2004,False,0.0474
Edgar Davids,NED,MF,Barcelona,La Liga,30,18,1468,1,0,2003-2004,False,0.0613
Edgar Davids,NED,MF,Juventus,Serie A,30,5,333,0,0,2003-2004,False,0.0
Lance Davids,RSA,MF,1860 Munich,Bundesliga,18,12,500,0,1,2003-2004,False,0.18
Callum Davidson,SCO,DF,Leicester City,Premier League,27,13,817,0,0,2003-2004,False,0.0
Andrew Davies,ENG,DF,Middlesbrough,Premier League,18,10,721,0,0,2003-2004,False,0.0
Kevin Davies,ENG,FW,Bolton Wanderers,Premier League,26,38,3307,9,9,2003-2004,False,0.4899
Simon Davies,WAL,MF,Tottenham Hotspur,Premier League,23,17,1472,2,1,2003-2004,False,0.1834
Sean Davis,ENG,MF,Fulham,Premier League,23,24,1971,5,2,2003-2004,False,0.3196
Joseph Dayo Oshadogan,ITA,DF,Monaco,Ligue 1,27,3,144,0,0,2003-2004,False,0.0
Andrea De Falco,ITA,MF,Ancona,Serie A,17,2,30,0,0,2003-2004,False,0.0
Ivone De Franceschi,ITA,MF,Chievo,Serie A,29,3,162,0,0,2003-2004,False,0.0
Daniele De Rossi,ITA,"DF,MF",Roma,Serie A,20,17,519,0,4,2003-2004,False,0.6936
Morgan De Sanctis,ITA,GK,Udinese,Serie A,26,34,3060,0,0,2003-2004,False,0.0
Brian Deane,ENG,FW,Leicester City,Premier League,35,5,118,0,1,2003-2004,False,0.7627
Pierre Deblock,FRA,MF,Auxerre,Ligue 1,30,1,22,0,0,2003-2004,False,0.0
Mathieu Debuchy,FRA,DF,Lille,Ligue 1,18,6,313,0,0,2003-2004,False,0.0
Dedê,BRA,DF,Dortmund,Bundesliga,25,23,1910,2,3,2003-2004,False,0.2356
Éric Deflandre,BEL,DF,Lyon,Ligue 1,29,26,1847,0,0,2003-2004,False,0.0
Jermain Defoe,ENG,FW,Tottenham Hotspur,Premier League,20,15,1277,7,0,2003-2004,False,0.4933
Daniele Degano,ITA,FW,Parma,Serie A,20,6,173,0,0,2003-2004,False,0.0
Frédéric Déhu,FRA,"DF,MF",Paris Saint-Germain,Ligue 1,30,36,3159,1,1,2003-2004,False,0.057
Sebastian Deisler,GER,MF,Bayern Munich,Bundesliga,23,11,592,4,3,2003-2004,False,1.0642
Deivid,BRA,FW,Bordeaux,Ligue 1,23,23,1351,3,2,2003-2004,False,0.3331
Raúl del Campo,ESP,FW,Racing Sant,La Liga,21,5,77,0,0,2003-2004,False,0.0
Asier del Horno,ESP,DF,Athletic Club,La Liga,22,31,2543,5,3,2003-2004,False,0.2831
Simone Del Nero,ITA,"DF,FW",Brescia,Serie A,21,21,662,1,2,2003-2004,False,0.4079
Alessandro Del Piero,ITA,"FW,MF",Juventus,Serie A,28,22,1469,8,4,2003-2004,False,0.7352
Mark Delaney,WAL,DF,Aston Villa,Premier League,27,25,2039,0,2,2003-2004,False,0.0883
Rory Delap,IRL,MF,Southampton,Premier League,27,27,2180,1,2,2003-2004,False,0.1239
Philippe Delaye,FRA,MF,Bastia,Ligue 1,28,18,1334,0,0,2003-2004,False,0.0
Agustín Delgado,ECU,FW,Southampton,Premier League,28,4,54,0,0,2003-2004,False,0.0
Israel Delgado,ESP,DF,Celta Vigo,La Liga,24,2,151,0,0,2003-2004,True,0.0
Roberto Delgado,ESP,FW,Lazio,Serie A,17,4,85,0,1,2003-2004,False,1.0588
Pascal Delhommeau,FRA,DF,Nantes,Ligue 1,24,27,2283,0,0,2003-2004,False,0.0
Andrija Delibašić,MNE,FW,Mallorca,La Liga,22,17,1117,4,2,2003-2004,False,0.4834
Traianos Dellas,GRE,DF,Roma,Serie A,27,14,843,0,1,2003-2004,False,0.1068
Daniele Delli Carri,ITA,DF,Siena,Serie A,31,15,1244,0,1,2003-2004,False,0.0723
Christophe Delmotte,FRA,"DF,MF",Lyon,Ligue 1,34,1,90,0,0,2003-2004,False,0.0
Matthieu Delpierre,FRA,DF,Lille,Ligue 1,22,17,1512,0,1,2003-2004,False,0.0595
Ludovic Delporte,FRA,MF,Albacete,La Liga,23,22,1649,2,0,2003-2004,False,0.1092
Michael Delura,GER,"FW,MF",Schalke 04,Bundesliga,18,15,839,4,0,2003-2004,False,0.4291
Marco Delvecchio,ITA,FW,Roma,Serie A,30,16,411,3,1,2003-2004,False,0.8759
Aïmen Demai,ALG,"DF,MF",Metz,Ligue 1,20,4,273,0,0,2003-2004,False,0.0
Guy Demel,CIV,"DF,MF",Dortmund,Bundesliga,22,13,1097,0,1,2003-2004,False,0.082
Martín Demichelis,ARG,"DF,MF",Bayern Munich,Bundesliga,22,14,858,2,2,2003-2004,False,0.4196
Igor Demo,SVK,MF,Gladbach,Bundesliga,27,27,1449,4,1,2003-2004,False,0.3106
Yohan Demont,FRA,"DF,MF",Ajaccio,Ligue 1,25,20,1326,3,0,2003-2004,False,0.2036
Denílson,BRA,MF,Real Betis,La Liga,25,29,1890,2,4,2003-2004,False,0.2857
Andy van der Meyde,NED,"FW,MF",Inter,Serie A,23,14,758,1,1,2003-2004,False,0.2375
Edwin van der Sar,NED,GK,Fulham,Premier League,32,37,3330,0,0,2003-2004,False,0.0
Geoffrey Dernis,FRA,"FW,MF",Lille,Ligue 1,22,19,924,1,0,2003-2004,False,0.0974
Yves Deroff,FRA,DF,Strasbourg,Ligue 1,24,31,2366,0,4,2003-2004,False,0.1522
Marcel Desailly,FRA,"DF,MF",Chelsea,Premier League,34,15,1331,0,1,2003-2004,False,0.0676
Jean-Matthieu Descamps,FRA,FW,Montpellier,Ligue 1,20,7,225,0,1,2003-2004,False,0.4
Christophe Destruhaut,FRA,DF,Ajaccio,Ligue 1,30,13,516,0,0,2003-2004,False,0.0
Jean-Christophe Devaux,FRA,DF,Strasbourg,Ligue 1,28,26,1988,0,0,2003-2004,False,0.0
Paul Devlin,SCO,MF,Birmingham City,Premier League,31,2,20,0,0,2003-2004,False,0.0
Vikash Dhorasoo,FRA,MF,Lyon,Ligue 1,29,31,2315,4,5,2003-2004,False,0.3499
Luigi Di Biagio,ITA,MF,Brescia,Serie A,32,31,2662,7,0,2003-2004,False,0.2367
Paolo Di Canio,ITA,FW,Charlton Athletic,Premier League,35,31,2017,4,12,2003-2004,False,0.7139
Eusebio Di Francesco,ITA,MF,Perugia,Serie A,33,22,1471,1,0,2003-2004,False,0.0612
Marco Di Loreto,ITA,DF,Perugia,Serie A,28,31,2790,4,0,2003-2004,False,0.129
David Di Michele,ITA,FW,Reggina,Serie A,27,28,2280,8,4,2003-2004,False,0.4737
Antonio Di Natale,ITA,FW,Empoli,Serie A,25,32,2719,5,4,2003-2004,False,0.2979
Antonio Di Salvo,GER,FW,Hansa Rostock,Bundesliga,24,21,774,4,2,2003-2004,False,0.6977
Marco Di Vaio,ITA,FW,Juventus,Serie A,27,29,1510,11,2,2003-2004,False,0.7748
Mamadou Diabang,SEN,FW,Bochum,Bundesliga,24,24,942,4,1,2003-2004,False,0.4777
Lassina Diabaté,CIV,"DF,MF",Ajaccio,Ligue 1,28,13,779,0,0,2003-2004,False,0.0
Bakary Diakité,MLI,FW,Nice,Ligue 1,22,8,89,1,0,2003-2004,False,1.0112
Souleymane Diamoutene,MLI,DF,Perugia,Serie A,20,24,2056,0,0,2003-2004,False,0.0
Aimo Diana,ITA,"DF,MF",Sampdoria,Serie A,25,33,2807,5,1,2003-2004,False,0.1924
Mounir Diane,MAR,MF,Lens,Ligue 1,21,18,799,1,1,2003-2004,False,0.2253
Salif Diao,SEN,MF,Liverpool,Premier League,26,3,216,0,1,2003-2004,False,0.4167
Alou Diarra,FRA,MF,Bastia,Ligue 1,22,34,2769,4,1,2003-2004,False,0.1625
Boubacar Diarra,MLI,DF,Freiburg,Bundesliga,24,32,2703,0,0,2003-2004,False,0.0
Drissa Diarra,MLI,"DF,MF",Lecce,Serie A,18,3,46,0,0,2003-2004,False,0.0
Mahamadou Diarra,MLI,MF,Lyon,Ligue 1,22,27,2105,1,0,2003-2004,False,0.0428
Sigamary Diarra,MLI,"FW,MF",Sochaux,Ligue 1,19,1,9,0,0,2003-2004,True,0.0
Lamine Diatta,SEN,DF,Rennes,Ligue 1,28,32,2871,3,1,2003-2004,False,0.1254
Kaba Diawara,GUI,FW,Paris Saint-Germain,Ligue 1,27,3,88,0,0,2003-2004,False,0.0
Souleymane Diawara,SEN,DF,Sochaux,Ligue 1,24,29,2511,2,0,2003-2004,False,0.0717
Christian Díaz,ARG,"DF,MF",Albacete,La Liga,27,6,404,0,0,2003-2004,False,0.0
Ayoze Díaz Díaz,ESP,"DF,MF",Racing Sant,La Liga,21,28,2148,0,0,2003-2004,False,0.0
Iván Díaz Ruiz,ESP,MF,Albacete,La Liga,25,16,1025,0,0,2003-2004,False,0.0
Paul Dickov,SCO,FW,Leicester City,Premier League,30,35,2508,11,3,2003-2004,False,0.5024
Dida,BRA,GK,Milan,Serie A,29,32,2880,0,0,2003-2004,False,0.0
Étienne Didot,FRA,MF,Rennes,Ligue 1,20,28,2100,0,2,2003-2004,False,0.0857
Sylvain Didot,FRA,MF,Toulouse,Ligue 1,27,23,1054,1,1,2003-2004,False,0.1708
Serge Dié,CIV,MF,Nice,Ligue 1,25,13,909,0,0,2003-2004,True,0.0
Serge Dié,CIV,MF,Metz,Ligue 1,25,8,591,0,0,2003-2004,True,0.0
Nicolas Dieuze,FRA,MF,Toulouse,Ligue 1,24,26,1136,3,0,2003-2004,False,0.2377
Bernard Diomède,FRA,"FW,MF",Ajaccio,Ligue 1,29,32,2221,7,4,2003-2004,False,0.4457
Sylvain Distin,FRA,DF,Manchester City,Premier League,25,38,3420,2,0,2003-2004,False,0.0526
Franck Dja Djédjé,CIV,"FW,MF",Paris Saint-Germain,Ligue 1,17,2,19,0,0,2003-2004,False,0.0
Djalminha,BRA,"FW,MF",Dep La Coruña,La Liga,32,11,366,2,0,2003-2004,False,0.4918
Salim Djefaflia,FRA,FW,Hannover 96,Bundesliga,24,1,6,0,0,2003-2004,False,0.0
Eric Djemba-Djemba,CMR,MF,Manchester Utd,Premier League,22,15,882,0,1,2003-2004,False,0.102
Martin Djetou,FRA,"DF,MF",Fulham,Premier League,28,26,1760,0,0,2003-2004,False,0.0
Dino Djiba,SEN,MF,Metz,Ligue 1,17,22,1356,0,0,2003-2004,False,0.0
Youri Djorkaeff,FRA,"FW,MF",Bolton Wanderers,Premier League,35,27,2057,9,3,2003-2004,False,0.525
Jason Dodd,ENG,DF,Southampton,Premier League,32,28,2372,1,3,2003-2004,False,0.1518
Mustafa Doğan,GER,DF,Köln,Bundesliga,27,25,2146,1,0,2003-2004,False,0.0419
Gary Doherty,IRL,"DF,FW",Tottenham Hotspur,Premier League,23,17,1451,0,0,2003-2004,False,0.0
Franco Dolci,ARG,MF,Nice,Ligue 1,19,4,215,0,0,2003-2004,False,0.0
Bruce Dombolo,FRA,FW,Ancona,Serie A,18,2,48,0,0,2003-2004,True,0.0
Didier Domi,FRA,DF,Leeds United,Premier League,25,12,811,0,1,2003-2004,False,0.111
Carlos Domínguez,ESP,FW,Sevilla,La Liga,26,24,762,4,0,2003-2004,False,0.4724
José Dominguez,POR,MF,Kaiserslautern,Bundesliga,29,26,1354,1,2,2003-2004,False,0.1994
Maurizio Domizzi,ITA,DF,Modena,Serie A,23,17,1382,1,1,2003-2004,False,0.1302
Cyril Domoraud,CIV,DF,Espanyol,La Liga,32,36,3033,1,0,2003-2004,False,0.0297
Jean-Jacques Domoraud,CIV,DF,Le Mans,Ligue 1,22,11,745,0,0,2003-2004,False,0.0
Marco Donadel,ITA,MF,Parma,Serie A,20,23,1733,0,1,2003-2004,False,0.0519
Massimo Donati,ITA,MF,Sampdoria,Serie A,22,20,1449,0,0,2003-2004,False,0.0
Cristiano Doni,ITA,MF,Sampdoria,Serie A,30,22,1744,6,1,2003-2004,False,0.3612
Doriva,BRA,MF,Middlesbrough,Premier League,31,21,1533,0,2,2003-2004,False,0.1174
Mikael Dorsin,SWE,DF,Strasbourg,Ligue 1,21,20,1370,0,0,2003-2004,False,0.0
Manuel dos Santos,FRA,DF,Marseille,Ligue 1,29,12,1004,0,0,2003-2004,False,0.0
Jonathan Douglas,IRL,MF,Blackburn Rovers,Premier League,21,14,1131,1,0,2003-2004,False,0.0796
Geoffrey Doumeng,FRA,MF,Montpellier,Ligue 1,22,21,1288,0,0,2003-2004,False,0.0
Stewart Downing,ENG,"FW,MF",Middlesbrough,Premier League,19,20,775,0,1,2003-2004,False,0.1161
Mehmet Dragusha,ALB,MF,Eintracht Frankfurt,Bundesliga,25,14,372,1,0,2003-2004,False,0.2419
Thomas Drescher,GER,DF,Kaiserslautern,Bundesliga,24,11,877,0,1,2003-2004,False,0.1026
Václav Drobný,CZE,DF,Strasbourg,Ligue 1,22,25,1960,0,0,2003-2004,False,0.0
Didier Drogba,CIV,FW,Marseille,Ligue 1,25,35,2596,19,7,2003-2004,False,0.9014
Jérôme Drouin,FRA,MF,Le Mans,Ligue 1,26,5,399,0,0,2003-2004,False,0.0
Stéphen Drouin,FRA,DF,Nantes,Ligue 1,19,9,605,0,0,2003-2004,False,0.0
Goran Drulić,SCG,FW,Zaragoza,La Liga,26,11,268,1,0,2003-2004,False,0.3358
Cha Du-ri,KOR,"DF,MF",Eintracht Frankfurt,Bundesliga,23,31,2064,1,3,2003-2004,False,0.1744
Michael Duberry,ENG,DF,Leeds United,Premier League,27,19,1710,3,0,2003-2004,False,0.1579
Dion Dublin,ENG,"DF,FW",Aston Villa,Premier League,34,23,1181,3,0,2003-2004,False,0.2286
Duda,POR,"DF,FW",Málaga,La Liga,23,35,2779,3,8,2003-2004,False,0.3562
Jerzy Dudek,POL,GK,Liverpool,Premier League,30,30,2687,0,0,2003-2004,False,0.0
Damien Duff,IRL,"FW,MF",Chelsea,Premier League,24,23,1459,5,9,2003-2004,False,0.8636
Richard Duffy,WAL,DF,Portsmouth,Premier League,17,1,68,0,0,2003-2004,False,0.0
Christophe Dugarry,FRA,"FW,MF",Birmingham City,Premier League,31,14,992,1,1,2003-2004,False,0.1815
Rein van Duijnhoven,NED,GK,Bochum,Bundesliga,35,34,3060,0,0,2003-2004,False,0.0
Stéphane Dumont,FRA,MF,Lille,Ligue 1,20,6,234,0,0,2003-2004,False,0.0
David Dunn,ENG,MF,Birmingham City,Premier League,23,21,1790,2,1,2003-2004,False,0.1508
Richard Dunne,IRL,DF,Manchester City,Premier League,23,29,2500,0,0,2003-2004,False,0.0
Aldo Duscher,ARG,MF,Dep La Coruña,La Liga,24,25,1476,0,1,2003-2004,False,0.061
Richard Dutruel,FRA,GK,Strasbourg,Ligue 1,30,24,2160,0,0,2003-2004,False,0.0
Markus Dworrak,GER,"FW,MF",Köln,Bundesliga,25,2,37,0,0,2003-2004,False,0.0
Kieron Dyer,ENG,MF,Newcastle United,Premier League,24,25,2160,1,3,2003-2004,False,0.1667
Nenad Džodić,SRB,"DF,MF",Montpellier,Ligue 1,26,24,1858,1,2,2003-2004,False,0.1453
Marius Ebbers,GER,FW,Köln,Bundesliga,25,17,715,1,0,2003-2004,False,0.1259
Max Eberl,GER,DF,Gladbach,Bundesliga,29,4,298,0,0,2003-2004,False,0.0
Albin Ebondo,FRA,DF,Toulouse,Ligue 1,19,3,122,0,0,2003-2004,False,0.0
Olivier Echouafni,FRA,MF,Nice,Ligue 1,30,30,2326,3,1,2003-2004,False,0.1548
Johnny Ecker,FRA,DF,Marseille,Ligue 1,30,22,1526,0,1,2003-2004,False,0.059
Edmílson,BRA,"DF,MF",Lyon,Ligue 1,27,36,3177,2,3,2003-2004,False,0.1416
Edu,BRA,"FW,MF",Celta Vigo,La Liga,24,18,1284,3,1,2003-2004,False,0.2804
Edu,BRA,FW,Bochum,Bundesliga,21,12,447,0,0,2003-2004,False,0.0
Eduardo,BRA,"FW,MF",Toulouse,Ligue 1,23,32,2033,4,0,2003-2004,False,0.1771
Dan Eggen,NOR,DF,Le Mans,Ligue 1,33,21,1437,1,1,2003-2004,False,0.1253
Ugo Ehiogu,ENG,DF,Middlesbrough,Premier League,30,16,1395,0,0,2003-2004,False,0.0
Fabrice Ehret,FRA,"DF,MF",Strasbourg,Ligue 1,23,26,1702,2,1,2003-2004,False,0.1586
Martin Ekani,FRA,DF,Lens,Ligue 1,19,2,180,1,0,2003-2004,False,0.5
Giovane Élber,BRA,FW,Bayern Munich,Bundesliga,31,4,208,1,0,2003-2004,False,0.4327
Giovane Élber,BRA,FW,Lyon,Ligue 1,31,27,2042,10,3,2003-2004,False,0.573
Juan Elía,ESP,GK,Osasuna,La Liga,24,4,360,0,0,2003-2004,False,0.0
Matt Elliott,SCO,DF,Leicester City,Premier League,34,7,376,0,1,2003-2004,False,0.2394
Stephen Elliott,IRL,FW,Manchester City,Premier League,19,2,18,0,0,2003-2004,False,0.0
Wagneau Eloi,HAI,FW,Lens,Ligue 1,29,4,93,1,0,2003-2004,False,0.9677
Achille Emaná,CMR,MF,Toulouse,Ligue 1,21,32,2738,3,3,2003-2004,False,0.1972
Emerson,BRA,MF,Roma,Serie A,27,33,2966,3,1,2003-2004,False,0.1214
Brett Emerton,AUS,"DF,MF",Blackburn Rovers,Premier League,24,37,2872,2,11,2003-2004,False,0.4074
Peter Enckelman,FIN,GK,Blackburn Rovers,Premier League,26,2,180,0,0,2003-2004,False,0.0
Luis Enrique,ESP,"FW,MF",Barcelona,La Liga,33,24,1022,3,2,2003-2004,False,0.4403
Fabian Ernst,GER,MF,Werder Bremen,Bundesliga,24,33,2950,2,11,2003-2004,False,0.3966
Thomas Ernst,GER,GK,Kaiserslautern,Bundesliga,35,6,462,0,0,2003-2004,False,0.0
Juan Esnáider,ARG,FW,Real Murcia,La Liga,30,17,894,1,0,2003-2004,False,0.1007
Ibán Espadas,ESP,FW,Zaragoza,La Liga,24,6,120,0,1,2003-2004,False,0.75
Sebastián Esparza Hernández,NAN,,Real Murcia,La Liga,19,2,87,0,0,2003-2004,True,0.0
Andrea Esposito,ITA,DF,Lecce,Serie A,17,1,39,0,0,2003-2004,False,0.0
Marco Esposito,ITA,DF,Ancona,Serie A,23,12,991,0,1,2003-2004,False,0.0908
Michael Essien,GHA,"DF,MF",Lyon,Ligue 1,20,34,2322,3,0,2003-2004,False,0.1163
Paul Essola,CMR,MF,Bastia,Ligue 1,21,2,102,0,0,2003-2004,False,0.0
Esteban,ESP,GK,Sevilla,La Liga,28,30,2695,0,0,2003-2004,False,0.0
Oskitz Estefanía,ESP,FW,Real Sociedad,La Liga,16,1,16,0,0,2003-2004,False,0.0
Samuel Eto'o,CMR,FW,Mallorca,La Liga,22,32,2853,17,7,2003-2004,False,0.7571
Joseba Etxeberria,ESP,"FW,MF",Athletic Club,La Liga,25,34,3005,6,8,2003-2004,False,0.4193
Jason Euell,JAM,"FW,MF",Charlton Athletic,Premier League,26,31,2221,10,2,2003-2004,False,0.4863
Evanílson,BRA,"DF,FW",Dortmund,Bundesliga,27,10,715,0,0,2003-2004,True,0.0
Everson,BRA,MF,Nice,Ligue 1,27,29,2400,5,1,2003-2004,False,0.225
Patrice Evra,FRA,DF,Monaco,Ligue 1,22,33,2892,0,2,2003-2004,False,0.0622
Ewerthon,BRA,FW,Dortmund,Bundesliga,22,31,2281,16,4,2003-2004,False,0.7891
Unai Expósito,ESP,DF,Osasuna,La Liga,23,3,207,0,0,2003-2004,False,0.0
Santiago Ezquerro,ESP,FW,Athletic Club,La Liga,26,35,2548,3,1,2003-2004,False,0.1413
Fabiano,BRA,DF,Perugia,Serie A,24,7,630,0,0,2003-2004,False,0.0
Rodrigo Fabri,BRA,MF,Atlético Madrid,La Liga,27,16,722,0,3,2003-2004,False,0.374
Delroy Facey,GRN,FW,Bolton Wanderers,Premier League,23,1,14,0,0,2003-2004,False,0.0
David Faderne,FRA,FW,Ajaccio,Ligue 1,33,2,28,0,0,2003-2004,False,0.0
Emerse Faé,CIV,MF,Nantes,Ligue 1,19,25,1701,1,0,2003-2004,False,0.0529
Abdelilah Fahmi,MAR,DF,Strasbourg,Ligue 1,29,17,1390,2,0,2003-2004,False,0.1295
Frank Fahrenhorst,GER,DF,Bochum,Bundesliga,25,33,2894,7,1,2003-2004,False,0.2488
Hassan El Fakiri,NOR,"DF,MF",Monaco,Ligue 1,26,17,849,0,1,2003-2004,False,0.106
Giulio Falcone,ITA,DF,Sampdoria,Serie A,29,28,2380,0,0,2003-2004,False,0.0
Gianluca Falsini,ITA,DF,Reggina,Serie A,27,28,2304,0,0,2003-2004,False,0.0
James Fanchone,FRA,"FW,MF",Le Mans,Ligue 1,23,27,1775,2,2,2003-2004,False,0.2028
Rod Fanni,FRA,DF,Lens,Ligue 1,21,20,897,0,0,2003-2004,False,0.0
Javier Farinós,ESP,MF,Inter,Serie A,25,16,1071,1,1,2003-2004,False,0.1681
Alexander Farnerud,SWE,MF,Strasbourg,Ligue 1,19,18,774,0,1,2003-2004,False,0.1163
Pontus Farnerud,SWE,MF,Strasbourg,Ligue 1,23,30,2461,0,1,2003-2004,False,0.0366
Malik Fathi,GER,DF,Hertha BSC,Bundesliga,19,14,1102,0,1,2003-2004,False,0.0817
Jacques Faty,SEN,DF,Rennes,Ligue 1,19,32,2474,0,0,2003-2004,False,0.0
Cédric Fauré,FRA,FW,Toulouse,Ligue 1,24,36,2374,10,1,2003-2004,False,0.417
Nicolas Fauvergue,FRA,FW,Lille,Ligue 1,18,1,21,0,0,2003-2004,False,0.0
Dino Fava,ITA,FW,Udinese,Serie A,26,31,2345,12,3,2003-2004,False,0.5757
Giuseppe Favalli,ITA,DF,Lazio,Serie A,31,29,2334,0,1,2003-2004,False,0.0386
Abdoulaye Faye,SEN,"DF,MF",Lens,Ligue 1,25,19,1479,0,0,2003-2004,False,0.0
Amdy Faye,SEN,"DF,MF",Portsmouth,Premier League,26,27,2281,0,0,2003-2004,False,0.0
Giovanni Federico,GER,MF,Köln,Bundesliga,22,12,401,0,0,2003-2004,False,0.0
Pascal Feindouno,GUI,"FW,MF",Bordeaux,Ligue 1,22,31,2277,4,4,2003-2004,False,0.3162
Les Ferdinand,ENG,FW,Leicester City,Premier League,36,29,1547,12,2,2003-2004,False,0.8145
Rio Ferdinand,ENG,DF,Manchester Utd,Premier League,24,20,1760,0,1,2003-2004,False,0.0511
Barry Ferguson,SCO,MF,Blackburn Rovers,Premier League,25,15,1211,1,1,2003-2004,False,0.1486
Duncan Ferguson,SCO,FW,Everton,Premier League,31,20,1178,5,2,2003-2004,False,0.5348
Fernandão,BRA,FW,Toulouse,Ligue 1,25,16,1264,3,0,2003-2004,True,0.2136
Fernandão,BRA,FW,Marseille,Ligue 1,25,11,372,0,0,2003-2004,True,0.0
Fabrice Fernandes,FRA,MF,Southampton,Premier League,23,27,1743,1,2,2003-2004,False,0.1549
Alex Fernández,ESP,MF,Espanyol,La Liga,29,24,1220,2,3,2003-2004,False,0.3689
Borja Fernández,ESP,MF,Real Madrid,La Liga,22,15,640,0,0,2003-2004,False,0.0
Juan Fernández,ARG,"DF,MF",Dortmund,Bundesliga,23,10,746,0,2,2003-2004,False,0.2413
Luis Fernández,ESP,DF,Real Betis,La Liga,30,20,1756,0,0,2003-2004,False,0.0
Vincent Fernandez,FRA,GK,Strasbourg,Ligue 1,28,12,1070,0,0,2003-2004,False,0.0
Fernando,ESP,"FW,MF",Real Betis,La Liga,24,31,1810,4,3,2003-2004,False,0.3481
Fernando Menegazzo,BRA,MF,Siena,Serie A,22,18,404,2,0,2003-2004,False,0.4455
Ciro Ferrara,ITA,DF,Juventus,Serie A,36,17,1325,1,0,2003-2004,False,0.0679
Matteo Ferrari,ITA,DF,Parma,Serie A,23,33,2970,1,0,2003-2004,False,0.0303
Demetrius Ferreira,BRA,DF,Marseille,Ligue 1,29,13,1067,2,0,2003-2004,False,0.1687
Demetrius Ferreira,BRA,DF,Bastia,Ligue 1,29,9,731,0,0,2003-2004,False,0.0
Romain Ferrier,FRA,DF,Guingamp,Ligue 1,27,15,1212,0,2,2003-2004,False,0.1485
Jordi Ferrón,ESP,DF,Zaragoza,La Liga,24,3,77,0,0,2003-2004,False,0.0
Markus Feulner,GER,MF,Bayern Munich,Bundesliga,21,2,32,0,0,2003-2004,False,0.0
Markus Feulner,GER,MF,Köln,Bundesliga,21,12,779,1,0,2003-2004,False,0.1155
Fabrizio Ficini,ITA,MF,Empoli,Serie A,29,30,2289,0,1,2003-2004,False,0.0393
Christian Fiedler,GER,GK,Hertha BSC,Bundesliga,28,17,1516,0,0,2003-2004,False,0.0
Luís Figo,POR,"FW,MF",Real Madrid,La Liga,30,36,3009,7,11,2003-2004,False,0.5384
Diego Figueredo,PAR,MF,Valladolid,La Liga,21,8,311,0,0,2003-2004,False,0.0
Luciano Figueroa,ARG,FW,Birmingham City,Premier League,22,1,3,0,0,2003-2004,False,0.0
Antonio Filippini,ITA,"DF,MF",Brescia,Serie A,30,16,1314,3,4,2003-2004,False,0.4795
Emanuele Filippini,ITA,MF,Parma,Serie A,30,12,577,1,0,2003-2004,False,0.156
Thorsten Fink,GER,MF,Bayern Munich,Bundesliga,35,1,18,0,0,2003-2004,False,0.0
Steve Finnan,IRL,DF,Liverpool,Premier League,27,22,1726,0,2,2003-2004,False,0.1043
Stefano Fiore,ITA,MF,Lazio,Serie A,28,32,2704,8,5,2003-2004,False,0.4327
Fabrice Fiorèse,FRA,"FW,MF",Paris Saint-Germain,Ligue 1,28,34,2956,6,11,2003-2004,False,0.5176
Karsten Fischer,GER,"DF,MF",Wolfsburg,Bundesliga,19,1,7,0,0,2003-2004,False,0.0
Yannick Fischer,FRA,DF,Strasbourg,Ligue 1,28,3,59,0,0,2003-2004,False,0.0
Yannick Fischer,FRA,DF,Le Mans,Ligue 1,28,28,2219,1,0,2003-2004,False,0.0406
Mark Fish,RSA,"DF,FW",Charlton Athletic,Premier League,29,23,1853,0,0,2003-2004,False,0.0
Maxence Flachez,FRA,DF,Sochaux,Ligue 1,30,32,2839,0,0,2003-2004,False,0.0
Francesco Flachi,ITA,FW,Sampdoria,Serie A,28,28,1686,11,4,2003-2004,False,0.8007
Mathieu Flamini,FRA,MF,Marseille,Ligue 1,19,14,1050,0,0,2003-2004,False,0.0
Darren Fletcher,SCO,MF,Manchester Utd,Premier League,19,22,1454,0,1,2003-2004,False,0.0619
Garry Flitcroft,ENG,MF,Blackburn Rovers,Premier League,30,31,2396,3,1,2003-2004,False,0.1503
Antonio Floro Flores,ITA,FW,Sampdoria,Serie A,20,2,47,1,0,2003-2004,False,1.9149
Jimmy Floyd Hasselbaink,NED,FW,Chelsea,Premier League,31,30,1989,12,5,2003-2004,False,0.7692
Pasquale Foggia,ITA,"FW,MF",Empoli,Serie A,20,19,544,1,0,2003-2004,False,0.1654
Paolo Foglio,ITA,DF,Siena,Serie A,27,7,320,0,0,2003-2004,False,0.0
Yoann Folly,TOG,MF,Southampton,Premier League,18,9,810,0,0,2003-2004,False,0.0
Alberto Fontana,ITA,GK,Inter,Serie A,36,2,180,0,0,2003-2004,False,0.0
Diego Forlán,URU,"FW,MF",Manchester Utd,Premier League,24,24,1069,4,4,2003-2004,False,0.6735
Mikael Forssell,FIN,FW,Birmingham City,Premier League,22,32,2794,17,1,2003-2004,False,0.5798
Marco Fortin,ITA,GK,Siena,Serie A,29,13,1170,0,0,2003-2004,False,0.0
Daniele Fortunato,NAN,,Ancona,Serie A,19,2,47,0,0,2003-2004,True,0.0
Jonathan Fortune,ENG,DF,Charlton Athletic,Premier League,22,28,2022,2,0,2003-2004,False,0.089
