player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
René Adler,GER,GK,Leverkusen,Bundesliga,22,33,2970,0,0,2007-2008,False,0.0
Adriano,BRA,DF,Atalanta,Serie A,25,1,52,0,0,2007-2008,False,0.0
Adriano,BRA,DF,Monaco,Ligue 1,25,24,1957,0,0,2007-2008,False,0.0
Adriano,BRA,FW,Inter,Serie A,25,4,242,1,0,2007-2008,False,0.3719
Adriano,BRA,"DF,MF",Sevilla,La Liga,22,27,1773,1,1,2007-2008,False,0.1015
Godfried Aduobe,GHA,MF,Karlsruher,Bundesliga,31,24,1379,0,0,2007-2008,False,0.0
Aritz Aduriz,ESP,FW,Athletic Club,La Liga,26,33,1942,7,4,2007-2008,False,0.5098
Rabiu Afolabi,NGA,DF,Sochaux,Ligue 1,27,27,2385,0,0,2007-2008,False,0.0
Victor Agali,NGA,FW,Hansa Rostock,Bundesliga,28,23,1509,1,0,2007-2008,False,0.0596
Gabriel Agbonlahor,ENG,"FW,MF",Aston Villa,Premier League,20,37,3278,11,4,2007-2008,False,0.4118
Daniel Agger,DEN,DF,Liverpool,Premier League,22,5,436,0,0,2007-2008,False,0.0
Julius Aghahowa,NGA,FW,Wigan Athletic,Premier League,25,14,432,0,1,2007-2008,False,0.2083
Federico Agliardi,ITA,GK,Palermo,Serie A,24,10,855,0,0,2007-2008,False,0.0
Alessandro Agostini,ITA,DF,Cagliari,Serie A,28,28,2386,0,0,2007-2008,False,0.0
Laurent Agouazi,ALG,MF,Metz,Ligue 1,23,32,2367,0,2,2007-2008,False,0.076
Sergio Agüero,ARG,FW,Atlético Madrid,La Liga,19,37,2933,20,6,2007-2008,False,0.7978
Alberto Aguilar,ESP,"DF,MF",Getafe,La Liga,23,2,31,0,0,2007-2008,True,0.0
Marcos Aguirre,ARG,MF,Valladolid,La Liga,23,8,342,0,0,2007-2008,False,0.0
Wilmer Aguirre,PER,"FW,MF",Metz,Ligue 1,24,17,1136,2,0,2007-2008,False,0.1585
Pablo Aimar,ARG,MF,Zaragoza,La Liga,27,22,1443,0,2,2007-2008,False,0.1247
Yakubu Aiyegbeni,NGA,FW,Middlesbrough,Premier League,24,2,154,0,0,2007-2008,False,0.0
Yakubu Aiyegbeni,NGA,FW,Everton,Premier League,24,29,2149,15,2,2007-2008,False,0.712
Kanga Akalé,CIV,"FW,MF",Marseille,Ligue 1,26,19,865,1,1,2007-2008,False,0.2081
Kanga Akalé,CIV,"FW,MF",Lens,Ligue 1,26,9,627,0,0,2007-2008,False,0.0
Mehmet Akgün,TUR,"DF,FW",Dortmund,Bundesliga,20,1,90,0,0,2007-2008,False,0.0
David Albelda,ESP,"DF,MF",Valencia,La Liga,29,15,1026,0,1,2007-2008,False,0.0877
Alberto,ESP,GK,Valladolid,La Liga,38,7,599,0,0,2007-2008,False,0.0
Carlos Alberto,BRA,MF,Werder Bremen,Bundesliga,22,2,43,0,0,2007-2008,False,0.0
Raúl Albiol,ESP,DF,Valencia,La Liga,21,32,2863,1,0,2007-2008,False,0.0314
Alex,BRA,DF,Chelsea,Premier League,25,28,2071,2,1,2007-2008,False,0.1304
Alexis,ESP,DF,Valladolid,La Liga,33,11,576,0,0,2007-2008,False,0.0
Alexis,ESP,DF,Valencia,La Liga,21,14,1028,0,0,2007-2008,False,0.0
Alejandro Alfaro,ESP,"FW,MF",Sevilla,La Liga,20,2,4,0,0,2007-2008,False,0.0
Jérémie Aliadière,FRA,"FW,MF",Middlesbrough,Premier League,24,29,2152,5,6,2007-2008,False,0.46
Hugo Almeida,POR,FW,Werder Bremen,Bundesliga,23,23,1378,11,2,2007-2008,False,0.8491
Sergio Almirón,ARG,MF,Juventus,Serie A,26,9,487,0,0,2007-2008,False,0.0
Sergio Almirón,ARG,MF,Monaco,Ligue 1,26,11,805,2,0,2007-2008,False,0.2236
Manuel Almunia,ESP,GK,Arsenal,Premier League,30,29,2610,0,1,2007-2008,False,0.0345
Stathis Aloneftis,CYP,"FW,MF",Energie Cottbus,Bundesliga,24,12,332,0,0,2007-2008,False,0.0
Alejandro Alonso,ARG,MF,Bordeaux,Ligue 1,25,32,2086,0,5,2007-2008,False,0.2157
Iván Alonso,URU,FW,Real Murcia,La Liga,28,29,2030,10,3,2007-2008,False,0.5764
Mikel Alonso,ESP,MF,Bolton Wanderers,Premier League,27,7,360,0,0,2007-2008,False,0.0
Xabi Alonso,ESP,MF,Liverpool,Premier League,25,19,1468,2,1,2007-2008,False,0.1839
Halil Altıntop,TUR,"FW,MF",Schalke 04,Bundesliga,24,25,1326,6,2,2007-2008,False,0.543
Hamit Altıntop,TUR,"DF,MF",Bayern Munich,Bundesliga,24,23,1638,3,2,2007-2008,False,0.2747
Édgar Álvarez,HON,"DF,MF",Livorno,Serie A,27,8,249,0,0,2007-2008,False,0.0
Édgar Álvarez,HON,"DF,MF",Roma,Serie A,27,1,5,0,0,2007-2008,False,0.0
Pablo Álvarez,URU,DF,Reggina,Serie A,22,12,539,0,0,2007-2008,False,0.0
Pablo Álvarez,ESP,MF,Dep La Coruña,La Liga,27,1,12,0,0,2007-2008,False,0.0
Pablo Álvarez,ESP,MF,Racing Sant,La Liga,27,18,971,1,1,2007-2008,False,0.1854
Pablo Álvarez,ARG,DF,Catania,Serie A,23,6,208,0,0,2007-2008,False,0.0
Quique Álvarez,ESP,DF,Recreativo,La Liga,32,11,722,0,0,2007-2008,False,0.0
Álvaro,BRA,DF,Levante,La Liga,29,28,2297,3,0,2007-2008,False,0.1175
Afonso Alves,BRA,"FW,MF",Middlesbrough,Premier League,26,11,651,6,1,2007-2008,False,0.9677
Caio Alves,BRA,MF,Eintracht Frankfurt,Bundesliga,21,10,250,1,1,2007-2008,False,0.72
Dani Alves,BRA,"DF,MF",Sevilla,La Liga,24,33,2820,2,12,2007-2008,False,0.4468
Diego Alves,BRA,GK,Almería,La Liga,22,22,1957,0,0,2007-2008,False,0.0
Ioannis Amanatidis,GRE,"FW,MF",Eintracht Frankfurt,Bundesliga,25,32,2700,11,5,2007-2008,False,0.5333
Luis Amaranto Perea,COL,DF,Atlético Madrid,La Liga,28,30,2605,0,0,2007-2008,False,0.0
Amauri,ITA,FW,Palermo,Serie A,27,34,2996,15,4,2007-2008,False,0.5708
Massimo Ambrosini,ITA,MF,Milan,Serie A,30,33,2707,4,2,2007-2008,False,0.1995
Martin Amedick,GER,DF,Dortmund,Bundesliga,24,16,1031,0,0,2007-2008,False,0.0
Marco Amelia,ITA,GK,Livorno,Serie A,25,33,2958,0,0,2007-2008,False,0.0
Shola Ameobi,NGA,FW,Newcastle United,Premier League,25,6,276,0,0,2007-2008,False,0.0
Pablo Amo,ESP,DF,Dep La Coruña,La Liga,29,19,1691,3,0,2007-2008,False,0.1597
Fernando Amorebieta,VEN,DF,Athletic Club,La Liga,22,34,2990,0,1,2007-2008,False,0.0301
Nicola Amoruso,ITA,FW,Reggina,Serie A,32,33,2739,12,3,2007-2008,False,0.4929
Arnaud Anastassowa,FRA,DF,Metz,Ligue 1,19,1,90,0,0,2007-2008,False,0.0
Anderson,BRA,MF,Manchester Utd,Premier League,19,24,1484,0,0,2007-2008,False,0.0
Anderson,BRA,DF,Lyon,Ligue 1,27,12,963,1,0,2007-2008,False,0.0935
Russell Anderson,SCO,DF,Sunderland,Premier League,28,1,29,0,0,2007-2008,False,0.0
Jorge Andrade,POR,DF,Juventus,Serie A,29,4,324,0,0,2007-2008,False,0.0
Leon Andreasen,DEN,"DF,MF",Werder Bremen,Bundesliga,24,10,403,2,2,2007-2008,False,0.8933
Leon Andreasen,DEN,"DF,MF",Fulham,Premier League,24,13,789,0,0,2007-2008,False,0.0
Nicolas Anelka,FRA,FW,Bolton Wanderers,Premier League,28,18,1608,10,1,2007-2008,False,0.6157
Nicolas Anelka,FRA,FW,Chelsea,Premier League,28,14,964,1,3,2007-2008,False,0.3734
Cristian Anelli,ITA,DF,Parma,Serie A,18,1,1,0,0,2007-2008,False,0.0
Juan Ángel Albín,URU,"FW,MF",Getafe,La Liga,21,30,1659,7,2,2007-2008,False,0.4882
Miguel Ángel Angulo,ESP,"FW,MF",Valencia,La Liga,30,16,867,2,0,2007-2008,False,0.2076
José Ángel Crespo,ESP,DF,Sevilla,La Liga,20,13,945,0,0,2007-2008,False,0.0
Miguel Ángel,ESP,MF,Levante,La Liga,28,23,1679,1,0,2007-2008,False,0.0536
Miguel Ángel Moyá,ESP,GK,Mallorca,La Liga,23,29,2558,0,0,2007-2008,False,0.0
Stanislav Angelov,BUL,"DF,MF",Energie Cottbus,Bundesliga,29,31,2717,1,3,2007-2008,False,0.1325
Victor Anichebe,NGA,FW,Everton,Premier League,19,27,1081,1,1,2007-2008,False,0.1665
Cédric Anton,FRA,DF,Metz,Ligue 1,19,1,90,0,0,2007-2008,False,0.0
Luca Antonelli,ITA,"DF,MF",Parma,Serie A,20,8,300,0,0,2007-2008,False,0.0
Luca Antonini,ITA,"DF,MF",Empoli,Serie A,24,32,2378,0,1,2007-2008,False,0.0378
Marcos Antônio,BRA,DF,Auxerre,Ligue 1,24,10,622,0,0,2007-2008,False,0.0
José Antonio Reyes,ESP,MF,Atlético Madrid,La Liga,23,26,1146,0,2,2007-2008,False,0.1571
Vitorino Antunes,POR,DF,Roma,Serie A,20,5,65,0,0,2007-2008,False,0.0
Dudu Aouate,ISR,GK,Dep La Coruña,La Liga,29,28,2520,0,0,2007-2008,False,0.0
Onyekachi Apam,NGA,DF,Nice,Ligue 1,20,30,2691,0,0,2007-2008,False,0.0
Alberto Aquilani,ITA,MF,Roma,Serie A,23,21,1156,3,0,2007-2008,False,0.2336
Dani Aquino,ESP,"FW,MF",Real Murcia,La Liga,17,13,928,1,1,2007-2008,False,0.194
Juan Arango,VEN,MF,Mallorca,La Liga,27,38,2995,12,9,2007-2008,False,0.6311
Daniel Aranzubia,ESP,GK,Athletic Club,La Liga,27,10,859,0,0,2007-2008,False,0.0
Álvaro Arbeloa,ESP,DF,Liverpool,Premier League,24,28,2274,0,1,2007-2008,False,0.0396
Julio Arca,ARG,"DF,MF",Middlesbrough,Premier League,26,24,1862,2,4,2007-2008,False,0.29
Bryan Arguez,USA,MF,Hertha BSC,Bundesliga,18,1,28,0,0,2007-2008,False,0.0
Javier Arizmendi,ESP,"FW,MF",Valencia,La Liga,23,30,1542,1,3,2007-2008,False,0.2335
Sylvain Armand,FRA,DF,Paris Saint-Germain,Ligue 1,26,35,3123,2,2,2007-2008,False,0.1153
Armando,ESP,GK,Athletic Club,La Liga,36,16,1422,0,0,2007-2008,False,0.0
Loris Arnaud,FRA,"FW,MF",Paris Saint-Germain,Ligue 1,20,18,782,1,0,2007-2008,False,0.1151
John Arne Riise,NOR,"DF,MF",Liverpool,Premier League,26,29,1988,0,3,2007-2008,False,0.1358
Salvatore Aronica,ITA,DF,Reggina,Serie A,29,35,3070,0,0,2007-2008,False,0.0
Salim Arrache,ALG,MF,Toulouse,Ligue 1,25,16,934,0,0,2007-2008,False,0.0
Salim Arrache,ALG,MF,Marseille,Ligue 1,25,7,198,0,0,2007-2008,False,0.0
Dominique Arribagé,FRA,DF,Toulouse,Ligue 1,36,27,2270,1,1,2007-2008,False,0.0793
Urko Arroyo,ESP,FW,Athletic Club,La Liga,20,1,44,0,0,2007-2008,True,0.0
Mikel Arteta,ESP,MF,Everton,Premier League,25,28,2447,1,5,2007-2008,False,0.2207
Aythami Artiles,ESP,DF,Dep La Coruña,La Liga,21,1,90,0,0,2007-2008,False,0.0
Ivan Artipoli,ITA,DF,Lazio,Serie A,21,1,70,0,0,2007-2008,False,0.0
Shota Arveladze,GEO,FW,Levante,La Liga,34,4,45,0,0,2007-2008,False,0.0
César Arzo,ESP,"DF,MF",Real Murcia,La Liga,21,28,2362,0,0,2007-2008,False,0.0
Arzu,ESP,"DF,MF",Real Betis,La Liga,26,26,2131,1,1,2007-2008,False,0.0845
Gerald Asamoah,GER,"FW,MF",Schalke 04,Bundesliga,28,31,1895,7,3,2007-2008,False,0.4749
Nicola Ascoli,ITA,DF,Empoli,Serie A,27,1,33,0,0,2007-2008,False,0.0
Sergio Asenjo,ESP,GK,Valladolid,La Liga,18,24,2143,0,0,2007-2008,False,0.0
Jamie Ashdown,ENG,GK,Portsmouth,Premier League,26,3,270,0,0,2007-2008,False,0.0
Dean Ashton,ENG,FW,West Ham United,Premier League,23,31,2000,10,0,2007-2008,False,0.45
Nathan Ashton,ENG,"DF,MF",Fulham,Premier League,20,1,90,0,0,2007-2008,False,0.0
Benoît Assou-Ekotto,CMR,DF,Tottenham Hotspur,Premier League,23,1,90,0,0,2007-2008,False,0.0
Martín Astudillo,ARG,MF,Osasuna,La Liga,29,13,904,1,0,2007-2008,False,0.0996
Timothée Atouba,CMR,DF,Hamburger SV,Bundesliga,25,22,1573,0,0,2007-2008,False,0.0
Lucien Aubey,CGO,DF,Portsmouth,Premier League,23,3,170,0,0,2007-2008,False,0.0
Lucien Aubey,CGO,DF,Lens,Ligue 1,23,12,940,0,0,2007-2008,False,0.0
Fabien Audard,FRA,GK,Lorient,Ligue 1,29,38,3420,0,0,2007-2008,False,0.0
Johan Audel,MTQ,"FW,MF",Valenciennes,Ligue 1,23,23,1359,9,0,2007-2008,False,0.596
Benjamin Auer,GER,FW,Bochum,Bundesliga,26,17,1192,5,0,2007-2008,False,0.3775
Fábio Aurélio,BRA,"DF,MF",Liverpool,Premier League,27,16,1125,1,1,2007-2008,False,0.16
Fernando Ávalos,ARG,DF,MSV Duisburg,Bundesliga,29,10,855,0,0,2007-2008,False,0.0
Vlada Avramov,SRB,GK,Fiorentina,Serie A,28,2,123,0,0,2007-2008,False,0.0
Roberto Ayala,ARG,DF,Zaragoza,La Liga,34,33,2925,1,0,2007-2008,False,0.0308
André Ayew,GHA,"FW,MF",Marseille,Ligue 1,17,9,247,0,0,2007-2008,False,0.0
Mimoun Azaouagh,GER,MF,Bochum,Bundesliga,24,14,897,3,5,2007-2008,False,0.8027
Mimoun Azaouagh,GER,MF,Schalke 04,Bundesliga,24,5,50,0,0,2007-2008,False,0.0
César Azpilicueta,ESP,"DF,MF",Osasuna,La Liga,17,29,2585,0,1,2007-2008,False,0.0348
Issa Ba,SEN,MF,Auxerre,Ligue 1,25,3,49,0,0,2007-2008,False,0.0
Ludovic Baal,GUF,"DF,MF",Le Mans,Ligue 1,21,12,670,1,0,2007-2008,False,0.1343
Ryan Babel,NED,"FW,MF",Liverpool,Premier League,20,30,1420,4,3,2007-2008,False,0.4437
Marko Babić,CRO,"DF,MF",Real Betis,La Liga,26,10,474,0,0,2007-2008,False,0.0
Babù,BRA,"FW,MF",Catania,Serie A,26,2,30,0,0,2007-2008,False,0.0
Alexander Bade,GER,GK,Dortmund,Bundesliga,36,1,45,0,0,2007-2008,False,0.0
Lhadji Badiane,SEN,FW,Rennes,Ligue 1,20,5,116,0,0,2007-2008,False,0.0
Mamadou Bah,GUI,MF,Strasbourg,Ligue 1,19,5,296,0,0,2007-2008,False,0.0
Brahim El Bahri,MAR,"FW,MF",Le Mans,Ligue 1,21,3,69,0,0,2007-2008,False,0.0
Fernando Baiano,BRA,FW,Real Murcia,La Liga,28,27,1714,6,2,2007-2008,False,0.4201
Daniel Baier,GER,MF,Wolfsburg,Bundesliga,23,15,892,0,0,2007-2008,False,0.0
Leighton Baines,ENG,DF,Everton,Premier League,22,22,1140,0,1,2007-2008,False,0.0789
Davide Baiocco,ITA,MF,Catania,Serie A,32,33,2718,1,2,2007-2008,False,0.0993
Chris Baird,NIR,"DF,MF",Fulham,Premier League,25,18,1463,0,0,2007-2008,False,0.0
Zlatan Bajramović,BIH,MF,Schalke 04,Bundesliga,27,12,753,0,0,2007-2008,False,0.0
Djamel Bakar,COM,"FW,MF",Monaco,Ligue 1,18,17,871,1,0,2007-2008,False,0.1033
Javier Balboa,EQG,"FW,MF",Real Madrid,La Liga,22,6,91,0,0,2007-2008,False,0.0
Abdoulaye Baldé,FRA,FW,Metz,Ligue 1,20,3,86,0,0,2007-2008,False,0.0
Gareth Bale,WAL,"FW,MF",Tottenham Hotspur,Premier League,18,8,610,2,0,2007-2008,False,0.2951
Hanno Balitsch,GER,MF,Hannover 96,Bundesliga,26,29,2276,4,1,2007-2008,False,0.1977
Michael Ball,ENG,DF,Manchester City,Premier League,27,28,1875,0,0,2007-2008,False,0.0
Michael Ballack,GER,MF,Chelsea,Premier League,30,18,1410,7,0,2007-2008,False,0.4468
David Balleri,ITA,DF,Livorno,Serie A,38,28,2102,0,0,2007-2008,False,0.0
Sergio Ballesteros,ESP,DF,Mallorca,La Liga,31,16,1321,0,0,2007-2008,False,0.0
Daniele Balli,ITA,GK,Empoli,Serie A,39,21,1890,0,0,2007-2008,False,0.0
Marco Ballotta,ITA,GK,Lazio,Serie A,43,29,2610,0,0,2007-2008,False,0.0
Florent Balmont,FRA,MF,Nice,Ligue 1,27,36,3112,0,3,2007-2008,False,0.0868
Mario Balotelli,ITA,FW,Inter,Serie A,16,11,570,3,2,2007-2008,False,0.7895
Federico Balzaretti,ITA,DF,Fiorentina,Serie A,25,6,383,0,0,2007-2008,False,0.0
Federico Balzaretti,ITA,DF,Palermo,Serie A,25,16,1422,0,2,2007-2008,False,0.1266
Habib Bamogo,BFA,FW,Nice,Ligue 1,25,35,1945,2,0,2007-2008,False,0.0925
Éver Banega,ARG,MF,Valencia,La Liga,19,12,679,0,0,2007-2008,False,0.0
Júlio Baptista,BRA,"FW,MF",Real Madrid,La Liga,25,26,1141,3,1,2007-2008,False,0.3155
Javier Baraja,ESP,"DF,MF",Valladolid,La Liga,26,17,1125,0,0,2007-2008,False,0.0
Rubén Baraja,ESP,MF,Valencia,La Liga,32,25,1886,2,2,2007-2008,False,0.1909
Sergej Barbarez,BIH,"FW,MF",Leverkusen,Bundesliga,35,29,2123,4,6,2007-2008,False,0.4239
Rafael Barber,ESP,MF,Recreativo,La Liga,26,18,593,0,1,2007-2008,False,0.1518
Cédric Barbosa,FRA,MF,Metz,Ligue 1,31,20,1647,4,2,2007-2008,False,0.3279
Phil Bardsley,SCO,DF,Sunderland,Premier League,22,11,990,0,0,2007-2008,False,0.0
Giles Barnes,JAM,"FW,MF",Derby County,Premier League,18,21,1384,1,1,2007-2008,False,0.1301
Tranquillo Barnetta,SUI,MF,Leverkusen,Bundesliga,22,32,2684,6,3,2007-2008,False,0.3018
Simone Barone,ITA,MF,Torino,Serie A,29,22,1822,1,1,2007-2008,False,0.0988
Roberto Baronio,ITA,MF,Lazio,Serie A,29,8,508,0,0,2007-2008,False,0.0
Milan Baroš,CZE,FW,Portsmouth,Premier League,25,12,615,0,1,2007-2008,False,0.1463
Milan Baroš,CZE,FW,Lyon,Ligue 1,25,12,664,3,1,2007-2008,False,0.5422
Antonio Barragán,ESP,"DF,MF",Dep La Coruña,La Liga,20,10,675,0,1,2007-2008,False,0.1333
Édgar Barreto,PAR,MF,Reggina,Serie A,23,36,2840,3,2,2007-2008,False,0.1585
Gareth Barry,ENG,MF,Aston Villa,Premier League,26,37,3319,9,10,2007-2008,False,0.5152
Fin Bartels,GER,"FW,MF",Hansa Rostock,Bundesliga,20,19,1367,4,0,2007-2008,False,0.2634
Joey Barton,ENG,MF,Newcastle United,Premier League,24,23,1831,1,3,2007-2008,False,0.1966
Patrick Barul,FRA,DF,Nice,Ligue 1,29,8,396,0,0,2007-2008,False,0.0
Ahmed Barusso,GHA,MF,Roma,Serie A,22,3,24,0,0,2007-2008,False,0.0
Andrea Barzagli,ITA,DF,Palermo,Serie A,26,34,2982,0,0,2007-2008,False,0.0
Marko Baša,MNE,DF,Le Mans,Ligue 1,24,28,2442,5,0,2007-2008,False,0.1843
Angelos Basinas,GRE,MF,Mallorca,La Liga,31,32,2056,1,0,2007-2008,False,0.0438
Davide Bassi,ITA,GK,Empoli,Serie A,22,17,1530,0,0,2007-2008,False,0.0
Christian Bassila,FRA,"DF,MF",Energie Cottbus,Bundesliga,29,23,1794,3,0,2007-2008,False,0.1505
Sébastien Bassong,CMR,DF,Metz,Ligue 1,21,19,1551,0,0,2007-2008,False,0.0
Michel Bastos,BRA,"DF,MF",Lille,Ligue 1,23,35,2380,8,1,2007-2008,False,0.3403
Alessandro Bastrini,ITA,DF,Sampdoria,Serie A,20,3,161,0,0,2007-2008,False,0.0
Yıldıray Baştürk,TUR,MF,Stuttgart,Bundesliga,28,26,2090,4,2,2007-2008,False,0.2584
Laurent Batlles,FRA,MF,Toulouse,Ligue 1,31,22,1211,1,1,2007-2008,False,0.1486
Frank Baumann,GER,"DF,MF",Werder Bremen,Bundesliga,31,23,1769,1,0,2007-2008,False,0.0509
Steffen Baumgart,GER,FW,Energie Cottbus,Bundesliga,35,8,264,0,0,2007-2008,False,0.0
Dani Bautista,ESP,DF,Recreativo,La Liga,26,16,1133,0,0,2007-2008,False,0.0
Moustapha Bayal Sall,SEN,DF,Saint-Étienne,Ligue 1,21,31,2633,0,0,2007-2008,False,0.0
Iñaki Bea Jauregi,ESP,DF,Valladolid,La Liga,29,7,554,0,0,2007-2008,False,0.0
Michael Beauchamp,AUS,DF,Nürnberg,Bundesliga,26,12,924,0,0,2007-2008,False,0.0
Tommy Bechmann,DEN,"FW,MF",Bochum,Bundesliga,25,20,954,5,0,2007-2008,False,0.4717
Andreas Beck,GER,"DF,MF",Stuttgart,Bundesliga,20,18,1073,1,1,2007-2008,False,0.1678
Francesco Bega,ITA,DF,Genoa,Serie A,32,10,763,0,0,2007-2008,False,0.0
Valon Behrami,SUI,"DF,MF",Lazio,Serie A,22,22,1804,1,0,2007-2008,False,0.0499
Stefan Beinlich,GER,MF,Hansa Rostock,Bundesliga,35,9,540,0,0,2007-2008,False,0.0
Emanuele Belardi,ITA,GK,Juventus,Serie A,29,5,370,0,0,2007-2008,False,0.0
David Belenguer,ESP,DF,Getafe,La Liga,34,24,2012,0,0,2007-2008,False,0.0
Nadir Belhadj,ALG,"DF,MF",Lyon,Ligue 1,25,9,423,0,1,2007-2008,False,0.2128
Nadir Belhadj,ALG,"DF,MF",Lens,Ligue 1,25,19,1651,0,1,2007-2008,False,0.0545
Habib Bellaïd,ALG,DF,Strasbourg,Ligue 1,21,32,2880,0,0,2007-2008,False,0.0
Craig Bellamy,WAL,FW,West Ham United,Premier League,28,8,526,2,1,2007-2008,False,0.5133
Manuel Belleri,ITA,DF,Atalanta,Serie A,29,20,1338,0,1,2007-2008,False,0.0673
Juliano Belletti,BRA,"DF,MF",Chelsea,Premier League,31,23,1919,2,1,2007-2008,False,0.1407
Gianpaolo Bellini,ITA,DF,Atalanta,Serie A,27,23,2039,2,2,2007-2008,False,0.1766
David Bellion,FRA,FW,Bordeaux,Ligue 1,24,37,2452,12,2,2007-2008,False,0.5139
Claudio Bellucci,ITA,FW,Sampdoria,Serie A,32,32,2322,12,2,2007-2008,False,0.5426
Djamel Belmadi,ALG,MF,Valenciennes,Ligue 1,31,26,1773,1,4,2007-2008,False,0.2538
Emre Belözoğlu,TUR,MF,Newcastle United,Premier League,26,14,595,1,4,2007-2008,False,0.7563
Flavien Belson,FRA,MF,Metz,Ligue 1,20,6,327,0,0,2007-2008,False,0.0
Hatem Ben Arfa,FRA,"FW,MF",Lyon,Ligue 1,20,30,1621,6,5,2007-2008,False,0.6107
Saber Ben Frej,TUN,DF,Le Mans,Ligue 1,28,5,313,0,0,2007-2008,False,0.0
Tal Ben Haim,ISR,DF,Chelsea,Premier League,25,13,1018,0,0,2007-2008,False,0.0
Änis Ben-Hatira,TUN,MF,Hamburger SV,Bundesliga,19,3,115,0,0,2007-2008,False,0.0
Diego Benaglio,SUI,GK,Wolfsburg,Bundesliga,23,17,1530,0,0,2007-2008,False,0.0
Yohan Benalouane,TUN,DF,Saint-Étienne,Ligue 1,20,6,485,0,0,2007-2008,False,0.0
Yossi Benayoun,ISR,MF,Liverpool,Premier League,27,30,1581,4,2,2007-2008,False,0.3416
Nicklas Bendtner,DEN,FW,Arsenal,Premier League,19,27,945,5,3,2007-2008,False,0.7619
Collin Benjamin,NAM,"DF,MF",Hamburger SV,Bundesliga,28,17,1080,1,0,2007-2008,False,0.0833
Benjani,ZIM,FW,Portsmouth,Premier League,28,23,1833,12,1,2007-2008,False,0.6383
Benjani,ZIM,FW,Manchester City,Premier League,28,13,1063,3,0,2007-2008,False,0.254
Leon Benko,CRO,FW,Nürnberg,Bundesliga,23,3,33,0,0,2007-2008,False,0.0
Darren Bent,ENG,FW,Tottenham Hotspur,Premier League,23,27,1149,6,3,2007-2008,False,0.705
Marcus Bent,ENG,FW,Wigan Athletic,Premier League,29,31,2330,7,2,2007-2008,False,0.3476
David Bentley,ENG,MF,Blackburn Rovers,Premier League,22,37,3320,6,8,2007-2008,False,0.3795
Karim Benzema,FRA,FW,Lyon,Ligue 1,19,36,2565,20,7,2007-2008,False,0.9474
Dimitar Berbatov,BUL,FW,Tottenham Hotspur,Premier League,26,36,2988,15,9,2007-2008,False,0.7229
Héctor Berenguel,ESP,DF,Mallorca,La Liga,32,29,2541,0,0,2007-2008,False,0.0
Pascal Berenguer,FRA,MF,Nancy,Ligue 1,26,35,2850,4,2,2007-2008,False,0.1895
Vinícius Bergantin,BRA,DF,Hannover 96,Bundesliga,27,28,2422,1,0,2007-2008,False,0.0372
Steve von Bergen,SUI,DF,Hertha BSC,Bundesliga,24,25,1975,0,0,2007-2008,False,0.0
Patrik Berger,CZE,MF,Aston Villa,Premier League,33,8,177,0,1,2007-2008,False,0.5085
Bryan Bergougnoux,FRA,"FW,MF",Toulouse,Ligue 1,24,18,745,1,0,2007-2008,False,0.1208
Martin Bergvold,DEN,MF,Livorno,Serie A,23,13,870,1,0,2007-2008,False,0.1034
Franck Béria,FRA,DF,Lille,Ligue 1,24,38,3365,1,0,2007-2008,False,0.0267
