player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Rachid Aït-Atmane,ALG,MF,Sporting Gijón,La Liga,22.0,18,1060,0,2,2015-2016,False,0.1698
Albian Ajeti,SUI,FW,Augsburg,Bundesliga,18.0,1,37,0,0,2015-2016,False,0.0
Arlind Ajeti,ALB,DF,Frosinone,Serie A,21.0,16,1218,1,0,2015-2016,False,0.0739
Nathan Aké,NED,DF,Watford,Premier League,20.0,24,1875,1,0,2015-2016,False,0.048
Ager Aketxe,ESP,MF,Athletic Club,La Liga,21.0,3,185,0,0,2015-2016,False,0.0
Jean-Daniel Akpa-Akpro,CIV,MF,Toulouse,Ligue 1,22.0,33,2555,1,4,2015-2016,False,0.1761
David Alaba,AUT,DF,Bayern Munich,Bundesliga,23.0,30,2492,2,0,2015-2016,False,0.0722
Fabrizio Alastra,ITA,GK,Palermo,Serie A,17.0,2,144,0,0,2015-2016,False,0.0
Jordi Alba,ESP,DF,Barcelona,La Liga,26.0,31,2589,0,6,2015-2016,False,0.2086
Raúl Albentosa,ESP,DF,Málaga,La Liga,26.0,29,2555,2,0,2015-2016,False,0.0705
Michelangelo Albertazzi,ITA,DF,Hellas Verona,Serie A,24.0,10,702,0,0,2015-2016,False,0.0
Luis Alberto,ESP,"MF,FW",Dep La Coruña,La Liga,22.0,29,2098,6,7,2015-2016,False,0.5577
Raúl Albiol,ESP,DF,Napoli,Serie A,29.0,36,3240,1,1,2015-2016,False,0.0556
Miiko Albornoz,CHI,DF,Hannover 96,Bundesliga,24.0,23,2069,0,1,2015-2016,False,0.0435
Marc Albrighton,ENG,MF,Leicester City,Premier League,25.0,38,2749,2,6,2015-2016,False,0.2619
Paco Alcácer,ESP,FW,Valencia,La Liga,21.0,34,2419,13,6,2015-2016,False,0.7069
Thiago Alcántara,ESP,MF,Bayern Munich,Bundesliga,24.0,27,1643,2,3,2015-2016,False,0.2739
Antolín Alcaraz,PAR,DF,Las Palmas,La Liga,33.0,6,540,1,0,2015-2016,False,0.1667
Toby Alderweireld,BEL,DF,Tottenham Hotspur,Premier League,26.0,38,3419,4,2,2015-2016,False,0.1579
Alexis Alegue,FRA,MF,Nantes,Ligue 1,18.0,3,97,1,0,2015-2016,False,0.9278
Nauzet Alemán,ESP,MF,Las Palmas,La Liga,30.0,10,248,0,0,2015-2016,False,0.0
Diego Alende,ESP,DF,Celta Vigo,La Liga,17.0,1,40,0,0,2015-2016,False,0.0
Romain Alessandrini,FRA,"MF,FW",Marseille,Ligue 1,26.0,22,1246,5,4,2015-2016,False,0.6501
Alex,BRA,DF,Milan,Serie A,33.0,25,2091,3,1,2015-2016,False,0.1722
Alexis,ESP,DF,Getafe,La Liga,29.0,15,1350,1,0,2015-2016,False,0.0667
Chaker Alhadhur,COM,DF,Caen,Ligue 1,23.0,10,787,0,0,2015-2016,False,0.0
Allan,BRA,MF,Napoli,Serie A,24.0,35,2818,3,5,2015-2016,False,0.2555
Joe Allen,WAL,MF,Liverpool,Premier League,25.0,19,735,2,1,2015-2016,False,0.3673
Dele Alli,ENG,MF,Tottenham Hotspur,Premier League,19.0,33,2470,10,9,2015-2016,False,0.6923
Ryan Allsop,ENG,GK,Bournemouth,Premier League,23.0,1,45,0,0,2015-2016,False,0.0
Hugo Almeida,POR,FW,Hannover 96,Bundesliga,31.0,7,530,1,0,2015-2016,False,0.1698
Marcos Alonso,ESP,"MF,DF",Fiorentina,Serie A,24.0,31,2347,3,4,2015-2016,False,0.2684
Xabi Alonso,ESP,"MF,DF",Bayern Munich,Bundesliga,33.0,26,1945,0,2,2015-2016,False,0.0925
Batuhan Altıntaş,TUR,FW,Hamburger SV,Bundesliga,19.0,1,27,0,0,2015-2016,False,0.0
Halil Altıntop,TUR,MF,Augsburg,Bundesliga,32.0,19,1200,1,2,2015-2016,False,0.225
Ricky Álvarez,ARG,"MF,FW",Sampdoria,Serie A,27.0,13,806,1,1,2015-2016,False,0.2233
Sergio Álvarez,ESP,GK,Celta Vigo,La Liga,28.0,31,2726,0,0,2015-2016,False,0.0
Sergio Álvarez,ESP,MF,Sporting Gijón,La Liga,23.0,27,2185,2,2,2015-2016,False,0.1648
Víctor Álvarez,ESP,"MF,DF",Espanyol,La Liga,22.0,27,1959,1,2,2015-2016,False,0.1378
Dani Alves,BRA,DF,Barcelona,La Liga,32.0,29,2145,0,3,2015-2016,False,0.1259
Diego Alves,BRA,GK,Valencia,La Liga,30.0,13,1170,0,0,2015-2016,False,0.0
Ibrahim Amadou,FRA,"MF,DF",Lille,Ligue 1,22.0,22,1668,1,0,2015-2016,False,0.054
Morgan Amalfitano,FRA,"FW,MF",Lille,Ligue 1,30.0,15,957,2,0,2015-2016,False,0.1881
Daniel Amartey,GHA,DF,Leicester City,Premier League,20.0,5,104,0,0,2015-2016,False,0.0
Jordi Amat,IDN,DF,Swansea City,Premier League,23.0,8,463,0,0,2015-2016,False,0.0
Amauri,ITA,FW,Torino,Serie A,35.0,1,9,0,0,2015-2016,False,0.0
Jordan Amavi,FRA,DF,Aston Villa,Premier League,21.0,10,837,0,2,2015-2016,False,0.2151
Antonio Amaya,ESP,DF,Rayo Vallecano,La Liga,32.0,17,1033,1,1,2015-2016,False,0.1742
Jean Ambrose,HAI,DF,Bordeaux,Ligue 1,21.0,1,1,0,0,2015-2016,False,0.0
Nadiem Amiri,GER,"MF,FW",Hoffenheim,Bundesliga,18.0,25,1460,4,4,2015-2016,False,0.4932
Nordin Amrabat,MAR,"MF,FW",Málaga,La Liga,28.0,13,1003,0,1,2015-2016,False,0.0897
Nordin Amrabat,MAR,"MF,FW",Watford,Premier League,28.0,12,506,0,0,2015-2016,False,0.0
Felipe Anderson,BRA,"FW,MF",Lazio,Serie A,22.0,35,2071,7,4,2015-2016,False,0.478
Benjamin André,FRA,MF,Rennes,Ligue 1,24.0,32,2632,0,0,2015-2016,False,0.0
Leon Andreasen,DEN,MF,Hannover 96,Bundesliga,32.0,15,1080,2,1,2015-2016,False,0.25
Ionuț Andrei Radu,ROU,GK,Inter,Serie A,,1,19,0,0,2015-2016,False,0.0
Marco Andreolli,ITA,DF,Sevilla,La Liga,29.0,7,553,0,1,2015-2016,False,0.1627
Yoann Andreu,FRA,DF,Angers,Ligue 1,26.0,31,2722,0,1,2015-2016,False,0.0331
José Ángel Crespo,ESP,FW,Aston Villa,Premier League,28.0,1,90,0,0,2015-2016,False,0.0
José Ángel Crespo,ESP,DF,Rayo Vallecano,La Liga,28.0,9,715,0,0,2015-2016,False,0.0
Miguel Ángel Guerrero,ESP,FW,Sporting Gijón,La Liga,25.0,23,1087,2,1,2015-2016,False,0.2484
Miguel Ángel,ESP,DF,Getafe,La Liga,19.0,3,200,0,0,2015-2016,False,0.0
Marcos Angeleri,ARG,DF,Málaga,La Liga,32.0,13,1111,0,0,2015-2016,False,0.0
Benjamin Angoua,CIV,DF,Guingamp,Ligue 1,28.0,18,1242,1,0,2015-2016,False,0.0725
Gaël Angoula,FRA,DF,Angers,Ligue 1,33.0,13,1013,0,0,2015-2016,False,0.0
Victor Anichebe,NGA,FW,West Brom,Premier League,27.0,10,369,0,0,2015-2016,False,0.0
Vurnon Anita,CUW,"MF,DF",Newcastle United,Premier League,26.0,28,2101,1,3,2015-2016,False,0.1713
Cristian Ansaldi,ARG,"MF,DF",Genoa,Serie A,28.0,24,2010,0,4,2015-2016,False,0.1791
Ion Ansotegi,ESP,DF,Eibar,La Liga,33.0,8,542,0,0,2015-2016,False,0.0
Luca Antei,ITA,DF,Sassuolo,Serie A,23.0,5,341,0,1,2015-2016,False,0.2639
Waldemar Anton,GER,"DF,MF",Hannover 96,Bundesliga,19.0,8,583,1,0,2015-2016,False,0.1544
Luca Antonelli,ITA,DF,Milan,Serie A,28.0,28,2338,3,1,2015-2016,False,0.154
Michail Antonio,JAM,"MF,FW",West Ham United,Premier League,25.0,26,2057,8,3,2015-2016,False,0.4813
José Antonio Reyes,ESP,MF,Sevilla,La Liga,31.0,24,1182,1,1,2015-2016,False,0.1523
Ikechi Anya,SCO,"MF,DF",Watford,Premier League,27.0,28,1686,0,1,2015-2016,False,0.0534
Siniša Anđelković,SVN,DF,Palermo,Serie A,29.0,23,1908,0,1,2015-2016,False,0.0472
Dennis Aogo,GER,"DF,MF",Schalke 04,Bundesliga,28.0,23,1852,0,1,2015-2016,False,0.0486
Dennis Appiah,FRA,DF,Caen,Ligue 1,23.0,38,3420,1,1,2015-2016,False,0.0526
Youssef El-Arabi,MAR,FW,Granada,La Liga,28.0,35,2513,16,1,2015-2016,False,0.6088
Mauro Arambarri,URU,MF,Bordeaux,Ligue 1,19.0,5,154,0,0,2015-2016,False,0.0
Charles Aránguiz,CHI,"MF,DF",Leverkusen,Bundesliga,26.0,7,470,2,1,2015-2016,False,0.5745
Alexis Araujo,POR,MF,Lille,Ligue 1,18.0,1,4,0,0,2015-2016,False,0.0
Sergio Araujo,ARG,FW,Las Palmas,La Liga,23.0,30,1819,5,2,2015-2016,False,0.3463
Álvaro Arbeloa,ESP,DF,Real Madrid,La Liga,32.0,6,262,0,0,2015-2016,False,0.0
Anaitz Arbilla,ESP,DF,Espanyol,La Liga,28.0,7,630,0,0,2015-2016,False,0.0
Alphonse Areola,FRA,GK,Villarreal,La Liga,22.0,32,2880,0,0,2015-2016,False,0.0
Lorenzo Ariaudo,ITA,DF,Empoli,Serie A,26.0,5,421,0,0,2015-2016,False,0.0
Lorenzo Ariaudo,ITA,DF,Sassuolo,Serie A,26.0,4,237,0,0,2015-2016,False,0.0
Fynn Arkenberg,GER,DF,Hannover 96,Bundesliga,19.0,2,180,0,0,2015-2016,False,0.0
Giedrius Arlauskis,LTU,GK,Watford,Premier League,27.0,1,24,0,0,2015-2016,False,0.0
Giedrius Arlauskis,LTU,GK,Espanyol,La Liga,27.0,3,225,0,0,2015-2016,False,0.0
Sylvain Armand,FRA,DF,Rennes,Ligue 1,34.0,34,2991,1,1,2015-2016,False,0.0602
Pablo Armero,COL,MF,Udinese,Serie A,28.0,5,417,1,0,2015-2016,False,0.2158
Marko Arnautović,AUT,"MF,FW",Stoke City,Premier League,26.0,34,2807,11,6,2015-2016,False,0.5451
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,21.0,31,2039,3,2,2015-2016,False,0.2207
Alejandro Arribas,ESP,DF,Dep La Coruña,La Liga,26.0,31,2734,2,0,2015-2016,False,0.0658
Mikel Arruabarrena,ESP,FW,Eibar,La Liga,32.0,6,62,1,0,2015-2016,False,1.4516
Ahmet Arslan,GER,"FW,MF",Hamburger SV,Bundesliga,21.0,1,1,0,0,2015-2016,False,0.0
Harry Arter,IRL,MF,Bournemouth,Premier League,25.0,21,1661,1,0,2015-2016,False,0.0542
Mikel Arteta,ESP,MF,Arsenal,Premier League,33.0,9,169,0,0,2015-2016,False,0.0
Aythami Artiles,ESP,DF,Las Palmas,La Liga,29.0,31,2641,0,1,2015-2016,False,0.0341
Kwadwo Asamoah,GHA,MF,Juventus,Serie A,26.0,11,569,0,1,2015-2016,False,0.1582
Carlos Ascues,PER,"DF,MF",Wolfsburg,Bundesliga,23.0,1,9,0,0,2015-2016,False,0.0
Sergio Asenjo,ESP,GK,Villarreal,La Liga,26.0,4,360,0,0,2015-2016,False,0.0
Marco Asensio,ESP,"MF,FW",Espanyol,La Liga,19.0,34,2825,4,8,2015-2016,False,0.3823
Iago Aspas,ESP,"FW,MF",Celta Vigo,La Liga,27.0,35,2654,13,3,2015-2016,False,0.5426
Benoît Assou-Ekotto,CMR,DF,Saint-Étienne,Ligue 1,31.0,20,1704,0,0,2015-2016,False,0.0
Davide Astori,ITA,DF,Fiorentina,Serie A,28.0,33,2901,0,0,2015-2016,False,0.0
Christian Atsu,GHA,MF,Málaga,La Liga,23.0,12,392,2,0,2015-2016,False,0.4592
Pierre-Emerick Aubameyang,GAB,FW,Dortmund,Bundesliga,26.0,31,2467,25,5,2015-2016,False,1.0944
Johan Audel,MTQ,"MF,FW",Nantes,Ligue 1,31.0,29,1278,2,3,2015-2016,False,0.3521
Jean-Kévin Augustin,FRA,FW,Paris Saint-Germain,Ligue 1,18.0,13,423,1,0,2015-2016,False,0.2128
Olivier Auriac,FRA,MF,Angers,Ligue 1,31.0,16,405,0,0,2015-2016,False,0.0
Serge Aurier,CIV,DF,Paris Saint-Germain,Ligue 1,22.0,21,1886,2,2,2015-2016,False,0.1909
Charlie Austin,ENG,FW,Southampton,Premier League,26.0,7,211,1,0,2015-2016,False,0.4265
Danilo Avelar,BRA,MF,Torino,Serie A,26.0,6,344,0,2,2015-2016,False,0.5233
Thomas Ayasse,FRA,"MF,DF",Troyes,Ligue 1,28.0,14,1014,1,0,2015-2016,False,0.0888
André Ayew,GHA,"MF,FW",Swansea City,Premier League,25.0,34,2925,12,2,2015-2016,False,0.4308
Jordan Ayew,GHA,FW,Aston Villa,Premier League,23.0,30,2349,7,0,2015-2016,False,0.2682
Kaan Ayhan,TUR,"DF,MF",Schalke 04,Bundesliga,20.0,1,1,0,0,2015-2016,False,0.0
Kaan Ayhan,TUR,MF,Eintracht Frankfurt,Bundesliga,20.0,2,79,0,0,2015-2016,False,0.0
Floyd Ayité,TOG,"FW,MF",Bastia,Ligue 1,26.0,32,2626,8,3,2015-2016,False,0.377
Karim Azamoum,FRA,"MF,FW",Troyes,Ligue 1,25.0,14,756,2,1,2015-2016,False,0.3571
César Azpilicueta,ESP,DF,Chelsea,Premier League,25.0,37,3199,2,3,2015-2016,False,0.1407
Ismail Azzaoui,BEL,"FW,MF",Wolfsburg,Bundesliga,17.0,2,22,0,0,2015-2016,False,0.0
Ludovic Baal,GUF,"MF,DF",Rennes,Ligue 1,29.0,22,1520,0,3,2015-2016,False,0.1776
Khouma Babacar,SEN,FW,Fiorentina,Serie A,22.0,18,802,5,1,2015-2016,False,0.6733
Jean-Sylvain Babin,MTQ,DF,Granada,La Liga,28.0,25,2235,3,0,2015-2016,False,0.1208
Maxime Baca,FRA,DF,Guingamp,Ligue 1,32.0,2,180,0,0,2015-2016,False,0.0
Carlos Bacca,COL,FW,Milan,Serie A,28.0,38,3156,18,2,2015-2016,False,0.5703
Leandro Bacuna,CUW,"DF,MF",Aston Villa,Premier League,23.0,31,2417,1,0,2015-2016,False,0.0372
Milan Badelj,CRO,MF,Fiorentina,Serie A,26.0,27,2129,1,1,2015-2016,False,0.0845
Holger Badstuber,GER,DF,Bayern Munich,Bundesliga,26.0,7,471,0,0,2015-2016,False,0.0
Raúl Baena,ESP,MF,Rayo Vallecano,La Liga,26.0,24,1836,1,1,2015-2016,False,0.098
Jean-Christophe Bahebeck,FRA,"MF,FW",Saint-Étienne,Ligue 1,22.0,16,837,1,0,2015-2016,False,0.1075
Farès Bahlouli,FRA,MF,Monaco,Ligue 1,20.0,8,180,1,0,2015-2016,False,0.5
Nabil Bahoui,SWE,MF,Hamburger SV,Bundesliga,24.0,6,212,0,0,2015-2016,False,0.0
Mike-Steven Bähre,GER,MF,Hannover 96,Bundesliga,19.0,1,14,0,0,2015-2016,False,0.0
Daniel Baier,GER,MF,Augsburg,Bundesliga,31.0,28,2324,1,2,2015-2016,False,0.1162
Eric Bailly,CIV,DF,Villarreal,La Liga,21.0,25,2019,0,0,2015-2016,False,0.0
Leighton Baines,ENG,DF,Everton,Premier League,30.0,18,1479,2,1,2015-2016,False,0.1826
Cédric Bakambu,COD,FW,Villarreal,La Liga,24.0,34,1859,12,3,2015-2016,False,0.7262
Djamel Bakar,COM,FW,Montpellier,Ligue 1,26.0,6,203,0,0,2015-2016,False,0.0
Tiemoué Bakayoko,FRA,MF,Monaco,Ligue 1,20.0,19,1364,1,0,2015-2016,False,0.066
Zakaria Bakkali,BEL,"MF,FW",Valencia,La Liga,19.0,16,566,1,3,2015-2016,False,0.636
Keita Baldé,SEN,FW,Lazio,Serie A,20.0,31,1777,4,2,2015-2016,False,0.3039
Gareth Bale,WAL,"FW,MF",Real Madrid,La Liga,26.0,23,1733,19,10,2015-2016,False,1.5061
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,27.0,34,2905,0,3,2015-2016,False,0.0929
Florent Balmont,FRA,MF,Lille,Ligue 1,35.0,28,1922,0,1,2015-2016,False,0.0468
Norbert Balogh,HUN,FW,Palermo,Serie A,19.0,4,55,0,0,2015-2016,False,0.0
Leon Balogun,NGA,DF,Mainz 05,Bundesliga,27.0,21,1513,1,0,2015-2016,False,0.0595
Mario Balotelli,ITA,FW,Milan,Serie A,24.0,20,837,1,1,2015-2016,False,0.2151
Jonathan Bamba,CIV,"FW,MF",Saint-Étienne,Ligue 1,19.0,5,293,1,0,2015-2016,False,0.3072
Patrick Bamford,ENG,FW,Norwich City,Premier League,21.0,7,238,0,0,2015-2016,False,0.0
Patrick Bamford,ENG,"FW,MF",Crystal Palace,Premier League,21.0,6,124,0,0,2015-2016,False,0.0
Yacine Bammou,MAR,"MF,FW",Nantes,Ligue 1,23.0,32,1520,4,2,2015-2016,False,0.3553
Éver Banega,ARG,MF,Sevilla,La Liga,27.0,25,1718,5,2,2015-2016,False,0.3667
Lass Bangoura,GUI,"FW,MF",Reims,Ligue 1,23.0,10,420,1,1,2015-2016,False,0.4286
Lass Bangoura,GUI,MF,Rayo Vallecano,La Liga,23.0,16,805,0,1,2015-2016,False,0.1118
Léo Baptistão,BRA,FW,Villarreal,La Liga,22.0,26,1266,3,1,2015-2016,False,0.2844
Federico Barba,ITA,DF,Stuttgart,Bundesliga,21.0,2,139,1,0,2015-2016,False,0.6475
Federico Barba,ITA,DF,Empoli,Serie A,21.0,10,889,0,1,2015-2016,False,0.1012
Danilo Barbosa,BRA,MF,Valencia,La Liga,19.0,19,1362,0,0,2015-2016,False,0.0
Mariano Barbosa,ARG,GK,Villarreal,La Liga,31.0,2,180,0,0,2015-2016,False,0.0
Francesco Bardi,ITA,GK,Frosinone,Serie A,23.0,2,119,0,0,2015-2016,False,0.0
Phil Bardsley,SCO,DF,Stoke City,Premier League,30.0,11,817,0,1,2015-2016,False,0.1102
Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,26.0,14,1183,0,1,2015-2016,False,0.0761
Ross Barkley,ENG,MF,Everton,Premier League,21.0,38,3075,8,8,2015-2016,False,0.4683
Abdelaziz Barrada,MAR,MF,Marseille,Ligue 1,26.0,24,1443,1,6,2015-2016,False,0.4366
Antonio Barragán,ESP,DF,Valencia,La Liga,28.0,24,1658,0,0,2015-2016,False,0.0
David Barral,ESP,FW,Granada,La Liga,32.0,14,371,0,0,2015-2016,False,0.0
Iñigo Barrenetxea,ESP,MF,Eibar,La Liga,21.0,2,5,0,0,2015-2016,False,0.0
Álex Barrera,ESP,MF,Sporting Gijón,La Liga,24.0,5,62,0,0,2015-2016,False,0.0
Édgar Barreto,PAR,MF,Sampdoria,Serie A,31.0,30,2162,0,1,2015-2016,False,0.0416
Modou Barrow,GAM,"MF,FW",Swansea City,Premier League,22.0,22,791,1,2,2015-2016,False,0.3413
Gareth Barry,ENG,MF,Everton,Premier League,34.0,33,2836,0,1,2015-2016,False,0.0317
Fin Bartels,GER,"MF,FW",Werder Bremen,Bundesliga,28.0,30,2068,8,1,2015-2016,False,0.3917
Maxime Barthelmé,FRA,MF,Lorient,Ligue 1,26.0,24,1261,0,5,2015-2016,False,0.3569
Kyle Bartley,ENG,DF,Swansea City,Premier League,24.0,5,286,0,0,2015-2016,False,0.0
Marc Bartra,ESP,DF,Barcelona,La Liga,24.0,13,503,2,1,2015-2016,False,0.5368
Andrea Barzagli,ITA,DF,Juventus,Serie A,34.0,31,2737,1,0,2015-2016,False,0.0329
Marko Baša,MNE,DF,Lille,Ligue 1,32.0,15,1331,0,0,2015-2016,False,0.0
Daniele Baselli,ITA,MF,Torino,Serie A,23.0,35,2264,4,3,2015-2016,False,0.2783
Davide Bassi,ITA,GK,Atalanta,Serie A,30.0,1,90,0,0,2015-2016,False,0.0
Sébastien Bassong,CMR,DF,Norwich City,Premier League,29.0,32,2790,1,0,2015-2016,False,0.0323
Dušan Basta,SRB,DF,Lazio,Serie A,30.0,23,1815,0,0,2015-2016,False,0.0
Borja Bastón,ESP,FW,Eibar,La Liga,22.0,36,2571,18,3,2015-2016,False,0.7351
Michy Batshuayi,BEL,FW,Marseille,Ligue 1,21.0,36,2935,17,9,2015-2016,False,0.7973
Robert Bauer,GER,DF,Ingolstadt,Bundesliga,20.0,24,1680,1,1,2015-2016,False,0.1071
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,25.0,33,2970,0,0,2015-2016,False,0.0
Timo Baumgartl,GER,DF,Stuttgart,Bundesliga,19.0,19,1547,0,0,2015-2016,False,0.0
Julian Baumgartlinger,AUT,MF,Mainz 05,Bundesliga,27.0,31,2717,2,1,2015-2016,False,0.0994
Alexander Baumjohann,GER,MF,Hertha BSC,Bundesliga,28.0,24,453,1,2,2015-2016,False,0.596
Éric Bauthéac,FRA,"FW,MF",Lille,Ligue 1,27.0,28,2163,2,1,2015-2016,False,0.1248
Jon Bautista,ESP,FW,Real Sociedad,La Liga,20.0,4,118,1,0,2015-2016,False,0.7627
Moustapha Bayal Sall,SEN,DF,Saint-Étienne,Ligue 1,29.0,28,2358,3,0,2015-2016,False,0.1145
Paul Baysse,FRA,DF,Nice,Ligue 1,27.0,30,2585,0,0,2015-2016,False,0.0
Noah Joel Sarenren Bazee,NGA,"MF,DF",Hannover 96,Bundesliga,18.0,5,378,0,3,2015-2016,False,0.7143
Hervé Bazile,HAI,"MF,FW",Caen,Ligue 1,25.0,25,1078,0,3,2015-2016,False,0.2505
Claudio Beauvue,GLP,FW,Lyon,Ligue 1,27.0,19,1279,5,2,2015-2016,False,0.4926
Claudio Beauvue,GLP,"MF,FW",Celta Vigo,La Liga,27.0,10,506,1,0,2015-2016,False,0.1779
Bebé,CPV,MF,Rayo Vallecano,La Liga,25.0,34,2237,3,7,2015-2016,False,0.4023
Uffe Bech,DEN,"MF,FW",Hannover 96,Bundesliga,22.0,11,683,1,1,2015-2016,False,0.2635
Henri Bedimo,CMR,DF,Lyon,Ligue 1,31.0,18,1226,0,0,2015-2016,False,0.0
Alejandro Bedoya,USA,MF,Nantes,Ligue 1,28.0,28,2056,3,3,2015-2016,False,0.2626
Roy Beerens,NED,MF,Hertha BSC,Bundesliga,27.0,2,110,0,0,2015-2016,False,0.0
Asmir Begović,BIH,GK,Chelsea,Premier League,28.0,17,1399,0,0,2015-2016,False,0.0
Julien Bègue,REU,MF,Guingamp,Ligue 1,21.0,3,46,0,1,2015-2016,False,1.9565
Valon Behrami,SUI,MF,Watford,Premier League,30.0,21,1279,0,1,2015-2016,False,0.0704
Maximilian Beister,GER,"FW,MF",Mainz 05,Bundesliga,24.0,1,6,0,0,2015-2016,False,0.0
Vid Belec,SVN,GK,Carpi,Serie A,25.0,30,2700,0,0,2015-2016,False,0.0
Younès Belhanda,MAR,MF,Schalke 04,Bundesliga,25.0,15,814,2,1,2015-2016,False,0.3317
Stefan Bell,GER,DF,Mainz 05,Bundesliga,23.0,30,2635,1,2,2015-2016,False,0.1025
Karim Bellarabi,GER,MF,Leverkusen,Bundesliga,25.0,33,2595,6,11,2015-2016,False,0.5896
Héctor Bellerín,ESP,DF,Arsenal,Premier League,20.0,36,3240,1,5,2015-2016,False,0.1667
Gianpaolo Bellini,ITA,DF,Atalanta,Serie A,35.0,15,946,1,0,2015-2016,False,0.0951
François Bellugou,FRA,"MF,DF",Lorient,Ligue 1,28.0,33,2298,0,1,2015-2016,False,0.0392
Andrea Belotti,ITA,FW,Torino,Serie A,21.0,35,2588,12,4,2015-2016,False,0.5564
Hatem Ben Arfa,FRA,"FW,MF",Nice,Ligue 1,28.0,34,2825,17,6,2015-2016,False,0.7327
Chaouki Ben Saada,TUN,"MF,FW",Troyes,Ligue 1,31.0,18,816,1,1,2015-2016,False,0.2206
Wissam Ben Yedder,FRA,FW,Toulouse,Ligue 1,24.0,35,2882,17,5,2015-2016,False,0.687
Syam Ben Youssef,TUN,DF,Caen,Ligue 1,26.0,18,1478,3,1,2015-2016,False,0.2436
