player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Gaël Danic,FRA,MF,Troyes,Ligue 1,23,11,268,0,0,2005-2006,False,0.0
Guillermo Daniel Rodríguez,URU,DF,Lens,Ligue 1,21,2,73,0,0,2005-2006,False,0.0
Frédéric Danjou,FRA,DF,Ajaccio,Ligue 1,30,23,1939,0,0,2005-2006,False,0.0
Tim Danneberg,GER,MF,Arminia,Bundesliga,19,2,116,0,0,2005-2006,False,0.0
Mikel Dañobeitia,ESP,"DF,FW",Athletic Club,La Liga,19,22,822,1,0,2005-2006,False,0.1095
Dante,BRA,DF,Lille,Ligue 1,21,1,90,0,0,2005-2006,False,0.0
Issoumaila Dao,CIV,DF,Toulouse,Ligue 1,21,17,1035,1,0,2005-2006,False,0.087
Jean-Claude Darcheville,FRA,FW,Bordeaux,Ligue 1,30,34,2494,8,6,2005-2006,True,0.5052
Pál Dárdai,HUN,MF,Hertha BSC,Bundesliga,29,16,835,2,0,2005-2006,False,0.2156
Kévin das Neves,FRA,DF,Nantes,Ligue 1,19,2,180,0,0,2005-2006,False,0.0
Markus Daun,GER,FW,Nürnberg,Bundesliga,24,13,634,0,1,2005-2006,True,0.142
Ümit Davala,TUR,"DF,MF",Werder Bremen,Bundesliga,32,1,83,0,0,2005-2006,False,0.0
Calum Davenport,ENG,DF,Tottenham Hotspur,Premier League,22,4,105,0,0,2005-2006,False,0.0
Edgar Davids,NED,MF,Tottenham Hotspur,Premier League,32,31,2427,1,1,2005-2006,True,0.0742
Andrew Davies,ENG,DF,Middlesbrough,Premier League,20,12,570,0,0,2005-2006,False,0.0
Curtis Davies,SLE,DF,West Brom,Premier League,20,33,2970,2,0,2005-2006,False,0.0606
Kevin Davies,ENG,FW,Bolton Wanderers,Premier League,28,37,3141,7,7,2005-2006,True,0.4011
Simon Davies,WAL,MF,Everton,Premier League,25,30,1836,1,1,2005-2006,True,0.098
Kelvin Davis,ENG,GK,Sunderland,Premier League,28,33,2970,0,0,2005-2006,False,0.0
Sean Davis,ENG,MF,Portsmouth,Premier League,25,17,1233,1,0,2005-2006,False,0.073
Steven Davis,NIR,MF,Aston Villa,Premier League,20,35,2960,4,2,2005-2006,True,0.1824
Michael Dawson,ENG,DF,Tottenham Hotspur,Premier League,21,32,2750,0,2,2005-2006,True,0.0655
Diego De Ascentis,ITA,MF,Livorno,Serie A,29,29,2198,1,1,2005-2006,True,0.0819
Alfonso De Lucia,ITA,GK,Parma,Serie A,21,4,326,0,0,2005-2006,False,0.0
Raffaele De Martino,ITA,MF,Treviso,Serie A,19,14,608,0,0,2005-2006,False,0.0
Gaetano De Rosa,ITA,DF,Reggina,Serie A,32,35,2983,3,0,2005-2006,False,0.0905
Daniele De Rossi,ITA,"DF,MF",Roma,Serie A,22,34,2957,6,1,2005-2006,True,0.2131
Morgan De Sanctis,ITA,GK,Udinese,Serie A,28,34,3060,0,0,2005-2006,False,0.0
Mathieu Debuchy,FRA,DF,Lille,Ligue 1,20,27,1891,4,3,2005-2006,True,0.3332
Deco,POR,MF,Barcelona,La Liga,27,29,2373,3,7,2005-2006,True,0.3793
Dedê,BRA,DF,Dortmund,Bundesliga,27,31,2733,1,4,2005-2006,True,0.1647
Zlatko Dedić,SVN,FW,Parma,Serie A,20,10,279,0,0,2005-2006,False,0.0
Rodrigo Defendi,BRA,DF,Udinese,Serie A,19,2,143,0,0,2005-2006,False,0.0
Jermain Defoe,ENG,FW,Tottenham Hotspur,Premier League,22,36,2208,9,5,2005-2006,True,0.5707
Philipp Degen,SUI,"DF,FW",Dortmund,Bundesliga,22,31,2389,1,2,2005-2006,True,0.113
Frédéric Déhu,FRA,"DF,MF",Marseille,Ligue 1,32,30,2604,1,1,2005-2006,True,0.0691
Sebastian Deisler,GER,MF,Bayern Munich,Bundesliga,25,16,977,0,3,2005-2006,True,0.2764
Ashkan Dejagah,IRN,"FW,MF",Hertha BSC,Bundesliga,19,3,50,0,0,2005-2006,False,0.0
Raúl del Campo,ESP,FW,Racing Sant,La Liga,23,13,532,0,0,2005-2006,False,0.0
Cristiano Del Grosso,ITA,DF,Ascoli,Serie A,22,30,2421,0,2,2005-2006,True,0.0743
Asier del Horno,ESP,DF,Chelsea,Premier League,24,25,2046,1,5,2005-2006,True,0.2639
Manu del Moral,ESP,FW,Atlético Madrid,La Liga,21,5,188,0,0,2005-2006,False,0.0
Alessandro Del Piero,ITA,"FW,MF",Juventus,Serie A,30,33,1723,11,3,2005-2006,True,0.7313
Mark Delaney,WAL,DF,Aston Villa,Premier League,29,12,1080,1,1,2005-2006,True,0.1667
Rory Delap,IRL,MF,Sunderland,Premier League,29,6,422,1,0,2005-2006,False,0.2133
Delfim,POR,MF,Marseille,Ligue 1,28,13,844,0,1,2005-2006,True,0.1066
Pascal Delhommeau,FRA,DF,Nantes,Ligue 1,26,21,1604,1,0,2005-2006,False,0.0561
Ivano Della Morte,ITA,MF,Ascoli,Serie A,30,3,75,0,0,2005-2006,False,0.0
Paolo Dellafiore,ITA,DF,Treviso,Serie A,20,22,1890,1,0,2005-2006,False,0.0476
Matthieu Delpierre,FRA,DF,Stuttgart,Bundesliga,24,29,2565,0,2,2005-2006,True,0.0702
Ludovic Delporte,FRA,MF,Osasuna,La Liga,25,27,1795,3,8,2005-2006,True,0.5515
Michael Delura,GER,"FW,MF",Hannover 96,Bundesliga,20,25,863,1,2,2005-2006,True,0.3129
Gennaro Delvecchio,ITA,MF,Lecce,Serie A,27,29,2528,4,2,2005-2006,True,0.2136
Marco Delvecchio,ITA,FW,Parma,Serie A,32,8,402,1,0,2005-2006,False,0.2239
Guy Demel,CIV,"DF,MF",Hamburger SV,Bundesliga,24,22,1752,1,2,2005-2006,True,0.1541
Martín Demichelis,ARG,"DF,MF",Bayern Munich,Bundesliga,24,27,2293,1,2,2005-2006,True,0.1177
Christian Demirtaş,GER,DF,Mainz 05,Bundesliga,21,28,2149,0,0,2005-2006,False,0.0
Yohan Demont,FRA,"DF,MF",Lens,Ligue 1,27,34,3047,1,3,2005-2006,True,0.1181
Denílson,BRA,MF,Bordeaux,Ligue 1,27,31,1798,3,3,2005-2006,True,0.3003
Mohamed Dennoun,ALG,MF,Marseille,Ligue 1,19,1,52,0,0,2005-2006,False,0.0
Cedric van der Gun,NED,"FW,MF",Dortmund,Bundesliga,26,3,70,0,1,2005-2006,True,1.2857
Tommie van der Leegte,NED,MF,Wolfsburg,Bundesliga,28,13,1013,0,0,2005-2006,False,0.0
Andy van der Meyde,NED,"FW,MF",Everton,Premier League,25,10,495,0,3,2005-2006,True,0.5455
Edwin van der Sar,NED,GK,Manchester Utd,Premier League,34,38,3375,0,0,2005-2006,False,0.0
Rafael van der Vaart,NED,MF,Hamburger SV,Bundesliga,22,19,1446,8,2,2005-2006,True,0.6224
Geoffrey Dernis,FRA,"FW,MF",Lille,Ligue 1,24,21,1444,1,6,2005-2006,True,0.4363
Yves Deroff,FRA,DF,Strasbourg,Ligue 1,26,29,2256,0,0,2005-2006,False,0.0
Thomas Deruda,FRA,MF,Marseille,Ligue 1,19,2,20,0,0,2005-2006,False,0.0
Daniele Dessena,ITA,MF,Parma,Serie A,18,17,852,3,1,2005-2006,True,0.4225
Jean-Christophe Devaux,FRA,DF,Strasbourg,Ligue 1,30,20,1381,0,0,2005-2006,False,0.0
Vikash Dhorasoo,FRA,MF,Paris Saint-Germain,Ligue 1,31,34,2598,0,5,2005-2006,True,0.1732
Paolo Di Canio,ITA,FW,Lazio,Serie A,37,27,1428,5,3,2005-2006,True,0.5042
Marco Di Loreto,ITA,DF,Fiorentina,Serie A,30,20,1739,0,1,2005-2006,True,0.0518
David Di Michele,ITA,FW,Udinese,Serie A,29,16,996,3,0,2005-2006,False,0.2711
David Di Michele,ITA,FW,Palermo,Serie A,29,19,1514,7,0,2005-2006,False,0.4161
Arturo Di Napoli,ITA,FW,Messina,Serie A,31,36,2570,13,0,2005-2006,False,0.4553
Antonio Di Natale,ITA,FW,Udinese,Serie A,27,35,2481,8,2,2005-2006,True,0.3628
Marco Di Vaio,ITA,FW,Valencia,La Liga,29,5,159,0,1,2005-2006,True,0.566
Marco Di Vaio,ITA,FW,Monaco,Ligue 1,29,15,1331,5,2,2005-2006,True,0.4733
Abou Diaby,FRA,MF,Arsenal,Premier League,19,12,796,1,1,2005-2006,True,0.2261
Abou Diaby,FRA,MF,Auxerre,Ligue 1,19,5,308,1,0,2005-2006,False,0.2922
Pape Diakhaté,SEN,DF,Nancy,Ligue 1,21,33,2970,2,2,2005-2006,True,0.1212
Drissa Diakité,MLI,"DF,MF",Nice,Ligue 1,20,5,305,0,0,2005-2006,False,0.0
Mamadou Diakité,MLI,MF,Metz,Ligue 1,20,1,71,0,0,2005-2006,False,0.0
Mamadou Diallo,MLI,FW,Nantes,Ligue 1,23,35,2382,10,2,2005-2006,True,0.4534
Souleymane Diamoutene,MLI,DF,Lecce,Serie A,22,33,2969,0,1,2005-2006,True,0.0303
Aimo Diana,ITA,"DF,MF",Sampdoria,Serie A,27,29,2264,6,5,2005-2006,True,0.4373
Amara Diané,CIV,FW,Strasbourg,Ligue 1,22,34,2399,9,1,2005-2006,True,0.3752
Salif Diao,SEN,MF,Portsmouth,Premier League,28,11,656,0,0,2005-2006,False,0.0
Alou Diarra,FRA,MF,Lens,Ligue 1,24,32,2689,2,0,2005-2006,False,0.0669
Lassana Diarra,FRA,MF,Chelsea,Premier League,20,3,186,0,0,2005-2006,False,0.0
Mahamadou Diarra,MLI,MF,Lyon,Ligue 1,24,31,2638,3,4,2005-2006,True,0.2388
Lamine Diatta,SEN,DF,Lyon,Ligue 1,30,13,689,0,0,2005-2006,False,0.0
Fousseni Diawara,MLI,DF,Saint-Étienne,Ligue 1,24,35,2845,1,0,2005-2006,False,0.0316
Kaba Diawara,GUI,FW,Ajaccio,Ligue 1,29,20,1276,2,0,2005-2006,False,0.1411
Souleymane Diawara,SEN,DF,Sochaux,Ligue 1,26,23,1962,1,0,2005-2006,False,0.0459
Ayoze Díaz Díaz,ESP,"DF,MF",Racing Sant,La Liga,23,28,2384,2,2,2005-2006,True,0.151
Paul Dickov,SCO,FW,Blackburn Rovers,Premier League,32,21,1249,5,0,2005-2006,False,0.3603
Dida,BRA,GK,Milan,Serie A,31,36,3240,0,0,2005-2006,False,0.0
Étienne Didot,FRA,MF,Rennes,Ligue 1,22,19,1362,1,3,2005-2006,True,0.2643
Luis Diego López,URU,DF,Cagliari,Serie A,30,22,1775,0,0,2005-2006,False,0.0
Johannes Dietwald,GER,MF,Hannover 96,Bundesliga,20,1,4,0,0,2005-2006,False,0.0
Nicolas Dieuze,FRA,MF,Toulouse,Ligue 1,26,35,2700,2,0,2005-2006,False,0.0667
Miloš Dimitrijević,SRB,MF,Nantes,Ligue 1,21,24,1650,1,5,2005-2006,True,0.3273
Aruna Dindane,CIV,FW,Lens,Ligue 1,24,28,1892,6,1,2005-2006,True,0.333
Carlos Diogo,URU,"DF,MF",Real Madrid,La Liga,22,13,673,0,0,2005-2006,False,0.0
Sylvain Distin,FRA,DF,Manchester City,Premier League,27,31,2736,0,1,2005-2006,True,0.0329
Franck Dja Djédjé,CIV,"FW,MF",Paris Saint-Germain,Ligue 1,19,2,42,0,0,2005-2006,False,0.0
Eric Djemba-Djemba,CMR,MF,Aston Villa,Premier League,24,3,93,0,0,2005-2006,False,0.0
Martin Djetou,FRA,"DF,MF",Bolton Wanderers,Premier League,30,3,94,0,0,2005-2006,False,0.0
Dino Djiba,SEN,MF,Metz,Ligue 1,19,15,1090,1,0,2005-2006,False,0.0826
Johan Djourou,SUI,DF,Arsenal,Premier League,18,7,563,0,0,2005-2006,False,0.0
Toni Doblas,ESP,GK,Real Betis,La Liga,24,24,2009,0,0,2005-2006,False,0.0
Franco Dolci,ARG,MF,Nice,Ligue 1,21,2,70,0,0,2005-2006,False,0.0
Didier Domi,FRA,DF,Espanyol,La Liga,27,17,1301,0,1,2005-2006,True,0.0692
Maurizio Domizzi,ITA,DF,Ascoli,Serie A,25,34,3058,5,0,2005-2006,False,0.1472
Marco Donadel,ITA,MF,Fiorentina,Serie A,22,34,2859,1,0,2005-2006,False,0.0315
Massimo Donati,ITA,MF,Messina,Serie A,24,33,2764,1,3,2005-2006,True,0.1302
Doni,BRA,GK,Roma,Serie A,25,28,2520,0,0,2005-2006,False,0.0
Cristiano Doni,ITA,MF,Mallorca,La Liga,32,25,1607,2,3,2005-2006,True,0.28
Doriva,BRA,MF,Middlesbrough,Premier League,33,27,1766,0,0,2005-2006,False,0.0
Julio dos Santos,PAR,MF,Bayern Munich,Bundesliga,22,1,90,0,1,2005-2006,True,1.0
Manuel dos Santos,FRA,DF,Monaco,Ligue 1,31,15,1284,1,1,2005-2006,True,0.1402
Andrea Dossena,ITA,"DF,MF",Treviso,Serie A,23,21,1635,0,1,2005-2006,True,0.055
Nicolas Douchez,FRA,GK,Toulouse,Ligue 1,25,14,1219,0,0,2005-2006,False,0.0
Martin Douillard,FRA,MF,Le Mans,Ligue 1,20,12,354,0,0,2005-2006,False,0.0
Stewart Downing,ENG,"FW,MF",Middlesbrough,Premier League,21,12,984,1,4,2005-2006,True,0.4573
Ivica Dragutinović,SRB,DF,Sevilla,La Liga,29,21,1697,1,0,2005-2006,False,0.053
Boukary Dramé,SEN,"DF,MF",Paris Saint-Germain,Ligue 1,20,4,126,0,0,2005-2006,False,0.0
Bernd Dreher,GER,GK,Bayern Munich,Bundesliga,38,1,90,0,0,2005-2006,False,0.0
Didier Drogba,CIV,FW,Chelsea,Premier League,27,29,1988,12,11,2005-2006,True,1.0412
Stéphen Drouin,FRA,DF,Troyes,Ligue 1,21,6,468,0,1,2005-2006,True,0.1923
Cha Du-ri,KOR,"DF,MF",Eintracht Frankfurt,Bundesliga,25,27,1177,3,2,2005-2006,True,0.3823
Pierre Ducasse,FRA,MF,Bordeaux,Ligue 1,18,6,167,1,0,2005-2006,False,0.5389
Emmanuel Duchemin,FRA,MF,Nancy,Ligue 1,26,26,2223,1,2,2005-2006,True,0.1215
Duda,POR,"DF,FW",Málaga,La Liga,25,14,1105,4,2,2005-2006,True,0.4887
Jerzy Dudek,POL,GK,Liverpool,Premier League,32,6,458,0,0,2005-2006,False,0.0
Damien Duff,IRL,"FW,MF",Chelsea,Premier League,26,28,1586,3,4,2005-2006,True,0.3972
Alexandre Dujeux,FRA,DF,Troyes,Ligue 1,29,20,1431,0,2,2005-2006,True,0.1258
Sascha Dum,GER,"DF,MF",Leverkusen,Bundesliga,19,1,1,0,0,2005-2006,False,0.0
Stéphane Dumont,FRA,MF,Lille,Ligue 1,22,9,762,1,0,2005-2006,False,0.1181
David Dunn,ENG,MF,Birmingham City,Premier League,25,15,565,2,1,2005-2006,True,0.4779
Richard Dunne,IRL,DF,Manchester City,Premier League,25,32,2793,3,0,2005-2006,False,0.0967
Aldo Duscher,ARG,MF,Dep La Coruña,La Liga,26,31,2664,0,2,2005-2006,True,0.0676
Kieron Dyer,ENG,MF,Newcastle United,Premier League,26,11,450,0,2,2005-2006,True,0.4
Nenad Džodić,SRB,"DF,MF",Ajaccio,Ligue 1,28,13,1050,0,0,2005-2006,False,0.0
Robert Earnshaw,WAL,FW,West Brom,Premier League,24,12,410,1,0,2005-2006,False,0.2195
Albin Ebondo,FRA,DF,Toulouse,Ligue 1,21,29,2360,0,4,2005-2006,True,0.1525
Emmanuel Eboué,CIV,"DF,MF",Arsenal,Premier League,22,18,1124,0,2,2005-2006,True,0.1601
Olivier Echouafni,FRA,MF,Nice,Ligue 1,32,32,2439,0,2,2005-2006,True,0.0738
Ederson,BRA,MF,Nice,Ligue 1,19,20,793,2,1,2005-2006,True,0.3405
Erik Edman,SWE,DF,Tottenham Hotspur,Premier League,26,3,270,0,0,2005-2006,False,0.0
Erik Edman,SWE,DF,Rennes,Ligue 1,26,26,2335,0,3,2005-2006,True,0.1156
Edmílson,BRA,"DF,MF",Barcelona,La Liga,29,28,2192,0,2,2005-2006,True,0.0821
Edu,BRA,"FW,MF",Real Betis,La Liga,26,34,2971,3,6,2005-2006,True,0.2726
Mark Edusei,GHA,MF,Sampdoria,Serie A,28,1,68,0,0,2005-2006,False,0.0
Ugo Ehiogu,ENG,DF,Middlesbrough,Premier League,32,18,1429,0,0,2005-2006,False,0.0
Dennis Eilhoff,GER,GK,Arminia,Bundesliga,23,2,120,0,0,2005-2006,False,0.0
Edorisi Ekhosuehi,NGA,FW,Le Mans,Ligue 1,21,10,251,0,0,2005-2006,False,0.0
Giovane Élber,BRA,FW,Gladbach,Bundesliga,33,4,54,0,0,2005-2006,False,0.0
Juan Elía,ESP,GK,Osasuna,La Liga,26,8,720,0,0,2005-2006,False,0.0
Nathan Ellington,ENG,FW,West Brom,Premier League,24,31,1535,5,0,2005-2006,False,0.2932
Robbie Elliott,ENG,DF,Newcastle United,Premier League,31,17,1327,0,0,2005-2006,False,0.0
Simon Elliott,NZL,MF,Fulham,Premier League,31,12,1001,0,3,2005-2006,True,0.2697
Stephen Elliott,IRL,FW,Sunderland,Premier League,21,15,1063,2,0,2005-2006,False,0.1693
Ahmad Elrich,AUS,"FW,MF",Fulham,Premier League,24,6,157,0,0,2005-2006,False,0.0
Achille Emaná,CMR,MF,Toulouse,Ligue 1,23,26,2181,2,0,2005-2006,False,0.0825
Emerson,BRA,MF,Juventus,Serie A,29,34,2984,2,2,2005-2006,True,0.1206
Brett Emerton,AUS,"DF,MF",Blackburn Rovers,Premier League,26,30,1610,1,3,2005-2006,True,0.2236
Marco Engelhardt,GER,"DF,MF",Kaiserslautern,Bundesliga,24,32,2698,1,2,2005-2006,True,0.1001
Robert Enke,GER,GK,Hannover 96,Bundesliga,27,32,2880,0,0,2005-2006,False,0.0
Enrique,ESP,"FW,MF",Cádiz,La Liga,28,36,2248,4,3,2005-2006,True,0.2802
José Enrique,ESP,DF,Celta Vigo,La Liga,19,14,1127,0,0,2005-2006,False,0.0
Eloge Enza Yamissi,CTA,"DF,MF",Troyes,Ligue 1,22,17,637,1,0,2005-2006,False,0.1413
Denis Epstein,GER,"FW,MF",Köln,Bundesliga,19,11,431,2,0,2005-2006,False,0.4176
Mevlüt Erdinç,TUR,FW,Sochaux,Ligue 1,18,10,296,2,0,2005-2006,False,0.6081
Alexei Eremenko,FIN,"FW,MF",Lecce,Serie A,22,8,323,0,0,2005-2006,False,0.0
Fabian Ernst,GER,MF,Schalke 04,Bundesliga,26,32,2629,0,0,2005-2006,False,0.0
Thomas Ernst,GER,GK,Kaiserslautern,Bundesliga,37,3,270,0,0,2005-2006,False,0.0
Julien Escudé,FRA,DF,Sevilla,La Liga,25,16,1237,0,1,2005-2006,True,0.0728
Andrea Esposito,ITA,DF,Lecce,Serie A,19,3,137,0,0,2005-2006,False,0.0
Gennaro Esposito,ITA,MF,Siena,Serie A,20,1,2,0,0,2005-2006,False,0.0
Mauro Esposito,ITA,"FW,MF",Cagliari,Serie A,26,38,3268,6,4,2005-2006,True,0.2754
Michael Essien,GHA,"DF,MF",Chelsea,Premier League,22,31,2459,2,1,2005-2006,True,0.1098
Esteban,ESP,GK,Celta Vigo,La Liga,30,2,159,0,0,2005-2006,False,0.0
Paco Esteban,ESP,FW,Málaga,La Liga,23,11,299,0,1,2005-2006,True,0.301
Fabián Estoyanoff,URU,"FW,MF",Cádiz,La Liga,22,29,1276,2,2,2005-2006,True,0.2821
Matthew Etherington,ENG,MF,West Ham United,Premier League,23,33,2755,2,5,2005-2006,True,0.2287
Samuel Eto'o,CMR,FW,Barcelona,La Liga,24,34,3015,26,5,2005-2006,True,0.9254
Joseba Etxeberria,ESP,"FW,MF",Athletic Club,La Liga,27,29,1973,3,2,2005-2006,True,0.2281
Jason Euell,JAM,"FW,MF",Charlton Athletic,Premier League,28,10,543,1,0,2005-2006,False,0.1657
Evanílson,BRA,"DF,FW",Köln,Bundesliga,29,3,167,0,0,2005-2006,False,0.0
Patrice Evra,FRA,DF,Manchester Utd,Premier League,24,11,571,0,0,2005-2006,False,0.0
Patrice Evra,FRA,DF,Monaco,Ligue 1,24,15,1303,0,1,2005-2006,True,0.0691
Ewerthon,BRA,FW,Zaragoza,La Liga,24,37,2696,12,5,2005-2006,True,0.5675
Juanjo Expósito,ESP,FW,Racing Sant,La Liga,19,22,1086,3,1,2005-2006,True,0.3315
Unai Expósito,ESP,DF,Athletic Club,La Liga,25,24,1747,0,0,2005-2006,False,0.0
Santiago Ezquerro,ESP,FW,Barcelona,La Liga,28,12,475,2,0,2005-2006,False,0.3789
Luís Fabiano,BRA,FW,Sevilla,La Liga,24,23,1192,5,1,2005-2006,True,0.453
Cesc Fàbregas,ESP,"FW,MF",Arsenal,Premier League,18,35,2648,3,5,2005-2006,True,0.2719
Khalilou Fadiga,SEN,MF,Bolton Wanderers,Premier League,30,8,311,1,0,2005-2006,False,0.2894
Emerse Faé,CIV,MF,Nantes,Ligue 1,21,29,2307,4,0,2005-2006,False,0.156
Frank Fahrenhorst,GER,DF,Werder Bremen,Bundesliga,27,23,1990,1,0,2005-2006,False,0.0452
Cédric Faivre,FRA,MF,Troyes,Ligue 1,24,4,108,0,0,2005-2006,False,0.0
Hassan El Fakiri,NOR,"DF,MF",Gladbach,Bundesliga,28,31,2312,1,3,2005-2006,True,0.1557
Ismael Falcón,ESP,GK,Atlético Madrid,La Liga,20,5,413,0,0,2005-2006,False,0.0
Giulio Falcone,ITA,DF,Sampdoria,Serie A,31,14,1163,0,0,2005-2006,False,0.0
Gianluca Falsini,ITA,DF,Siena,Serie A,29,24,1509,0,1,2005-2006,True,0.0596
James Fanchone,FRA,"FW,MF",Le Mans,Ligue 1,25,37,2558,3,3,2005-2006,True,0.2111
Rod Fanni,FRA,DF,Nice,Ligue 1,23,21,1831,0,0,2005-2006,False,0.0
Stefano Fanucci,ITA,DF,Livorno,Serie A,26,5,350,0,0,2005-2006,False,0.0
Marcelo de Faria,BRA,"FW,MF",Ajaccio,Ligue 1,26,25,1435,1,0,2005-2006,False,0.0627
Nicolas Farina,FRA,MF,Metz,Ligue 1,18,1,11,0,0,2005-2006,False,0.0
Javier Farinós,ESP,MF,Mallorca,La Liga,27,17,967,1,1,2005-2006,True,0.1861
Alexander Farnerud,SWE,MF,Strasbourg,Ligue 1,21,31,2070,3,4,2005-2006,True,0.3043
Pontus Farnerud,SWE,MF,Strasbourg,Ligue 1,25,32,2198,3,0,2005-2006,False,0.1228
Malik Fathi,GER,DF,Hertha BSC,Bundesliga,21,26,2204,0,3,2005-2006,True,0.1225
Jacques Faty,SEN,DF,Rennes,Ligue 1,21,23,1490,0,0,2005-2006,False,0.0
Ricardo Faty,SEN,MF,Strasbourg,Ligue 1,18,7,331,0,0,2005-2006,False,0.0
Julien Faubert,FRA,"DF,FW",Bordeaux,Ligue 1,21,34,2575,5,3,2005-2006,True,0.2796
Cédric Fauré,FRA,FW,Le Mans,Ligue 1,26,14,880,2,1,2005-2006,True,0.3068
Nicolas Fauvergue,FRA,FW,Lille,Ligue 1,20,18,880,2,3,2005-2006,True,0.5114
Dino Fava,ITA,FW,Treviso,Serie A,28,22,1371,3,0,2005-2006,False,0.1969
Giuseppe Favalli,ITA,DF,Inter,Serie A,33,23,1888,0,1,2005-2006,True,0.0477
Abdoulaye Faye,SEN,"DF,MF",Bolton Wanderers,Premier League,27,27,2003,1,1,2005-2006,True,0.0899
Amdy Faye,SEN,"DF,MF",Newcastle United,Premier League,28,22,1343,0,2,2005-2006,True,0.134
Ibrahima Faye,SEN,DF,Troyes,Ligue 1,25,32,2864,1,0,2005-2006,False,0.0314
Pascal Feindouno,GUI,"FW,MF",Saint-Étienne,Ligue 1,24,28,2378,3,2,2005-2006,True,0.1892
Anton Ferdinand,ENG,DF,West Ham United,Premier League,20,33,2884,2,2,2005-2006,True,0.1248
Rio Ferdinand,ENG,DF,Manchester Utd,Premier League,26,37,3297,3,0,2005-2006,False,0.0819
Duncan Ferguson,SCO,FW,Everton,Premier League,33,27,977,1,0,2005-2006,False,0.0921
Fabrice Fernandes,FRA,MF,Bolton Wanderers,Premier League,25,1,15,0,0,2005-2006,False,0.0
Borja Fernández,ESP,MF,Mallorca,La Liga,24,15,759,0,0,2005-2006,False,0.0
Luis Fernández,ESP,DF,Real Betis,La Liga,32,19,1524,1,0,2005-2006,False,0.0591
Fernando,ESP,"FW,MF",Real Betis,La Liga,26,13,468,1,1,2005-2006,True,0.3846
Luis Fernando Centi,ITA,"FW,MF",Livorno,Serie A,28,8,367,0,0,2005-2006,False,0.0
Fernando Menegazzo,BRA,MF,Bordeaux,Ligue 1,24,31,2442,5,0,2005-2006,False,0.1843
Marco Ferrante,ITA,FW,Ascoli,Serie A,34,26,1431,8,0,2005-2006,False,0.5031
Claudio Ferrarese,ITA,MF,Cagliari,Serie A,26,3,62,0,0,2005-2006,False,0.0
Matteo Ferrari,ITA,DF,Everton,Premier League,25,8,533,0,0,2005-2006,False,0.0
Demetrius Ferreira,BRA,DF,Marseille,Ligue 1,31,23,1392,0,0,2005-2006,False,0.0
Paulo Ferreira,POR,DF,Chelsea,Premier League,26,21,1666,0,1,2005-2006,True,0.054
Michele Ferri,ITA,DF,Cagliari,Serie A,24,16,1279,0,0,2005-2006,False,0.0
Michele Ferri,ITA,DF,Palermo,Serie A,24,8,260,2,0,2005-2006,False,0.6923
Damiano Ferronetti,ITA,"DF,MF",Parma,Serie A,20,12,913,0,0,2005-2006,False,0.0
Markus Feulner,GER,MF,Köln,Bundesliga,23,13,972,3,1,2005-2006,True,0.3704
Fabrizio Ficini,ITA,MF,Empoli,Serie A,31,33,2390,0,0,2005-2006,False,0.0
Christian Fiedler,GER,GK,Hertha BSC,Bundesliga,30,29,2610,0,0,2005-2006,False,0.0
Luís Figo,POR,"FW,MF",Inter,Serie A,32,34,2458,5,10,2005-2006,True,0.5492
Luciano Figueroa,ARG,FW,Villarreal,La Liga,24,12,633,2,0,2005-2006,False,0.2844
John Filan,AUS,GK,Wigan Athletic,Premier League,35,15,1305,0,0,2005-2006,False,0.0
Antonio Filippini,ITA,"DF,MF",Treviso,Serie A,32,31,2231,0,2,2005-2006,True,0.0807
Emanuele Filippini,ITA,MF,Treviso,Serie A,32,30,2471,2,1,2005-2006,True,0.1093
Mario Fillinger,GER,"DF,MF",Hamburger SV,Bundesliga,20,2,22,0,0,2005-2006,False,0.0
Michele Fini,ITA,MF,Ascoli,Serie A,31,36,3017,2,6,2005-2006,True,0.2386
Michael Fink,GER,MF,Arminia,Bundesliga,23,33,2838,4,1,2005-2006,True,0.1586
Steve Finnan,IRL,DF,Liverpool,Premier League,29,33,2931,0,3,2005-2006,True,0.0921
Stefano Fiore,ITA,MF,Fiorentina,Serie A,30,38,2936,6,6,2005-2006,True,0.3678
Fabio Firmani,ITA,MF,Lazio,Serie A,27,7,472,0,0,2005-2006,False,0.0
Karsten Fischer,GER,"DF,MF",Wolfsburg,Bundesliga,21,5,249,0,0,2005-2006,False,0.0
Yannick Fischer,FRA,DF,Le Mans,Ligue 1,30,12,777,0,0,2005-2006,False,0.0
Anthony Flachi,NAN,,Marseille,Ligue 1,19,1,26,0,0,2005-2006,False,0.0
Francesco Flachi,ITA,FW,Sampdoria,Serie A,30,31,2476,11,1,2005-2006,True,0.4362
Mathieu Flamini,FRA,MF,Arsenal,Premier League,21,31,1828,0,3,2005-2006,True,0.1477
Javier Flaño,ESP,DF,Osasuna,La Liga,20,30,2633,0,1,2005-2006,True,0.0342
Miguel Flaño,ESP,DF,Osasuna,La Liga,20,13,962,0,0,2005-2006,False,0.0
Robert Fleßers,GER,"DF,MF",Gladbach,Bundesliga,18,3,151,0,0,2005-2006,False,0.0
Carl Fletcher,WAL,MF,West Ham United,Premier League,25,12,672,1,0,2005-2006,False,0.1339
