player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Alexis,ESP,DF,Málaga,La Liga,19,34,2916,3,0,2005-2006,False,0.0926
Alejandro Alfaro,ESP,"FW,MF",Sevilla,La Liga,18,2,43,0,0,2005-2006,False,0.0
Pablo Alfaro,ESP,DF,Racing Sant,La Liga,36,17,1378,1,0,2005-2006,False,0.0653
Jérémie Aliadière,FRA,"FW,MF",West Ham United,Premier League,22,7,177,0,0,2005-2006,False,0.0
Jamal Alioui,MAR,DF,Metz,Ligue 1,23,12,884,0,0,2005-2006,False,0.0
Samuel Allegro,FRA,DF,Metz,Ligue 1,27,3,226,0,0,2005-2006,False,0.0
Sergio Almirón,ARG,MF,Empoli,Serie A,24,37,2968,6,2,2005-2006,True,0.2426
Ben Alnwick,ENG,GK,Sunderland,Premier League,18,5,450,0,0,2005-2006,False,0.0
Ilario Aloe,ITA,MF,Inter,Serie A,19,1,4,0,0,2005-2006,False,0.0
John Aloisi,AUS,FW,Alavés,La Liga,29,33,2282,10,1,2005-2006,True,0.4338
Alejandro Alonso,ARG,MF,Bordeaux,Ligue 1,23,21,879,3,0,2005-2006,False,0.3072
Edu Alonso,ESP,MF,Alavés,La Liga,31,35,3121,0,1,2005-2006,True,0.0288
Mikel Alonso,ESP,MF,Real Sociedad,La Liga,25,37,2953,1,2,2005-2006,True,0.0914
Xabi Alonso,ESP,MF,Liverpool,Premier League,23,35,2572,3,7,2005-2006,True,0.3499
Jérôme Alonzo,FRA,GK,Paris Saint-Germain,Ligue 1,32,13,1080,0,0,2005-2006,False,0.0
Halil Altıntop,TUR,"FW,MF",Kaiserslautern,Bundesliga,22,34,2883,20,3,2005-2006,True,0.718
Hamit Altıntop,TUR,"DF,MF",Schalke 04,Bundesliga,22,22,1351,1,1,2005-2006,True,0.1332
Édgar Álvarez,HON,"DF,MF",Roma,Serie A,25,20,414,0,2,2005-2006,True,0.4348
Quique Álvarez,ESP,DF,Villarreal,La Liga,30,21,1873,0,1,2005-2006,True,0.0481
Álvaro,BRA,DF,Zaragoza,La Liga,27,31,2697,0,1,2005-2006,True,0.0334
Dani Alves,BRA,"DF,MF",Sevilla,La Liga,22,35,3071,3,8,2005-2006,True,0.3224
Ioannis Amanatidis,GRE,"FW,MF",Eintracht Frankfurt,Bundesliga,23,32,2606,12,2,2005-2006,True,0.4835
Luis Amaranto Perea,COL,DF,Atlético Madrid,La Liga,26,34,3044,0,0,2005-2006,False,0.0
Amauri,ITA,FW,Chievo,Serie A,25,37,2860,11,4,2005-2006,True,0.472
Darren Ambrose,ENG,"FW,MF",Charlton Athletic,Premier League,21,28,1685,3,2,2005-2006,True,0.2671
Massimo Ambrosini,ITA,MF,Milan,Serie A,28,13,530,1,0,2005-2006,False,0.1698
Marco Amelia,ITA,GK,Livorno,Serie A,23,36,3240,0,0,2005-2006,False,0.0
Shola Ameobi,NGA,FW,Newcastle United,Premier League,23,30,2134,9,2,2005-2006,True,0.4639
Matthew Amoah,GHA,FW,Dortmund,Bundesliga,24,8,400,0,0,2005-2006,False,0.0
Fernando Amorebieta,VEN,DF,Athletic Club,La Liga,20,15,1111,0,0,2005-2006,False,0.0
Márcio Amoroso,BRA,FW,Milan,Serie A,31,4,91,1,0,2005-2006,False,0.989
Nicola Amoruso,ITA,FW,Reggina,Serie A,30,29,2214,11,3,2005-2006,True,0.5691
Gharib Amzine,MAR,MF,Troyes,Ligue 1,32,33,2564,2,2,2005-2006,True,0.1404
Stephan Andersen,DEN,GK,Charlton Athletic,Premier League,23,15,1350,0,0,2005-2006,False,0.0
Anderson,BRA,MF,Treviso,Serie A,22,1,11,0,0,2005-2006,False,0.0
Jorge Andrade,POR,DF,Dep La Coruña,La Liga,27,18,1533,1,3,2005-2006,True,0.2348
Leon Andreasen,DEN,"DF,MF",Werder Bremen,Bundesliga,22,18,1087,0,0,2005-2006,False,0.0
Marco Andreolli,ITA,DF,Inter,Serie A,19,2,108,0,0,2005-2006,False,0.0
Mariano Andújar,ARG,GK,Palermo,Serie A,22,11,909,0,0,2005-2006,False,0.0
Markus Anfang,GER,MF,MSV Duisburg,Bundesliga,31,12,650,0,0,2005-2006,False,0.0
Miguel Ángel Angulo,ESP,"FW,MF",Valencia,La Liga,28,32,2343,6,7,2005-2006,True,0.4994
José Ángel Crespo,ESP,DF,Sevilla,La Liga,18,3,195,0,0,2005-2006,False,0.0
Miguel Ángel,ESP,MF,Real Betis,La Liga,26,10,526,0,0,2005-2006,False,0.0
Miguel Ángel Moyá,ESP,GK,Mallorca,La Liga,21,9,731,0,0,2005-2006,False,0.0
Ângelo,BRA,"DF,MF",Lecce,Serie A,24,12,669,0,0,2005-2006,False,0.0
Iván Ania,ESP,MF,Cádiz,La Liga,27,9,347,0,0,2005-2006,False,0.0
Victor Anichebe,NGA,FW,Everton,Premier League,17,2,29,1,0,2005-2006,False,3.1034
Ion Ansotegi,ESP,DF,Real Sociedad,La Liga,23,13,1112,1,0,2005-2006,False,0.0809
Henri Antchouet,GAB,FW,Alavés,La Liga,25,3,63,0,0,2005-2006,False,0.0
Filippo Antonelli,ITA,MF,Messina,Serie A,27,11,361,0,0,2005-2006,False,0.0
José Antonio Reyes,ESP,MF,Arsenal,Premier League,21,26,1793,5,10,2005-2006,True,0.7529
Zé António,POR,DF,Gladbach,Bundesliga,28,34,3017,3,0,2005-2006,False,0.0895
Francesco Antonioli,ITA,GK,Sampdoria,Serie A,35,35,3150,0,0,2005-2006,False,0.0
Antoñito,ESP,FW,Racing Sant,La Liga,27,32,2037,9,2,2005-2006,True,0.486
Franklin Anzité,CTA,"DF,MF",Ajaccio,Ligue 1,19,1,5,0,0,2005-2006,False,0.0
Dudu Aouate,ISR,GK,Racing Sant,La Liga,27,37,3330,0,0,2005-2006,False,0.0
Alberto Aquilani,ITA,MF,Roma,Serie A,21,24,1721,3,3,2005-2006,True,0.3138
Mikel Aranburu,ESP,MF,Real Sociedad,La Liga,26,13,1038,1,3,2005-2006,True,0.3468
Juan Arango,VEN,MF,Mallorca,La Liga,25,37,3217,11,5,2005-2006,True,0.4476
Agustín Aranzábal,ESP,DF,Zaragoza,La Liga,32,9,366,0,0,2005-2006,False,0.0
Daniel Aranzubia,ESP,GK,Athletic Club,La Liga,25,18,1620,0,0,2005-2006,False,0.0
Julio Arca,ARG,"DF,MF",Sunderland,Premier League,24,24,1979,1,3,2005-2006,True,0.1819
Stefano Argilli,ITA,MF,Livorno,Serie A,32,9,480,0,0,2005-2006,False,0.0
Javier Arizmendi,ESP,"FW,MF",Dep La Coruña,La Liga,21,17,1072,2,1,2005-2006,True,0.2519
Sylvain Armand,FRA,DF,Paris Saint-Germain,Ligue 1,24,35,3098,0,1,2005-2006,True,0.0291
Armando,ESP,GK,Cádiz,La Liga,34,25,2250,0,0,2005-2006,False,0.0
Francesc Arnau,ESP,GK,Málaga,La Liga,30,36,3190,0,0,2005-2006,False,0.0
John Arne Riise,NOR,"DF,MF",Liverpool,Premier League,24,32,2264,1,1,2005-2006,True,0.0795
Salvatore Aronica,ITA,DF,Messina,Serie A,27,35,2991,0,1,2005-2006,True,0.0301
Salim Arrache,ALG,MF,Strasbourg,Ligue 1,23,14,719,0,0,2005-2006,False,0.0
Dominique Arribagé,FRA,DF,Toulouse,Ligue 1,34,32,2759,2,1,2005-2006,True,0.0979
Urko Arroyo,ESP,FW,Athletic Club,La Liga,18,1,7,0,0,2005-2006,False,0.0
Rodolfo Arruabarrena,ARG,DF,Villarreal,La Liga,30,33,2799,0,0,2005-2006,False,0.0
Mikel Arteta,ESP,MF,Everton,Premier League,23,29,2368,1,7,2005-2006,True,0.3041
Arthuro,BRA,FW,Alavés,La Liga,22,6,106,0,0,2005-2006,False,0.0
César Arzo,ESP,"DF,MF",Villarreal,La Liga,19,12,648,0,1,2005-2006,True,0.1389
Arzu,ESP,"DF,MF",Real Betis,La Liga,24,29,1616,1,0,2005-2006,False,0.0557
Gerald Asamoah,GER,"FW,MF",Schalke 04,Bundesliga,26,24,1374,3,3,2005-2006,True,0.393
Nicola Ascoli,ITA,DF,Empoli,Serie A,25,11,500,0,0,2005-2006,False,0.0
Jamie Ashdown,ENG,GK,Portsmouth,Premier League,24,17,1530,0,0,2005-2006,False,0.0
Dean Ashton,ENG,FW,West Ham United,Premier League,21,11,680,3,0,2005-2006,False,0.3971
Jonathan Aspas,ESP,MF,Celta Vigo,La Liga,23,15,675,1,0,2005-2006,False,0.1333
Benoît Assou-Ekotto,CMR,DF,Lens,Ligue 1,21,34,2967,0,2,2005-2006,True,0.0607
Marcos Assunção,BRA,MF,Real Betis,La Liga,29,25,1830,1,4,2005-2006,True,0.2459
Martín Astudillo,ARG,MF,Alavés,La Liga,27,33,2781,1,2,2005-2006,True,0.0971
Jean-Hugues Ateba,CMR,"DF,MF",Paris Saint-Germain,Ligue 1,24,2,156,0,0,2005-2006,False,0.0
Athirson,BRA,"DF,MF",Leverkusen,Bundesliga,28,18,1246,1,4,2005-2006,True,0.3612
Timothée Atouba,CMR,DF,Hamburger SV,Bundesliga,23,31,2771,1,1,2005-2006,True,0.065
Lucien Aubey,CGO,DF,Toulouse,Ligue 1,21,33,2963,0,0,2005-2006,False,0.0
Benjamin Auer,GER,FW,Mainz 05,Bundesliga,24,29,2217,9,3,2005-2006,True,0.4871
Fábio Aurélio,BRA,"DF,MF",Valencia,La Liga,25,24,1096,2,1,2005-2006,True,0.2464
Roberto Ayala,ARG,DF,Valencia,La Liga,32,23,1987,2,0,2005-2006,False,0.0906
Necat Aygün,GER,DF,MSV Duisburg,Bundesliga,25,8,238,0,0,2005-2006,False,0.0
Mimoun Azaouagh,GER,MF,Schalke 04,Bundesliga,22,4,207,0,0,2005-2006,False,0.0
Georges Ba,CIV,FW,Troyes,Ligue 1,26,19,684,2,1,2005-2006,True,0.3947
Christof Babatz,GER,MF,Mainz 05,Bundesliga,30,17,1186,0,0,2005-2006,False,0.0
Celestine Babayaro,NGA,"DF,MF",Newcastle United,Premier League,26,28,2317,0,1,2005-2006,True,0.0388
Markus Babbel,GER,DF,Stuttgart,Bundesliga,32,12,949,0,0,2005-2006,False,0.0
Marko Babić,CRO,"DF,MF",Leverkusen,Bundesliga,24,27,1150,1,2,2005-2006,True,0.2348
Babù,BRA,"FW,MF",Lecce,Serie A,24,11,705,1,2,2005-2006,True,0.383
Jonathan Bachini,ITA,MF,Siena,Serie A,30,5,136,0,0,2005-2006,False,0.0
Alexander Bade,GER,GK,Köln,Bundesliga,34,13,1125,0,0,2005-2006,False,0.0
Jean-Michel Badiane,FRA,DF,Paris Saint-Germain,Ligue 1,22,3,199,0,0,2005-2006,False,0.0
Mamadou Bagayoko,MLI,FW,Nice,Ligue 1,26,32,2304,5,0,2005-2006,False,0.1953
Fernando Baiano,BRA,FW,Celta Vigo,La Liga,26,33,2630,13,3,2005-2006,True,0.5475
Leighton Baines,ENG,DF,Wigan Athletic,Premier League,20,37,3103,0,0,2005-2006,False,0.0
Zlatan Bajramović,BIH,MF,Schalke 04,Bundesliga,25,25,1294,4,1,2005-2006,True,0.3478
Dagui Bakari,CIV,FW,Nancy,Ligue 1,30,1,90,0,0,2005-2006,False,0.0
Ibrahima Bakayoko,CIV,FW,Livorno,Serie A,28,21,683,1,0,2005-2006,False,0.1318
Eirik Bakke,NOR,MF,Aston Villa,Premier League,27,14,685,0,0,2005-2006,False,0.0
Javier Balboa,EQG,"FW,MF",Real Madrid,La Liga,20,2,84,0,0,2005-2006,False,0.0
Iacopo Balestri,ITA,DF,Reggina,Serie A,30,1,90,0,0,2005-2006,False,0.0
Hanno Balitsch,GER,MF,Hannover 96,Bundesliga,24,31,2718,1,1,2005-2006,True,0.0662
Michael Ballack,GER,MF,Bayern Munich,Bundesliga,28,26,2270,14,4,2005-2006,True,0.7137
David Balleri,ITA,DF,Livorno,Serie A,36,22,1291,0,4,2005-2006,True,0.2789
Salva Ballesta,ESP,FW,Málaga,La Liga,30,36,2618,6,2,2005-2006,True,0.275
Sergio Ballesteros,ESP,DF,Mallorca,La Liga,29,20,1667,0,0,2005-2006,False,0.0
Daniele Balli,ITA,GK,Empoli,Serie A,37,12,1080,0,0,2005-2006,False,0.0
Marco Ballotta,ITA,GK,Lazio,Serie A,41,8,596,0,0,2005-2006,False,0.0
Florent Balmont,FRA,MF,Nice,Ligue 1,25,37,3311,0,4,2005-2006,True,0.1087
Federico Balzaretti,ITA,DF,Juventus,Serie A,23,20,1313,0,0,2005-2006,False,0.0
Habib Bamogo,BFA,FW,Nantes,Ligue 1,23,31,1748,4,2,2005-2006,True,0.3089
Ibrahima Bangoura,GUI,"DF,FW",Troyes,Ligue 1,22,14,724,1,0,2005-2006,False,0.1243
Ismaël Bangoura,GUI,FW,Le Mans,Ligue 1,20,23,1504,6,1,2005-2006,True,0.4189
Ivica Banović,CRO,MF,Nürnberg,Bundesliga,24,23,1299,2,3,2005-2006,True,0.3464
Júlio Baptista,BRA,"FW,MF",Real Madrid,La Liga,23,32,2234,8,2,2005-2006,True,0.4029
Rubén Baraja,ESP,MF,Valencia,La Liga,30,31,2532,4,3,2005-2006,True,0.2488
Sergej Barbarez,BIH,"FW,MF",Hamburger SV,Bundesliga,33,33,2879,9,11,2005-2006,True,0.6252
Cédric Barbosa,FRA,MF,Rennes,Ligue 1,29,13,356,0,0,2005-2006,False,0.0
Mariano Barbosa,ARG,GK,Villarreal,La Liga,21,10,871,0,0,2005-2006,False,0.0
Phil Bardsley,SCO,DF,Manchester Utd,Premier League,20,8,303,0,0,2005-2006,False,0.0
Antonino Barillà,ITA,"DF,MF",Reggina,Serie A,17,1,28,0,0,2005-2006,False,0.0
José Barkero,ESP,MF,Real Sociedad,La Liga,26,17,641,2,0,2005-2006,False,0.2808
Lee Barnard,ENG,FW,Tottenham Hotspur,Premier League,21,3,69,0,0,2005-2006,False,0.0
Tranquillo Barnetta,SUI,MF,Leverkusen,Bundesliga,20,31,2165,6,7,2005-2006,True,0.5404
Anthony Baron,FRA,DF,Ajaccio,Ligue 1,19,2,180,0,0,2005-2006,False,0.0
Simone Barone,ITA,MF,Palermo,Serie A,27,36,3105,3,1,2005-2006,True,0.1159
Roberto Baronio,ITA,MF,Udinese,Serie A,27,17,962,0,1,2005-2006,True,0.0936
Milan Baroš,CZE,FW,Liverpool,Premier League,23,2,40,0,0,2005-2006,False,0.0
Milan Baroš,CZE,FW,Aston Villa,Premier League,23,25,2032,8,3,2005-2006,True,0.4872
Gareth Barry,ENG,MF,Aston Villa,Premier League,24,36,3124,3,2,2005-2006,True,0.144
Rahmane Barry,SEN,"FW,MF",Marseille,Ligue 1,18,1,45,0,0,2005-2006,False,0.0
Fabien Barthez,FRA,GK,Marseille,Ligue 1,34,24,2155,0,0,2005-2006,False,0.0
Shaun Bartlett,RSA,FW,Charlton Athletic,Premier League,32,16,697,1,0,2005-2006,False,0.1291
Joey Barton,ENG,MF,Manchester City,Premier League,22,31,2728,6,4,2005-2006,True,0.3299
Patrick Barul,FRA,DF,Lens,Ligue 1,27,22,864,0,0,2005-2006,False,0.0
Andrea Barzagli,ITA,DF,Palermo,Serie A,24,35,3106,2,0,2005-2006,False,0.058
Marko Baša,MNE,DF,Le Mans,Ligue 1,22,32,2840,0,0,2005-2006,False,0.0
Walter Baseggio,BEL,MF,Treviso,Serie A,26,15,1088,1,0,2005-2006,False,0.0827
Angelos Basinas,GRE,MF,Mallorca,La Liga,29,14,1157,0,0,2005-2006,False,0.0
Christian Bassila,FRA,"DF,MF",Sunderland,Premier League,27,13,982,0,0,2005-2006,False,0.0
Christian Bassila,FRA,"DF,MF",Strasbourg,Ligue 1,27,1,46,0,0,2005-2006,False,0.0
Sébastien Bassong,CMR,DF,Metz,Ligue 1,19,23,1568,0,0,2005-2006,False,0.0
Christophe Bastien,FRA,MF,Ajaccio,Ligue 1,29,10,242,0,0,2005-2006,False,0.0
Bruno Basto,POR,DF,Saint-Étienne,Ligue 1,27,8,577,0,0,2005-2006,False,0.0
Alessandro Bastrini,ITA,DF,Sampdoria,Serie A,18,1,3,0,0,2005-2006,False,0.0
Yıldıray Baştürk,TUR,MF,Hertha BSC,Bundesliga,26,27,2215,6,4,2005-2006,True,0.4063
Matthew Bates,ENG,DF,Middlesbrough,Premier League,18,16,1048,0,1,2005-2006,True,0.0859
Laurent Batlles,FRA,MF,Toulouse,Ligue 1,29,31,2306,3,0,2005-2006,False,0.1171
Laurent Batlles,FRA,MF,Marseille,Ligue 1,29,4,161,0,0,2005-2006,False,0.0
Frank Baumann,GER,"DF,MF",Werder Bremen,Bundesliga,29,19,1550,2,0,2005-2006,False,0.1161
Alexander Baumjohann,GER,MF,Schalke 04,Bundesliga,18,1,4,0,0,2005-2006,False,0.0
Fabio Bazzani,ITA,FW,Sampdoria,Serie A,28,6,371,1,0,2005-2006,False,0.2426
James Beattie,ENG,FW,Everton,Premier League,27,32,2510,10,3,2005-2006,True,0.4661
Xavier Bécas,FRA,MF,Ajaccio,Ligue 1,26,1,1,0,0,2005-2006,False,0.0
Andreas Beck,GER,"DF,MF",Stuttgart,Bundesliga,18,5,419,0,0,2005-2006,False,0.0
David Beckham,ENG,MF,Real Madrid,La Liga,30,31,2520,3,11,2005-2006,True,0.5
Mathieu Béda,FRA,"DF,MF",Kaiserslautern,Bundesliga,24,16,1395,0,0,2005-2006,False,0.0
Henri Bedimo,CMR,DF,Toulouse,Ligue 1,21,8,330,0,0,2005-2006,False,0.0
Francesco Bega,ITA,DF,Cagliari,Serie A,30,29,2375,1,0,2005-2006,False,0.0379
Luigi Beghetto,ITA,FW,Treviso,Serie A,32,16,610,1,0,2005-2006,False,0.1475
Ibon Begoña,ESP,DF,Alavés,La Liga,31,4,279,0,0,2005-2006,False,0.0
Valon Behrami,SUI,"DF,MF",Lazio,Serie A,20,26,2076,2,2,2005-2006,True,0.1734
Stefan Beinlich,GER,MF,Hamburger SV,Bundesliga,33,16,1413,0,1,2005-2006,True,0.0637
David Belenguer,ESP,DF,Getafe,La Liga,32,29,2512,1,1,2005-2006,True,0.0717
Habib Bellaïd,ALG,DF,Strasbourg,Ligue 1,19,15,1087,0,0,2005-2006,False,0.0
Craig Bellamy,WAL,FW,Blackburn Rovers,Premier League,26,27,2015,13,2,2005-2006,True,0.67
Manuel Belleri,ITA,DF,Lazio,Serie A,27,16,965,1,1,2005-2006,True,0.1865
Juliano Belletti,BRA,"DF,MF",Barcelona,La Liga,29,27,1712,0,1,2005-2006,True,0.0526
Axel Bellinghausen,GER,MF,Kaiserslautern,Bundesliga,22,20,1497,0,2,2005-2006,True,0.1202
David Bellion,FRA,FW,Nice,Ligue 1,22,15,1058,5,2,2005-2006,True,0.5955
David Bellion,FRA,FW,West Ham United,Premier League,22,8,215,0,0,2005-2006,False,0.0
Emre Belözoğlu,TUR,MF,Newcastle United,Premier League,24,20,1599,2,2,2005-2006,True,0.2251
Flavien Belson,FRA,MF,Metz,Ligue 1,18,4,120,0,0,2005-2006,False,0.0
Hatem Ben Arfa,FRA,"FW,MF",Lyon,Ligue 1,18,12,455,0,0,2005-2006,False,0.0
Tal Ben Haim,ISR,DF,Bolton Wanderers,Premier League,23,35,2840,0,0,2005-2006,False,0.0
Yossi Benayoun,ISR,MF,West Ham United,Premier League,25,34,2704,5,6,2005-2006,True,0.3661
Benjani,ZIM,FW,Auxerre,Ligue 1,26,11,815,1,2,2005-2006,True,0.3313
Benjani,ZIM,FW,Portsmouth,Premier League,26,16,1281,1,2,2005-2006,True,0.2108
Roland Benschneider,GER,DF,Köln,Bundesliga,24,12,706,1,0,2005-2006,False,0.1275
Darren Bent,ENG,FW,Charlton Athletic,Premier League,21,36,3162,18,4,2005-2006,True,0.6262
Marcus Bent,ENG,FW,Charlton Athletic,Premier League,27,13,976,2,0,2005-2006,False,0.1844
Marcus Bent,ENG,FW,Everton,Premier League,27,18,816,1,0,2005-2006,False,0.1103
David Bentley,ENG,MF,Blackburn Rovers,Premier League,20,29,2015,3,1,2005-2006,True,0.1787
Francesco Benussi,ITA,GK,Lecce,Serie A,23,15,1243,0,0,2005-2006,False,0.0
Karim Benzema,FRA,FW,Lyon,Ligue 1,17,13,520,1,2,2005-2006,True,0.5192
Dimitar Berbatov,BUL,FW,Leverkusen,Bundesliga,24,34,3059,21,6,2005-2006,True,0.7944
Héctor Berenguel,ESP,DF,Dep La Coruña,La Liga,30,15,1278,0,2,2005-2006,True,0.1408
Pascal Berenguer,FRA,MF,Nancy,Ligue 1,24,35,2716,0,2,2005-2006,True,0.0663
Vinícius Bergantin,BRA,DF,Hannover 96,Bundesliga,25,23,1346,1,0,2005-2006,False,0.0669
Patrik Berger,CZE,MF,Aston Villa,Premier League,31,8,370,0,1,2005-2006,True,0.2432
Dennis Bergkamp,NED,FW,Arsenal,Premier League,36,24,1022,2,1,2005-2006,True,0.2642
Bryan Bergougnoux,FRA,"FW,MF",Toulouse,Ligue 1,22,33,1584,3,1,2005-2006,True,0.2273
Franck Béria,FRA,DF,Metz,Ligue 1,22,32,2602,0,0,2005-2006,False,0.0
Eduardo Berizzo,ARG,DF,Cádiz,La Liga,35,14,1174,0,0,2005-2006,False,0.0
Lucas Bernardi,ARG,MF,Monaco,Ligue 1,27,32,2605,0,1,2005-2006,True,0.0345
Mathieu Berson,FRA,MF,Auxerre,Ligue 1,25,27,1850,0,3,2005-2006,True,0.1459
Jérémy Berthod,FRA,DF,Lyon,Ligue 1,21,16,1078,1,0,2005-2006,False,0.0835
Gianluca Berti,ITA,GK,Fiorentina,Serie A,38,1,55,0,0,2005-2006,False,0.0
Gianluca Berti,ITA,GK,Empoli,Serie A,38,19,1710,0,0,2005-2006,False,0.0
Valerio Bertotto,ITA,DF,Udinese,Serie A,30,26,1960,0,0,2005-2006,False,0.0
Marc Bertrán,ESP,DF,Cádiz,La Liga,23,1,90,0,0,2005-2006,False,0.0
Beto,POR,DF,Bordeaux,Ligue 1,29,4,270,0,0,2005-2006,False,0.0
Sven Beuckert,GER,GK,MSV Duisburg,Bundesliga,31,3,81,0,0,2005-2006,False,0.0
Habib Beye,SEN,DF,Marseille,Ligue 1,27,29,2294,1,0,2005-2006,False,0.0392
