player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Jonathan Akpoborie,NGA,FW,Hansa Rostock,Bundesliga,26,16,1349,6,0,1995-1996,True,0.4003
Erhan Albayrak,TUR,"FW,MF",Werder Bremen,Bundesliga,18,2,58,0,0,1995-1996,True,0.0
Giuseppe Alberga,ITA,GK,Bari,Serie A,28,2,180,0,0,1995-1996,True,0.0
Philippe Albert,BEL,DF,Newcastle United,Premier League,27,23,1804,4,1,1995-1996,False,0.2494
Demetrio Albertini,ITA,"FW,MF",Milan,Serie A,23,30,2443,0,0,1995-1996,True,0.0
Alberto,ESP,GK,Real Sociedad,La Liga,26,41,3690,0,0,1995-1996,True,0.0
Jörg Albertz,GER,MF,Hamburger SV,Bundesliga,24,34,3060,9,0,1995-1996,True,0.2647
Alberto Albístegui,ESP,DF,Real Sociedad,La Liga,30,29,2273,3,0,1995-1996,True,0.1188
Jörg Albracht,GER,GK,Schalke 04,Bundesliga,31,2,180,0,0,1995-1996,True,0.0
Alcázar,ESP,DF,Rayo Vallecano,La Liga,28,37,2697,0,0,1995-1996,True,0.0
Aldair,BRA,DF,Roma,Serie A,29,31,2734,0,0,1995-1996,True,0.0
Adolfo Aldana,ESP,MF,Dep La Coruña,La Liga,29,33,1933,6,0,1995-1996,True,0.2794
Alejandro,NAN,,Albacete,La Liga,24,31,2693,1,0,1995-1996,True,0.0334
Alexis,ESP,DF,Tenerife,La Liga,21,25,1984,0,0,1995-1996,True,0.0
Pablo Alfaro,ESP,DF,Racing Sant,La Liga,26,38,3311,0,0,1995-1996,True,0.0
Imanol Alguacil,ESP,DF,Real Sociedad,La Liga,24,14,760,1,0,1995-1996,True,0.1184
Bruno Alicarte,FRA,DF,Bastia,Division 1,23,20,1439,0,0,1995-1996,True,0.0
Hervé Alicarte,FRA,DF,Montpellier,Division 1,20,9,665,2,0,1995-1996,True,0.2707
Bittor Alkiza,ESP,MF,Athletic Club,La Liga,24,27,1284,0,0,1995-1996,True,0.0
Rafael Alkorta,ESP,DF,Real Madrid,La Liga,26,26,1995,2,0,1995-1996,True,0.0902
Massimiliano Allegri,ITA,MF,Cagliari,Serie A,27,2,68,0,0,1995-1996,True,0.0
Bradley Allen,ENG,FW,QPR,Premier League,23,8,386,1,1,1995-1996,False,0.4663
Chris Allen,ENG,MF,Nottingham Forest,Premier League,22,3,119,1,1,1995-1996,False,1.5126
Martin Allen,ENG,MF,West Ham United,Premier League,29,3,270,1,0,1995-1996,False,0.3333
Valentín Aller Garcia,ESP,,Sporting Gijón,La Liga,23,9,735,0,0,1995-1996,True,0.0
Bernard Allou,FRA,"FW,MF",Paris Saint-Germain,Division 1,20,19,432,0,0,1995-1996,True,0.0
John Aloisi,AUS,FW,Cremonese,Serie A,19,22,843,2,0,1995-1996,True,0.2135
Cyril Aloisio,FRA,GK,Nice,Division 1,26,1,90,0,0,1995-1996,True,0.0
Iván Alonso López,ESP,,Valladolid,La Liga,20,2,180,0,0,1995-1996,True,0.0
Txema Alonso,ESP,"DF,MF",Racing Sant,La Liga,24,31,2500,1,0,1995-1996,True,0.036
Luca Altomare,ITA,MF,Napoli,Serie A,23,2,45,0,0,1995-1996,True,0.0
Armando Álvarez,ESP,DF,Oviedo,La Liga,25,38,3377,1,0,1995-1996,True,0.0267
Vicente Álvarez Núñez,ESP,MF,Celta Vigo,La Liga,35,20,897,0,0,1995-1996,True,0.0
Quique Álvarez,ESP,DF,Barcelona,La Liga,20,1,90,0,0,1995-1996,True,0.0
José Amavisca,ESP,"FW,MF",Real Madrid,La Liga,24,25,1675,3,0,1995-1996,True,0.1612
Gabriele Ambrosetti,ITA,MF,Vicenza,Serie A,21,24,1379,3,0,1995-1996,True,0.1958
Massimo Ambrosini,ITA,MF,Milan,Serie A,18,7,243,0,0,1995-1996,True,0.0
Daniele Amerini,ITA,MF,Vicenza,Serie A,20,24,631,0,0,1995-1996,True,0.0
Raffaele Ametrano,ITA,MF,Udinese,Serie A,22,32,2610,1,0,1995-1996,True,0.0345
Daniel Amieva,ESP,MF,Oviedo,La Liga,19,2,37,0,0,1995-1996,True,0.0
Daniel Amokachi,NGA,FW,Everton,Premier League,22,25,1745,6,3,1995-1996,False,0.4642
Guillermo Amor,ESP,MF,Barcelona,La Liga,27,28,1688,6,0,1995-1996,True,0.3199
Lorenzo Amoruso,ITA,DF,Fiorentina,Serie A,24,31,2755,2,0,1995-1996,True,0.0653
Nicola Amoruso,ITA,FW,Padova,Serie A,20,33,2788,14,0,1995-1996,True,0.4519
Patrick Amrane,FRA,MF,Bordeaux,Division 1,21,1,4,0,0,1995-1996,True,0.0
Jon Ander Lambea,ESP,DF,Athletic Club,La Liga,21,4,345,0,0,1995-1996,True,0.0
Ingo Anderbrügge,GER,MF,Schalke 04,Bundesliga,31,27,2086,9,0,1995-1996,True,0.3883
Dirk Anders,GER,MF,Kaiserslautern,Bundesliga,28,6,228,0,0,1995-1996,True,0.0
Henrik Andersen,DEN,DF,Köln,Bundesliga,30,11,576,0,0,1995-1996,True,0.0
Sonny Anderson,BRA,FW,Monaco,Division 1,24,34,2908,21,0,1995-1996,True,0.6499
Kennet Andersson,SWE,FW,Bari,Serie A,27,33,2745,12,0,1995-1996,True,0.3934
Patrik Andersson,SWE,DF,Gladbach,Bundesliga,23,33,2926,4,0,1995-1996,True,0.123
Darren Anderton,ENG,MF,Tottenham Hotspur,Premier League,23,8,549,2,1,1995-1996,False,0.4918
Ion Andoni Goikoetxea,ESP,"DF,FW",Athletic Club,La Liga,29,33,2392,0,0,1995-1996,True,0.0
William Amaral de Andrade,BRA,DF,Bastia,Division 1,27,21,1564,1,0,1995-1996,True,0.0575
Pierre-Yves André,FRA,FW,Rennes,Division 1,21,36,2533,6,0,1995-1996,True,0.2132
Stjepan Andrijašević,CRO,MF,Rayo Vallecano,La Liga,28,15,952,4,0,1995-1996,True,0.3782
Genar Andrinúa,ESP,DF,Athletic Club,La Liga,31,16,1244,2,0,1995-1996,True,0.1447
Michele Andrisani,ITA,MF,Bari,Serie A,21,1,8,0,0,1995-1996,True,0.0
Nicolas Anelka,FRA,FW,Paris Saint-Germain,Division 1,16,2,11,0,0,1995-1996,True,0.0
Markus Anfang,GER,MF,Düsseldorf,Bundesliga,21,11,895,0,0,1995-1996,True,0.0
Miguel Ángel Benítez,PAR,FW,Espanyol,La Liga,25,36,2370,6,0,1995-1996,True,0.2278
Miguel Ángel España,ESP,GK,Rayo Vallecano,La Liga,22,6,498,0,0,1995-1996,True,0.0
Miguel Ángel Nadal,ESP,"DF,MF",Barcelona,La Liga,29,35,2821,2,0,1995-1996,True,0.0638
Jocelyn Angloma,FRA,"DF,MF",Torino,Serie A,29,31,2624,3,0,1995-1996,True,0.1029
Jesús Angoy,ESP,GK,Barcelona,La Liga,29,4,288,0,0,1995-1996,True,0.0
Iván Ania,ESP,MF,Oviedo,La Liga,17,23,809,1,0,1995-1996,True,0.1112
Michael Aničić,SRB,MF,Eintracht Frankfurt,Bundesliga,20,12,571,0,0,1995-1996,True,0.0
Enrico Annoni,ITA,DF,Roma,Serie A,29,23,1199,0,0,1995-1996,True,0.0
Paolo Annoni,ITA,DF,Bari,Serie A,25,23,1020,1,0,1995-1996,True,0.0882
Cédric Anselin,FRA,MF,Bordeaux,Division 1,18,3,130,0,0,1995-1996,True,0.0
Ghislain Anselmini,FRA,DF,Lyon,Division 1,25,22,1729,0,0,1995-1996,True,0.0
Mikel Antía,ESP,DF,Valladolid,La Liga,22,39,3345,0,0,1995-1996,True,0.0
Noël Antoine Sagna,FRA,MF,Nice,Division 1,21,2,50,0,0,1995-1996,True,0.0
Juan Antonio Andrades,ESP,MF,Oviedo,La Liga,29,3,114,0,0,1995-1996,True,0.0
Juan Antonio Chesa,ESP,MF,Albacete,La Liga,25,12,200,0,0,1995-1996,True,0.0
José Antonio Pikabea,ESP,DF,Real Sociedad,La Liga,24,36,3235,0,0,1995-1996,True,0.0
Juan Antonio Pizzi,ESP,FW,Tenerife,La Liga,27,41,3362,31,0,1995-1996,True,0.8299
José Antonio Quiroga,ESP,MF,Salamanca,La Liga,26,27,1206,0,0,1995-1996,True,0.0
Juan Antonio Ureña,ESP,DF,Real Betis,La Liga,27,5,437,0,0,1995-1996,True,0.0
Josu Anuzita,ESP,GK,Salamanca,La Liga,31,2,180,0,0,1995-1996,True,0.0
Hervé Anziani,FRA,MF,Bastia,Division 1,19,11,462,0,0,1995-1996,True,0.0
Luigi Apolloni,ITA,DF,Parma,Serie A,28,26,2285,1,0,1995-1996,True,0.0394
Daniel Aquino,ARG,FW,Rayo Vallecano,La Liga,30,40,2886,14,0,1995-1996,True,0.4366
Santiago Aragón,ESP,MF,Zaragoza,La Liga,27,38,3208,4,0,1995-1996,True,0.1122
Agustín Aranzábal,ESP,DF,Real Sociedad,La Liga,22,38,3372,0,0,1995-1996,True,0.0
Neal Ardley,ENG,MF,Wimbledon,Premier League,22,6,365,0,1,1995-1996,False,0.2466
Pedro Alberto Cano Arenas,ESP,DF,Oviedo,La Liga,26,33,1939,1,0,1995-1996,True,0.0464
Arílson,BRA,MF,Kaiserslautern,Bundesliga,22,10,691,0,0,1995-1996,True,0.0
Giovanni Arioli,ITA,MF,Parma,Serie A,19,1,25,1,0,1995-1996,True,3.6
Chris Armstrong,ENG,FW,Tottenham Hotspur,Premier League,24,36,3240,15,6,1995-1996,False,0.5833
Pegguy Arphexad,FRA,GK,Lens,Division 1,22,3,210,0,0,1995-1996,True,0.0
Frédéric Arpinon,FRA,MF,Metz,Division 1,26,29,1647,2,0,1995-1996,True,0.1093
Óscar Arpón,ESP,MF,Real Betis,La Liga,20,18,641,1,0,1995-1996,True,0.1404
Raúl Arribas,ESP,GK,Espanyol,La Liga,26,2,171,0,0,1995-1996,True,0.0
Carlos Arroyo Ayala,ESP,FW,Valencia,La Liga,29,30,1087,6,0,1995-1996,True,0.4968
Hervé Arsène,MAD,"DF,MF",Lens,Division 1,31,20,875,0,0,1995-1996,True,0.0
Arteaga,ESP,MF,Espanyol,La Liga,26,37,3129,3,0,1995-1996,True,0.0863
Aljoša Asanović,CRO,MF,Valladolid,La Liga,29,8,431,1,0,1995-1996,True,0.2088
Faustino Asprilla,COL,FW,Newcastle United,Premier League,25,14,980,3,7,1995-1996,False,0.9184
Faustino Asprilla,COL,FW,Parma,Serie A,25,6,356,2,0,1995-1996,True,0.5056
Éric Assadourian,ARM,"FW,MF",Lyon,Division 1,29,30,1913,2,0,1995-1996,True,0.0941
Peter Atherton,ENG,"DF,MF",Sheffield Weds,Premier League,25,36,3240,0,2,1995-1996,False,0.0556
Ernst Atis-Clotaire,HAI,DF,Monaco,Division 1,17,1,12,0,0,1995-1996,True,0.0
Mark Atkins,ENG,"DF,MF",Blackburn Rovers,Premier League,26,4,59,0,0,1995-1996,False,0.0
Jean-Marie Aubry,FRA,GK,Lille,Division 1,26,29,2606,0,0,1995-1996,True,0.0
Dominique Aulanier,FRA,MF,Saint-Étienne,Division 1,21,21,587,1,0,1995-1996,True,0.1533
José Aurelio Gay,ESP,MF,Zaragoza,La Liga,29,14,201,0,0,1995-1996,True,0.0
Dean Austin,ENG,DF,Tottenham Hotspur,Premier League,25,28,2520,0,2,1995-1996,False,0.0714
Roberto Ayala,ARG,DF,Napoli,Serie A,22,29,2323,0,0,1995-1996,True,0.0
Enrique Ayúcar,ESP,,Salamanca,La Liga,29,5,22,1,0,1995-1996,True,4.0909
Ibrahim Ba,FRA,MF,Le Havre,Division 1,21,33,2774,2,0,1995-1996,True,0.0649
Phil Babb,IRL,DF,Liverpool,Premier League,24,28,2502,0,0,1995-1996,False,0.0
Markus Babbel,GER,DF,Bayern Munich,Bundesliga,22,30,2668,2,0,1995-1996,True,0.0675
Roberto Bacci,ITA,DF,Torino,Serie A,28,28,2460,0,0,1995-1996,True,0.0
Jörg Bach,GER,DF,Düsseldorf,Bundesliga,29,30,2275,3,0,1995-1996,True,0.1187
Alexander Bade,GER,GK,Uerdingen,Bundesliga,24,5,450,0,0,1995-1996,True,0.0
Dino Baggio,ITA,MF,Parma,Serie A,24,28,2292,4,0,1995-1996,True,0.1571
Roberto Baggio,ITA,"FW,MF",Milan,Serie A,28,28,2009,7,0,1995-1996,True,0.3136
Abdallah Bah,GUI,GK,Nice,Division 1,19,3,270,0,0,1995-1996,True,0.0
Markus Bähr,GER,MF,Karlsruher,Bundesliga,20,12,481,1,0,1995-1996,True,0.1871
Francesco Baiano,ITA,FW,Fiorentina,Serie A,27,28,2028,11,0,1995-1996,True,0.4882
Júnior Baiano,BRA,DF,Werder Bremen,Bundesliga,25,32,2676,2,0,1995-1996,True,0.0673
Pascal Baills,FRA,DF,Montpellier,Division 1,30,34,3004,0,0,1995-1996,True,0.0
Srđan Bajčetić,SRB,MF,Celta Vigo,La Liga,23,15,1092,2,0,1995-1996,True,0.1648
Jacek Bąk,POL,DF,Lyon,Division 1,22,13,1069,0,0,1995-1996,True,0.0
Ibrahima Bakayoko,CIV,FW,Montpellier,Division 1,18,14,629,0,0,1995-1996,True,0.0
Krasimir Balakov,BUL,MF,Stuttgart,Bundesliga,29,34,3060,7,0,1995-1996,True,0.2059
Abel Balbo,ARG,FW,Roma,Serie A,29,26,2031,13,0,1995-1996,True,0.5761
Francesco Baldini,ITA,DF,Napoli,Serie A,21,27,1887,0,0,1995-1996,True,0.0
David Balleri,ITA,DF,Sampdoria,Serie A,26,32,2829,4,0,1995-1996,True,0.1273
Salva Ballesta,ESP,FW,Sevilla,La Liga,20,1,27,0,0,1995-1996,True,0.0
Sergio Ballesteros,ESP,DF,Tenerife,La Liga,19,6,326,0,0,1995-1996,True,0.0
Gabriele Ballotta,ITA,FW,Piacenza,Serie A,16,1,10,0,0,1995-1996,True,0.0
Anthony Bancarel,FRA,FW,Bordeaux,Division 1,24,32,2183,7,0,1995-1996,True,0.2886
Giacomo Banchelli,ITA,FW,Fiorentina,Serie A,22,16,590,4,0,1995-1996,True,0.6102
Ricardo Bango,ESP,MF,Sporting Gijón,La Liga,26,38,3176,1,0,1995-1996,True,0.0283
Rubén Baraja,ESP,MF,Valladolid,La Liga,20,27,1275,1,0,1995-1996,True,0.0706
Joan Barbarà,ESP,FW,Salamanca,La Liga,29,42,2971,12,0,1995-1996,True,0.3635
Cédric Bardon,FRA,"FW,MF",Lyon,Division 1,18,18,838,1,0,1995-1996,True,0.1074
David Bardsley,ENG,DF,QPR,Premier League,30,29,2458,0,0,1995-1996,False,0.0
Franco Baresi,ITA,DF,Milan,Serie A,35,30,2688,1,0,1995-1996,True,0.0335
Yannick Baret,FRA,MF,Guingamp,Division 1,22,33,2553,1,0,1995-1996,True,0.0353
Sergi Barjuán,ESP,DF,Barcelona,La Liga,23,40,3428,0,0,1995-1996,True,0.0
Simon Barker,ENG,MF,QPR,Premier League,30,33,2892,5,2,1995-1996,False,0.2178
Stuart Barlow,ENG,FW,Everton,Premier League,27,3,56,0,0,1995-1996,False,0.0
Nick Barmby,ENG,"FW,MF",Middlesbrough,Premier League,21,32,2880,7,7,1995-1996,False,0.4375
John Barnes,ENG,"DF,FW",Liverpool,Premier League,31,36,3173,3,10,1995-1996,False,0.3687
Jamie Barnwell-Edinboro,ENG,FW,Coventry City,Premier League,19,1,72,0,0,1995-1996,False,0.0
Karsten Bäron,GER,FW,Hamburger SV,Bundesliga,22,19,1648,7,0,1995-1996,True,0.3823
Claudio Barragán,ESP,FW,Salamanca,La Liga,31,38,3157,11,0,1995-1996,True,0.3136
Earl Barrett,ENG,DF,Everton,Premier League,28,8,720,0,0,1995-1996,False,0.0
Michael Barron,ENG,DF,Middlesbrough,Premier League,20,1,90,0,0,1995-1996,False,0.0
Chris Bart-Williams,ENG,"DF,MF",Nottingham Forest,Premier League,21,33,2970,0,2,1995-1996,False,0.0606
Fabien Barthez,FRA,GK,Monaco,Division 1,24,21,1890,0,0,1995-1996,True,0.0
Warren Barton,ENG,DF,Newcastle United,Premier League,26,31,2610,0,4,1995-1996,False,0.1379
Jorge Bartual,ESP,GK,Valencia,La Liga,23,4,315,0,0,1995-1996,True,0.0
Mario Basler,GER,"FW,MF",Werder Bremen,Bundesliga,26,30,2529,11,0,1995-1996,True,0.3915
Alfredo Bassani,ITA,DF,Cremonese,Serie A,25,6,409,0,0,1995-1996,True,0.0
Pierre Bastou,FRA,MF,Saint-Étienne,Division 1,21,19,1400,0,0,1995-1996,True,0.0
Eddy Bathié,FRA,MF,Montpellier,Division 1,20,1,1,0,0,1995-1996,True,0.0
Gérald Baticle,FRA,FW,Strasbourg,Division 1,25,33,2455,6,0,1995-1996,True,0.22
Gabriel Batistuta,ARG,FW,Fiorentina,Serie A,26,31,2761,19,0,1995-1996,True,0.6193
Graziano Battistini,ITA,GK,Udinese,Serie A,24,27,2257,0,0,1995-1996,True,0.0
David Batty,ENG,MF,Newcastle United,Premier League,26,11,990,1,2,1995-1996,False,0.2727
David Batty,ENG,MF,Blackburn Rovers,Premier League,26,23,2025,1,1,1995-1996,False,0.0889
Karsten Baumann,GER,DF,Köln,Bundesliga,25,27,2287,1,0,1995-1996,True,0.0394
Steffen Baumgart,GER,FW,Hansa Rostock,Bundesliga,23,32,2372,10,0,1995-1996,True,0.3794
Peter Beagrie,ENG,FW,Manchester City,Premier League,29,5,356,0,0,1995-1996,False,0.0
Peter Beardsley,ENG,"FW,MF",Newcastle United,Premier League,34,35,3106,8,9,1995-1996,False,0.4926
Dave Beasant,ENG,GK,Southampton,Premier League,36,36,3240,0,0,1995-1996,False,0.0
Bebeto,BRA,FW,Dep La Coruña,La Liga,31,34,2891,25,0,1995-1996,True,0.7783
Miladin Bečanović,MNE,FW,Lille,Division 1,22,26,1664,1,0,1995-1996,True,0.0541
Matthias Becker,GER,FW,Eintracht Frankfurt,Bundesliga,21,23,767,1,0,1995-1996,True,0.1173
Ralf Becker,GER,MF,St Pauli,Bundesliga,24,15,786,1,0,1995-1996,True,0.1145
David Beckham,ENG,MF,Manchester Utd,Premier League,20,33,2518,7,5,1995-1996,False,0.4289
Pascal Bedrossian,FRA,"FW,MF",Cannes,Division 1,20,18,846,1,0,1995-1996,True,0.1064
Christian Beeck,GER,DF,Hansa Rostock,Bundesliga,23,14,871,0,0,1995-1996,True,0.0
Mark Beeney,ENG,GK,Leeds United,Premier League,27,10,825,0,0,1995-1996,False,0.0
Wolfgang de Beer,GER,GK,Dortmund,Bundesliga,31,1,88,0,0,1995-1996,True,0.0
Paul Beesley,ENG,DF,Leeds United,Premier League,30,10,726,0,0,1995-1996,False,0.0
Txiki Begiristain,ESP,"FW,MF",Dep La Coruña,La Liga,30,33,1678,2,0,1995-1996,True,0.1073
Dietmar Beiersdorfer,GER,DF,Werder Bremen,Bundesliga,31,3,138,0,0,1995-1996,True,0.0
Dietmar Beiersdorfer,GER,DF,Köln,Bundesliga,31,16,1440,1,0,1995-1996,True,0.0625
Stefan Beinlich,GER,MF,Hansa Rostock,Bundesliga,23,34,3015,11,0,1995-1996,True,0.3284
Javier Bellido,ESP,DF,Compostela,La Liga,29,38,3040,2,0,1995-1996,True,0.0592
Olivier Bellisi,FRA,DF,Lyon,Division 1,19,3,180,0,0,1995-1996,True,0.0
Claudio Bellucci,ITA,FW,Sampdoria,Serie A,20,16,721,1,0,1995-1996,True,0.1248
Djamel Belmadi,ALG,MF,Paris Saint-Germain,Division 1,19,1,14,0,0,1995-1996,True,0.0
José Belman,ESP,GK,Zaragoza,La Liga,24,11,990,0,0,1995-1996,True,0.0
Davide Belotti,ITA,DF,Vicenza,Serie A,23,16,685,0,0,1995-1996,True,0.0
Alberto Belsué,ESP,DF,Zaragoza,La Liga,27,37,3264,0,0,1995-1996,True,0.0
Francis Benali,ENG,DF,Southampton,Premier League,26,29,2502,0,0,1995-1996,False,0.0
Ali Benarbia,ALG,MF,Monaco,Division 1,26,25,1762,4,0,1995-1996,True,0.2043
Antonio Benarrivo,ITA,DF,Parma,Serie A,26,27,1902,3,0,1995-1996,True,0.142
Manfred Bender,GER,MF,Karlsruher,Bundesliga,29,27,2280,7,0,1995-1996,True,0.2763
Stefan Beneking,GER,GK,Freiburg,Bundesliga,26,2,17,0,0,1995-1996,True,0.0
Álvaro Benito,ESP,MF,Real Madrid,La Liga,18,14,838,2,0,1995-1996,True,0.2148
Frankie Bennett,ENG,FW,Southampton,Premier League,26,10,445,0,1,1995-1996,False,0.2022
John Beresford,ENG,DF,Newcastle United,Premier League,28,33,2734,0,2,1995-1996,False,0.0658
Henning Berg,NOR,DF,Blackburn Rovers,Premier League,25,38,3381,0,1,1995-1996,False,0.0266
Rainer Berg,GER,GK,1860 Munich,Bundesliga,29,2,134,0,0,1995-1996,True,0.0
Patrik Berger,CZE,MF,Dortmund,Bundesliga,21,27,1393,4,0,1995-1996,True,0.2584
Rafael Berges,ESP,DF,Celta Vigo,La Liga,24,30,2615,0,0,1995-1996,True,0.0
Dennis Bergkamp,NED,FW,Arsenal,Premier League,26,33,2925,11,8,1995-1996,False,0.5846
Cristiano Bergodi,ITA,DF,Lazio,Serie A,30,15,802,0,0,1995-1996,True,0.0
Giuseppe Bergomi,ITA,DF,Inter,Serie A,31,27,2001,0,0,1995-1996,True,0.0
Guðni Bergsson,ISL,DF,Bolton Wanderers,Premier League,30,34,3014,4,1,1995-1996,False,0.1493
Mario Bermejo,ESP,FW,Racing Sant,La Liga,16,1,4,0,0,1995-1996,True,0.0
Alberto Bernardi,ITA,FW,Torino,Serie A,18,4,126,0,0,1995-1996,True,0.0
Antonino Bernardini,ITA,MF,Torino,Serie A,21,23,1587,2,0,1995-1996,True,0.1134
Daniele Berretta,ITA,MF,Roma,Serie A,23,3,67,0,0,1995-1996,True,0.0
Mauro Bertarelli,ITA,FW,Sampdoria,Serie A,24,8,81,0,0,1995-1996,True,0.0
Thomas Berthold,GER,DF,Stuttgart,Bundesliga,30,27,2262,0,0,1995-1996,True,0.0
Nicola Berti,ITA,MF,Inter,Serie A,28,10,555,0,0,1995-1996,True,0.0
Sergio Berti,ARG,MF,Zaragoza,La Liga,26,16,924,0,0,1995-1996,True,0.0
Henrik Bertilsson,SWE,FW,Martigues,Division 1,25,2,117,0,0,1995-1996,True,0.0
Teddy Bertin,FRA,DF,Le Havre,Division 1,25,35,3073,4,0,1995-1996,True,0.1171
Valerio Bertotto,ITA,DF,Udinese,Serie A,20,28,1811,1,0,1995-1996,True,0.0497
Wilfried Bertrand,FRA,DF,Montpellier,Division 1,20,1,28,0,0,1995-1996,True,0.0
Vladimir Beschastnykh,RUS,"FW,MF",Werder Bremen,Bundesliga,21,24,1498,1,0,1995-1996,True,0.0601
Federico Bettoni,ITA,MF,Fiorentina,Serie A,23,11,270,0,0,1995-1996,True,0.0
René Beuchel,GER,"DF,MF",Eintracht Frankfurt,Bundesliga,22,7,521,0,0,1995-1996,True,0.0
Giovanni Bia,ITA,DF,Udinese,Serie A,26,31,2727,4,0,1995-1996,True,0.132
Leonardo Biagini,ARG,FW,Atlético Madrid,La Liga,18,28,814,3,0,1995-1996,True,0.3317
André Biancarelli,FRA,GK,Bastia,Division 1,25,4,318,0,0,1995-1996,True,0.0
Alessandro Bianchi,ITA,MF,Inter,Serie A,29,14,600,0,0,1995-1996,True,0.0
Enzo Biato,ITA,GK,Torino,Serie A,32,14,1237,0,0,1995-1996,True,0.0
Gorka Bidaurrazaga,NAN,,Athletic Club,La Liga,22,4,191,0,0,1995-1996,True,0.0
Oliver Bierhoff,GER,FW,Udinese,Serie A,27,31,2778,17,0,1995-1996,True,0.5508
Emiliano Bigica,ITA,DF,Fiorentina,Serie A,21,27,1837,0,0,1995-1996,True,0.0
Slaven Bilić,CRO,DF,Karlsruher,Bundesliga,26,12,976,0,0,1995-1996,True,0.0
Slaven Bilić,CRO,DF,West Ham United,Premier League,26,13,1149,0,1,1995-1996,False,0.0783
Romarin Billong,CMR,DF,Saint-Étienne,Division 1,25,14,980,1,0,1995-1996,True,0.0918
Uwe Bindewald,GER,DF,Eintracht Frankfurt,Bundesliga,26,29,2485,1,0,1995-1996,True,0.0362
Manfred Binz,GER,DF,Eintracht Frankfurt,Bundesliga,29,25,2225,3,0,1995-1996,True,0.1213
Ian Bishop,ENG,MF,West Ham United,Premier League,30,35,3106,1,4,1995-1996,False,0.1449
Pierpaolo Bisoli,ITA,MF,Cagliari,Serie A,28,34,3058,1,0,1995-1996,True,0.0294
Antonio Bitetti,ITA,MF,Cagliari,Serie A,20,3,27,0,0,1995-1996,True,0.0
Günter Bittengel,CZE,FW,Uerdingen,Bundesliga,29,20,1281,2,0,1995-1996,True,0.1405
Nenad Bjelica,CRO,MF,Albacete,La Liga,23,40,3262,13,0,1995-1996,True,0.3587
Joachim Björklund,SWE,DF,Vicenza,Serie A,24,33,2956,0,0,1995-1996,True,0.0
Kingsley Black,NIR,MF,Nottingham Forest,Premier League,27,2,95,0,0,1995-1996,False,0.0
Clayton Blackmore,WAL,"DF,MF",Middlesbrough,Premier League,30,5,382,0,0,1995-1996,False,0.0
Dean Blackwell,ENG,DF,Wimbledon,Premier League,25,8,720,0,0,1995-1996,False,0.0
Nathan Blake,WAL,FW,Bolton Wanderers,Premier League,23,18,1209,1,0,1995-1996,False,0.0744
