player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Calum Davenport,ENG,DF,Tottenham Hotspur,Premier League,23.0,10,711,1,0,2006-2007,False,0.1266
Calum Davenport,ENG,DF,West Ham United,Premier League,23.0,6,529,0,1,2006-2007,False,0.1701
Edgar Davids,NED,MF,Tottenham Hotspur,Premier League,33.0,9,515,0,1,2006-2007,False,0.1748
Andrew Davies,ENG,DF,Middlesbrough,Premier League,21.0,23,1903,0,0,2006-2007,False,0.0
Kevin Davies,ENG,FW,Bolton Wanderers,Premier League,29.0,30,2530,8,5,2006-2007,False,0.4625
Simon Davies,WAL,MF,Everton,Premier League,26.0,15,1106,0,0,2006-2007,False,0.0
Simon Davies,WAL,MF,Fulham,Premier League,26.0,14,1237,2,3,2006-2007,False,0.3638
Claude Davis,JAM,DF,Sheffield United,Premier League,27.0,21,1496,0,0,2006-2007,False,0.0
Sean Davis,ENG,MF,Portsmouth,Premier League,26.0,31,2490,0,5,2006-2007,False,0.1807
Steven Davis,NIR,MF,Aston Villa,Premier League,21.0,28,1649,0,1,2006-2007,False,0.0546
Michael Dawson,ENG,DF,Tottenham Hotspur,Premier League,22.0,37,3284,1,1,2006-2007,False,0.0548
Diego De Ascentis,ITA,MF,Torino,Serie A,30.0,30,2145,0,1,2006-2007,False,0.042
Alfonso De Lucia,ITA,GK,Parma,Serie A,22.0,13,1101,0,0,2006-2007,False,0.0
Raffaele De Martino,ITA,MF,Udinese,Serie A,20.0,17,646,1,0,2006-2007,False,0.1393
Daniele De Rossi,ITA,"DF,MF",Roma,Serie A,23.0,36,3012,2,4,2006-2007,False,0.1793
Morgan De Sanctis,ITA,GK,Udinese,Serie A,29.0,36,3199,0,0,2006-2007,False,0.0
Lorenzo De Silvestri,ITA,"DF,MF",Lazio,Serie A,18.0,2,103,0,0,2006-2007,False,0.0
Daniele De Vezze,ITA,MF,Messina,Serie A,26.0,27,1851,0,1,2006-2007,False,0.0486
Mathieu Debuchy,FRA,DF,Lille,Ligue 1,21.0,22,1447,1,0,2006-2007,False,0.0622
Deco,POR,MF,Barcelona,La Liga,28.0,31,2473,1,9,2006-2007,False,0.3639
Dedê,BRA,DF,Dortmund,Bundesliga,28.0,30,2600,0,5,2006-2007,False,0.1731
Zlatko Dedić,SVN,FW,Parma,Serie A,21.0,6,99,0,0,2006-2007,False,0.0
Marino Defendi,ITA,MF,Atalanta,Serie A,20.0,17,793,1,0,2006-2007,False,0.1135
Jermain Defoe,ENG,FW,Tottenham Hotspur,Premier League,23.0,34,1927,10,0,2006-2007,False,0.467
David Degen,SUI,MF,Gladbach,Bundesliga,23.0,18,668,2,1,2006-2007,False,0.4042
Philipp Degen,SUI,"DF,FW",Dortmund,Bundesliga,23.0,27,2115,0,2,2006-2007,False,0.0851
Frédéric Déhu,FRA,"DF,MF",Levante,La Liga,33.0,12,805,1,0,2006-2007,False,0.1118
Sebastian Deisler,GER,MF,Bayern Munich,Bundesliga,26.0,4,136,0,1,2006-2007,False,0.6618
Ashkan Dejagah,IRN,"FW,MF",Hertha BSC,Bundesliga,20.0,22,1470,1,4,2006-2007,False,0.3061
Umberto Del Core,ITA,FW,Catania,Serie A,26.0,11,231,0,0,2006-2007,False,0.0
Cristiano Del Grosso,ITA,DF,Cagliari,Serie A,23.0,22,1644,0,1,2006-2007,False,0.0547
Asier del Horno,ESP,DF,Valencia,La Liga,25.0,6,531,0,0,2006-2007,False,0.0
Manu del Moral,ESP,FW,Getafe,La Liga,22.0,30,2240,8,2,2006-2007,False,0.4018
Paolo Dellafiore,ITA,DF,Palermo,Serie A,21.0,7,493,0,0,2006-2007,False,0.0
Matthieu Delpierre,FRA,DF,Stuttgart,Bundesliga,25.0,33,2922,0,3,2006-2007,False,0.0924
Ludovic Delporte,FRA,MF,Osasuna,La Liga,26.0,8,555,0,0,2006-2007,False,0.0
Michael Delura,GER,"FW,MF",Gladbach,Bundesliga,21.0,28,1883,3,1,2006-2007,False,0.1912
Gennaro Delvecchio,ITA,MF,Sampdoria,Serie A,28.0,31,1790,5,1,2006-2007,False,0.3017
Marco Delvecchio,ITA,FW,Ascoli,Serie A,33.0,10,430,2,0,2006-2007,False,0.4186
Guy Demel,CIV,"DF,MF",Hamburger SV,Bundesliga,25.0,8,569,0,0,2006-2007,False,0.0
Jay DeMerit,USA,DF,Watford,Premier League,26.0,32,2755,2,0,2006-2007,False,0.0653
Martín Demichelis,ARG,"DF,MF",Bayern Munich,Bundesliga,25.0,26,1741,3,2,2006-2007,False,0.2585
Christian Demirtaş,GER,DF,Mainz 05,Bundesliga,22.0,22,1937,0,1,2006-2007,False,0.0465
Yohan Demont,FRA,"DF,MF",Lens,Ligue 1,28.0,36,3065,2,3,2006-2007,False,0.1468
Clint Dempsey,USA,"FW,MF",Fulham,Premier League,23.0,10,252,1,0,2006-2007,False,0.3571
Johannes van den Bergh,GER,"DF,MF",Gladbach,Bundesliga,19.0,1,45,0,0,2006-2007,True,0.0
Denílson,BRA,MF,Arsenal,Premier League,18.0,10,383,0,1,2006-2007,False,0.235
Tommie van der Leegte,NED,MF,Wolfsburg,Bundesliga,29.0,32,2807,0,1,2006-2007,False,0.0321
Andy van der Meyde,NED,"FW,MF",Everton,Premier League,26.0,8,387,0,0,2006-2007,False,0.0
Edwin van der Sar,NED,GK,Manchester Utd,Premier League,35.0,32,2880,0,0,2006-2007,False,0.0
Rafael van der Vaart,NED,MF,Hamburger SV,Bundesliga,23.0,26,2183,8,4,2006-2007,False,0.4947
Matt Derbyshire,ENG,FW,Blackburn Rovers,Premier League,20.0,22,777,5,1,2006-2007,False,0.695
Geoffrey Dernis,FRA,"FW,MF",Saint-Étienne,Ligue 1,25.0,28,1809,1,4,2006-2007,False,0.2488
Thomas Deruda,FRA,MF,Marseille,Ligue 1,20.0,3,92,0,0,2006-2007,False,0.0
Iñaki Descarga,ESP,DF,Levante,La Liga,29.0,21,1767,2,1,2006-2007,False,0.1528
Daniele Dessena,ITA,MF,Parma,Serie A,19.0,34,2336,2,0,2006-2007,False,0.0771
Vikash Dhorasoo,FRA,MF,Paris Saint-Germain,Ligue 1,32.0,3,238,0,0,2006-2007,False,0.0
Luigi Di Biagio,ITA,MF,Ascoli,Serie A,35.0,7,498,2,0,2006-2007,False,0.3614
Samuel Di Carmine,ITA,FW,Fiorentina,Serie A,17.0,2,21,0,0,2006-2007,False,0.0
Palmiro Di Dio,ITA,DF,Reggina,Serie A,21.0,6,434,0,0,2006-2007,False,0.0
Davide Di Gennaro,ITA,"FW,MF",Milan,Serie A,18.0,1,32,0,0,2006-2007,True,0.0
Marco Di Loreto,ITA,DF,Torino,Serie A,31.0,23,1985,0,1,2006-2007,False,0.0453
David Di Michele,ITA,FW,Palermo,Serie A,30.0,29,2251,9,3,2006-2007,False,0.4798
Arturo Di Napoli,ITA,FW,Messina,Serie A,32.0,22,1125,2,1,2006-2007,False,0.24
Antonio Di Natale,ITA,FW,Udinese,Serie A,28.0,31,2571,11,7,2006-2007,False,0.6301
Marco Di Vaio,ITA,FW,Monaco,Ligue 1,30.0,14,585,3,0,2006-2007,False,0.4615
Issiar Dia,SEN,"FW,MF",Nancy,Ligue 1,19.0,27,1659,1,0,2006-2007,False,0.0542
Abou Diaby,FRA,MF,Arsenal,Premier League,20.0,12,743,1,0,2006-2007,False,0.1211
Pape Diakhaté,SEN,DF,Nancy,Ligue 1,22.0,33,2750,0,0,2006-2007,False,0.0
Bakary Diakité,MLI,FW,Mainz 05,Bundesliga,25.0,9,581,1,0,2006-2007,False,0.1549
Drissa Diakité,MLI,"DF,MF",Nice,Ligue 1,21.0,25,1765,0,1,2006-2007,False,0.051
Modibo Diakité,FRA,DF,Lazio,Serie A,19.0,3,181,0,0,2006-2007,False,0.0
Mamadou Diallo,MLI,FW,Nantes,Ligue 1,24.0,31,2131,4,1,2006-2007,False,0.2112
Aimo Diana,ITA,"DF,MF",Palermo,Serie A,28.0,26,1857,1,1,2006-2007,False,0.0969
Amara Diané,CIV,FW,Paris Saint-Germain,Ligue 1,23.0,33,1585,5,2,2006-2007,False,0.3975
Mounir Diane,MAR,MF,Lens,Ligue 1,24.0,4,67,0,0,2006-2007,False,0.0
Alou Diarra,FRA,MF,Lyon,Ligue 1,25.0,15,876,1,0,2006-2007,False,0.1027
Lassana Diarra,FRA,MF,Chelsea,Premier League,21.0,10,557,0,0,2006-2007,False,0.0
Mahamadou Diarra,MLI,MF,Real Madrid,La Liga,25.0,33,2694,3,0,2006-2007,False,0.1002
Mahamadou Diarra,MLI,MF,Lyon,Ligue 1,25.0,2,180,0,0,2006-2007,False,0.0
Lamine Diatta,SEN,DF,Saint-Étienne,Ligue 1,31.0,25,2177,1,0,2006-2007,False,0.0413
Doudou Diaw,SEN,DF,Torino,Serie A,30.0,2,104,0,0,2006-2007,False,0.0
Fousseni Diawara,MLI,DF,Sochaux,Ligue 1,25.0,2,104,0,0,2006-2007,False,0.0
Fousseni Diawara,MLI,DF,Saint-Étienne,Ligue 1,25.0,4,215,0,0,2006-2007,False,0.0
Souleymane Diawara,SEN,DF,Charlton Athletic,Premier League,27.0,23,1649,0,0,2006-2007,False,0.0
Souleymane Diawara,SEN,DF,Sochaux,Ligue 1,27.0,3,270,0,0,2006-2007,False,0.0
Juan Díaz Prendes,ESP,MF,Gimnàstic,La Liga,29.0,30,1834,0,1,2006-2007,False,0.0491
Paul Dickov,SCO,FW,Manchester City,Premier League,33.0,16,816,0,2,2006-2007,False,0.2206
Dida,BRA,GK,Milan,Serie A,32.0,25,2250,0,0,2006-2007,False,0.0
Étienne Didot,FRA,MF,Rennes,Ligue 1,23.0,25,2250,1,2,2006-2007,False,0.12
Diego,BRA,MF,Werder Bremen,Bundesliga,21.0,33,2936,13,13,2006-2007,False,0.797
Luis Diego López,URU,DF,Cagliari,Serie A,31.0,35,2961,0,0,2006-2007,False,0.0
Nicolas Dieuze,FRA,MF,Toulouse,Ligue 1,27.0,37,3232,0,1,2006-2007,False,0.0278
Miloš Dimitrijević,SRB,MF,Nantes,Ligue 1,22.0,16,808,0,2,2006-2007,False,0.2228
Aruna Dindane,CIV,FW,Lens,Ligue 1,25.0,34,2860,11,5,2006-2007,False,0.5035
Carlos Diogo,URU,"DF,MF",Zaragoza,La Liga,23.0,30,2655,4,1,2006-2007,False,0.1695
Khassimirou Diop,SEN,MF,Nantes,Ligue 1,19.0,1,15,0,0,2006-2007,False,0.0
Papakouli Diop,SEN,MF,Rennes,Ligue 1,20.0,1,1,0,0,2006-2007,True,0.0
Sylvain Distin,FRA,DF,Manchester City,Premier League,28.0,37,3256,2,0,2006-2007,False,0.0553
Félix Dja Ettien,CIV,MF,Levante,La Liga,26.0,34,2295,2,5,2006-2007,False,0.2745
Eric Djemba-Djemba,CMR,MF,Aston Villa,Premier League,25.0,1,2,0,0,2006-2007,False,0.0
Johan Djourou,SUI,DF,Arsenal,Premier League,19.0,21,1541,0,0,2006-2007,False,0.0
Toni Doblas,ESP,GK,Real Betis,La Liga,25.0,22,1980,0,0,2006-2007,False,0.0
Jônatas Domingos,BRA,MF,Espanyol,La Liga,24.0,20,1164,2,1,2006-2007,False,0.232
Marco Donadel,ITA,MF,Fiorentina,Serie A,23.0,19,1667,0,2,2006-2007,False,0.108
Massimo Donati,ITA,MF,Atalanta,Serie A,25.0,32,2343,1,4,2006-2007,False,0.1921
Lee Dong-gook,KOR,FW,Middlesbrough,Premier League,27.0,8,277,0,0,2006-2007,False,0.0
Doni,BRA,GK,Roma,Serie A,26.0,32,2880,0,0,2006-2007,False,0.0
Cristiano Doni,ITA,MF,Atalanta,Serie A,33.0,26,2080,13,4,2006-2007,False,0.7356
Javier Dorado,ESP,DF,Mallorca,La Liga,29.0,2,112,0,0,2006-2007,False,0.0
Julio dos Santos,PAR,MF,Bayern Munich,Bundesliga,23.0,4,9,0,0,2006-2007,False,0.0
Manuel dos Santos,FRA,DF,Monaco,Ligue 1,32.0,25,2039,0,0,2006-2007,False,0.0
Andrea Dossena,ITA,"DF,MF",Udinese,Serie A,24.0,28,1938,0,0,2006-2007,False,0.0
Thomas Dossevi,TOG,"FW,MF",Valenciennes,Ligue 1,27.0,20,601,2,1,2006-2007,False,0.4493
Tosin Dosunmu,NGA,FW,Nancy,Ligue 1,26.0,11,224,1,1,2006-2007,False,0.8036
Roudolphe Douala,CMR,"FW,MF",Portsmouth,Premier League,27.0,7,243,0,0,2006-2007,False,0.0
Nicolas Douchez,FRA,GK,Toulouse,Ligue 1,26.0,36,3240,0,0,2006-2007,False,0.0
Martin Douillard,FRA,MF,Le Mans,Ligue 1,21.0,16,576,0,1,2006-2007,False,0.1562
Geoffrey Doumeng,FRA,MF,Valenciennes,Ligue 1,25.0,32,2303,1,1,2006-2007,False,0.0782
Stewart Downing,ENG,"FW,MF",Middlesbrough,Premier League,22.0,34,3039,2,8,2006-2007,False,0.2962
Kevin Doyle,IRL,FW,Reading,Premier League,22.0,32,2471,13,1,2006-2007,False,0.5099
Lloyd Doyley,JAM,DF,Watford,Premier League,23.0,21,1619,0,0,2006-2007,False,0.0
Ivica Dragutinović,SRB,DF,Sevilla,La Liga,30.0,25,1924,1,0,2006-2007,False,0.0468
Boukary Dramé,SEN,"DF,MF",Paris Saint-Germain,Ligue 1,21.0,20,1379,0,2,2006-2007,False,0.1305
Bernd Dreher,GER,GK,Bayern Munich,Bundesliga,39.0,1,90,0,0,2006-2007,False,0.0
Jaroslav Drobný,CZE,GK,Bochum,Bundesliga,26.0,17,1530,0,0,2006-2007,False,0.0
Didier Drogba,CIV,FW,Chelsea,Premier League,28.0,36,2944,20,4,2006-2007,False,0.7337
Pavel Drsek,CZE,DF,Bochum,Bundesliga,29.0,27,1434,1,1,2006-2007,False,0.1255
Cha Du-ri,KOR,"DF,MF",Mainz 05,Bundesliga,26.0,12,724,0,0,2006-2007,False,0.0
Michael Duberry,ENG,DF,Reading,Premier League,30.0,8,676,0,0,2006-2007,False,0.0
Pierre Ducasse,FRA,MF,Bordeaux,Ligue 1,19.0,12,763,1,1,2006-2007,False,0.2359
Emmanuel Duchemin,FRA,MF,Nancy,Ligue 1,27.0,24,1371,0,0,2006-2007,False,0.0
David Ducourtioux,FRA,"DF,MF",Sedan,Ligue 1,28.0,37,3273,1,2,2006-2007,False,0.0825
Duda,POR,"DF,FW",Sevilla,La Liga,26.0,11,342,0,1,2006-2007,False,0.2632
Jerzy Dudek,POL,GK,Liverpool,Premier League,33.0,2,180,0,0,2006-2007,False,0.0
Damien Duff,IRL,"FW,MF",Newcastle United,Premier League,27.0,22,1728,1,1,2006-2007,False,0.1042
Laurent Dufresne,FRA,FW,Valenciennes,Ligue 1,34.0,23,2038,4,4,2006-2007,False,0.3533
Sascha Dum,GER,"DF,MF",AA Aachen,Bundesliga,20.0,22,1152,2,2,2006-2007,False,0.3125
Stéphane Dumont,FRA,MF,Lille,Ligue 1,23.0,19,1226,2,0,2006-2007,False,0.1468
David Dunn,ENG,MF,Blackburn Rovers,Premier League,26.0,11,590,0,0,2006-2007,False,0.0
Richard Dunne,IRL,DF,Manchester City,Premier League,26.0,38,3420,1,0,2006-2007,False,0.0263
Aldo Duscher,ARG,MF,Dep La Coruña,La Liga,27.0,15,937,0,0,2006-2007,False,0.0
Kieron Dyer,ENG,MF,Newcastle United,Premier League,27.0,22,1690,5,2,2006-2007,False,0.3728
Chris Eagles,ENG,MF,Manchester Utd,Premier League,20.0,2,93,1,0,2006-2007,False,0.9677
Marius Ebbers,GER,FW,AA Aachen,Bundesliga,28.0,27,1890,2,3,2006-2007,False,0.2381
Patrick Ebert,GER,"FW,MF",Hertha BSC,Bundesliga,19.0,19,1056,2,0,2006-2007,False,0.1705
Albin Ebondo,FRA,DF,Toulouse,Ligue 1,22.0,35,3093,2,2,2006-2007,False,0.1164
Emmanuel Eboué,CIV,"DF,MF",Arsenal,Premier League,23.0,24,2059,0,4,2006-2007,False,0.1748
Olivier Echouafni,FRA,MF,Nice,Ligue 1,33.0,33,2703,0,2,2006-2007,False,0.0666
Chinedu Ede,GER,"FW,MF",Hertha BSC,Bundesliga,19.0,15,539,1,4,2006-2007,False,0.8349
Éder,ITA,FW,Empoli,Serie A,19.0,5,281,0,0,2006-2007,False,0.0
Ederson,BRA,MF,Nice,Ligue 1,20.0,30,1930,6,3,2006-2007,False,0.4197
David Edgar,CAN,DF,Newcastle United,Premier League,19.0,3,240,1,0,2006-2007,False,0.375
Erik Edman,SWE,DF,Rennes,Ligue 1,27.0,30,2508,0,0,2006-2007,False,0.0
Edmílson,BRA,"DF,MF",Barcelona,La Liga,30.0,26,1809,0,0,2006-2007,False,0.0
Edu,BRA,FW,Mainz 05,Bundesliga,24.0,14,680,1,1,2006-2007,False,0.2647
Edu,BRA,"FW,MF",Real Betis,La Liga,27.0,29,2212,8,2,2006-2007,False,0.4069
Mark Edusei,GHA,MF,Catania,Serie A,29.0,31,2620,0,0,2006-2007,False,0.0
Christian Eigler,GER,FW,Arminia,Bundesliga,22.0,27,1267,6,2,2006-2007,False,0.5683
Dimitrios Eleftheropoulos,GRE,GK,Ascoli,Serie A,29.0,14,1220,0,0,2006-2007,False,0.0
Juan Elía,ESP,GK,Osasuna,La Liga,27.0,3,240,0,0,2006-2007,False,0.0
Fabiano Eller,BRA,DF,Atlético Madrid,La Liga,28.0,12,1033,1,0,2006-2007,False,0.0871
Johan Elmander,SWE,FW,Toulouse,Ligue 1,25.0,32,2563,11,6,2006-2007,False,0.597
Gorka Elustondo,ESP,"DF,MF",Real Sociedad,La Liga,19.0,6,427,0,0,2006-2007,False,0.0
Achille Emaná,CMR,MF,Toulouse,Ligue 1,24.0,36,3227,8,3,2006-2007,False,0.3068
Emerson,BRA,MF,Real Madrid,La Liga,30.0,28,2211,1,4,2006-2007,False,0.2035
Emerson,BRA,DF,Lille,Ligue 1,20.0,2,87,0,0,2006-2007,False,0.0
Brett Emerton,AUS,"DF,MF",Blackburn Rovers,Premier League,27.0,34,2929,0,3,2006-2007,False,0.0922
Joseph Enakarhire,NGA,DF,Bordeaux,Ligue 1,23.0,16,1230,0,0,2006-2007,False,0.0
Marco Engelhardt,GER,"DF,MF",Nürnberg,Bundesliga,25.0,11,777,3,1,2006-2007,False,0.4633
Robert Enke,GER,GK,Hannover 96,Bundesliga,28.0,34,3060,0,0,2006-2007,False,0.0
José Enrique,ESP,DF,Villarreal,La Liga,20.0,23,2059,0,0,2006-2007,False,0.0
Eloge Enza Yamissi,CTA,"DF,MF",Troyes,Ligue 1,23.0,29,1895,0,1,2006-2007,False,0.0475
Joël Epalle,CMR,"FW,MF",Bochum,Bundesliga,28.0,17,1403,4,3,2006-2007,False,0.449
Mevlüt Erdinç,TUR,FW,Sochaux,Ligue 1,19.0,4,67,0,0,2006-2007,False,0.0
Roman Eremenko,FIN,MF,Siena,Serie A,19.0,16,571,0,3,2006-2007,False,0.4729
Jon Erice,ESP,MF,Osasuna,La Liga,19.0,5,369,0,0,2006-2007,False,0.0
Fabian Ernst,GER,MF,Schalke 04,Bundesliga,27.0,26,2215,0,0,2006-2007,False,0.0
Christian Erwig,GER,FW,Schalke 04,Bundesliga,23.0,1,4,0,0,2006-2007,True,0.0
Julien Escudé,FRA,DF,Sevilla,La Liga,26.0,30,2621,1,1,2006-2007,False,0.0687
Jokin Esparza,ESP,"FW,MF",Osasuna,La Liga,18.0,1,7,0,0,2006-2007,True,0.0
Mauro Esposito,ITA,"FW,MF",Cagliari,Serie A,27.0,18,1491,1,0,2006-2007,False,0.0604
Michael Essien,GHA,"DF,MF",Chelsea,Premier League,23.0,33,2970,2,3,2006-2007,False,0.1515
Esteban,ESP,GK,Celta Vigo,La Liga,31.0,4,360,0,0,2006-2007,False,0.0
Julián Estéban,SUI,FW,Rennes,Ligue 1,19.0,1,4,0,0,2006-2007,True,0.0
Ricardo Esteves,POR,"DF,MF",Reggina,Serie A,26.0,14,466,1,0,2006-2007,False,0.1931
Fabián Estoyanoff,URU,"FW,MF",Dep La Coruña,La Liga,23.0,28,1631,1,0,2006-2007,False,0.0552
Dani Estrada,ESP,"DF,MF",Real Sociedad,La Liga,19.0,8,476,0,1,2006-2007,False,0.1891
Matthew Etherington,ENG,MF,West Ham United,Premier League,24.0,27,2024,0,1,2006-2007,False,0.0445
Samuel Eto'o,CMR,FW,Barcelona,La Liga,25.0,19,1477,11,7,2006-2007,False,1.0968
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,19.0,1,7,0,0,2006-2007,True,0.0
Joseba Etxeberria,ESP,"FW,MF",Athletic Club,La Liga,28.0,28,1583,3,4,2006-2007,False,0.398
Jason Euell,JAM,"FW,MF",Middlesbrough,Premier League,29.0,17,795,0,2,2006-2007,False,0.2264
Patrice Evra,FRA,DF,Manchester Utd,Premier League,25.0,24,1859,1,2,2006-2007,False,0.1452
Henri Ewane-Elong,CMR,MF,Lille,Ligue 1,20.0,1,90,0,0,2006-2007,False,0.0
Ewerthon,BRA,FW,Zaragoza,La Liga,25.0,28,1324,6,3,2006-2007,False,0.6118
Oscar Ewolo,CGO,"DF,MF",Lorient,Ligue 1,27.0,29,2347,1,1,2006-2007,False,0.0767
Juanjo Expósito,ESP,FW,Racing Sant,La Liga,20.0,23,727,1,0,2006-2007,False,0.1238
Unai Expósito,ESP,DF,Athletic Club,La Liga,26.0,31,2713,0,1,2006-2007,False,0.0332
Santiago Ezquerro,ESP,FW,Barcelona,La Liga,29.0,9,274,1,0,2006-2007,False,0.3285
Luís Fabiano,BRA,FW,Sevilla,La Liga,25.0,26,1795,10,5,2006-2007,False,0.7521
Fabinho,BRA,MF,Toulouse,Ligue 1,26.0,30,2225,5,0,2006-2007,False,0.2022
Cesc Fàbregas,ESP,"FW,MF",Arsenal,Premier League,19.0,38,3180,2,11,2006-2007,False,0.3679
Emerse Faé,CIV,MF,Nantes,Ligue 1,22.0,24,2078,1,1,2006-2007,False,0.0866
Frank Fahrenhorst,GER,DF,Hannover 96,Bundesliga,28.0,26,1682,2,0,2006-2007,False,0.107
Hassan El Fakiri,NOR,"DF,MF",Gladbach,Bundesliga,29.0,18,1306,0,0,2006-2007,False,0.0
Giulio Falcone,ITA,DF,Sampdoria,Serie A,32.0,32,2534,0,0,2006-2007,False,0.0
Gianluca Falsini,ITA,DF,Catania,Serie A,30.0,5,393,0,1,2006-2007,False,0.229
James Fanchone,FRA,"FW,MF",Le Mans,Ligue 1,26.0,20,847,2,2,2006-2007,False,0.425
Dong Fangzhuo,CHN,FW,Manchester Utd,Premier League,21.0,1,73,0,0,2006-2007,False,0.0
Rod Fanni,FRA,DF,Nice,Ligue 1,24.0,36,2986,0,1,2006-2007,False,0.0301
Alexander Farnerud,SWE,MF,Stuttgart,Bundesliga,22.0,9,337,0,3,2006-2007,False,0.8012
Malik Fathi,GER,DF,Hertha BSC,Bundesliga,22.0,31,2356,1,2,2006-2007,False,0.1146
Ahmed Fathy,EGY,"DF,MF",Sheffield United,Premier League,21.0,3,198,0,0,2006-2007,False,0.0
Jacques Faty,SEN,DF,Rennes,Ligue 1,22.0,24,1930,0,0,2006-2007,False,0.0
Ricardo Faty,SEN,MF,Roma,Serie A,19.0,11,306,0,1,2006-2007,False,0.2941
Julien Faubert,FRA,"DF,FW",Bordeaux,Ligue 1,22.0,26,2275,3,1,2006-2007,False,0.1582
Nicolas Fauvergue,FRA,FW,Lille,Ligue 1,21.0,28,867,4,0,2006-2007,False,0.4152
Giuseppe Favalli,ITA,DF,Milan,Serie A,34.0,15,1013,2,0,2006-2007,False,0.1777
Abdoulaye Faye,SEN,"DF,MF",Bolton Wanderers,Premier League,28.0,32,2521,2,0,2006-2007,False,0.0714
Amdy Faye,SEN,"DF,MF",Charlton Athletic,Premier League,29.0,28,2085,1,0,2006-2007,False,0.0432
Ibrahima Faye,SEN,DF,Troyes,Ligue 1,26.0,31,2628,0,0,2006-2007,False,0.0
Maodomalick Faye,SEN,FW,Saint-Étienne,Ligue 1,18.0,1,1,0,0,2006-2007,False,0.0
Adam Federici,AUS,GK,Reading,Premier League,21.0,2,112,0,0,2006-2007,False,0.0
Arne Feick,GER,"DF,MF",Energie Cottbus,Bundesliga,18.0,2,96,0,0,2006-2007,False,0.0
Benny Feilhaber,USA,MF,Hamburger SV,Bundesliga,21.0,9,638,0,0,2006-2007,False,0.0
Pascal Feindouno,GUI,"FW,MF",Saint-Étienne,Ligue 1,25.0,36,2944,9,6,2006-2007,False,0.4586
Fábio Felício,POR,"FW,MF",Real Sociedad,La Liga,24.0,10,383,0,0,2006-2007,False,0.0
Anton Ferdinand,ENG,DF,West Ham United,Premier League,21.0,31,2651,0,1,2006-2007,False,0.0339
Rio Ferdinand,ENG,DF,Manchester Utd,Premier League,27.0,33,2926,1,0,2006-2007,False,0.0308
Manuel Fernandes,POR,MF,Portsmouth,Premier League,20.0,10,594,0,0,2006-2007,False,0.0
Manuel Fernandes,POR,MF,Everton,Premier League,20.0,9,715,2,1,2006-2007,False,0.3776
Benedikt Fernandez,GER,GK,Leverkusen,Bundesliga,21.0,2,152,0,0,2006-2007,False,0.0
Luis Fernández,ESP,DF,Racing Sant,La Liga,33.0,16,1380,0,0,2006-2007,False,0.0
Matías Fernández,CHI,MF,Villarreal,La Liga,20.0,20,1242,1,7,2006-2007,False,0.5797
Fernando,ESP,"FW,MF",Real Betis,La Liga,27.0,25,1316,2,0,2006-2007,False,0.1368
Fernando Menegazzo,BRA,MF,Bordeaux,Ligue 1,25.0,32,2646,2,1,2006-2007,False,0.102
Claudio Ferrarese,ITA,MF,Torino,Serie A,27.0,1,17,0,0,2006-2007,False,0.0
Matteo Ferrari,ITA,DF,Roma,Serie A,26.0,27,2129,2,2,2006-2007,False,0.1691
Demetrius Ferreira,BRA,DF,Troyes,Ligue 1,32.0,24,2108,0,0,2006-2007,False,0.0
Paulo Ferreira,POR,DF,Chelsea,Premier League,27.0,24,1711,0,0,2006-2007,False,0.0
Michele Ferri,ITA,DF,Cagliari,Serie A,25.0,23,1853,1,0,2006-2007,False,0.0486
Damiano Ferronetti,ITA,"DF,MF",Parma,Serie A,21.0,16,1181,0,0,2006-2007,False,0.0
Markus Feulner,GER,MF,Mainz 05,Bundesliga,24.0,30,2234,2,2,2006-2007,False,0.1611
Fabrizio Ficini,ITA,MF,Empoli,Serie A,32.0,10,439,0,0,2006-2007,False,0.0
Christian Fiedler,GER,GK,Hertha BSC,Bundesliga,31.0,32,2880,0,0,2006-2007,False,0.0
Cristian Fiél,GER,MF,AA Aachen,Bundesliga,26.0,30,1585,2,2,2006-2007,False,0.2271
Luís Figo,POR,"FW,MF",Inter,Serie A,33.0,32,2020,2,8,2006-2007,False,0.4455
John Filan,AUS,GK,Wigan Athletic,Premier League,36.0,10,900,0,0,2006-2007,False,0.0
Antonio Filippini,ITA,"DF,MF",Livorno,Serie A,33.0,36,3074,2,4,2006-2007,False,0.1757
Mario Fillinger,GER,"DF,MF",Hamburger SV,Bundesliga,21.0,9,445,0,0,2006-2007,False,0.0
Michele Fini,ITA,MF,Ascoli,Serie A,32.0,32,2530,1,1,2006-2007,False,0.0711
Michael Fink,GER,MF,Eintracht Frankfurt,Bundesliga,24.0,23,1927,0,0,2006-2007,False,0.0
Steve Finnan,IRL,DF,Liverpool,Premier League,30.0,33,2895,0,4,2006-2007,False,0.1244
Stefano Fiore,ITA,MF,Torino,Serie A,31.0,19,989,1,0,2006-2007,True,0.091
Fabrice Fiorèse,FRA,"FW,MF",Lorient,Ligue 1,31.0,7,252,2,0,2006-2007,False,0.7143
Fabio Firmani,ITA,MF,Lazio,Serie A,28.0,11,410,0,1,2006-2007,False,0.2195
Yannick Fischer,FRA,DF,Le Mans,Ligue 1,31.0,15,852,0,0,2006-2007,False,0.0
