player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Ade Akinbiyi,NGA,FW,Sheffield United,Premier League,31.0,3,184,0,0,2006-2007,False,0.0
Jean-Louis Akpa Akpro,CIV,FW,Toulouse,Ligue 1,21.0,10,313,1,0,2006-2007,False,0.2875
David Albelda,ESP,"DF,MF",Valencia,La Liga,28.0,25,2005,0,0,2006-2007,False,0.0
Raúl Albiol,ESP,DF,Valencia,La Liga,20.0,36,3185,1,0,2006-2007,False,0.0283
Alex,POR,"DF,MF",Wolfsburg,Bundesliga,26.0,4,265,0,0,2006-2007,False,0.0
Alexis,ESP,DF,Getafe,La Liga,20.0,24,2114,2,0,2006-2007,False,0.0851
Alexis,ESP,DF,Levante,La Liga,32.0,34,2981,1,2,2006-2007,False,0.0906
Alejandro Alfaro,ESP,"FW,MF",Sevilla,La Liga,19.0,9,309,1,1,2006-2007,False,0.5825
Pablo Alfaro,ESP,DF,Racing Sant,La Liga,37.0,5,392,0,0,2006-2007,False,0.0
Jérémie Aliadière,FRA,"FW,MF",Arsenal,Premier League,23.0,11,422,0,0,2006-2007,False,0.0
Hugo Almeida,POR,FW,Werder Bremen,Bundesliga,22.0,28,1201,5,4,2006-2007,False,0.6744
Sergio Almirón,ARG,MF,Empoli,Serie A,25.0,30,2408,6,1,2006-2007,False,0.2616
Manuel Almunia,ESP,GK,Arsenal,Premier League,29.0,1,90,0,0,2006-2007,False,0.0
Alejandro Alonso,ARG,MF,Bordeaux,Ligue 1,24.0,30,1882,1,2,2006-2007,False,0.1435
Mikel Alonso,ESP,MF,Real Sociedad,La Liga,26.0,18,776,0,0,2006-2007,False,0.0
Xabi Alonso,ESP,MF,Liverpool,Premier League,24.0,32,2661,4,1,2006-2007,False,0.1691
Halil Altıntop,TUR,"FW,MF",Schalke 04,Bundesliga,23.0,34,2159,6,1,2006-2007,False,0.2918
Hamit Altıntop,TUR,"DF,MF",Schalke 04,Bundesliga,23.0,31,1691,2,4,2006-2007,False,0.3193
Cristian Álvarez,ARG,"DF,MF",Racing Sant,La Liga,28.0,24,901,1,3,2006-2007,False,0.3996
Édgar Álvarez,HON,"DF,MF",Messina,Serie A,26.0,32,1966,2,2,2006-2007,False,0.1831
Pablo Álvarez,ESP,MF,Dep La Coruña,La Liga,26.0,7,343,0,0,2006-2007,False,0.0
Quique Álvarez,ESP,DF,Villarreal,La Liga,31.0,15,1210,0,0,2006-2007,False,0.0
Álvaro,BRA,DF,Levante,La Liga,28.0,23,2030,2,1,2006-2007,False,0.133
Dani Alves,BRA,"DF,MF",Sevilla,La Liga,23.0,34,3015,3,11,2006-2007,False,0.4179
Morgan Amalfitano,FRA,MF,Sedan,Ligue 1,21.0,31,2472,0,1,2006-2007,False,0.0364
Ioannis Amanatidis,GRE,"FW,MF",Eintracht Frankfurt,Bundesliga,24.0,27,1876,8,0,2006-2007,False,0.3838
Luis Amaranto Perea,COL,DF,Atlético Madrid,La Liga,27.0,26,2124,0,0,2006-2007,False,0.0
Amauri,ITA,FW,Palermo,Serie A,26.0,18,1445,8,4,2006-2007,False,0.7474
Darren Ambrose,ENG,"FW,MF",Charlton Athletic,Premier League,22.0,26,1752,3,1,2006-2007,False,0.2055
Massimo Ambrosini,ITA,MF,Milan,Serie A,29.0,19,938,2,0,2006-2007,False,0.1919
Martin Amedick,GER,DF,Dortmund,Bundesliga,23.0,18,1162,2,1,2006-2007,False,0.2324
Marco Amelia,ITA,GK,Livorno,Serie A,24.0,30,2700,0,0,2006-2007,False,0.0
Shola Ameobi,NGA,FW,Newcastle United,Premier League,24.0,12,760,3,1,2006-2007,False,0.4737
Daniele Amerini,ITA,MF,Reggina,Serie A,31.0,36,2400,1,1,2006-2007,False,0.075
Pablo Amo,ESP,DF,Recreativo,La Liga,28.0,18,1254,1,0,2006-2007,False,0.0718
Matthew Amoah,GHA,FW,Dortmund,Bundesliga,25.0,9,259,0,0,2006-2007,False,0.0
Fernando Amorebieta,VEN,DF,Athletic Club,La Liga,21.0,27,1786,0,0,2006-2007,False,0.0
Nicola Amoruso,ITA,FW,Reggina,Serie A,31.0,34,2576,17,2,2006-2007,False,0.6638
Chadli Amri,ALG,"FW,MF",Mainz 05,Bundesliga,21.0,15,855,1,1,2006-2007,False,0.2105
Gharib Amzine,MAR,MF,Troyes,Ligue 1,33.0,23,1682,1,1,2006-2007,False,0.107
Christoffer Andersson,SWE,"DF,MF",Hannover 96,Bundesliga,27.0,7,297,0,0,2006-2007,False,0.0
Jorge Andrade,POR,DF,Dep La Coruña,La Liga,28.0,22,1904,0,0,2006-2007,False,0.0
Paulo André,BRA,DF,Le Mans,Ligue 1,22.0,5,432,1,0,2006-2007,False,0.2083
Leon Andreasen,DEN,"DF,MF",Werder Bremen,Bundesliga,23.0,4,99,0,0,2006-2007,False,0.0
Leon Andreasen,DEN,"DF,MF",Mainz 05,Bundesliga,23.0,15,1319,4,1,2006-2007,False,0.3412
Marco Andreolli,ITA,DF,Inter,Serie A,20.0,4,335,0,0,2006-2007,False,0.0
Nicolas Anelka,FRA,FW,Bolton Wanderers,Premier League,27.0,35,3016,11,5,2006-2007,False,0.4775
Juan Ángel Albín,URU,"FW,MF",Getafe,La Liga,20.0,13,410,0,0,2006-2007,False,0.0
Miguel Ángel Angulo,ESP,"FW,MF",Valencia,La Liga,29.0,36,2256,5,3,2006-2007,False,0.3191
Miguel Ángel,ESP,MF,Real Betis,La Liga,27.0,23,1489,0,2,2006-2007,False,0.1209
Miguel Ángel Moyá,ESP,GK,Mallorca,La Liga,22.0,16,1440,0,0,2006-2007,False,0.0
Miguel Ángel Nieto,ESP,MF,Real Madrid,La Liga,20.0,2,31,0,0,2006-2007,False,0.0
Victor Anichebe,NGA,FW,Everton,Premier League,18.0,19,616,3,1,2006-2007,False,0.5844
Ion Ansotegi,ESP,DF,Real Sociedad,La Liga,24.0,20,1727,2,0,2006-2007,False,0.1042
Luca Antonelli,ITA,"DF,MF",Milan,Serie A,19.0,1,6,0,0,2006-2007,True,0.0
Luca Antonini,ITA,"DF,MF",Siena,Serie A,23.0,32,2398,3,0,2006-2007,False,0.1126
José Antonio Reyes,ESP,MF,Real Madrid,La Liga,22.0,30,1244,6,1,2006-2007,False,0.5064
Zé António,POR,DF,Gladbach,Bundesliga,29.0,30,2700,0,0,2006-2007,False,0.0
Dudu Aouate,ISR,GK,Dep La Coruña,La Liga,28.0,38,3420,0,0,2006-2007,False,0.0
Onyekachi Apam,NGA,DF,Nice,Ligue 1,19.0,22,1848,0,0,2006-2007,False,0.0
Alberto Aquilani,ITA,MF,Roma,Serie A,22.0,13,763,1,0,2006-2007,False,0.118
Mikel Aranburu,ESP,MF,Real Sociedad,La Liga,27.0,29,1899,3,1,2006-2007,False,0.1896
Juan Arango,VEN,MF,Mallorca,La Liga,26.0,37,2885,9,8,2006-2007,False,0.5303
Agustín Aranzábal,ESP,DF,Zaragoza,La Liga,33.0,1,13,0,0,2006-2007,True,0.0
Daniel Aranzubia,ESP,GK,Athletic Club,La Liga,26.0,28,2457,0,0,2006-2007,False,0.0
Álvaro Arbeloa,ESP,DF,Dep La Coruña,La Liga,23.0,20,1761,0,0,2006-2007,False,0.0
Álvaro Arbeloa,ESP,DF,Liverpool,Premier League,23.0,9,705,1,1,2006-2007,False,0.2553
Julio Arca,ARG,"DF,MF",Middlesbrough,Premier League,25.0,21,1539,2,1,2006-2007,False,0.1754
Andrea Ardito,ITA,MF,Torino,Serie A,29.0,26,1875,0,1,2006-2007,False,0.048
Miguel Areias,POR,DF,Celta Vigo,La Liga,29.0,1,90,0,0,2006-2007,False,0.0
Simone Aresti,ITA,GK,Cagliari,Serie A,20.0,1,45,0,0,2006-2007,False,0.0
Stefano Argilli,ITA,MF,Livorno,Serie A,33.0,2,80,0,0,2006-2007,False,0.0
Luca Ariatti,ITA,"DF,MF",Atalanta,Serie A,27.0,36,3038,2,0,2006-2007,False,0.0592
Javier Arizmendi,ESP,"FW,MF",Dep La Coruña,La Liga,22.0,33,2711,5,3,2006-2007,False,0.2656
Sylvain Armand,FRA,DF,Paris Saint-Germain,Ligue 1,25.0,37,3324,2,0,2006-2007,False,0.0542
Chris Armstrong,ENG,"DF,MF",Sheffield United,Premier League,23.0,27,2212,0,0,2006-2007,False,0.0
John Arne Riise,NOR,"DF,MF",Liverpool,Premier League,25.0,33,2580,1,1,2006-2007,False,0.0698
Pietro Arnulfo,ITA,FW,Sampdoria,Serie A,17.0,1,2,0,0,2006-2007,True,0.0
Salvatore Aronica,ITA,DF,Reggina,Serie A,28.0,35,3124,0,0,2006-2007,False,0.0
Salim Arrache,ALG,MF,Marseille,Ligue 1,24.0,5,34,0,0,2006-2007,False,0.0
Dominique Arribagé,FRA,DF,Toulouse,Ligue 1,35.0,35,3150,1,0,2006-2007,False,0.0286
Rodolfo Arruabarrena,ARG,DF,Villarreal,La Liga,31.0,20,1335,2,0,2006-2007,False,0.1348
Mikel Arteta,ESP,MF,Everton,Premier League,24.0,35,3137,9,9,2006-2007,False,0.5164
César Arzo,ESP,"DF,MF",Recreativo,La Liga,20.0,24,1647,0,0,2006-2007,False,0.0
Arzu,ESP,"DF,MF",Real Betis,La Liga,25.0,16,1134,1,1,2006-2007,False,0.1587
Gerald Asamoah,GER,"FW,MF",Schalke 04,Bundesliga,27.0,13,522,2,2,2006-2007,False,0.6897
Nicola Ascoli,ITA,DF,Empoli,Serie A,26.0,13,741,0,1,2006-2007,False,0.1215
Moses Ashikodi,ATG,FW,Watford,Premier League,19.0,2,23,0,0,2006-2007,False,0.0
Jonathan Aspas,ESP,MF,Celta Vigo,La Liga,24.0,22,1020,0,0,2006-2007,False,0.0
Benoît Assou-Ekotto,CMR,DF,Tottenham Hotspur,Premier League,22.0,16,1396,0,1,2006-2007,False,0.0645
Marcos Assunção,BRA,MF,Real Betis,La Liga,30.0,27,1978,2,5,2006-2007,False,0.3185
Athirson,BRA,"DF,MF",Leverkusen,Bundesliga,29.0,12,454,1,0,2006-2007,False,0.1982
Timothée Atouba,CMR,DF,Hamburger SV,Bundesliga,24.0,21,1770,0,1,2006-2007,False,0.0508
Lucien Aubey,CGO,DF,Toulouse,Ligue 1,22.0,16,1416,0,0,2006-2007,False,0.0
Fabien Audard,FRA,GK,Lorient,Ligue 1,28.0,12,1001,0,0,2006-2007,False,0.0
Johan Audel,MTQ,"FW,MF",Lille,Ligue 1,22.0,4,199,1,0,2006-2007,False,0.4523
Benjamin Auer,GER,FW,Bochum,Bundesliga,25.0,2,91,0,0,2006-2007,False,0.0
Fábio Aurélio,BRA,"DF,MF",Liverpool,Premier League,26.0,17,1011,0,3,2006-2007,False,0.2671
Cédric Avinel,GLP,DF,Watford,Premier League,19.0,1,46,0,0,2006-2007,False,0.0
Roberto Ayala,ARG,DF,Valencia,La Liga,33.0,29,2572,2,0,2006-2007,False,0.07
Anis Ayari,TUN,DF,Lorient,Ligue 1,24.0,2,58,0,0,2006-2007,False,0.0
Mimoun Azaouagh,GER,MF,Mainz 05,Bundesliga,23.0,27,1937,2,3,2006-2007,False,0.2323
César Azpilicueta,ESP,"DF,MF",Osasuna,La Liga,16.0,1,25,0,0,2006-2007,True,0.0
Georges Ba,CIV,FW,Troyes,Ligue 1,27.0,8,246,2,0,2006-2007,False,0.7317
Issa Ba,SEN,MF,Auxerre,Ligue 1,24.0,20,547,0,1,2006-2007,False,0.1645
Christof Babatz,GER,MF,Mainz 05,Bundesliga,31.0,13,809,1,1,2006-2007,False,0.2225
Celestine Babayaro,NGA,"DF,MF",Newcastle United,Premier League,27.0,12,1036,0,0,2006-2007,False,0.0
Markus Babbel,GER,DF,Stuttgart,Bundesliga,33.0,2,98,0,0,2006-2007,False,0.0
Marko Babić,CRO,"DF,MF",Leverkusen,Bundesliga,25.0,25,1831,2,2,2006-2007,False,0.1966
Alexander Bade,GER,GK,Bochum,Bundesliga,35.0,5,450,0,0,2006-2007,False,0.0
Jean-Michel Badiane,FRA,DF,Sedan,Ligue 1,23.0,19,1177,0,0,2006-2007,False,0.0
Fernando Baiano,BRA,FW,Celta Vigo,La Liga,27.0,35,2983,15,3,2006-2007,False,0.5431
Leighton Baines,ENG,DF,Wigan Athletic,Premier League,21.0,35,3117,3,0,2006-2007,False,0.0866
Davide Baiocco,ITA,MF,Catania,Serie A,31.0,33,2950,0,3,2006-2007,False,0.0915
Zlatan Bajramović,BIH,MF,Schalke 04,Bundesliga,26.0,27,1943,2,1,2006-2007,False,0.139
Djamel Bakar,COM,"FW,MF",Monaco,Ligue 1,17.0,2,29,0,0,2006-2007,False,0.0
Ibrahima Bakayoko,CIV,FW,Livorno,Serie A,29.0,16,906,3,0,2006-2007,False,0.298
Ibrahima Bakayoko,CIV,FW,Messina,Serie A,29.0,6,400,0,0,2006-2007,False,0.0
Javier Balboa,EQG,"FW,MF",Racing Sant,La Liga,21.0,30,1094,1,2,2006-2007,False,0.2468
Ivano Baldanzeddu,ITA,DF,Empoli,Serie A,20.0,2,49,0,0,2006-2007,True,0.0
Iacopo Balestri,ITA,DF,Torino,Serie A,31.0,31,2722,0,3,2006-2007,False,0.0992
Hanno Balitsch,GER,MF,Hannover 96,Bundesliga,25.0,33,2868,2,0,2006-2007,False,0.0628
Michael Ball,ENG,DF,Manchester City,Premier League,26.0,12,1076,0,0,2006-2007,False,0.0
Michael Ballack,GER,MF,Chelsea,Premier League,29.0,26,2016,4,1,2006-2007,False,0.2232
David Balleri,ITA,DF,Livorno,Serie A,37.0,25,1370,0,1,2006-2007,False,0.0657
Salva Ballesta,ESP,FW,Levante,La Liga,31.0,14,1117,4,5,2006-2007,False,0.7252
Sergio Ballesteros,ESP,DF,Mallorca,La Liga,30.0,35,3139,1,0,2006-2007,False,0.0287
Daniele Balli,ITA,GK,Empoli,Serie A,38.0,30,2700,0,0,2006-2007,False,0.0
Marco Ballotta,ITA,GK,Lazio,Serie A,42.0,11,865,0,0,2006-2007,False,0.0
Florent Balmont,FRA,MF,Nice,Ligue 1,26.0,32,2683,0,2,2006-2007,False,0.0671
Habib Bamogo,BFA,FW,Marseille,Ligue 1,24.0,15,519,3,0,2006-2007,False,0.5202
Habib Bamogo,BFA,FW,Celta Vigo,La Liga,24.0,15,663,2,1,2006-2007,False,0.4072
Tomasz Bandrowski,POL,MF,Energie Cottbus,Bundesliga,21.0,12,439,0,0,2006-2007,False,0.0
Ibrahima Bangoura,GUI,"DF,FW",Troyes,Ligue 1,23.0,27,1400,2,1,2006-2007,False,0.1929
Ismaël Bangoura,GUI,FW,Le Mans,Ligue 1,21.0,33,2605,12,4,2006-2007,False,0.5528
Al Bangura,SLE,MF,Watford,Premier League,18.0,16,1085,0,0,2006-2007,False,0.0
Albert Baning,CMR,MF,Paris Saint-Germain,Ligue 1,21.0,1,82,0,0,2006-2007,False,0.0
Ivica Banović,CRO,MF,Nürnberg,Bundesliga,25.0,25,895,5,3,2006-2007,False,0.8045
Júlio Baptista,BRA,"FW,MF",Arsenal,Premier League,24.0,24,1131,3,2,2006-2007,False,0.3979
Rubén Baraja,ESP,MF,Valencia,La Liga,31.0,14,803,1,3,2006-2007,False,0.4483
Sergej Barbarez,BIH,"FW,MF",Leverkusen,Bundesliga,34.0,32,2632,7,6,2006-2007,False,0.4445
Rafael Barber,ESP,MF,Recreativo,La Liga,25.0,20,1419,0,0,2006-2007,False,0.0
Cédric Barbosa,FRA,MF,Troyes,Ligue 1,30.0,30,2328,2,1,2006-2007,False,0.116
Mariano Barbosa,ARG,GK,Villarreal,La Liga,22.0,11,945,0,0,2006-2007,False,0.0
Phil Bardsley,SCO,DF,Aston Villa,Premier League,21.0,13,1147,0,1,2006-2007,False,0.0785
Antonino Barillà,ITA,"DF,MF",Reggina,Serie A,18.0,4,48,0,0,2006-2007,False,0.0
Tranquillo Barnetta,SUI,MF,Leverkusen,Bundesliga,21.0,30,2144,1,2,2006-2007,False,0.1259
Simone Barone,ITA,MF,Torino,Serie A,28.0,33,2519,0,1,2006-2007,False,0.0357
Roberto Baronio,ITA,MF,Lazio,Serie A,28.0,11,502,0,0,2006-2007,False,0.0
Milan Baroš,CZE,FW,Aston Villa,Premier League,24.0,17,875,1,1,2006-2007,False,0.2057
Milan Baroš,CZE,FW,Lyon,Ligue 1,24.0,12,718,4,0,2006-2007,False,0.5014
Antonio Barragán,ESP,"DF,MF",Dep La Coruña,La Liga,19.0,16,917,2,0,2006-2007,False,0.1963
Gareth Barry,ENG,MF,Aston Villa,Premier League,25.0,35,3120,8,4,2006-2007,False,0.3462
Rahmane Barry,SEN,"FW,MF",Lorient,Ligue 1,19.0,13,402,0,0,2006-2007,False,0.0
Fabien Barthez,FRA,GK,Nantes,Ligue 1,35.0,14,1241,0,0,2006-2007,False,0.0
Joey Barton,ENG,MF,Manchester City,Premier League,23.0,33,2967,6,4,2006-2007,False,0.3033
Patrick Barul,FRA,DF,Lens,Ligue 1,28.0,12,694,0,0,2006-2007,False,0.0
Andrea Barzagli,ITA,DF,Palermo,Serie A,25.0,36,3234,1,2,2006-2007,False,0.0835
Marko Baša,MNE,DF,Le Mans,Ligue 1,23.0,35,3044,1,1,2006-2007,False,0.0591
Angelos Basinas,GRE,MF,Mallorca,La Liga,30.0,29,1898,0,1,2006-2007,False,0.0474
Davide Bassi,ITA,GK,Empoli,Serie A,21.0,8,720,0,0,2006-2007,False,0.0
Christophe Bastien,FRA,MF,Sedan,Ligue 1,30.0,3,100,0,0,2006-2007,False,0.0
Michel Bastos,BRA,"DF,MF",Lille,Ligue 1,22.0,25,1693,3,1,2006-2007,False,0.2126
Alessandro Bastrini,ITA,DF,Sampdoria,Serie A,19.0,6,340,0,0,2006-2007,False,0.0
Yıldıray Baştürk,TUR,MF,Hertha BSC,Bundesliga,27.0,19,1437,1,2,2006-2007,False,0.1879
Matthew Bates,ENG,DF,Middlesbrough,Premier League,19.0,1,68,0,0,2006-2007,False,0.0
Laurent Batlles,FRA,MF,Toulouse,Ligue 1,30.0,31,2060,4,1,2006-2007,False,0.2184
Frank Baumann,GER,"DF,MF",Werder Bremen,Bundesliga,30.0,17,1067,0,2,2006-2007,False,0.1687
Steffen Baumgart,GER,FW,Energie Cottbus,Bundesliga,34.0,33,1370,2,0,2006-2007,False,0.1314
Alexander Baumjohann,GER,MF,Gladbach,Bundesliga,19.0,4,81,0,0,2006-2007,False,0.0
Dani Bautista,ESP,DF,Recreativo,La Liga,25.0,23,1813,0,0,2006-2007,False,0.0
Moustapha Bayal Sall,SEN,DF,Saint-Étienne,Ligue 1,20.0,4,119,0,0,2006-2007,False,0.0
Fabio Bazzani,ITA,FW,Sampdoria,Serie A,29.0,21,1019,1,1,2006-2007,False,0.1766
DaMarcus Beasley,USA,"DF,FW",Manchester City,Premier League,24.0,18,1026,3,1,2006-2007,False,0.3509
James Beattie,ENG,FW,Everton,Premier League,28.0,33,1459,2,3,2006-2007,False,0.3084
Michael Beauchamp,AUS,DF,Nürnberg,Bundesliga,25.0,18,1361,1,0,2006-2007,False,0.0661
Tommy Bechmann,DEN,"FW,MF",Bochum,Bundesliga,24.0,11,332,0,0,2006-2007,False,0.0
Andreas Beck,GER,"DF,MF",Stuttgart,Bundesliga,19.0,4,36,0,0,2006-2007,False,0.0
David Beckham,ENG,MF,Real Madrid,La Liga,31.0,23,1420,3,7,2006-2007,False,0.6338
Valon Behrami,SUI,"DF,MF",Lazio,Serie A,21.0,17,1262,1,0,2006-2007,False,0.0713
David Belenguer,ESP,DF,Getafe,La Liga,33.0,34,3037,1,0,2006-2007,False,0.0296
Nadir Belhadj,ALG,"DF,MF",Sedan,Ligue 1,24.0,37,3081,2,3,2006-2007,False,0.1461
Craig Bellamy,WAL,FW,Liverpool,Premier League,27.0,27,1916,7,2,2006-2007,False,0.4228
Manuel Belleri,ITA,DF,Lazio,Serie A,28.0,22,1026,1,1,2006-2007,False,0.1754
Juliano Belletti,BRA,"DF,MF",Barcelona,La Liga,30.0,13,808,0,1,2006-2007,False,0.1114
Gianpaolo Bellini,ITA,DF,Atalanta,Serie A,26.0,32,2700,1,0,2006-2007,False,0.0333
David Bellion,FRA,FW,Nice,Ligue 1,23.0,30,1652,8,0,2006-2007,False,0.4358
Giuseppe Bellusci,ITA,DF,Ascoli,Serie A,16.0,3,109,0,0,2006-2007,False,0.0
Emre Belözoğlu,TUR,MF,Newcastle United,Premier League,25.0,24,1825,2,2,2006-2007,False,0.1973
Hatem Ben Arfa,FRA,"FW,MF",Lyon,Ligue 1,19.0,13,531,1,0,2006-2007,False,0.1695
Tal Ben Haim,ISR,DF,Bolton Wanderers,Premier League,24.0,32,2685,0,0,2006-2007,False,0.0
Änis Ben-Hatira,TUN,MF,Hamburger SV,Bundesliga,18.0,5,162,0,0,2006-2007,False,0.0
Yossi Benayoun,ISR,MF,West Ham United,Premier League,26.0,29,2270,3,3,2006-2007,False,0.2379
Collin Benjamin,NAM,"DF,MF",Hamburger SV,Bundesliga,27.0,21,1854,2,0,2006-2007,False,0.0971
Benjani,ZIM,FW,Portsmouth,Premier League,27.0,31,2041,6,3,2006-2007,False,0.3969
Leon Benko,CRO,FW,Nürnberg,Bundesliga,22.0,7,71,0,0,2006-2007,False,0.0
Ian Bennett,ENG,GK,Sheffield United,Premier League,34.0,2,180,0,0,2006-2007,False,0.0
Darren Bent,ENG,FW,Charlton Athletic,Premier League,22.0,32,2865,13,1,2006-2007,False,0.4398
Marcus Bent,ENG,FW,Charlton Athletic,Premier League,28.0,30,1484,1,2,2006-2007,False,0.1819
David Bentley,ENG,MF,Blackburn Rovers,Premier League,21.0,36,3069,4,8,2006-2007,False,0.3519
Benoît Benvegnu,FRA,GK,Toulouse,Ligue 1,21.0,2,180,0,0,2006-2007,False,0.0
Karim Benzema,FRA,FW,Lyon,Ligue 1,18.0,21,1156,5,2,2006-2007,False,0.545
Dimitar Berbatov,BUL,FW,Tottenham Hotspur,Premier League,25.0,33,2716,12,9,2006-2007,False,0.6959
Héctor Berenguel,ESP,DF,Mallorca,La Liga,31.0,21,1845,0,0,2006-2007,False,0.0
Pascal Berenguer,FRA,MF,Nancy,Ligue 1,25.0,28,1507,0,1,2006-2007,False,0.0597
Vinícius Bergantin,BRA,DF,Hannover 96,Bundesliga,26.0,30,2675,3,0,2006-2007,False,0.1009
Gaizka Bergara,ESP,DF,Athletic Club,La Liga,20.0,1,14,0,0,2006-2007,False,0.0
Patrik Berger,CZE,MF,Aston Villa,Premier League,32.0,13,561,2,2,2006-2007,False,0.6417
Bryan Bergougnoux,FRA,"FW,MF",Toulouse,Ligue 1,23.0,33,1193,3,1,2006-2007,False,0.3018
Martin Bergvold,DEN,MF,Livorno,Serie A,22.0,5,120,0,0,2006-2007,False,0.0
Besart Berisha,KVX,FW,Hamburger SV,Bundesliga,21.0,12,354,1,0,2006-2007,False,0.2542
Nabil Berkak,FRA,DF,Troyes,Ligue 1,22.0,9,689,0,0,2006-2007,False,0.0
Lucas Bernardi,ARG,MF,Monaco,Ligue 1,28.0,16,1440,0,1,2006-2007,False,0.0625
Antonino Bernardini,ITA,MF,Atalanta,Serie A,32.0,24,1705,0,4,2006-2007,False,0.2111
Bruno Berner,SUI,"DF,MF",Blackburn Rovers,Premier League,28.0,1,90,0,0,2006-2007,False,0.0
Tommaso Berni,ITA,GK,Lazio,Serie A,23.0,2,174,0,0,2006-2007,False,0.0
Mathieu Berson,FRA,MF,Levante,La Liga,26.0,27,1999,0,0,2006-2007,False,0.0
Jérémy Berthod,FRA,DF,Lyon,Ligue 1,22.0,10,739,0,0,2006-2007,False,0.0
Gianluca Berti,ITA,GK,Sampdoria,Serie A,39.0,11,990,0,0,2006-2007,False,0.0
Valerio Bertotto,ITA,DF,Siena,Serie A,31.0,27,2320,1,0,2006-2007,False,0.0388
