player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Paolo Bartolomei,ITA,MF,Spezia,Serie A,30,6,320,0,1,2020-2021,True,0.2812
Marc Bartra,ESP,DF,Real Betis,La Liga,29,19,1694,0,1,2020-2021,True,0.0531
Daniele Baselli,ITA,MF,Torino,Serie A,28,15,396,0,0,2020-2021,False,0.0
Chris Basham,ENG,DF,Sheffield United,Premier League,32,31,2576,0,1,2020-2021,True,0.0349
Toma Bašić,CRO,MF,Bordeaux,Ligue 1,23,34,2601,4,1,2020-2021,True,0.173
Álvaro Bastida,ESP,MF,Cádiz,La Liga,16,1,35,0,0,2020-2021,False,0.0
Alessandro Bastoni,ITA,DF,Inter,Serie A,21,33,2922,0,3,2020-2021,True,0.0924
Simone Bastoni,ITA,DF,Spezia,Serie A,23,22,1522,1,7,2020-2021,True,0.4731
Bastos,ANG,DF,Lazio,Serie A,29,2,63,0,0,2020-2021,False,0.0
Michy Batshuayi,BEL,FW,Crystal Palace,Premier League,26,18,728,2,1,2020-2021,True,0.3709
Rodrigo Battaglia,ARG,MF,Alavés,La Liga,29,32,2492,1,0,2020-2021,False,0.0361
Cristian Battocchio,ITA,MF,Brest,Ligue 1,28,15,355,0,0,2020-2021,False,0.0
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,30,31,2790,0,0,2020-2021,False,0.0
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,32,17,1072,2,0,2020-2021,False,0.1679
Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,20,31,2369,6,3,2020-2021,True,0.3419
Jon Bautista,ESP,FW,Real Sociedad,La Liga,25,21,370,0,1,2020-2021,True,0.2432
Paul Baysse,FRA,DF,Bordeaux,Ligue 1,32,31,2614,2,2,2020-2021,True,0.1377
Noah Joel Sarenren Bazee,NGA,"FW,MF",Augsburg,Bundesliga,23,5,36,0,1,2020-2021,True,2.5
Ihlas Bebou,TOG,"FW,MF",Hoffenheim,Bundesliga,26,32,2200,9,7,2020-2021,True,0.6545
Rodrigo Becão,BRA,DF,Udinese,Serie A,24,35,2780,1,0,2020-2021,False,0.0324
Sheraldo Becker,SUR,"MF,FW",Union Berlin,Bundesliga,25,18,1106,3,3,2020-2021,True,0.4882
Timo Becker,GER,DF,Schalke 04,Bundesliga,23,20,1640,0,0,2020-2021,False,0.0
Jan Bednarek,POL,DF,Southampton,Premier League,24,36,3100,1,1,2020-2021,True,0.0581
Donny van de Beek,NED,MF,Manchester Utd,Premier League,23,19,524,1,1,2020-2021,True,0.3435
Valon Behrami,SUI,MF,Genoa,Serie A,35,26,892,0,0,2020-2021,False,0.0
Brian Behrendt,GER,"DF,MF",Arminia,Bundesliga,28,3,79,0,0,2020-2021,False,0.0
Maximilian Beier,GER,"FW,MF",Hoffenheim,Bundesliga,17,3,10,0,0,2020-2021,False,0.0
Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,28,14,596,0,1,2020-2021,True,0.151
Erwan Belhadji,FRA,FW,Dijon,Ligue 1,19,1,30,0,0,2020-2021,False,0.0
Haris Belkebla,ALG,MF,Brest,Ligue 1,26,35,2727,0,0,2020-2021,False,0.0
Stefan Bell,GER,DF,Mainz 05,Bundesliga,28,16,1266,1,1,2020-2021,True,0.1422
Karim Bellarabi,GER,MF,Leverkusen,Bundesliga,30,22,798,0,0,2020-2021,False,0.0
Jean-Ricner Bellegarde,HAI,MF,Strasbourg,Ligue 1,22,36,2086,1,1,2020-2021,True,0.0863
Héctor Bellerín,ESP,"DF,MF",Arsenal,Premier League,25,25,2089,1,2,2020-2021,True,0.1292
Jude Bellingham,ENG,MF,Dortmund,Bundesliga,17,29,1697,1,3,2020-2021,True,0.2121
Andrea Belotti,ITA,FW,Torino,Serie A,26,35,2888,13,6,2020-2021,True,0.5921
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,21,32,1399,3,0,2020-2021,False,0.193
Sami Ben Amar,MAR,FW,Nîmes,Ligue 1,22,1,7,0,0,2020-2021,False,0.0
Hatem Ben Arfa,FRA,"MF,FW",Bordeaux,Ligue 1,33,24,1703,2,4,2020-2021,True,0.3171
Salim Ben Seghir,FRA,FW,Nice,Ligue 1,17,1,7,0,0,2020-2021,False,0.0
Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,29,37,2607,20,7,2020-2021,True,0.9321
Ahmad Benali,LBY,MF,Crotone,Serie A,28,18,1214,0,1,2020-2021,True,0.0741
Samy Benchamma,FRA,MF,Montpellier,Ligue 1,20,5,42,0,0,2020-2021,False,0.0
Lars Bender,GER,DF,Leverkusen,Bundesliga,31,14,936,1,2,2020-2021,True,0.2885
Sven Bender,GER,DF,Leverkusen,Bundesliga,31,18,1170,0,0,2020-2021,False,0.0
Darío Benedetto,ARG,FW,Marseille,Ligue 1,30,32,1579,5,3,2020-2021,True,0.456
László Bénes,SVK,"MF,FW",Augsburg,Bundesliga,22,12,660,1,1,2020-2021,True,0.2727
László Bénes,SVK,MF,Gladbach,Bundesliga,22,7,150,0,1,2020-2021,True,0.6
Walter Benítez,ARG,GK,Nice,Ligue 1,27,38,3420,0,0,2020-2021,False,0.0
Loris Benito,SUI,DF,Bordeaux,Ligue 1,28,31,2651,0,0,2020-2021,False,0.0
Sergio Benito,ESP,FW,Valladolid,La Liga,21,1,2,0,0,2020-2021,False,0.0
Bilal Benkhedim,ALG,FW,Saint-Étienne,Ligue 1,19,3,73,0,0,2020-2021,False,0.0
Djamel Benlamri,ALG,DF,Lyon,Ligue 1,30,6,149,0,0,2020-2021,False,0.0
