player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Thomas Delaine,FRA,"MF,DF",Metz,Ligue 1,28,24,1779,3,2,2020-2021,True,0.253
Thomas Delaney,DEN,MF,Dortmund,Bundesliga,28,20,1286,1,1,2020-2021,True,0.14
Liam Delap,ENG,FW,Manchester City,Premier League,17,1,40,0,0,2020-2021,False,0.0
Jonathan Delaplace,FRA,DF,Lorient,Ligue 1,34,18,906,0,1,2020-2021,True,0.0993
Sacha Delaye,FRA,MF,Montpellier,Ligue 1,18,1,7,0,0,2020-2021,False,0.0
Cristian Dell'Orco,ITA,DF,Spezia,Serie A,26,8,262,0,0,2020-2021,False,0.0
Andy Delort,ALG,FW,Montpellier,Ligue 1,28,30,2482,15,9,2020-2021,True,0.8703
Fabian Delph,ENG,MF,Everton,Premier League,30,8,266,0,0,2020-2021,False,0.0
Moussa Dembélé,FRA,FW,Lyon,Ligue 1,24,16,677,1,0,2020-2021,False,0.1329
Moussa Dembélé,FRA,FW,Atlético Madrid,La Liga,24,5,100,0,0,2020-2021,False,0.0
Ousmane Dembélé,FRA,"FW,MF",Barcelona,La Liga,23,30,1774,6,3,2020-2021,True,0.4566
Merih Demiral,TUR,DF,Juventus,Serie A,22,15,940,0,1,2020-2021,True,0.0957
Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,27,29,1744,4,3,2020-2021,True,0.3612
Ermedin Demirović,BIH,FW,Freiburg,Bundesliga,22,30,1498,5,6,2020-2021,True,0.6609
Diego Demme,GER,MF,Napoli,Serie A,28,24,1590,2,3,2020-2021,True,0.283
Jason Denayer,BEL,DF,Lyon,Ligue 1,25,31,2614,1,0,2020-2021,False,0.0344
Leander Dendoncker,BEL,"MF,DF",Wolves,Premier League,25,33,2503,1,0,2020-2021,False,0.036
Kévin Denkey,TOG,FW,Nîmes,Ligue 1,19,10,524,1,1,2020-2021,True,0.3435
Emmanuel Dennis,NGA,FW,Köln,Bundesliga,22,9,474,0,1,2020-2021,True,0.1899
Stefano Denswil,SUR,DF,Bologna,Serie A,27,5,115,0,0,2020-2021,False,0.0
Fabio Depaoli,ITA,"DF,MF",Benevento,Serie A,23,15,1120,0,0,2020-2021,False,0.0
Fabio Depaoli,ITA,MF,Sampdoria,Serie A,23,2,77,0,0,2020-2021,False,0.0
Fabio Depaoli,ITA,MF,Atalanta,Serie A,23,5,191,0,0,2020-2021,False,0.0
Clément Depres,FRA,FW,Nîmes,Ligue 1,25,1,14,0,0,2020-2021,False,0.0
Mike van der Hoorn,NED,DF,Arminia,Bundesliga,27,22,1356,0,0,2020-2021,False,0.0
Kastriot Dermaku,ALB,DF,Parma,Serie A,28,2,100,0,0,2020-2021,False,0.0
Kiril Despodov,BUL,"FW,MF",Cagliari,Serie A,23,1,11,0,0,2020-2021,False,0.0
Sergiño Dest,USA,"MF,DF",Barcelona,La Liga,19,30,1909,2,1,2020-2021,True,0.1414
Mattia Destro,ITA,FW,Genoa,Serie A,29,29,1606,11,1,2020-2021,True,0.6725
Gerard Deulofeu,ESP,"FW,MF",Udinese,Serie A,26,13,598,1,1,2020-2021,True,0.301
Deyverson,BRA,FW,Alavés,La Liga,29,27,874,1,3,2020-2021,True,0.4119
Jacopo Dezi,ITA,FW,Parma,Serie A,28,2,79,0,0,2020-2021,False,0.0
Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,31,11,500,0,0,2020-2021,False,0.0
Samuel Di Carmine,ITA,FW,Crotone,Serie A,31,11,475,0,0,2020-2021,False,0.0
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,26,36,3240,3,6,2020-2021,True,0.25
Ángel Di María,ARG,"FW,MF",Paris Saint-Germain,Ligue 1,32,27,1853,5,9,2020-2021,True,0.68
Alessandro Di Pardo,ITA,"DF,MF",Juventus,Serie A,21,4,14,0,0,2020-2021,False,0.0
Giuseppe Di Serio,ITA,FW,Benevento,Serie A,19,16,292,0,0,2020-2021,False,0.0
Boulaye Dia,SEN,FW,Reims,Ligue 1,23,36,2930,14,1,2020-2021,True,0.4608
Abdoulay Diaby,MLI,"FW,MF",Getafe,La Liga,29,1,18,0,0,2020-2021,False,0.0
Moussa Diaby,FRA,"FW,MF",Leverkusen,Bundesliga,21,32,2388,4,11,2020-2021,True,0.5653
Mbaye Diagne,SEN,FW,West Brom,Premier League,28,16,1189,3,2,2020-2021,True,0.3785
Mouctar Diakhaby,GUI,DF,Valencia,La Liga,23,26,2079,1,0,2020-2021,False,0.0433
Abdou Diallo,SEN,DF,Paris Saint-Germain,Ligue 1,24,22,1490,0,1,2020-2021,True,0.0604
Amad Diallo,CIV,MF,Manchester Utd,Premier League,18,3,166,0,1,2020-2021,True,0.5422
Amad Diallo,CIV,"FW,MF",Atalanta,Serie A,18,1,14,0,0,2020-2021,False,0.0
Habib Diallo,SEN,"FW,MF",Strasbourg,Ligue 1,25,32,2322,9,3,2020-2021,True,0.4651
Habib Diallo,SEN,FW,Metz,Ligue 1,25,4,143,0,0,2020-2021,False,0.0
Ibrahima Diallo,FRA,MF,Southampton,Premier League,21,22,1020,0,0,2020-2021,False,0.0
Ibrahima Diallo,FRA,MF,Brest,Ligue 1,21,5,440,0,0,2020-2021,False,0.0
Amadou Diambo,GHA,MF,Benevento,Serie A,19,1,3,0,0,2020-2021,False,0.0
Grady Diangana,COD,MF,West Brom,Premier League,22,20,1235,1,0,2020-2021,False,0.0729
Stéphane Diarra,FRA,"MF,FW",Lorient,Ligue 1,21,13,197,0,0,2020-2021,False,0.0
Rúben Dias,POR,DF,Manchester City,Premier League,23,32,2843,1,0,2020-2021,False,0.0317
Krépin Diatta,SEN,MF,Monaco,Ligue 1,21,12,389,1,0,2020-2021,False,0.2314
Amadou Diawara,GUI,MF,Roma,Serie A,23,18,658,1,0,2020-2021,False,0.1368
Brahim Díaz,MAR,MF,Milan,Serie A,20,27,1228,4,3,2020-2021,True,0.513
Víctor Díaz,ESP,DF,Granada,La Liga,32,17,828,0,2,2020-2021,True,0.2174
Daniel Didavi,GER,"MF,FW",Stuttgart,Bundesliga,30,23,970,4,3,2020-2021,True,0.6495
Bamba Dieng,SEN,FW,Marseille,Ligue 1,20,5,129,0,0,2020-2021,False,0.0
Eric Dier,ENG,DF,Tottenham Hotspur,Premier League,26,28,2520,0,0,2020-2021,False,0.0
Daan Dierckx,BEL,DF,Parma,Serie A,17,7,471,0,0,2020-2021,False,0.0
Lucas Digne,FRA,"DF,MF",Everton,Premier League,27,30,2681,0,7,2020-2021,True,0.235
Mitchell Dijks,NED,DF,Bologna,Serie A,27,20,1481,0,0,2020-2021,False,0.0
Javairô Dilrosun,NED,"MF,FW",Hertha BSC,Bundesliga,22,12,529,0,1,2020-2021,True,0.1701
Federico Dimarco,ITA,"DF,MF",Hellas Verona,Serie A,22,35,2613,5,3,2020-2021,True,0.2755
Junior Dina Ebimbe,CMR,"MF,FW",Dijon,Ligue 1,19,30,2144,1,1,2020-2021,True,0.084
Tristan Dingomé,CMR,"DF,MF",Reims,Ligue 1,29,1,15,0,0,2020-2021,False,0.0
Eren Dinkçi,GER,MF,Werder Bremen,Bundesliga,18,8,108,1,0,2020-2021,False,0.8333
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,19,27,1133,0,0,2020-2021,False,0.0
Lois Diony,FRA,FW,Angers,Ligue 1,27,36,1749,5,1,2020-2021,True,0.3087
Issa Diop,MAR,DF,West Ham United,Premier League,23,18,1381,2,0,2020-2021,False,0.1303
Papakouli Diop,SEN,MF,Eibar,La Liga,34,33,2324,1,1,2020-2021,True,0.0775
Sofiane Diop,MAR,MF,Monaco,Ligue 1,20,32,2023,7,1,2020-2021,True,0.3559
Andy Diouf,FRA,MF,Rennes,Ligue 1,17,1,12,0,0,2020-2021,False,0.0
Yehvann Diouf,SEN,GK,Reims,Ligue 1,20,2,135,0,0,2020-2021,False,0.0
Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,22,1,1,0,0,2020-2021,False,0.0
Jonas Dirkner,GER,MF,Hertha BSC,Bundesliga,18,1,16,0,0,2020-2021,False,0.0
Axel Disasi,FRA,DF,Monaco,Ligue 1,22,29,2011,3,0,2020-2021,False,0.1343
Tiago Djaló,POR,DF,Lille,Ligue 1,20,17,873,0,0,2020-2021,False,0.0
Djené,TOG,DF,Getafe,La Liga,28,34,2941,0,1,2020-2021,True,0.0306
Moussa Djenepo,MLI,MF,Southampton,Premier League,22,27,1240,1,0,2020-2021,False,0.0726
Koffi Djidji,CIV,DF,Crotone,Serie A,27,20,1524,1,0,2020-2021,False,0.0591
Alexander Djiku,GHA,"DF,MF",Strasbourg,Ligue 1,25,30,2552,0,0,2020-2021,False,0.0
Berat Djimsiti,ALB,DF,Atalanta,Serie A,27,33,2625,0,3,2020-2021,True,0.1029
Marko Dmitrović,SRB,GK,Eibar,La Liga,28,35,3120,1,0,2020-2021,False,0.0288
Ritsu Doan,JPN,"MF,FW",Arminia,Bundesliga,22,34,2768,5,2,2020-2021,True,0.2276
Mihai Dobre,ROU,"MF,FW",Dijon,Ligue 1,21,22,529,0,0,2020-2021,False,0.0
Matt Doherty,IRL,"DF,MF",Tottenham Hotspur,Premier League,28,17,1240,0,2,2020-2021,True,0.1452
Jeremy Doku,BEL,"MF,FW",Rennes,Ligue 1,18,30,2313,2,3,2020-2021,True,0.1946
Kasper Dolberg,DEN,FW,Nice,Ligue 1,22,25,1928,6,2,2020-2021,True,0.3734
Keagan Dolly,RSA,MF,Montpellier,Ligue 1,27,18,452,0,0,2020-2021,False,0.0
Jaume Doménech,ESP,GK,Valencia,La Liga,29,28,2520,0,0,2020-2021,False,0.0
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,19,4,360,0,0,2020-2021,False,0.0
Nicolás Domínguez,ARG,MF,Bologna,Serie A,22,28,1255,1,0,2020-2021,False,0.0717
John Donald,ESP,DF,Elche,La Liga,19,2,50,0,0,2020-2021,False,0.0
Ji Dong-won,KOR,"FW,MF",Mainz 05,Bundesliga,29,6,62,0,0,2020-2021,False,0.0
Anastasios Donis,GRE,MF,Reims,Ligue 1,23,3,97,0,0,2020-2021,False,0.0
Gianluigi Donnarumma,ITA,GK,Milan,Serie A,21,37,3330,0,0,2020-2021,False,0.0
Bas Dost,NED,FW,Eintracht Frankfurt,Bundesliga,31,12,817,4,2,2020-2021,True,0.661
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,27,29,2443,2,3,2020-2021,True,0.1842
Cheick Doucouré,MLI,MF,Lens,Ligue 1,20,33,2627,2,1,2020-2021,True,0.1028
Fodé Doucouré,MLI,DF,Reims,Ligue 1,19,7,333,0,0,2020-2021,False,0.0
Mahamadou Doucouré,MLI,FW,Nîmes,Ligue 1,20,3,45,0,0,2020-2021,False,0.0
Cheick Doukouré,CIV,MF,Levante,La Liga,27,7,101,0,0,2020-2021,False,0.0
Idrissa Doumbia,CIV,MF,Huesca,La Liga,22,23,779,0,0,2020-2021,False,0.0
Moussa Doumbia,MLI,"MF,FW",Reims,Ligue 1,25,23,899,0,1,2020-2021,True,0.1001
Souleyman Doumbia,CIV,DF,Angers,Ligue 1,23,27,2222,0,1,2020-2021,True,0.0405
Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,29,18,1136,1,0,2020-2021,False,0.0792
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,22,36,3148,0,1,2020-2021,True,0.0286
Denis Drăguș,ROU,FW,Crotone,Serie A,21,9,177,0,0,2020-2021,False,0.0
Radu Drăgușin,ROU,DF,Juventus,Serie A,18,1,1,0,0,2020-2021,False,0.0
Mouhamadou Drammeh,GAM,MF,Reims,Ligue 1,21,6,173,0,0,2020-2021,False,0.0
Julian Draxler,GER,MF,Paris Saint-Germain,Ligue 1,26,24,1064,4,3,2020-2021,True,0.5921
Dominick Drexler,GER,"MF,FW",Köln,Bundesliga,30,27,1233,2,1,2020-2021,True,0.219
Matthieu Dreyer,FRA,GK,Lorient,Ligue 1,31,15,1350,0,0,2020-2021,False,0.0
Domingos Duarte,POR,DF,Granada,La Liga,25,29,2363,1,0,2020-2021,False,0.0381
Léo Duarte,BRA,DF,Milan,Serie A,24,1,19,0,0,2020-2021,False,0.0
Óscar Duarte,CRC,DF,Levante,La Liga,31,29,2060,1,0,2020-2021,False,0.0437
Rubén Duarte,ESP,DF,Alavés,La Liga,24,31,2545,1,1,2020-2021,True,0.0707
Leo Dubois,FRA,"DF,MF",Lyon,Ligue 1,25,37,2903,2,4,2020-2021,True,0.186
Martin Dúbravka,SVK,GK,Newcastle United,Premier League,31,13,1170,0,0,2020-2021,False,0.0
Ondrej Duda,SVK,"FW,MF",Köln,Bundesliga,25,32,2537,7,5,2020-2021,True,0.4257
Unai Dufur,ESP,DF,Eibar,La Liga,21,1,62,0,0,2020-2021,False,0.0
Haris Duljević,BIH,"MF,FW",Nîmes,Ligue 1,26,20,773,0,2,2020-2021,True,0.2329
Paul Dummett,WAL,DF,Newcastle United,Premier League,28,15,1255,1,0,2020-2021,False,0.0717
Alfred Duncan,GHA,MF,Fiorentina,Serie A,27,4,162,0,0,2020-2021,False,0.0
Alfred Duncan,GHA,MF,Cagliari,Serie A,27,19,1068,0,1,2020-2021,True,0.0843
Lewis Dunk,ENG,DF,Brighton,Premier League,28,33,2931,5,0,2020-2021,False,0.1535
Jimmy Dunne,IRL,DF,Burnley,Premier League,22,3,270,1,0,2020-2021,False,0.3333
Erik Durm,GER,MF,Eintracht Frankfurt,Bundesliga,28,21,1480,1,2,2020-2021,True,0.1824
Hugo Duro,ESP,FW,Real Madrid,La Liga,20,2,55,0,0,2020-2021,False,0.0
Jean-Kevin Duverne,HAI,DF,Brest,Ligue 1,23,27,2029,1,0,2020-2021,False,0.0444
Paulo Dybala,ARG,FW,Juventus,Serie A,26,20,1132,4,3,2020-2021,True,0.5565
Edin Džeko,BIH,FW,Roma,Serie A,34,27,1824,7,3,2020-2021,True,0.4934
Steeve-Mike Ebongue,FRA,MF,Genoa,Serie A,19,3,52,0,1,2020-2021,True,1.7308
Enzo Ebosse,CMR,DF,Angers,Ligue 1,21,6,260,0,0,2020-2021,False,0.0
Bruno Ecuele Manga,GAB,DF,Dijon,Ligue 1,32,38,3420,2,0,2020-2021,False,0.0526
Simone Edera,ITA,MF,Torino,Serie A,23,2,52,0,0,2020-2021,False,0.0
Ederson,BRA,GK,Manchester City,Premier League,26,36,3240,0,1,2020-2021,True,0.0278
Kyle Edwards,ENG,MF,West Brom,Premier League,22,5,118,0,0,2020-2021,False,0.0
John Egan,IRL,DF,Sheffield United,Premier League,27,31,2629,0,1,2020-2021,True,0.0342
Johannes Eggestein,GER,FW,Werder Bremen,Bundesliga,22,2,33,0,0,2020-2021,False,0.0
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,23,33,2942,2,5,2020-2021,True,0.2141
Lilian Egloff,GER,MF,Stuttgart,Bundesliga,17,2,16,0,0,2020-2021,False,0.0
Kingsley Ehizibue,NED,"DF,MF",Köln,Bundesliga,25,21,1133,0,1,2020-2021,True,0.0794
Albin Ekdal,SWE,MF,Sampdoria,Serie A,31,32,2299,2,1,2020-2021,True,0.1174
Hugo Ekitike,FRA,FW,Reims,Ligue 1,18,2,88,0,0,2020-2021,False,0.0
Anthony Elanga,SWE,"MF,FW",Manchester Utd,Premier League,18,2,155,1,0,2020-2021,False,0.5806
Niclas Eliasson,SWE,"MF,FW",Nîmes,Ligue 1,24,30,1799,4,3,2020-2021,True,0.3502
Elif Elmas,MKD,MF,Napoli,Serie A,20,33,740,2,1,2020-2021,True,0.3649
Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,32,14,839,0,0,2020-2021,False,0.0
Mohamed Elneny,EGY,MF,Arsenal,Premier League,28,23,1544,1,0,2020-2021,False,0.0583
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,26,23,1884,1,0,2020-2021,False,0.0478
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,23,29,2536,3,1,2020-2021,True,0.142
Rodrigo Ely,BRA,DF,Alavés,La Liga,26,8,468,1,0,2020-2021,False,0.1923
Breel Embolo,SUI,"FW,MF",Gladbach,Bundesliga,23,31,1440,5,2,2020-2021,True,0.4375
Emerson,BRA,DF,Real Betis,La Liga,21,34,2991,1,4,2020-2021,True,0.1505
Renaud Emond,BEL,FW,Nantes,Ligue 1,28,22,354,2,0,2020-2021,False,0.5085
Alan Empereur,BRA,DF,Hellas Verona,Serie A,26,4,219,0,0,2020-2021,False,0.0
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,23,38,2311,18,0,2020-2021,False,0.701
Keita Endo,JPN,MF,Union Berlin,Bundesliga,22,16,456,1,0,2020-2021,False,0.1974
Wataru Endo,JPN,MF,Stuttgart,Bundesliga,27,33,2955,3,3,2020-2021,True,0.1827
Sergi Enrich,ESP,FW,Eibar,La Liga,30,27,1404,3,0,2020-2021,False,0.1923
Christian Eriksen,DEN,MF,Inter,Serie A,28,26,1385,3,0,2020-2021,False,0.1949
Martin Erlic,CRO,DF,Spezia,Serie A,22,27,1798,3,1,2020-2021,True,0.2002
Patrick Erras,GER,"DF,MF",Werder Bremen,Bundesliga,25,4,26,0,0,2020-2021,False,0.0
Gonzalo Escalante,ARG,MF,Lazio,Serie A,27,24,733,0,1,2020-2021,True,0.1228
Aarón Escandell,ESP,GK,Granada,La Liga,24,5,450,0,0,2020-2021,False,0.0
Dani Escriche,ESP,"MF,FW",Huesca,La Liga,22,23,857,1,1,2020-2021,True,0.21
Sergio Escudero,ESP,DF,Sevilla,La Liga,30,9,565,1,0,2020-2021,False,0.1593
Alfonso Espino,URU,DF,Cádiz,La Liga,28,32,2601,0,3,2020-2021,True,0.1038
Vicente Esquerdo,ESP,MF,Valencia,La Liga,21,4,231,0,0,2020-2021,False,0.0
Nahuel Estévez,ARG,MF,Spezia,Serie A,24,27,1768,0,3,2020-2021,True,0.1527
Pervis Estupiñán,ECU,DF,Villarreal,La Liga,22,25,1168,0,0,2020-2021,False,0.0
Yoann Etienne,FRA,DF,Lorient,Ligue 1,23,1,90,0,0,2020-2021,False,0.0
Xabier Etxeita,ESP,DF,Getafe,La Liga,32,11,883,0,0,2020-2021,False,0.0
Jonny Evans,NIR,DF,Leicester City,Premier League,32,28,2473,2,2,2020-2021,True,0.1456
Edu Expósito,ESP,MF,Eibar,La Liga,23,31,2455,0,3,2020-2021,True,0.11
Valentin Eysseric,FRA,MF,Fiorentina,Serie A,28,16,729,2,0,2020-2021,False,0.2469
Eberechi Eze,ENG,MF,Crystal Palace,Premier League,22,34,2559,4,6,2020-2021,True,0.3517
Jokin Ezkieta,ESP,GK,Athletic Club,La Liga,23,1,90,0,0,2020-2021,False,0.0
Łukasz Fabiański,POL,GK,West Ham United,Premier League,35,35,3150,0,0,2020-2021,False,0.0
Fabinho,BRA,"DF,MF",Liverpool,Premier League,26,30,2567,0,0,2020-2021,False,0.0
Fábio,BRA,DF,Nantes,Ligue 1,30,22,1507,0,1,2020-2021,True,0.0597
Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,33,21,877,2,3,2020-2021,True,0.5131
Bandiougou Fadiga,FRA,MF,Paris Saint-Germain,Ligue 1,19,6,63,0,0,2020-2021,False,0.0
Bandiougou Fadiga,FRA,MF,Brest,Ligue 1,19,4,43,0,0,2020-2021,False,0.0
Wout Faes,BEL,DF,Reims,Ligue 1,22,33,2899,1,0,2020-2021,False,0.031
Nicolò Fagioli,ITA,MF,Juventus,Serie A,19,1,21,0,0,2020-2021,False,0.0
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,31,22,1876,0,0,2020-2021,False,0.0
Romain Faivre,FRA,"MF,FW",Brest,Ligue 1,22,36,2891,6,5,2020-2021,True,0.3424
Fali,ESP,"DF,MF",Cádiz,La Liga,26,34,2637,0,0,2020-2021,False,0.0
Iago Falque,ESP,MF,Benevento,Serie A,30,11,358,1,1,2020-2021,True,0.5028
Andri Fannar Baldursson,ISL,MF,Bologna,Serie A,18,8,217,0,0,2020-2021,False,0.0
Paolo Faragò,ITA,"DF,MF",Bologna,Serie A,27,1,23,0,0,2020-2021,False,0.0
Paolo Faragò,ITA,DF,Cagliari,Serie A,27,8,369,0,0,2020-2021,False,0.0
Davide Faraoni,ITA,MF,Hellas Verona,Serie A,28,34,2891,4,7,2020-2021,True,0.3424
Mohamed Fares,ALG,MF,Lazio,Serie A,24,21,1139,0,1,2020-2021,True,0.079
Diego Farias,BRA,FW,Spezia,Serie A,30,29,1514,4,2,2020-2021,True,0.3567
Wuilker Faríñez,VEN,GK,Lens,Ligue 1,22,3,107,0,0,2020-2021,False,0.0
Noah Fatar,FRA,FW,Angers,Ligue 1,18,2,21,0,0,2020-2021,False,0.0
Ansu Fati,ESP,"MF,FW",Barcelona,La Liga,17,7,431,4,0,2020-2021,False,0.8353
Julien Faussurier,FRA,DF,Brest,Ligue 1,33,17,955,0,3,2020-2021,True,0.2827
Andrea Favilli,ITA,FW,Hellas Verona,Serie A,23,11,339,2,0,2020-2021,False,0.531
Federico Fazio,ARG,DF,Roma,Serie A,33,6,406,1,0,2020-2021,False,0.2217
Nabil Fekir,FRA,MF,Real Betis,La Liga,27,33,2622,5,6,2020-2021,True,0.3776
Felipe,BRA,DF,Atlético Madrid,La Liga,31,31,2057,0,0,2020-2021,False,0.0
Luiz Felipe,ITA,DF,Lazio,Serie A,23,14,909,0,0,2020-2021,False,0.0
João Félix,POR,"FW,MF",Atlético Madrid,La Liga,20,31,1572,7,5,2020-2021,True,0.687
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,22,29,2610,1,0,2020-2021,False,0.0345
Zinedine Ferhat,ALG,"MF,FW",Nîmes,Ligue 1,27,33,2957,6,10,2020-2021,True,0.487
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,25,37,3099,18,12,2020-2021,True,0.8712
Edimilson Fernandes,SUI,"MF,DF",Mainz 05,Bundesliga,24,14,841,0,1,2020-2021,True,0.107
Aitor Fernández,ESP,GK,Levante,La Liga,29,29,2610,0,0,2020-2021,False,0.0
Álex Fernández,ESP,MF,Cádiz,La Liga,27,25,1946,4,1,2020-2021,True,0.2312
Álvaro Fernández,ESP,GK,Huesca,La Liga,22,22,1980,0,0,2020-2021,False,0.0
Andrés Fernández,ESP,GK,Huesca,La Liga,33,16,1440,0,0,2020-2021,False,0.0
Augusto Fernández,ARG,MF,Cádiz,La Liga,34,12,369,0,0,2020-2021,False,0.0
Carlos Fernández,ESP,FW,Sevilla,La Liga,24,5,143,0,0,2020-2021,False,0.0
Carlos Fernández,ESP,"MF,FW",Real Sociedad,La Liga,24,11,390,1,2,2020-2021,True,0.6923
Federico Fernández,ARG,DF,Newcastle United,Premier League,31,24,2079,0,0,2020-2021,False,0.0
Joaquín Fernández,ESP,DF,Valladolid,La Liga,24,25,2073,1,0,2020-2021,False,0.0434
Fernandinho,BRA,MF,Manchester City,Premier League,35,21,1188,0,2,2020-2021,True,0.1515
Fernando,BRA,MF,Sevilla,La Liga,33,31,2546,3,4,2020-2021,True,0.2474
Alex Ferrari,ITA,DF,Sampdoria,Serie A,26,12,880,0,1,2020-2021,True,0.1023
David Ferreiro,ESP,"MF,FW",Huesca,La Liga,32,37,2527,2,4,2020-2021,True,0.2137
Salvador Ferrer,ESP,DF,Spezia,Serie A,22,18,1190,0,1,2020-2021,True,0.0756
Facundo Ferreyra,ARG,FW,Celta Vigo,La Liga,29,13,300,1,0,2020-2021,False,0.3
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,28,34,2577,0,3,2020-2021,True,0.1048
Marco Festa,ITA,GK,Crotone,Serie A,28,1,90,0,0,2020-2021,False,0.0
Fidel,ESP,"MF,DF",Elche,La Liga,30,30,2396,6,3,2020-2021,True,0.3381
Sam Field,ENG,MF,West Brom,Premier League,22,3,62,0,0,2020-2021,False,0.0
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,31,17,544,0,1,2020-2021,True,0.1654
Roberto Firmino,BRA,FW,Liverpool,Premier League,28,36,2838,9,7,2020-2021,True,0.5074
Junior Firpo,DOM,"MF,DF",Barcelona,La Liga,23,7,289,1,1,2020-2021,True,0.6228
Will Fish,ENG,DF,Manchester Utd,Premier League,17,1,1,0,0,2020-2021,False,0.0
John Fleck,SCO,MF,Sheffield United,Premier League,28,31,2575,0,2,2020-2021,True,0.0699
Mark Flekken,NED,GK,Freiburg,Bundesliga,27,3,270,0,0,2020-2021,False,0.0
Florian Flick,GER,MF,Schalke 04,Bundesliga,20,4,360,1,0,2020-2021,False,0.25
Alexis Flips,FRA,MF,Reims,Ligue 1,20,2,43,1,0,2020-2021,False,2.093
Alessandro Florenzi,ITA,"DF,MF",Paris Saint-Germain,Ligue 1,29,21,1538,2,1,2020-2021,True,0.1756
Kingsley Fobi,GHA,DF,Granada,La Liga,21,1,45,0,0,2020-2021,False,0.0
Phil Foden,ENG,"FW,MF",Manchester City,Premier League,20,28,1616,9,5,2020-2021,True,0.7797
Mamadou Fofana,MLI,"MF,DF",Metz,Ligue 1,22,16,1070,0,0,2020-2021,False,0.0
Seko Fofana,CIV,MF,Lens,Ligue 1,25,30,2309,2,3,2020-2021,True,0.1949
Wesley Fofana,FRA,DF,Leicester City,Premier League,19,28,2262,0,0,2020-2021,False,0.0
Wesley Fofana,FRA,DF,Saint-Étienne,Ligue 1,19,4,315,0,0,2020-2021,False,0.0
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,21,35,2873,0,3,2020-2021,True,0.094
Thomas Foket,BEL,DF,Reims,Ligue 1,25,37,3324,0,3,2020-2021,True,0.0812
Ramón Folch,ESP,MF,Elche,La Liga,30,1,1,0,0,2020-2021,False,0.0
Lamine Fomba,FRA,MF,Nîmes,Ligue 1,22,32,2175,1,1,2020-2021,True,0.0828
Thomas Fontaine,MAD,DF,Lorient,Ligue 1,29,4,320,0,0,2020-2021,False,0.0
José Fontán,ESP,DF,Celta Vigo,La Liga,20,14,652,0,0,2020-2021,False,0.0
José Fonte,POR,DF,Lille,Ligue 1,36,36,3185,3,0,2020-2021,False,0.0848
Fernando Forestieri,ITA,FW,Udinese,Serie A,30,19,552,1,1,2020-2021,True,0.3261
Pablo Fornals,ESP,MF,West Ham United,Premier League,24,33,2572,5,4,2020-2021,True,0.3149
Emil Forsberg,SWE,"FW,MF",RB Leipzig,Bundesliga,28,29,1539,7,4,2020-2021,True,0.6433
Fraser Forster,ENG,GK,Southampton,Premier League,32,8,720,0,0,2020-2021,False,0.0
Philipp Förster,GER,MF,Stuttgart,Bundesliga,25,25,1509,3,1,2020-2021,True,0.2386
Steven Fortes,CPV,DF,Lens,Ligue 1,28,18,1435,0,0,2020-2021,False,0.0
Yassin Fortune,HAI,"FW,MF",Angers,Ligue 1,21,1,15,0,0,2020-2021,False,0.0
Timothy Fosu-Mensah,NED,DF,Manchester Utd,Premier League,22,1,80,0,0,2020-2021,False,0.0
Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,22,6,409,0,0,2020-2021,False,0.0
Daam Foulon,BEL,"DF,MF",Benevento,Serie A,21,23,1021,0,1,2020-2021,True,0.0881
Dimitri Foulquier,FRA,"DF,MF",Granada,La Liga,27,32,2663,0,4,2020-2021,True,0.1352
Juan Foyth,ARG,"DF,MF",Villarreal,La Liga,22,16,1168,0,0,2020-2021,False,0.0
Gianluca Frabotta,ITA,"DF,MF",Juventus,Serie A,21,15,689,0,1,2020-2021,True,0.1306
Raphael Framberger,GER,DF,Augsburg,Bundesliga,24,21,1540,0,1,2020-2021,True,0.0584
Tyrese Francois,AUS,MF,Fulham,Premier League,20,1,15,0,0,2020-2021,False,0.0
Ryan Fraser,SCO,"FW,MF",Newcastle United,Premier League,26,18,928,0,2,2020-2021,True,0.194
