player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Kévin Constant,GUI,"DF,MF",Genoa,Serie A,24,21,1341,1,1,2011-2012,True,0.1342
Diego Contento,GER,DF,Bayern Munich,Bundesliga,21,11,496,0,0,2011-2012,False,0.0
Daniele Conti,ITA,MF,Cagliari,Serie A,32,32,2636,4,5,2011-2012,True,0.3073
Matteo Contini,ITA,DF,Siena,Serie A,31,16,1126,0,0,2011-2012,False,0.0
Roy Contout,FRA,FW,Auxerre,Ligue 1,26,37,1819,5,5,2011-2012,True,0.4948
Francis Coquelin,FRA,"DF,MF",Arsenal,Premier League,20,10,634,0,1,2011-2012,True,0.142
Sébastien Corchia,FRA,"DF,MF",Sochaux,Ligue 1,20,31,2522,0,0,2011-2012,False,0.0
Iván Córdoba,COL,DF,Inter,Serie A,34,5,216,0,0,2011-2012,False,0.0
Benjamin Corgnet,FRA,MF,Dijon,Ligue 1,24,36,2975,8,2,2011-2012,True,0.3025
Vedran Ćorluka,CRO,DF,Tottenham Hotspur,Premier League,25,3,136,0,0,2011-2012,False,0.0
Vedran Ćorluka,CRO,DF,Leverkusen,Bundesliga,25,7,595,0,0,2011-2012,False,0.0
Rober Correa,ESP,DF,Rayo Vallecano,La Liga,18,2,89,0,0,2011-2012,False,0.0
David Cortés,ESP,DF,Granada,La Liga,31,10,733,0,0,2011-2012,False,0.0
Daniele Corvia,ITA,FW,Lecce,Serie A,26,22,732,2,0,2011-2012,False,0.2459
Achille Coser,ITA,GK,Novara,Serie A,29,2,134,0,0,2011-2012,False,0.0
Andrea Cossu,ITA,MF,Cagliari,Serie A,31,32,2515,1,4,2011-2012,True,0.1789
Danny da Costa,GER,"DF,MF",Leverkusen,Bundesliga,18,6,319,0,0,2011-2012,False,0.0
Diego Costa,ESP,FW,Rayo Vallecano,La Liga,22,16,1310,9,4,2011-2012,True,0.8931
Jaume Costa,ESP,DF,Villarreal,La Liga,23,6,540,0,0,2011-2012,False,0.0
Ricardo Costa,POR,DF,Valencia,La Liga,30,12,1010,0,0,2011-2012,False,0.0
Tino Costa,ARG,MF,Valencia,La Liga,26,27,2029,5,3,2011-2012,True,0.3549
Benoît Costil,FRA,GK,Rennes,Ligue 1,24,37,3330,0,0,2011-2012,False,0.0
Jean-Christophe Coubronne,FRA,DF,Novara,Serie A,22,1,22,0,0,2011-2012,False,0.0
Adama Coulibaly,MLI,"DF,MF",Auxerre,Ligue 1,30,8,681,0,0,2011-2012,False,0.0
Kafoumba Coulibaly,CIV,MF,Nice,Ligue 1,25,28,2419,1,3,2011-2012,True,0.1488
Ousmane Coulibaly,MLI,DF,Brest,Ligue 1,22,18,1519,0,0,2011-2012,False,0.0
Mehdi Courgnaud,FRA,"FW,MF",Dijon,Ligue 1,20,11,477,0,1,2011-2012,True,0.1887
Thibaut Courtois,BEL,GK,Atlético Madrid,La Liga,19,37,3261,0,0,2011-2012,False,0.0
Mathieu Coutadeur,FRA,MF,Lorient,Ligue 1,25,30,2110,2,1,2011-2012,True,0.128
Philippe Coutinho,BRA,"FW,MF",Espanyol,La Liga,19,16,1177,5,1,2011-2012,True,0.4588
Philippe Coutinho,BRA,"FW,MF",Inter,Serie A,19,5,247,1,1,2011-2012,True,0.7287
Simon Cox,IRL,FW,West Brom,Premier League,24,18,766,0,1,2011-2012,True,0.1175
Jody Craddock,ENG,"DF,MF",Wolves,Premier League,36,1,73,0,0,2011-2012,False,0.0
Martí Crespí,ESP,DF,Mallorca,La Liga,24,8,506,0,0,2011-2012,False,0.0
Hernán Crespo,ARG,FW,Parma,Serie A,36,4,66,0,0,2011-2012,False,0.0
Cris,BRA,DF,Lyon,Ligue 1,34,20,1734,2,0,2011-2012,False,0.1038
Andrew Crofts,WAL,MF,Norwich City,Premier League,27,24,1285,0,1,2011-2012,True,0.07
Pierrick Cros,FRA,DF,Saint-Étienne,Ligue 1,19,1,17,0,0,2011-2012,False,0.0
Pierrick Cros,FRA,GK,Sochaux,Ligue 1,20,7,630,0,0,2011-2012,False,0.0
Peter Crouch,ENG,FW,Stoke City,Premier League,30,32,2682,10,2,2011-2012,True,0.4027
Peter Crouch,ENG,FW,Tottenham Hotspur,Premier League,30,1,90,0,0,2011-2012,False,0.0
Albert Crusat,ESP,"FW,MF",Wigan Athletic,Premier League,29,15,493,1,0,2011-2012,False,0.1826
Rinaldo Cruzado,PER,MF,Chievo,Serie A,26,20,1062,0,1,2011-2012,True,0.0847
Juan Cuadrado,COL,"DF,FW",Lecce,Serie A,23,33,2700,3,1,2011-2012,True,0.1333
Carlos Cuéllar,ESP,DF,Aston Villa,Premier League,29,18,1491,0,1,2011-2012,True,0.0604
Iván Cuéllar,ESP,GK,Sporting Gijón,La Liga,27,1,90,0,0,2011-2012,False,0.0
Isaac Cuenca,ESP,"FW,MF",Barcelona,La Liga,20,16,1076,2,3,2011-2012,True,0.4182
Jhon Culma,COL,MF,Brest,Ligue 1,30,21,1689,0,0,2011-2012,False,0.0
Gianluca Curci,ITA,GK,Roma,Serie A,26,3,243,0,0,2011-2012,False,0.0
Alexandre Cuvillier,FRA,"FW,MF",Nancy,Ligue 1,25,8,240,0,0,2011-2012,False,0.0
Gaetano D'Agostino,ITA,MF,Siena,Serie A,29,24,1632,3,2,2011-2012,True,0.2757
Mouhamadou Dabo,FRA,DF,Lyon,Ligue 1,24,15,961,0,1,2011-2012,True,0.0937
Filip Daems,BEL,DF,Gladbach,Bundesliga,32,31,2790,3,1,2011-2012,True,0.129
Omar Daf,SEN,DF,Brest,Ligue 1,34,16,1300,1,0,2011-2012,False,0.0692
Dario Dainelli,ITA,DF,Genoa,Serie A,32,13,1093,0,0,2011-2012,False,0.0
Dario Dainelli,ITA,DF,Chievo,Serie A,32,6,383,0,0,2011-2012,False,0.0
Felipe dal Belo,BRA,DF,Fiorentina,Serie A,27,3,188,0,0,2011-2012,False,0.0
Stéphane Dalmat,FRA,MF,Rennes,Ligue 1,32,4,49,0,1,2011-2012,True,1.8367
Gaël Danic,FRA,MF,Valenciennes,Ligue 1,29,34,2839,7,2,2011-2012,True,0.2853
Guillermo Daniel Rodríguez,URU,DF,Cesena,Serie A,27,28,2520,0,0,2011-2012,False,0.0
Scott Dann,ENG,DF,Blackburn Rovers,Premier League,24,27,2402,1,1,2011-2012,True,0.0749
Dante,BRA,DF,Gladbach,Bundesliga,27,33,2970,0,0,2011-2012,False,0.0
Romain Danzé,FRA,"DF,MF",Rennes,Ligue 1,25,32,2698,1,3,2011-2012,True,0.1334
Jesús Dátolo,ARG,MF,Espanyol,La Liga,27,5,243,0,0,2011-2012,False,0.0
Lorenzo Davids,NED,MF,Augsburg,Bundesliga,24,20,1485,0,0,2011-2012,False,0.0
Charlie Davies,USA,FW,Sochaux,Ligue 1,25,2,27,0,0,2011-2012,False,0.0
Kevin Davies,ENG,FW,Bolton Wanderers,Premier League,34,31,1865,6,2,2011-2012,True,0.3861
Mark Davies,ENG,MF,Bolton Wanderers,Premier League,23,35,2754,4,0,2011-2012,False,0.1307
Simon Davies,WAL,MF,Fulham,Premier League,31,6,302,0,0,2011-2012,False,0.0
David Davis,ENG,MF,Wolves,Premier League,20,7,396,0,0,2011-2012,False,0.0
Craig Dawson,ENG,DF,West Brom,Premier League,21,8,542,0,0,2011-2012,False,0.0
Michael Dawson,ENG,DF,Tottenham Hotspur,Premier League,27,7,549,0,0,2011-2012,False,0.0
Paolo De Ceglie,ITA,DF,Juventus,Serie A,24,21,1351,1,2,2011-2012,True,0.1999
Ritchie De Laet,BEL,DF,Norwich City,Premier League,22,6,480,1,0,2011-2012,False,0.1875
Jonas De Roeck,BEL,DF,Augsburg,Bundesliga,31,9,482,0,0,2011-2012,False,0.0
Daniele De Rossi,ITA,"DF,MF",Roma,Serie A,28,32,2832,4,3,2011-2012,True,0.2225
Morgan De Sanctis,ITA,GK,Napoli,Serie A,34,37,3330,0,0,2011-2012,False,0.0
Mattia De Sciglio,ITA,"DF,MF",Milan,Serie A,18,3,250,0,0,2011-2012,False,0.0
Lorenzo De Silvestri,ITA,"DF,MF",Fiorentina,Serie A,23,22,1442,0,0,2011-2012,False,0.0
Ángel Dealbert,ESP,DF,Valencia,La Liga,28,11,990,0,0,2011-2012,False,0.0
Thierry Debès,FRA,GK,Ajaccio,Ligue 1,37,2,94,0,0,2011-2012,False,0.0
Mathieu Debuchy,FRA,DF,Lille,Ligue 1,26,32,2845,5,1,2011-2012,True,0.1898
Jermain Defoe,ENG,FW,Tottenham Hotspur,Premier League,28,25,1301,11,1,2011-2012,True,0.8301
Deivid,ESP,"DF,MF",Sevilla,La Liga,22,5,284,0,0,2011-2012,False,0.0
Ashkan Dejagah,IRN,"FW,MF",Wolfsburg,Bundesliga,25,26,1993,3,7,2011-2012,True,0.4516
Cristiano Del Grosso,ITA,DF,Siena,Serie A,28,32,2692,2,1,2011-2012,True,0.1003
Asier del Horno,ESP,DF,Levante,La Liga,30,13,1049,0,1,2011-2012,True,0.0858
Manu del Moral,ESP,FW,Sevilla,La Liga,27,34,2215,10,1,2011-2012,True,0.447
Simone Del Nero,ITA,"DF,FW",Cesena,Serie A,29,11,504,2,0,2011-2012,False,0.3571
Simone Del Nero,ITA,"DF,FW",Lazio,Serie A,29,2,4,0,0,2011-2012,False,0.0
Alessandro Del Piero,ITA,"FW,MF",Juventus,Serie A,36,23,509,3,2,2011-2012,True,0.8841
Rory Delap,IRL,MF,Stoke City,Premier League,35,26,1525,2,0,2011-2012,False,0.118
Nathan Delfouneso,ENG,"FW,MF",Aston Villa,Premier League,20,6,163,0,0,2011-2012,False,0.0
Andrija Delibašić,MNE,FW,Rayo Vallecano,La Liga,30,19,625,1,0,2011-2012,False,0.144
Francesco Della Rocca,ITA,MF,Palermo,Serie A,23,21,1065,0,1,2011-2012,True,0.0845
Paolo Dellafiore,ITA,DF,Novara,Serie A,26,17,1106,0,0,2011-2012,False,0.0
Andy Delort,ALG,FW,Ajaccio,Ligue 1,19,7,240,0,0,2011-2012,False,0.0
Fabian Delph,ENG,"DF,MF",Aston Villa,Premier League,21,11,848,0,0,2011-2012,False,0.0
Matthieu Delpierre,FRA,DF,Stuttgart,Bundesliga,30,1,90,0,1,2011-2012,True,1.0
Gennaro Delvecchio,ITA,MF,Catania,Serie A,33,13,738,1,0,2011-2012,False,0.122
Gennaro Delvecchio,ITA,MF,Lecce,Serie A,33,16,1254,0,0,2011-2012,False,0.0
Papa Demba Camara,SEN,GK,Sochaux,Ligue 1,18,1,74,0,0,2011-2012,False,0.0
Garra Dembélé,MLI,"FW,MF",Freiburg,Bundesliga,25,16,375,1,1,2011-2012,True,0.48
Mousa Dembélé,BEL,MF,Fulham,Premier League,24,36,2936,2,2,2011-2012,True,0.1226
Martín Demichelis,ARG,"DF,MF",Málaga,La Liga,30,35,3020,2,1,2011-2012,True,0.0894
Vadim Demidov,NOR,"DF,MF",Real Sociedad,La Liga,24,23,1836,0,1,2011-2012,True,0.049
Clint Dempsey,USA,"FW,MF",Fulham,Premier League,28,37,3322,17,6,2011-2012,True,0.6231
Germán Denis,ARG,FW,Atalanta,Serie A,29,33,2881,16,3,2011-2012,True,0.5935
Rafael van der Vaart,NED,MF,Tottenham Hotspur,Premier League,28,33,2314,11,7,2011-2012,True,0.7001
Eren Derdiyok,SUI,FW,Leverkusen,Bundesliga,23,25,1221,7,2,2011-2012,True,0.6634
Geoffrey Dernis,FRA,"FW,MF",Montpellier,Ligue 1,30,20,978,5,1,2011-2012,True,0.5521
Anthony Deroin,FRA,MF,Caen,Ligue 1,32,5,154,0,0,2011-2012,False,0.0
Shaun Derry,ENG,MF,QPR,Premier League,33,29,2225,1,0,2011-2012,False,0.0404
Julian Derstroff,GER,"FW,MF",Kaiserslautern,Bundesliga,19,12,727,1,0,2011-2012,False,0.1238
Daniele Dessena,ITA,MF,Cagliari,Serie A,24,12,1055,1,0,2011-2012,False,0.0853
Mattia Destro,ITA,FW,Siena,Serie A,20,30,2183,12,2,2011-2012,True,0.5772
Gerard Deulofeu,ESP,"FW,MF",Barcelona,La Liga,17,1,29,0,0,2011-2012,False,0.0
Antoine Devaux,FRA,"DF,MF",Toulouse,Ligue 1,26,22,1650,2,1,2011-2012,True,0.1636
Ángel Di María,ARG,"FW,MF",Real Madrid,La Liga,23,23,1326,5,14,2011-2012,True,1.2896
Luca Di Matteo,ITA,"DF,MF",Lecce,Serie A,23,7,391,0,0,2011-2012,False,0.0
David Di Michele,ITA,FW,Lecce,Serie A,35,29,2441,11,3,2011-2012,True,0.5162
Antonio Di Natale,ITA,FW,Udinese,Serie A,33,36,3044,23,7,2011-2012,True,0.887
Franco Di Santo,ARG,FW,Wigan Athletic,Premier League,22,32,2024,7,1,2011-2012,True,0.3557
Marco Di Vaio,ITA,FW,Bologna,Serie A,35,37,2714,10,6,2011-2012,True,0.5306
Cheick Diabaté,MLI,FW,Bordeaux,Ligue 1,23,26,1292,8,3,2011-2012,True,0.7663
Zié Diabaté,CIV,DF,Dijon,Ligue 1,22,14,1009,0,1,2011-2012,True,0.0892
Abou Diaby,FRA,MF,Arsenal,Premier League,25,4,94,0,0,2011-2012,False,0.0
Fallou Diagne,SEN,DF,Freiburg,Bundesliga,21,15,1160,1,0,2011-2012,False,0.0776
Pape Diakhaté,SEN,DF,Granada,La Liga,27,11,930,0,0,2011-2012,False,0.0
Drissa Diakité,MLI,"DF,MF",Nice,Ligue 1,26,16,1050,0,0,2011-2012,False,0.0
Modibo Diakité,FRA,DF,Lazio,Serie A,24,25,1890,1,1,2011-2012,True,0.0952
Samba Diakité,MLI,MF,QPR,Premier League,22,9,672,1,0,2011-2012,False,0.1339
Samba Diakité,MLI,MF,Nancy,Ligue 1,22,15,1129,0,0,2011-2012,False,0.0
Abdoulaye Diallo,SEN,GK,Rennes,Ligue 1,19,1,90,0,0,2011-2012,False,0.0
Zakaria Diallo,FRA,DF,Dijon,Ligue 1,24,3,270,0,0,2011-2012,False,0.0
Alessandro Diamanti,ITA,"FW,MF",Bologna,Serie A,28,30,2138,8,5,2011-2012,True,0.5472
Mohamed Diamé,SEN,MF,Wigan Athletic,Premier League,24,26,1600,3,0,2011-2012,False,0.1687
Salif Diao,SEN,MF,Stoke City,Premier League,34,6,121,0,0,2011-2012,False,0.0
Alou Diarra,FRA,MF,Marseille,Ligue 1,30,34,2363,2,1,2011-2012,True,0.1143
Lassana Diarra,FRA,MF,Real Madrid,La Liga,26,17,1137,0,0,2011-2012,False,0.0
Mahamadou Diarra,MLI,MF,Fulham,Premier League,30,11,749,1,1,2011-2012,True,0.2403
Sigamary Diarra,MLI,"FW,MF",Lorient,Ligue 1,27,7,228,0,0,2011-2012,False,0.0
André Dias,BRA,DF,Lazio,Serie A,32,23,1809,0,0,2011-2012,False,0.0
Rafaël Dias,FRA,MF,Sochaux,Ligue 1,20,3,40,0,0,2011-2012,False,0.0
Baba Diawara,SEN,FW,Sevilla,La Liga,23,11,406,3,0,2011-2012,False,0.665
Fousseni Diawara,MLI,DF,Ajaccio,Ligue 1,30,23,1891,3,2,2011-2012,True,0.238
Souleymane Diawara,SEN,DF,Marseille,Ligue 1,32,23,1954,1,1,2011-2012,True,0.0921
Cata Díaz,ARG,DF,Getafe,La Liga,32,36,3240,0,0,2011-2012,False,0.0
Florian Dick,GER,DF,Kaiserslautern,Bundesliga,26,32,2880,2,1,2011-2012,True,0.0938
Daniel Didavi,GER,"FW,MF",Nürnberg,Bundesliga,21,23,1539,9,2,2011-2012,True,0.6433
Étienne Didot,FRA,MF,Toulouse,Ligue 1,28,23,1949,1,2,2011-2012,True,0.1385
Diego,BRA,MF,Atlético Madrid,La Liga,26,30,2185,3,2,2011-2012,True,0.2059
Dennis Diekmeier,GER,"DF,MF",Hamburger SV,Bundesliga,21,24,2011,0,1,2011-2012,True,0.0448
Didier Digard,FRA,MF,Nice,Ligue 1,25,30,2377,0,0,2011-2012,False,0.0
Lucas Digne,FRA,"DF,MF",Lille,Ligue 1,18,16,1203,0,0,2011-2012,False,0.0
Ismaël Diomandé,CIV,MF,Saint-Étienne,Ligue 1,18,2,99,0,0,2011-2012,False,0.0
Papakouli Diop,SEN,MF,Racing Sant,La Liga,25,34,2856,1,4,2011-2012,True,0.1576
Sylvain Distin,FRA,DF,Everton,Premier League,33,27,2218,0,1,2011-2012,True,0.0406
Brice Dja Djédjé,CIV,"DF,MF",Evian,Ligue 1,20,34,2944,2,1,2011-2012,True,0.0917
Franck Dja Djédjé,CIV,"FW,MF",Nice,Ligue 1,25,27,1465,4,0,2011-2012,False,0.2457
Johan Djourou,SUI,DF,Arsenal,Premier League,24,18,1163,0,1,2011-2012,True,0.0774
Dusan Djurić,SWE,MF,Valenciennes,Ligue 1,26,5,165,0,0,2011-2012,False,0.0
Marco Djuricin,AUT,FW,Hertha BSC,Bundesliga,18,2,37,0,0,2011-2012,False,0.0
Stephen Dobbie,SCO,FW,Swansea City,Premier League,28,8,262,0,0,2011-2012,False,0.0
Matt Doherty,IRL,"DF,MF",Wolves,Premier League,19,1,45,0,0,2011-2012,False,0.0
Álvaro Domínguez,ESP,DF,Atlético Madrid,La Liga,22,28,2037,3,0,2011-2012,False,0.1325
Maurizio Domizzi,ITA,DF,Udinese,Serie A,31,31,2595,1,2,2011-2012,True,0.104
Massimo Donati,ITA,MF,Palermo,Serie A,30,18,1620,2,1,2011-2012,True,0.1667
Ji Dong-won,KOR,"FW,MF",Sunderland,Premier League,20,19,453,2,2,2011-2012,True,0.7947
Doni,BRA,GK,Liverpool,Premier League,31,4,295,0,0,2011-2012,False,0.0
Landon Donovan,USA,"FW,MF",Everton,Premier League,29,7,630,0,3,2011-2012,True,0.4286
Graham Dorrans,SCO,"FW,MF",West Brom,Premier League,24,31,1524,3,2,2011-2012,True,0.2953
Eduardo dos Santos,BRA,FW,Ajaccio,Ligue 1,30,19,1512,5,2,2011-2012,True,0.4167
Giovani dos Santos,MEX,"FW,MF",Tottenham Hotspur,Premier League,22,7,58,0,0,2011-2012,False,0.0
Jonathan dos Santos,MEX,MF,Barcelona,La Liga,21,3,119,0,0,2011-2012,False,0.0
Andrea Dossena,ITA,"DF,MF",Napoli,Serie A,29,33,2194,2,3,2011-2012,True,0.2051
Mathieu Dossevi,TOG,"FW,MF",Valenciennes,Ligue 1,23,20,1085,1,0,2011-2012,False,0.0829
Thierry Doubai,CIV,MF,Udinese,Serie A,23,1,2,0,0,2011-2012,False,0.0
Thierry Doubai,CIV,MF,Sochaux,Ligue 1,23,10,569,1,0,2011-2012,False,0.1582
Tongo Doumbia,MLI,MF,Rennes,Ligue 1,21,25,1727,2,1,2011-2012,True,0.1563
Ladislas Douniama,CGO,FW,Lorient,Ligue 1,25,6,327,0,0,2011-2012,False,0.0
Stewart Downing,ENG,"FW,MF",Liverpool,Premier League,27,36,2473,0,0,2011-2012,False,0.0
Kevin Doyle,IRL,FW,Wolves,Premier League,27,33,2349,4,7,2011-2012,True,0.4215
Boukary Dramé,SEN,"DF,MF",Chievo,Serie A,26,18,1466,1,1,2011-2012,True,0.1228
Julian Draxler,GER,"FW,MF",Schalke 04,Bundesliga,17,30,1762,2,3,2011-2012,True,0.2554
Royston Drenthe,NED,"DF,MF",Everton,Premier League,24,21,1042,3,5,2011-2012,True,0.691
Jaroslav Drobný,CZE,GK,Hamburger SV,Bundesliga,31,32,2812,0,0,2011-2012,False,0.0
Didier Drogba,CIV,FW,Chelsea,Premier League,33,24,1480,5,1,2011-2012,True,0.3649
Adam Drury,ENG,DF,Norwich City,Premier League,32,12,901,0,0,2011-2012,False,0.0
Sebastián Dubarbier,ARG,"DF,FW",Lorient,Ligue 1,25,1,16,0,0,2011-2012,False,0.0
David Ducourtioux,FRA,"DF,MF",Valenciennes,Ligue 1,33,30,2220,0,1,2011-2012,True,0.0405
Duda,POR,"DF,FW",Málaga,La Liga,31,25,1153,1,1,2011-2012,True,0.1561
Dariusz Dudka,POL,"DF,MF",Auxerre,Ligue 1,27,34,2833,2,2,2011-2012,True,0.1271
Damien Duff,IRL,"FW,MF",Fulham,Premier League,32,28,2114,2,3,2011-2012,True,0.2129
Shane Duffy,IRL,"DF,MF",Everton,Premier League,19,4,213,0,0,2011-2012,False,0.0
Tomislav Dujmović,CRO,MF,Zaragoza,La Liga,30,12,714,1,0,2011-2012,False,0.1261
David Dunn,ENG,MF,Blackburn Rovers,Premier League,31,26,1598,2,1,2011-2012,True,0.169
Richard Dunne,IRL,DF,Aston Villa,Premier League,31,28,2519,1,0,2011-2012,False,0.0357
Kieron Dyer,ENG,MF,QPR,Premier League,32,1,6,0,0,2011-2012,False,0.0
Nathan Dyer,ENG,"FW,MF",Swansea City,Premier League,23,34,2359,5,2,2011-2012,True,0.2671
Edin Džeko,BIH,FW,Manchester City,Premier League,25,30,1509,14,3,2011-2012,True,1.0139
Blerim Džemaili,SUI,MF,Napoli,Serie A,25,27,1930,3,4,2011-2012,True,0.3264
Chris Eagles,ENG,MF,Bolton Wanderers,Premier League,25,34,2289,4,6,2011-2012,True,0.3932
Osarimen Ebagua,NGA,FW,Catania,Serie A,25,3,77,0,0,2011-2012,False,0.0
Sylvan Ebanks-Blake,ENG,FW,Wolves,Premier League,25,23,1025,1,3,2011-2012,True,0.3512
Patrick Ebert,GER,"FW,MF",Hertha BSC,Bundesliga,24,26,1815,0,3,2011-2012,True,0.1488
Albin Ebondo,FRA,DF,Saint-Étienne,Ligue 1,27,25,2093,0,1,2011-2012,True,0.043
Ion Echaide,ESP,DF,Osasuna,La Liga,23,3,106,0,0,2011-2012,False,0.0
Bruno Ecuele Manga,GAB,DF,Lorient,Ligue 1,23,32,2800,2,1,2011-2012,True,0.0964
Éder,ITA,FW,Cesena,Serie A,24,17,1219,2,1,2011-2012,True,0.2215
Ederson,BRA,MF,Lyon,Ligue 1,25,15,538,2,0,2011-2012,False,0.3346
Edu,BRA,FW,Schalke 04,Bundesliga,29,1,26,0,0,2011-2012,False,0.0
Zé Eduardo,BRA,FW,Genoa,Serie A,23,9,281,0,0,2011-2012,False,0.0
Zé Eduardo,BRA,MF,Parma,Serie A,19,4,132,0,0,2011-2012,False,0.0
David Edwards,WAL,MF,Wolves,Premier League,25,26,1928,3,1,2011-2012,True,0.1867
Mario Eggimann,SUI,DF,Hannover 96,Bundesliga,30,16,1176,0,0,2011-2012,False,0.0
Sebastián Eguren,URU,MF,Sporting Gijón,La Liga,30,19,1018,2,0,2011-2012,False,0.1768
Fabrice Ehret,FRA,"DF,MF",Evian,Ligue 1,31,19,1662,0,1,2011-2012,True,0.0542
Christian Eichner,GER,DF,Köln,Bundesliga,28,29,2076,0,1,2011-2012,True,0.0434
Christian Eigler,GER,FW,Nürnberg,Bundesliga,27,23,1206,1,1,2011-2012,True,0.1493
Albin Ekdal,SWE,MF,Cagliari,Serie A,22,30,1990,1,1,2011-2012,True,0.0905
Mehmet Ekici,TUR,MF,Werder Bremen,Bundesliga,21,21,946,1,2,2011-2012,True,0.2854
Borja Ekiza,ESP,DF,Athletic Club,La Liga,23,21,1254,0,0,2011-2012,False,0.0
Joel Ekstrand,SWE,DF,Udinese,Serie A,22,11,522,0,0,2011-2012,False,0.0
Steeve Elana,GUI,GK,Brest,Ligue 1,31,37,3330,0,0,2011-2012,False,0.0
Eljero Elia,NED,"FW,MF",Hamburger SV,Bundesliga,24,4,121,0,0,2011-2012,False,0.0
Eljero Elia,NED,"FW,MF",Juventus,Serie A,24,4,95,0,0,2011-2012,False,0.0
Eliseu,POR,"DF,MF",Málaga,La Liga,27,25,1635,2,2,2011-2012,True,0.2202
Ahmed Elmohamady,EGY,"DF,MF",Sunderland,Premier League,23,18,785,1,1,2011-2012,True,0.2293
George Elokobi,CMR,DF,Wolves,Premier League,25,9,298,0,0,2011-2012,False,0.0
Gorka Elustondo,ESP,"DF,MF",Real Sociedad,La Liga,24,17,1408,1,1,2011-2012,True,0.1278
Urby Emanuelson,NED,"DF,FW",Milan,Serie A,25,30,1671,2,4,2011-2012,True,0.3232
Innocent Emeghara,SUI,FW,Lorient,Ligue 1,22,27,1267,5,1,2011-2012,True,0.4262
Brett Emerton,AUS,"DF,MF",Blackburn Rovers,Premier League,32,2,135,0,0,2011-2012,False,0.0
José Enrique,ESP,DF,Liverpool,Premier League,25,35,2995,0,2,2011-2012,True,0.0601
Hogan Ephraim,ENG,"FW,MF",QPR,Premier League,23,2,43,0,0,2011-2012,False,0.0
Mevlüt Erdinç,TUR,FW,Rennes,Ligue 1,24,12,776,4,0,2011-2012,False,0.4639
Mevlüt Erdinç,TUR,FW,Paris Saint-Germain,Ligue 1,24,11,143,1,1,2011-2012,True,1.2587
Sebastian Eriksson,SWE,"DF,MF",Cagliari,Serie A,22,1,2,0,0,2011-2012,False,0.0
Julien Escudé,FRA,DF,Sevilla,La Liga,31,24,2091,1,0,2011-2012,False,0.043
Sergio Escudero,ESP,"DF,MF",Schalke 04,Bundesliga,21,6,409,0,0,2011-2012,False,0.0
Bernardo Espinosa,COL,DF,Racing Sant,La Liga,22,25,2205,2,0,2011-2012,False,0.0816
Andrea Esposito,ITA,DF,Lecce,Serie A,25,27,1956,1,0,2011-2012,False,0.046
Michael Essien,GHA,"DF,MF",Chelsea,Premier League,28,14,919,0,1,2011-2012,True,0.0979
Alexander Esswein,GER,"FW,MF",Nürnberg,Bundesliga,21,26,1822,4,3,2011-2012,True,0.3458
Marcelo Estigarribia,PAR,"DF,MF",Juventus,Serie A,23,14,718,1,0,2011-2012,False,0.1253
Dani Estrada,ESP,"DF,MF",Real Sociedad,La Liga,24,29,2260,2,1,2011-2012,True,0.1195
Marco Estrada,CHI,"DF,MF",Montpellier,Ligue 1,28,30,2119,1,3,2011-2012,True,0.1699
Matthew Etherington,ENG,MF,Stoke City,Premier League,29,30,2359,3,7,2011-2012,True,0.3815
Dickson Etuhu,NGA,MF,Fulham,Premier League,29,22,910,0,0,2011-2012,False,0.0
Beñat Etxebarria,ESP,MF,Real Betis,La Liga,24,35,2626,6,5,2011-2012,True,0.377
Jonny Evans,NIR,DF,Manchester Utd,Premier League,23,29,2424,1,3,2011-2012,True,0.1485
Patrice Evra,FRA,DF,Manchester Utd,Premier League,30,37,3234,0,4,2011-2012,True,0.1113
Oscar Ewolo,CGO,"DF,MF",Brest,Ligue 1,32,27,1550,0,0,2011-2012,False,0.0
Diego Fabbrini,ITA,"FW,MF",Udinese,Serie A,21,14,657,2,0,2011-2012,False,0.274
Fábio,BRA,DF,Manchester Utd,Premier League,21,5,248,0,0,2011-2012,False,0.0
Cesc Fàbregas,ESP,"FW,MF",Barcelona,La Liga,24,28,1931,9,7,2011-2012,True,0.7457
Fabricio,ESP,GK,Real Betis,La Liga,23,15,1350,0,0,2011-2012,False,0.0
Emerse Faé,CIV,MF,Nice,Ligue 1,27,4,303,0,0,2011-2012,False,0.0
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,22,9,748,0,0,2011-2012,False,0.0
Fayçal Fajr,MAR,MF,Caen,Ligue 1,22,13,745,0,0,2011-2012,False,0.0
Radamel Falcao,COL,FW,Atlético Madrid,La Liga,25,34,2933,24,5,2011-2012,True,0.8899
Simon Falette,GUI,DF,Lorient,Ligue 1,19,1,90,0,0,2011-2012,False,0.0
Rod Fanni,FRA,DF,Marseille,Ligue 1,29,29,2267,1,0,2011-2012,False,0.0397
Cheick Fantamady Diarra,MLI,"FW,MF",Rennes,Ligue 1,19,1,11,0,0,2011-2012,False,0.0
Davide Faraoni,ITA,"DF,MF",Inter,Serie A,19,14,602,1,0,2011-2012,False,0.1495
Simone Farelli,ITA,GK,Siena,Serie A,28,1,90,0,0,2011-2012,False,0.0
Jefferson Farfán,PER,"FW,MF",Schalke 04,Bundesliga,26,23,1740,4,8,2011-2012,True,0.6207
