player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_recorded,ga_per_90
Matthew Kilgallon,ENG,DF,Sunderland,Premier League,28.0,6,511,0,0,2012-2013,False,0.0
Oliver Kirch,GER,"DF,MF",Dortmund,Bundesliga,29.0,4,185,0,0,2012-2013,False,0.0
Jan Kirchhoff,GER,"DF,MF",Mainz 05,Bundesliga,21.0,18,1096,0,1,2012-2013,True,0.0821
Sonny Kittel,GER,"FW,MF",Eintracht Frankfurt,Bundesliga,19.0,6,39,0,0,2012-2013,False,0.0
Hiroshi Kiyotake,JPN,"FW,MF",Nürnberg,Bundesliga,22.0,31,2554,4,11,2012-2013,True,0.5286
Simon Kjær,DEN,DF,Wolfsburg,Bundesliga,23.0,22,1680,2,1,2012-2013,True,0.1607
Ivan Klasnić,CRO,FW,Mainz 05,Bundesliga,32.0,3,67,1,0,2012-2013,False,1.3433
Felix Klaus,GER,"FW,MF",Greuther Fürth,Bundesliga,19.0,24,1660,2,1,2012-2013,True,0.1627
Ragnar Klavan,EST,DF,Augsburg,Bundesliga,26.0,30,2572,0,0,2012-2013,False,0.0
Thomas Kleine,GER,DF,Greuther Fürth,Bundesliga,34.0,22,1691,0,0,2012-2013,False,0.0
Viktor Klonaridis,BEL,"FW,MF",Lille,Ligue 1,20.0,3,42,0,0,2012-2013,False,0.0
Miroslav Klose,GER,FW,Lazio,Serie A,34.0,29,2180,15,1,2012-2013,True,0.6606
Timm Klose,SUI,DF,Nürnberg,Bundesliga,24.0,32,2798,2,1,2012-2013,True,0.0965
Robin Knoche,GER,DF,Wolfsburg,Bundesliga,20.0,11,792,0,0,2012-2013,False,0.0
Billy Knott,ENG,MF,Sunderland,Premier League,19.0,1,18,0,0,2012-2013,False,0.0
Benjamin Köhler,GER,MF,Eintracht Frankfurt,Bundesliga,31.0,6,35,0,0,2012-2013,False,0.0
Dominik Kohr,GER,"DF,MF",Leverkusen,Bundesliga,18.0,4,32,0,0,2012-2013,False,0.0
Koke,ESP,MF,Atlético Madrid,La Liga,20.0,33,2506,3,11,2012-2013,True,0.5028
Aleksandar Kolarov,SRB,DF,Manchester City,Premier League,26.0,20,1056,1,2,2012-2013,True,0.2557
Sead Kolašinac,BIH,"DF,MF",Schalke 04,Bundesliga,19.0,16,1105,0,1,2012-2013,True,0.0814
Timothée Kolodziejczak,FRA,DF,Nice,Ligue 1,20.0,37,3330,0,4,2012-2013,True,0.1081
Vincent Kompany,BEL,DF,Manchester City,Premier League,26.0,26,2237,1,0,2012-2013,False,0.0402
Geoffrey Kondogbia,CTA,"DF,MF",Sevilla,La Liga,19.0,31,1904,1,1,2012-2013,True,0.0945
Arouna Koné,CIV,FW,Wigan Athletic,Premier League,28.0,34,2930,11,5,2012-2013,True,0.4915
Bakary Koné,BFA,DF,Lyon,Ligue 1,24.0,14,1260,1,0,2012-2013,False,0.0714
Djakaridja Koné,BFA,MF,Evian,Ligue 1,26.0,16,1266,0,2,2012-2013,True,0.1422
Lamine Koné,CIV,DF,Lorient,Ligue 1,23.0,32,2685,3,1,2012-2013,True,0.1341
Panagiotis Kone,GRE,MF,Bologna,Serie A,25.0,31,2111,6,1,2012-2013,True,0.2984
Abdoulay Konko,FRA,"DF,MF",Lazio,Serie A,28.0,25,2069,1,3,2012-2013,True,0.174
Anders Konradsen,NOR,MF,Rennes,Ligue 1,22.0,6,188,0,0,2012-2013,False,0.0
Noah Korczowski,GER,DF,Nürnberg,Bundesliga,18.0,3,24,0,0,2012-2013,False,0.0
Laurent Koscielny,FRA,DF,Arsenal,Premier League,26.0,25,1676,2,1,2012-2013,True,0.1611
Dorge Kouemaha,CMR,FW,Eintracht Frankfurt,Bundesliga,29.0,2,40,0,0,2012-2013,False,0.0
Mateo Kovačić,CRO,MF,Inter,Serie A,18.0,13,1026,0,1,2012-2013,True,0.0877
Libor Kozák,CZE,FW,Lazio,Serie A,23.0,19,727,0,0,2012-2013,False,0.0
Luka Krajnc,SVN,DF,Genoa,Serie A,17.0,3,69,0,0,2012-2013,False,0.0
Rene Krhin,SVN,"FW,MF",Bologna,Serie A,22.0,21,1312,0,0,2012-2013,False,0.0
Bojan Krkić,ESP,"FW,MF",Milan,Serie A,21.0,19,743,3,2,2012-2013,True,0.6057
Pavel Krmaš,CZE,"DF,MF",Freiburg,Bundesliga,32.0,17,1332,2,0,2012-2013,False,0.1351
Michael Krohn-Dehli,DEN,"FW,MF",Celta Vigo,La Liga,29.0,34,2812,1,6,2012-2013,True,0.224
Felix Kroos,GER,"DF,FW",Werder Bremen,Bundesliga,21.0,5,357,0,0,2012-2013,False,0.0
Toni Kroos,GER,MF,Bayern Munich,Bundesliga,22.0,24,1915,6,8,2012-2013,True,0.658
Nenad Krstičić,SRB,MF,Sampdoria,Serie A,22.0,25,1919,1,2,2012-2013,True,0.1407
Tim Krul,NED,GK,Newcastle United,Premier League,24.0,24,2126,0,1,2012-2013,True,0.0423
Max Kruse,GER,"FW,MF",Freiburg,Bundesliga,24.0,34,2942,11,8,2012-2013,True,0.5812
Robbie Kruse,AUS,"FW,MF",Düsseldorf,Bundesliga,23.0,30,2553,4,6,2012-2013,True,0.3525
Grzegorz Krychowiak,POL,MF,Reims,Ligue 1,22.0,35,3060,4,0,2012-2013,False,0.1176
Per Krøldrup,DEN,DF,Pescara,Serie A,33.0,5,410,0,0,2012-2013,False,0.0
Juraj Kucka,SVK,MF,Genoa,Serie A,25.0,33,2817,3,3,2012-2013,True,0.1917
Jasmin Kurtić,SVN,MF,Palermo,Serie A,23.0,31,2319,0,1,2012-2013,True,0.0388
Zdravko Kuzmanović,SRB,MF,Stuttgart,Bundesliga,24.0,12,739,0,0,2012-2013,False,0.0
Zdravko Kuzmanović,SRB,MF,Inter,Serie A,24.0,13,891,0,1,2012-2013,True,0.101
William Kvist,DEN,MF,Stuttgart,Bundesliga,27.0,23,1859,0,0,2012-2013,False,0.0
Sotirios Kyrgiakos,GRE,DF,Wolfsburg,Bundesliga,33.0,2,129,0,0,2012-2013,False,0.0
Alberto de la Bella,ESP,DF,Real Sociedad,La Liga,26.0,36,3202,3,2,2012-2013,True,0.1405
Mikel Labaka,ESP,DF,Rayo Vallecano,La Liga,31.0,10,648,0,0,2012-2013,False,0.0
Carlos Labrín,CHI,DF,Palermo,Serie A,21.0,1,19,0,0,2012-2013,False,0.0
Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,21.0,31,2278,3,4,2012-2013,True,0.2766
Mehdi Lacen,ALG,MF,Getafe,La Liga,28.0,20,931,0,0,2012-2013,False,0.0
Guillaume Lacour,FRA,MF,Evian,Ligue 1,31.0,19,1199,0,0,2012-2013,False,0.0
Ángel Lafita,ESP,"FW,MF",Getafe,La Liga,27.0,26,1700,2,0,2012-2013,False,0.1059
Roberto Lago,ESP,"DF,MF",Celta Vigo,La Liga,26.0,34,2821,0,3,2012-2013,True,0.0957
Philipp Lahm,GER,"DF,MF",Bayern Munich,Bundesliga,28.0,29,2501,0,11,2012-2013,True,0.3958
Marc Lais,GER,MF,Freiburg,Bundesliga,21.0,1,9,0,0,2012-2013,False,0.0
Srđan Lakić,CRO,FW,Wolfsburg,Bundesliga,28.0,8,149,0,0,2012-2013,False,0.0
Srđan Lakić,CRO,FW,Eintracht Frankfurt,Bundesliga,28.0,14,752,4,0,2012-2013,False,0.4787
Kenny Lala,MAD,"DF,MF",Valenciennes,Ligue 1,20.0,7,585,1,0,2012-2013,False,0.1538
Adam Lallana,ENG,"FW,MF",Southampton,Premier League,24.0,30,2229,3,5,2012-2013,True,0.323
Zhi-Gin Lam,GER,"DF,MF",Hamburger SV,Bundesliga,21.0,4,336,0,0,2012-2013,False,0.0
Roland Lamah,BEL,"FW,MF",Osasuna,La Liga,24.0,15,781,2,2,2012-2013,True,0.4609
Roland Lamah,BEL,"FW,MF",Swansea City,Premier League,24.0,5,155,0,0,2012-2013,False,0.0
Rickie Lambert,ENG,FW,Southampton,Premier League,30.0,38,3126,15,5,2012-2013,True,0.5758
Andreas Lambertz,GER,MF,Düsseldorf,Bundesliga,27.0,28,2262,1,3,2012-2013,True,0.1592
Érik Lamela,ARG,"FW,MF",Roma,Serie A,20.0,33,2597,15,4,2012-2013,True,0.6585
Frank Lampard,ENG,MF,Chelsea,Premier League,34.0,29,1904,15,1,2012-2013,True,0.7563
Mickaël Landreau,FRA,GK,Bastia,Ligue 1,33.0,19,1672,0,0,2012-2013,False,0.0
Mickaël Landreau,FRA,GK,Lille,Ligue 1,33.0,15,1350,0,0,2012-2013,False,0.0
Jens Langeneke,GER,"DF,MF",Düsseldorf,Bundesliga,35.0,16,1390,2,0,2012-2013,False,0.1295
Mitchell Langerak,AUS,GK,Dortmund,Bundesliga,23.0,3,270,0,0,2012-2013,False,0.0
Sebastian Langkamp,GER,DF,Augsburg,Bundesliga,24.0,11,990,0,0,2012-2013,False,0.0
Martin Lanig,GER,MF,Eintracht Frankfurt,Bundesliga,28.0,19,365,3,1,2012-2013,True,0.9863
Maurizio Lanzaro,ITA,DF,Zaragoza,La Liga,30.0,1,60,0,0,2012-2013,False,0.0
Aymeric Laporte,ESP,DF,Athletic Club,La Liga,18.0,15,1203,0,0,2012-2013,False,0.0
Bertrand Laquait,FRA,GK,Evian,Ligue 1,35.0,29,2501,0,0,2012-2013,False,0.0
Danilo Larangeira,BRA,DF,Udinese,Serie A,28.0,32,2817,2,1,2012-2013,True,0.0958
Joaquín Larrivey,ARG,FW,Cagliari,Serie A,27.0,3,195,0,0,2012-2013,False,0.0
Marcelo Larrondo,CHI,FW,Fiorentina,Serie A,23.0,7,274,2,0,2012-2013,False,0.6569
Marcelo Larrondo,CHI,FW,Siena,Serie A,23.0,3,71,0,0,2012-2013,False,0.0
Daniel Larsson,SWE,"FW,MF",Valladolid,La Liga,25.0,18,1352,0,1,2012-2013,True,0.0666
Sebastian Larsson,SWE,MF,Sunderland,Premier League,27.0,38,2977,1,3,2012-2013,True,0.1209
Miguel de las Cuevas,ESP,MF,Osasuna,La Liga,26.0,16,1123,1,0,2012-2013,False,0.0801
Paul Lasne,FRA,MF,Ajaccio,Ligue 1,23.0,28,1633,1,0,2012-2013,False,0.0551
Martin Latka,CZE,DF,Düsseldorf,Bundesliga,27.0,13,1170,0,0,2012-2013,False,0.0
Laure,ESP,DF,Dep La Coruña,La Liga,27.0,11,945,0,1,2012-2013,True,0.0952
Wesley Lautoa,NCL,"DF,MF",Lorient,Ligue 1,24.0,27,2212,2,1,2012-2013,True,0.1221
Ezequiel Lavezzi,ARG,"FW,MF",Paris Saint-Germain,Ligue 1,27.0,28,2096,3,3,2012-2013,True,0.2576
Andrea Lazzari,ITA,MF,Udinese,Serie A,27.0,24,1679,1,4,2012-2013,True,0.268
Ronan Le Crom,FRA,GK,Paris Saint-Germain,Ligue 1,38.0,1,20,0,0,2012-2013,False,0.0
Adam le Fondre,ENG,FW,Reading,Premier League,25.0,34,1514,12,1,2012-2013,True,0.7728
Arnaud Le Lan,FRA,DF,Lorient,Ligue 1,34.0,13,856,1,0,2012-2013,False,0.1051
Anthony Le Tallec,FRA,"FW,MF",Valenciennes,Ligue 1,27.0,20,1494,5,4,2012-2013,True,0.5422
Benjamin Lecomte,FRA,GK,Lorient,Ligue 1,21.0,5,395,0,0,2012-2013,False,0.0
Cristian Ledesma,ITA,MF,Lazio,Serie A,29.0,36,2951,1,1,2012-2013,True,0.061
Nicola Legrottaglie,ITA,DF,Catania,Serie A,35.0,27,2279,3,0,2012-2013,False,0.1185
Mikele Leigertwood,ATG,"DF,MF",Reading,Premier League,29.0,30,2645,1,0,2012-2013,False,0.034
Moritz Leitner,GER,MF,Dortmund,Bundesliga,19.0,25,990,0,2,2012-2013,True,0.1818
Lucas Leiva,BRA,MF,Liverpool,Premier League,25.0,26,1942,0,1,2012-2013,True,0.0463
Florian Lejeune,FRA,"DF,MF",Brest,Ligue 1,21.0,10,851,0,0,2012-2013,False,0.0
Christian Lell,GER,DF,Levante,La Liga,27.0,21,1773,2,0,2012-2013,False,0.1015
Mario Lemina,GAB,"DF,MF",Lorient,Ligue 1,18.0,10,505,0,0,2012-2013,False,0.0
Fabien Lemoine,FRA,MF,Saint-Étienne,Ligue 1,25.0,35,2511,1,2,2012-2013,True,0.1075
Aaron Lennon,ENG,"FW,MF",Tottenham Hotspur,Premier League,25.0,34,2821,4,7,2012-2013,True,0.3509
Bernd Leno,GER,GK,Leverkusen,Bundesliga,20.0,32,2880,0,0,2012-2013,False,0.0
Pedro León,ESP,"FW,MF",Getafe,La Liga,25.0,29,2267,3,7,2012-2013,True,0.397
Joleon Lescott,ENG,DF,Manchester City,Premier League,29.0,26,1551,1,0,2012-2013,False,0.058
Benoît Lesoimier,FRA,MF,Brest,Ligue 1,29.0,27,1937,2,5,2012-2013,True,0.3252
Tobias Levels,GER,DF,Düsseldorf,Bundesliga,25.0,19,1534,0,1,2012-2013,True,0.0587
Robert Lewandowski,POL,FW,Dortmund,Bundesliga,23.0,31,2595,24,5,2012-2013,True,1.0058
Eric Lichaj,USA,DF,Aston Villa,Premier League,23.0,17,1140,0,1,2012-2013,True,0.0789
Stephan Lichtsteiner,SUI,"DF,MF",Juventus,Serie A,28.0,28,2064,4,2,2012-2013,True,0.2616
Mario Lička,CZE,MF,Brest,Ligue 1,30.0,24,1563,0,1,2012-2013,True,0.0576
Johan Liébus,FRA,GK,Reims,Ligue 1,33.0,2,135,0,0,2012-2013,False,0.0
Jonathan Ligali,FRA,GK,Montpellier,Ligue 1,21.0,1,90,0,0,2012-2013,False,0.0
Anders Lindegaard,DEN,GK,Manchester Utd,Premier League,28.0,10,900,0,0,2012-2013,False,0.0
Anthony Lippini,FRA,DF,Ajaccio,Ligue 1,23.0,8,608,0,0,2012-2013,False,0.0
Marko Livaja,CRO,"FW,MF",Atalanta,Serie A,18.0,11,611,2,1,2012-2013,True,0.4419
Marko Livaja,CRO,"FW,MF",Inter,Serie A,18.0,6,111,0,0,2012-2013,False,0.0
Jake Livermore,ENG,MF,Tottenham Hotspur,Premier League,22.0,11,421,0,0,2012-2013,False,0.0
Adem Ljajić,SRB,"FW,MF",Fiorentina,Serie A,20.0,28,1612,11,6,2012-2013,True,0.9491
Cristian Llama,ARG,MF,Fiorentina,Serie A,26.0,5,122,0,0,2012-2013,False,0.0
Matthias Llambrich,FRA,MF,Bastia,Ligue 1,19.0,1,14,0,0,2012-2013,False,0.0
Samuel Llorca,ESP,DF,Celta Vigo,La Liga,27.0,1,37,0,0,2012-2013,False,0.0
Diego Llorente,ESP,DF,Real Madrid,La Liga,18.0,1,4,0,0,2012-2013,False,0.0
Fernando Llorente,ESP,FW,Athletic Club,La Liga,27.0,26,901,4,0,2012-2013,False,0.3996
Joseba Llorente,ESP,FW,Osasuna,La Liga,32.0,24,909,1,0,2012-2013,False,0.099
Hugo Lloris,FRA,GK,Tottenham Hotspur,Premier League,25.0,27,2430,0,0,2012-2013,False,0.0
Hugo Lloris,FRA,GK,Lyon,Ligue 1,25.0,2,180,0,0,2012-2013,False,0.0
Bogdan Lobonț,ROU,GK,Roma,Serie A,34.0,5,405,0,0,2012-2013,False,0.0
Francesco Lodi,ITA,MF,Catania,Serie A,28.0,33,2858,6,8,2012-2013,True,0.4409
Raoul Loé,CMR,MF,Osasuna,La Liga,23.0,23,1572,2,1,2012-2013,True,0.1718
Lolo,ESP,"FW,MF",Valladolid,La Liga,19.0,7,105,0,0,2012-2013,False,0.0
Lolo,ESP,"DF,MF",Osasuna,La Liga,27.0,22,1604,1,1,2012-2013,True,0.1122
Shane Long,IRL,FW,West Brom,Premier League,25.0,34,2151,8,4,2012-2013,True,0.5021
Samuele Longo,ITA,FW,Espanyol,La Liga,20.0,18,996,3,0,2012-2013,False,0.2711
Glenn Loovens,NED,DF,Zaragoza,La Liga,28.0,21,1684,0,0,2012-2013,False,0.0
Anthony Lopes,POR,GK,Lyon,Ligue 1,21.0,5,450,0,0,2012-2013,False,0.0
Adrián López,ESP,FW,Atlético Madrid,La Liga,24.0,32,1505,3,1,2012-2013,True,0.2392
Adrián López,ESP,DF,Wigan Athletic,Premier League,25.0,5,357,0,0,2012-2013,False,0.0
Álex López,ESP,MF,Celta Vigo,La Liga,24.0,33,2434,2,1,2012-2013,True,0.1109
Ángel López,ESP,"DF,MF",Real Betis,La Liga,31.0,11,742,1,0,2012-2013,False,0.1213
Antonio López,ESP,"DF,MF",Mallorca,La Liga,30.0,8,663,0,0,2012-2013,False,0.0
Diego López,ESP,GK,Real Madrid,La Liga,30.0,16,1440,0,0,2012-2013,False,0.0
Diego López,ESP,GK,Sevilla,La Liga,30.0,8,663,0,0,2012-2013,False,0.0
Íñigo López,ESP,DF,Granada,La Liga,30.0,23,1911,0,0,2012-2013,False,0.0
Isma López,ESP,"DF,FW",Athletic Club,La Liga,22.0,8,477,0,0,2012-2013,False,0.0
Javi López,ESP,"DF,MF",Espanyol,La Liga,26.0,32,2553,1,0,2012-2013,False,0.0353
Lisandro López,ARG,"FW,MF",Lyon,Ligue 1,29.0,31,2258,11,2,2012-2013,True,0.5182
Maxi López,ARG,FW,Sampdoria,Serie A,28.0,17,889,4,2,2012-2013,True,0.6074
Pedro López Muñoz,ESP,DF,Levante,La Liga,28.0,17,1448,0,1,2012-2013,True,0.0622
Nicolás López,URU,"FW,MF",Roma,Serie A,18.0,6,62,1,0,2012-2013,False,1.4516
Alberto Lopo,ESP,DF,Getafe,La Liga,32.0,21,1679,1,1,2012-2013,True,0.1072
Joseph Lopy,SEN,"DF,MF",Sochaux,Ligue 1,20.0,17,1329,0,1,2012-2013,True,0.0677
Grégory Lorenzi,FRA,DF,Brest,Ligue 1,28.0,10,900,0,1,2012-2013,True,0.1
Jordan Lotiès,FRA,DF,Nancy,Ligue 1,27.0,25,1995,2,1,2012-2013,True,0.1353
Jeff Louis,HAI,MF,Nancy,Ligue 1,19.0,13,375,0,0,2012-2013,False,0.0
Dejan Lovren,CRO,DF,Lyon,Ligue 1,23.0,18,1561,1,0,2012-2013,False,0.0577
Matthew Lowton,ENG,DF,Aston Villa,Premier League,23.0,37,3266,2,3,2012-2013,True,0.1378
Alessandro Lucarelli,ITA,DF,Parma,Serie A,35.0,32,2735,1,0,2012-2013,False,0.0329
Enrique de Lucas,ESP,"FW,MF",Celta Vigo,La Liga,33.0,24,738,3,0,2012-2013,False,0.3659
Stefano Lucchini,ITA,DF,Atalanta,Serie A,31.0,21,1695,0,1,2012-2013,True,0.0531
Manuel Lucena,ESP,DF,Granada,La Liga,29.0,2,178,0,0,2012-2013,False,0.0
Luciano,BRA,MF,Chievo,Serie A,36.0,24,1113,1,4,2012-2013,True,0.4043
Lúcio,BRA,DF,Juventus,Serie A,34.0,1,90,0,0,2012-2013,False,0.0
Andreas Ludwig,GER,MF,Hoffenheim,Bundesliga,21.0,5,116,0,0,2012-2013,False,0.0
Diego Lugano,URU,DF,Málaga,La Liga,31.0,11,929,0,1,2012-2013,True,0.0969
Filipe Luís,BRA,DF,Atlético Madrid,La Liga,26.0,32,2797,1,1,2012-2013,True,0.0644
José Luis Martí,ESP,MF,Mallorca,La Liga,37.0,29,1754,1,1,2012-2013,True,0.1026
André Luiz,BRA,DF,Nancy,Ligue 1,32.0,18,1578,2,1,2012-2013,True,0.1711
David Luiz,BRA,"DF,MF",Chelsea,Premier League,25.0,30,2632,2,2,2012-2013,True,0.1368
Romelu Lukaku,BEL,FW,West Brom,Premier League,19.0,35,2005,17,4,2012-2013,True,0.9426
Assani Lukimya-Mulongoti,COD,DF,Werder Bremen,Bundesliga,26.0,22,1589,1,0,2012-2013,False,0.0566
Senad Lulić,BIH,"DF,MF",Lazio,Serie A,26.0,33,2606,1,6,2012-2013,True,0.2417
Antonio Luna,ESP,DF,Mallorca,La Liga,21.0,11,925,0,0,2012-2013,False,0.0
Antonio Luna,ESP,DF,Sevilla,La Liga,21.0,4,108,0,0,2012-2013,False,0.0
Matti Lund Nielsen,DEN,MF,Pescara,Serie A,24.0,19,1321,0,2,2012-2013,True,0.1363
Cristiano Lupatelli,ITA,GK,Fiorentina,Serie A,34.0,1,18,0,0,2012-2013,False,0.0
Germán Lux,ARG,GK,Dep La Coruña,La Liga,30.0,4,315,0,0,2012-2013,False,0.0
Cheikh M'Bengue,SEN,DF,Toulouse,Ligue 1,24.0,28,2334,0,1,2012-2013,True,0.0386
Ali M'Madi,COM,"FW,MF",Evian,Ligue 1,22.0,2,132,0,0,2012-2013,False,0.0
Yann M'Vila,FRA,MF,Rennes,Ligue 1,22.0,16,1015,0,1,2012-2013,True,0.0887
Federico Macheda,ITA,FW,Stuttgart,Bundesliga,20.0,14,204,0,0,2012-2013,False,0.0
Darwin Machís,VEN,"FW,MF",Granada,La Liga,19.0,4,48,0,1,2012-2013,True,1.875
Jamie Mackie,SCO,"FW,MF",QPR,Premier League,26.0,29,1713,2,0,2012-2013,False,0.1051
Lévy Madinda,GAB,MF,Celta Vigo,La Liga,20.0,5,165,0,0,2012-2013,False,0.0
Alexander Madlung,GER,DF,Wolfsburg,Bundesliga,30.0,15,620,2,0,2012-2013,False,0.2903
Hedwiges Maduro,NED,"DF,MF",Sevilla,La Liga,27.0,26,1317,0,0,2012-2013,False,0.0
Christian Maggio,ITA,"DF,MF",Napoli,Serie A,30.0,31,2713,4,5,2012-2013,True,0.2986
Maicosuel,BRA,MF,Udinese,Serie A,26.0,20,1206,2,2,2012-2013,True,0.2985
Modibo Maïga,MLI,"FW,MF",West Ham United,Premier League,24.0,17,421,2,2,2012-2013,True,0.8551
Diego Mainz,ESP,DF,Granada,La Liga,29.0,27,2369,1,1,2012-2013,True,0.076
Arnaud Maire,FRA,DF,Ajaccio,Ligue 1,33.0,6,314,0,0,2012-2013,False,0.0
Róbert Mak,SVK,"FW,MF",Nürnberg,Bundesliga,21.0,19,873,1,2,2012-2013,True,0.3093
Cédric Makiadi,COD,MF,Freiburg,Bundesliga,28.0,29,2263,3,2,2012-2013,True,0.1989
Tripy Makonda,FRA,DF,Brest,Ligue 1,22.0,7,549,0,1,2012-2013,True,0.1639
Jean Makoun,CMR,MF,Rennes,Ligue 1,29.0,28,2395,2,3,2012-2013,True,0.1879
Steed Malbranque,FRA,MF,Lyon,Ligue 1,32.0,31,2484,2,7,2012-2013,True,0.3261
Cephas Malele,SUI,FW,Palermo,Serie A,18.0,3,36,0,0,2012-2013,False,0.0
Stelios Malezas,GRE,DF,Düsseldorf,Bundesliga,27.0,21,1883,0,0,2012-2013,False,0.0
Yunus Mallı,TUR,MF,Mainz 05,Bundesliga,20.0,14,662,1,0,2012-2013,False,0.136
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,21.0,17,1530,0,0,2012-2013,False,0.0
Shaun Maloney,SCO,"FW,MF",Wigan Athletic,Premier League,29.0,36,2938,6,8,2012-2013,True,0.4289
Michael Mancienne,SEY,"DF,MF",Hamburger SV,Bundesliga,24.0,21,1755,0,0,2012-2013,False,0.0
Andrea Mancini,ITA,FW,Pescara,Serie A,16.0,1,16,0,0,2012-2013,False,0.0
Steve Mandanda,FRA,GK,Marseille,Ligue 1,27.0,38,3420,0,0,2012-2013,False,0.0
Aïssa Mandi,ALG,DF,Reims,Ligue 1,20.0,29,2461,2,1,2012-2013,True,0.1097
Mikael Mandron,FRA,FW,Sunderland,Premier League,17.0,2,23,0,0,2012-2013,False,0.0
Mario Mandžukić,CRO,"FW,MF",Bayern Munich,Bundesliga,26.0,24,1725,15,1,2012-2013,True,0.8348
Mané,ESP,"DF,MF",Getafe,La Liga,30.0,13,1010,1,1,2012-2013,True,0.1782
Thomas Manfredini,ITA,DF,Genoa,Serie A,32.0,14,1235,0,1,2012-2013,True,0.0729
Thomas Manfredini,ITA,DF,Atalanta,Serie A,32.0,15,1245,0,0,2012-2013,False,0.0
Kader Mangane,SEN,"DF,MF",Sunderland,Premier League,29.0,2,20,0,0,2012-2013,False,0.0
Thomas Mangani,FRA,MF,Nancy,Ligue 1,25.0,34,2545,0,5,2012-2013,True,0.1768
Alex Manninger,AUT,GK,Augsburg,Bundesliga,35.0,12,1080,0,0,2012-2013,False,0.0
Daniele Mannini,ITA,MF,Siena,Serie A,28.0,7,280,0,0,2012-2013,False,0.0
Vito Mannone,ITA,GK,Arsenal,Premier League,24.0,9,810,0,0,2012-2013,False,0.0
Stanislav Manolev,BUL,"DF,MF",Fulham,Premier League,26.0,5,431,0,0,2012-2013,False,0.0
Javier Manquillo,ESP,DF,Atlético Madrid,La Liga,18.0,3,198,0,1,2012-2013,True,0.4545
Andrea Mantovani,ITA,DF,Palermo,Serie A,28.0,6,387,0,0,2012-2013,False,0.0
Manucho,ANG,FW,Valladolid,La Liga,29.0,25,1648,8,2,2012-2013,True,0.5461
José Manuel Casado,ESP,DF,Rayo Vallecano,La Liga,25.0,28,2270,0,4,2012-2013,True,0.1586
José Manuel Fernández,ESP,DF,Zaragoza,La Liga,22.0,11,709,0,1,2012-2013,True,0.1269
Juan Manuel Ortiz,ESP,"DF,MF",Granada,La Liga,30.0,22,819,0,2,2012-2013,True,0.2198
José Manuel Pinto,ESP,GK,Barcelona,La Liga,36.0,7,630,0,0,2012-2013,False,0.0
Juan Manuel Vargas,PER,"DF,MF",Genoa,Serie A,28.0,20,1339,0,2,2012-2013,True,0.1344
Toifilou Maoulida,FRA,FW,Bastia,Ligue 1,33.0,31,1740,6,1,2012-2013,True,0.3621
Florian Marange,FRA,DF,Bordeaux,Ligue 1,26.0,19,1379,0,0,2012-2013,False,0.0
Marcelo,BRA,"DF,MF",Real Madrid,La Liga,24.0,14,1059,0,0,2012-2013,False,0.0
Sylvain Marchal,FRA,DF,Bastia,Ligue 1,32.0,30,2403,1,0,2012-2013,False,0.0375
Carlos Marchena,ESP,"DF,MF",Dep La Coruña,La Liga,33.0,22,1849,2,0,2012-2013,False,0.0973
Giovanni Marchese,ITA,DF,Catania,Serie A,27.0,30,2656,2,2,2012-2013,True,0.1355
Federico Marchetti,ITA,GK,Lazio,Serie A,29.0,33,2970,0,0,2012-2013,False,0.0
Marco Marchionni,ITA,MF,Parma,Serie A,32.0,28,2253,1,2,2012-2013,True,0.1198
Claudio Marchisio,ITA,MF,Juventus,Serie A,26.0,29,2470,6,2,2012-2013,True,0.2915
Marcos,BRA,FW,Troyes,Ligue 1,32.0,33,1375,3,2,2012-2013,True,0.3273
Nélson Marcos,POR,DF,Palermo,Serie A,29.0,8,466,1,0,2012-2013,False,0.1931
Nélson Marcos,POR,DF,Real Betis,La Liga,29.0,10,896,0,0,2012-2013,False,0.0
Óscar de Marcos,ESP,"DF,FW",Athletic Club,La Liga,23.0,36,3136,6,4,2012-2013,True,0.287
Lucas Mareque,ARG,DF,Lorient,Ligue 1,29.0,10,772,1,2,2012-2013,True,0.3497
Enzo Maresca,ITA,MF,Sampdoria,Serie A,32.0,16,1136,3,1,2012-2013,True,0.3169
José Mari,ESP,MF,Zaragoza,La Liga,24.0,24,1466,0,0,2012-2013,False,0.0
José María Movilla,ESP,MF,Zaragoza,La Liga,37.0,29,2100,0,3,2012-2013,True,0.1286
Mariano,BRA,"DF,MF",Bordeaux,Ligue 1,26.0,32,2743,1,2,2012-2013,True,0.0984
Adrian Mariappa,JAM,DF,Reading,Premier League,25.0,29,2610,1,0,2012-2013,False,0.0345
Ciprian Marica,ROU,FW,Schalke 04,Bundesliga,26.0,13,711,3,1,2012-2013,True,0.5063
McDonald Mariga,KEN,MF,Inter,Serie A,25.0,1,10,0,0,2012-2013,False,0.0
McDonald Mariga,KEN,MF,Parma,Serie A,25.0,2,30,0,0,2012-2013,False,0.0
Guido Marilungo,ITA,FW,Atalanta,Serie A,22.0,2,44,0,0,2012-2013,False,0.0
Marko Marin,GER,"FW,MF",Chelsea,Premier League,23.0,6,144,1,1,2012-2013,True,1.25
