player,nationality,position,team,league,age,matches,minutes,goals,assists,season,assists_missing,ga_per_90
Jimmy Algerino,FRA,DF,Paris Saint-Germain,Division 1,27,20,1603,2,1,1999-2000,False,0.1684
Hervé Alicarte,FRA,DF,Bordeaux,Division 1,24,27,2430,5,2,1999-2000,False,0.2593
Mohammed Aliyu,NGA,FW,Milan,Serie A,17,1,19,0,0,1999-2000,True,0.0
Bittor Alkiza,ESP,MF,Athletic Club,La Liga,28,27,2152,0,2,1999-2000,False,0.0836
Rafael Alkorta,ESP,DF,Athletic Club,La Liga,30,24,2014,1,1,1999-2000,False,0.0894
Marco Almeida,POR,DF,Southampton,Premier League,22,1,19,0,0,1999-2000,False,0.0
Matías Almeyda,ARG,"DF,MF",Lazio,Serie A,25,19,1327,1,1,1999-2000,False,0.1356
John Aloisi,AUS,FW,Coventry City,Premier League,23,7,275,2,0,1999-2000,False,0.6545
Aloísio,BRA,FW,Saint-Étienne,Division 1,24,29,2417,8,6,1999-2000,False,0.5213
Edu Alonso,ESP,MF,Athletic Club,La Liga,25,23,1063,0,4,1999-2000,False,0.3387
Txema Alonso,ESP,"DF,MF",Racing Sant,La Liga,28,18,1057,0,0,1999-2000,False,0.0
Jérôme Alonzo,FRA,GK,Saint-Étienne,Division 1,26,25,2250,0,0,1999-2000,False,0.0
Ünal Alpuğan,GER,MF,Schalke 04,Bundesliga,25,26,1534,0,2,1999-2000,False,0.1173
Armando Álvarez,ESP,DF,Mallorca,La Liga,29,17,934,1,3,1999-2000,False,0.3854
Íker Álvarez,ESP,GK,Real Sociedad,La Liga,22,3,186,0,0,1999-2000,False,0.0
Óscar Álvarez,ESP,DF,Oviedo,La Liga,22,3,91,0,0,1999-2000,False,0.0
Alex Alves,BRA,FW,Hertha BSC,Bundesliga,24,15,1093,4,1,1999-2000,False,0.4117
José Amavisca,ESP,"FW,MF",Racing Sant,La Liga,28,32,2781,2,7,1999-2000,False,0.2913
Iván Amaya,ESP,DF,Rayo Vallecano,La Liga,20,21,1465,1,0,1999-2000,False,0.0614
Gabriele Ambrosetti,ITA,MF,Chelsea,Premier League,25,16,736,0,0,1999-2000,False,0.0
Massimo Ambrosini,ITA,MF,Milan,Serie A,22,29,2134,2,1,1999-2000,False,0.1265
Raffaele Ametrano,ITA,MF,Cagliari,Serie A,26,11,734,0,0,1999-2000,False,0.0
Daniel Amieva,ESP,MF,Oviedo,La Liga,23,15,644,1,3,1999-2000,False,0.559
Guillermo Amor,ESP,MF,Fiorentina,Serie A,31,8,238,0,0,1999-2000,False,0.0
Christian Amoroso,ITA,MF,Fiorentina,Serie A,22,23,1331,0,0,1999-2000,False,0.0
Márcio Amoroso,BRA,FW,Parma,Serie A,25,16,1107,4,2,1999-2000,False,0.4878
Nicola Amoruso,ITA,FW,Perugia,Serie A,24,25,1904,11,1,1999-2000,False,0.5672
Gharib Amzine,MAR,MF,Strasbourg,Division 1,26,10,472,0,0,1999-2000,False,0.0
Giuseppe Anastasi,ITA,DF,Hellas Verona,Serie A,25,1,58,0,0,1999-2000,True,0.0
Ingo Anderbrügge,GER,MF,Schalke 04,Bundesliga,35,2,30,0,0,1999-2000,True,0.0
Trond Andersen,NOR,DF,Wimbledon,Premier League,24,36,3087,0,3,1999-2000,False,0.0875
Sonny Anderson,BRA,FW,Lyon,Division 1,28,32,2745,23,1,1999-2000,False,0.7869
Daniel Andersson,SWE,"DF,MF",Bari,Serie A,21,32,2880,5,3,1999-2000,False,0.25
Kennet Andersson,SWE,FW,Bologna,Serie A,31,28,2302,7,4,1999-2000,False,0.4301
Kennet Andersson,SWE,FW,Lazio,Serie A,31,2,31,0,0,1999-2000,False,0.0
Patrik Andersson,SWE,DF,Bayern Munich,Bundesliga,27,16,1030,0,0,1999-2000,False,0.0
Darren Anderton,ENG,MF,Tottenham Hotspur,Premier League,27,22,1968,3,5,1999-2000,False,0.3659
Tore André Flo,NOR,FW,Chelsea,Premier League,26,34,1904,10,1,1999-2000,False,0.52
Pierre-Yves André,FRA,FW,Bastia,Division 1,25,29,2238,7,1,1999-2000,False,0.3217
Juan Andrés Gómez,ARG,DF,Real Sociedad,La Liga,28,31,2273,0,1,1999-2000,False,0.0396
Martin Andresen,NOR,"FW,MF",Wimbledon,Premier League,22,14,511,1,0,1999-2000,False,0.1761
Nicolas Anelka,FRA,FW,Real Madrid,La Liga,20,20,1188,2,3,1999-2000,False,0.3788
Miguel Ángel Angulo,ESP,"FW,MF",Valencia,La Liga,22,30,1902,5,1,1999-2000,False,0.2839
Miguel Ángel Benítez,PAR,FW,Espanyol,La Liga,29,23,1549,7,2,1999-2000,False,0.5229
Miguel Ángel Nadal,ESP,"DF,MF",Mallorca,La Liga,33,31,2602,0,0,1999-2000,False,0.0
Miguel Ángel Soria,ESP,DF,Numancia,La Liga,25,14,1103,1,0,1999-2000,False,0.0816
Miguel Ángel Soria,ESP,DF,Valencia,La Liga,25,3,110,0,0,1999-2000,False,0.0
Jocelyn Angloma,FRA,"DF,MF",Valencia,La Liga,33,29,2322,1,2,1999-2000,False,0.1163
Iván Ania,ESP,MF,Oviedo,La Liga,21,13,391,1,1,1999-2000,False,0.4604
Mikel Antía,ESP,DF,Real Sociedad,La Liga,26,13,630,1,0,1999-2000,False,0.1429
Tomas Antonelius,SWE,DF,Coventry City,Premier League,26,10,635,0,0,1999-2000,False,0.0
José Antonio Pikabea,ESP,DF,Real Sociedad,La Liga,28,26,2138,2,0,1999-2000,False,0.0842
José Antonio Reyes,ESP,MF,Sevilla,La Liga,15,1,5,0,0,1999-2000,True,0.0
Francesco Antonioli,ITA,GK,Roma,Serie A,29,30,2700,0,0,1999-2000,False,0.0
Luigi Apolloni,ITA,DF,Hellas Verona,Serie A,32,28,2483,2,0,1999-2000,False,0.0725
Stephen Appiah,GHA,MF,Udinese,Serie A,18,4,225,0,1,1999-2000,False,0.4
Ilija Aračić,CRO,FW,Hertha BSC,Bundesliga,28,12,472,1,1,1999-2000,False,0.3814
Santiago Aragón,ESP,MF,Zaragoza,La Liga,31,33,2580,1,9,1999-2000,False,0.3488
Mikel Aranburu,ESP,MF,Real Sociedad,La Liga,20,27,1927,3,3,1999-2000,False,0.2802
Agustín Aranzábal,ESP,DF,Real Sociedad,La Liga,26,31,2790,1,2,1999-2000,False,0.0968
Leonardo Araújo,BRA,"DF,MF",Milan,Serie A,29,20,936,4,3,1999-2000,False,0.6731
Neal Ardley,ENG,MF,Wimbledon,Premier League,26,17,993,2,1,1999-2000,False,0.2719
Arílson,BRA,MF,Valladolid,La Liga,26,5,121,0,0,1999-2000,False,0.0
Pierre Aristouy,FRA,FW,Nantes,Division 1,19,4,59,0,0,1999-2000,False,0.0
Alun Armstrong,ENG,FW,Middlesbrough,Premier League,24,12,341,1,0,1999-2000,False,0.2639
Chris Armstrong,ENG,FW,Tottenham Hotspur,Premier League,28,31,2513,14,1,1999-2000,False,0.5372
Francesc Arnau,ESP,GK,Barcelona,La Liga,24,16,1440,0,0,1999-2000,False,0.0
John Arne Riise,NOR,"DF,MF",Monaco,Division 1,18,21,1061,1,2,1999-2000,False,0.2545
Pegguy Arphexad,FRA,GK,Leicester City,Premier League,26,11,973,0,0,1999-2000,False,0.0
Frédéric Arpinon,FRA,MF,Troyes,Division 1,30,30,2406,1,4,1999-2000,False,0.187
Dominique Arribagé,FRA,DF,Rennes,Division 1,28,24,2127,0,0,1999-2000,False,0.0
Arteaga,ESP,MF,Espanyol,La Liga,30,37,2847,4,5,1999-2000,False,0.2845
Edoardo Artistico,ITA,FW,Torino,Serie A,30,8,294,2,0,1999-2000,False,0.6122
Magnus Arvidsson,SWE,FW,Hansa Rostock,Bundesliga,26,33,2152,9,3,1999-2000,False,0.5019
Claudio Arzeno,ARG,DF,Racing Sant,La Liga,28,30,2548,2,0,1999-2000,False,0.0706
Gerald Asamoah,GER,"FW,MF",Schalke 04,Bundesliga,20,33,1990,4,2,1999-2000,False,0.2714
David Asensio López,NAN,,Athletic Club,La Liga,19,1,56,0,0,1999-2000,True,0.0
Éric Assati,REU,DF,Auxerre,Division 1,24,20,1549,0,0,1999-2000,False,0.0
Marcos Assunção,BRA,MF,Roma,Serie A,23,21,1767,1,4,1999-2000,False,0.2547
Antonino Asta,ITA,MF,Torino,Serie A,28,8,447,0,0,1999-2000,False,0.0
Martín Astudillo,ARG,MF,Alavés,La Liga,21,29,2506,4,4,1999-2000,False,0.2873
Ludovic Asuar,FRA,MF,Metz,Division 1,22,24,1693,1,1,1999-2000,False,0.1063
Peter Atherton,ENG,"DF,MF",Sheffield Weds,Premier League,29,35,3134,1,0,1999-2000,False,0.0287
Jean-Marie Aubry,FRA,GK,Monaco,Division 1,30,4,360,0,0,1999-2000,False,0.0
Celso Ayala,PAR,DF,Atlético Madrid,La Liga,28,9,758,1,0,1999-2000,False,0.1187
Roberto Ayala,ARG,DF,Milan,Serie A,26,13,891,0,0,1999-2000,False,0.0
Jorge Azkoitia,ESP,MF,Alavés,La Liga,25,21,885,3,0,1999-2000,False,0.3051
Ibrahim Ba,FRA,MF,Perugia,Serie A,25,16,1089,1,0,1999-2000,False,0.0826
Christof Babatz,GER,MF,Hamburger SV,Bundesliga,24,5,175,0,0,1999-2000,False,0.0
Celestine Babayaro,NGA,"DF,MF",Chelsea,Premier League,20,25,2057,0,0,1999-2000,False,0.0
Markus Babbel,GER,DF,Bayern Munich,Bundesliga,26,26,2060,1,2,1999-2000,False,0.1311
Jonathan Bachini,ITA,MF,Juventus,Serie A,24,6,285,0,0,1999-2000,False,0.0
Walid Badir,ISR,"DF,MF",Wimbledon,Premier League,25,21,1054,1,0,1999-2000,False,0.0854
Mamadou Bagayoko,MLI,FW,Strasbourg,Division 1,20,11,802,0,0,1999-2000,False,0.0
Dino Baggio,ITA,MF,Parma,Serie A,28,24,1847,0,2,1999-2000,False,0.0975
Roberto Baggio,ITA,"FW,MF",Inter,Serie A,32,18,767,4,4,1999-2000,False,0.9387
Karim Bagheri,IRN,MF,Arminia,Bundesliga,25,11,374,1,0,1999-2000,False,0.2406
Gustave Bahoken,CMR,DF,Le Havre,Division 1,20,1,44,0,0,1999-2000,True,0.0
Francesco Baiano,ITA,FW,Derby County,Premier League,31,9,456,0,2,1999-2000,False,0.3947
Pascal Baills,FRA,DF,Montpellier,Division 1,34,7,447,0,0,1999-2000,False,0.0
Mickaël Bailly,NAN,,Rennes,Division 1,21,1,12,0,0,1999-2000,True,0.0
Jacek Bąk,POL,DF,Lyon,Division 1,26,18,1334,1,1,1999-2000,False,0.1349
Adrian Bakalli,BEL,MF,Watford,Premier League,22,2,65,0,0,1999-2000,False,0.0
Ibrahima Bakayoko,CIV,FW,Marseille,Division 1,22,23,1426,8,3,1999-2000,False,0.6942
Bakero,POR,,Sevilla,La Liga,21,1,29,0,0,1999-2000,True,0.0
Eirik Bakke,NOR,MF,Leeds United,Premier League,21,29,2229,2,1,1999-2000,False,0.1211
Krasimir Balakov,BUL,MF,Stuttgart,Bundesliga,33,30,2316,6,6,1999-2000,False,0.4663
Abel Balbo,ARG,FW,Fiorentina,Serie A,33,19,899,3,2,1999-2000,False,0.5006
Elvir Baljić,BIH,"FW,MF",Real Madrid,La Liga,25,11,391,1,0,1999-2000,False,0.2302
Kevin Ball,ENG,"DF,MF",Sunderland,Premier League,34,11,514,0,0,1999-2000,False,0.0
Michael Ball,ENG,DF,Everton,Premier League,19,25,1439,1,0,1999-2000,False,0.0625
Michael Ballack,GER,MF,Leverkusen,Bundesliga,22,23,1893,3,2,1999-2000,False,0.2377
David Balleri,ITA,DF,Lecce,Serie A,30,32,2728,0,0,1999-2000,False,0.0
Salva Ballesta,ESP,FW,Racing Sant,La Liga,24,36,3038,27,3,1999-2000,False,0.8887
Marco Ballotta,ITA,GK,Lazio,Serie A,35,9,721,0,0,1999-2000,False,0.0
Holger Ballwanz,GER,"DF,MF",Wolfsburg,Bundesliga,31,15,776,1,0,1999-2000,False,0.116
Ricardo Bango,ESP,MF,Oviedo,La Liga,30,11,726,3,3,1999-2000,False,0.7438
Jean-Kasongo Banza,COD,FW,Wolfsburg,Bundesliga,25,12,388,2,0,1999-2000,False,0.4639
Hélder Baptista,POR,MF,Rayo Vallecano,La Liga,27,27,2010,1,0,1999-2000,False,0.0448
Rubén Baraja,ESP,MF,Atlético Madrid,La Liga,24,26,1729,3,3,1999-2000,False,0.3123
Sergej Barbarez,BIH,"FW,MF",Dortmund,Bundesliga,27,14,635,2,2,1999-2000,False,0.5669
Cédric Barbosa,FRA,MF,Montpellier,Division 1,23,30,1702,1,0,1999-2000,False,0.0529
Constantin Barbu,ROU,MF,Numancia,La Liga,28,34,2082,6,4,1999-2000,False,0.4323
Cédric Bardon,FRA,"FW,MF",Rennes,Division 1,22,27,1647,4,2,1999-2000,False,0.3279
Sergi Barjuán,ESP,DF,Barcelona,La Liga,27,19,1230,1,0,1999-2000,False,0.0732
José Barkero,ESP,MF,Real Sociedad,La Liga,20,6,189,1,0,1999-2000,False,0.4762
Nick Barmby,ENG,"FW,MF",Everton,Premier League,25,37,3097,9,8,1999-2000,False,0.494
Karsten Bäron,GER,FW,Hamburger SV,Bundesliga,26,7,228,0,1,1999-2000,False,0.3947
Roberto Baronio,ITA,MF,Reggina,Serie A,21,31,2482,3,2,1999-2000,False,0.1813
Graham Barrett,IRL,FW,Arsenal,Premier League,17,2,10,0,0,1999-2000,False,0.0
Gareth Barry,ENG,MF,Aston Villa,Premier League,18,30,2700,1,1,1999-2000,False,0.0667
Gustavo Bartelt,ARG,FW,Roma,Serie A,24,3,20,0,0,1999-2000,True,0.0
Mike Barten,GER,DF,Werder Bremen,Bundesliga,25,16,1229,0,0,1999-2000,False,0.0
Fabien Barthez,FRA,GK,Monaco,Division 1,28,24,2155,0,0,1999-2000,False,0.0
Warren Barton,ENG,DF,Newcastle United,Premier League,30,34,2871,0,3,1999-2000,False,0.094
Patrick Barul,FRA,DF,Lens,Division 1,21,9,523,0,1,1999-2000,False,0.1721
Mario Basler,GER,"FW,MF",Kaiserslautern,Bundesliga,30,18,1478,1,8,1999-2000,False,0.548
Christian Bassila,FRA,"DF,MF",Rennes,Division 1,21,23,1416,1,0,1999-2000,False,0.0636
Basti,ESP,FW,Málaga,La Liga,25,2,17,0,0,1999-2000,False,0.0
Christophe Bastien,FRA,MF,Metz,Division 1,23,11,698,2,0,1999-2000,False,0.2579
Gérald Baticle,FRA,FW,Metz,Division 1,29,19,1468,6,0,1999-2000,False,0.3678
Gabriel Batistuta,ARG,FW,Fiorentina,Serie A,30,30,2589,23,2,1999-2000,False,0.8691
Laurent Batlles,FRA,MF,Bordeaux,Division 1,23,19,475,0,0,1999-2000,False,0.0
Graziano Battistini,ITA,GK,Hellas Verona,Serie A,28,6,380,0,0,1999-2000,False,0.0
David Batty,ENG,MF,Leeds United,Premier League,30,16,1380,0,3,1999-2000,False,0.1957
Frank Baumann,GER,"DF,MF",Werder Bremen,Bundesliga,23,32,2880,5,2,1999-2000,False,0.2188
Karsten Baumann,GER,DF,Dortmund,Bundesliga,29,11,678,0,0,1999-2000,False,0.0
Steffen Baumgart,GER,FW,Wolfsburg,Bundesliga,27,1,16,0,0,1999-2000,True,0.0
Steffen Baumgart,GER,FW,Hansa Rostock,Bundesliga,27,26,1784,4,3,1999-2000,False,0.3531
Zoubeir Baya,TUN,MF,Freiburg,Bundesliga,28,25,2108,4,7,1999-2000,False,0.4696
Peter Beagrie,ENG,FW,Bradford City,Premier League,33,35,2759,7,5,1999-2000,False,0.3914
James Beattie,ENG,FW,Southampton,Premier League,21,18,674,0,0,1999-2000,False,0.0
Miladin Bečanović,MNE,FW,Le Havre,Division 1,26,10,410,2,0,1999-2000,False,0.439
Mikkel Beck,DEN,FW,Derby County,Premier League,26,11,541,1,0,1999-2000,False,0.1664
David Beckham,ENG,MF,Manchester Utd,Premier League,24,31,2605,6,15,1999-2000,False,0.7255
Wolfgang de Beer,GER,GK,Dortmund,Bundesliga,35,4,274,0,0,1999-2000,False,0.0
Ibon Begoña,ESP,DF,Alavés,La Liga,25,23,1336,0,0,1999-2000,False,0.0
David Beharall,ENG,DF,Newcastle United,Premier League,20,2,46,0,0,1999-2000,False,0.0
Markus Beierle,GER,FW,MSV Duisburg,Bundesliga,27,31,2489,7,5,1999-2000,False,0.4339
Stefan Beinlich,GER,MF,Leverkusen,Bundesliga,27,29,2412,11,7,1999-2000,False,0.6716
Radek Bejbl,CZE,"DF,MF",Atlético Madrid,La Liga,26,31,2403,0,0,1999-2000,False,0.0
Emanuele Belardi,ITA,GK,Reggina,Serie A,21,4,315,0,0,1999-2000,False,0.0
Antonio Bellavista,ITA,MF,Bari,Serie A,21,14,804,0,0,1999-2000,False,0.0
Gonzalo Belloso,ARG,FW,Strasbourg,Division 1,25,12,693,2,0,1999-2000,False,0.2597
Djamel Belmadi,ALG,MF,Marseille,Division 1,23,9,224,1,0,1999-2000,False,0.4018
Djamel Belmadi,ALG,MF,Celta Vigo,La Liga,23,10,316,0,0,1999-2000,False,0.0
Alberto Belsué,ESP,DF,Numancia,La Liga,31,20,1519,0,0,1999-2000,False,0.0
Mehdi Ben Slimane,TUN,FW,Freiburg,Bundesliga,25,22,1019,4,1,1999-2000,False,0.4416
Francis Benali,ENG,DF,Southampton,Premier League,30,26,2249,0,0,1999-2000,False,0.0
Ali Benarbia,ALG,MF,Paris Saint-Germain,Division 1,30,27,2393,0,8,1999-2000,False,0.3009
Antonio Benarrivo,ITA,DF,Parma,Serie A,30,18,1252,0,0,1999-2000,False,0.0
Sven Benken,GER,"DF,MF",Hansa Rostock,Bundesliga,29,24,1940,1,1,1999-2000,False,0.0928
Paulo Bento,POR,MF,Oviedo,La Liga,30,36,3066,2,0,1999-2000,False,0.0587
Francesco Benussi,ITA,GK,Venezia,Serie A,17,7,630,0,0,1999-2000,False,0.0
Héctor Berenguel,ESP,DF,Sevilla,La Liga,24,31,2452,0,1,1999-2000,False,0.0367
Pascal Berenguer,FRA,MF,Bastia,Division 1,18,1,2,0,0,1999-2000,True,0.0
John Beresford,ENG,DF,Southampton,Premier League,32,3,28,0,0,1999-2000,False,0.0
Marlon Beresford,ENG,GK,Middlesbrough,Premier League,29,1,90,0,0,1999-2000,False,0.0
Henning Berg,NOR,DF,Manchester Utd,Premier League,29,22,1635,1,0,1999-2000,False,0.055
Runar Berg,NOR,MF,Venezia,Serie A,28,28,1695,2,2,1999-2000,False,0.2124
Jörg Bergen,GER,DF,Unterhaching,Bundesliga,33,19,1525,0,2,1999-2000,False,0.118
Patrik Berger,CZE,MF,Liverpool,Premier League,25,34,2902,9,3,1999-2000,False,0.3722
Dennis Bergkamp,NED,FW,Arsenal,Premier League,30,28,1874,6,9,1999-2000,False,0.7204
Eduardo Berizzo,ARG,DF,Marseille,Division 1,29,13,1124,0,0,1999-2000,False,0.0
Andrea Bernini,ITA,MF,Reggina,Serie A,26,23,1355,0,0,1999-2000,False,0.0
Daniele Berretta,ITA,MF,Cagliari,Serie A,27,32,2825,6,0,1999-2000,False,0.1912
Iñaki Berruet,ESP,DF,Alavés,La Liga,26,5,321,0,0,1999-2000,False,0.0
Mathieu Berson,FRA,MF,Nantes,Division 1,19,12,913,0,0,1999-2000,False,0.0
Sékou Berthé,MLI,DF,Troyes,Division 1,21,10,718,0,0,1999-2000,False,0.0
Thomas Berthold,GER,DF,Stuttgart,Bundesliga,34,23,1994,0,0,1999-2000,False,0.0
Teddy Bertin,FRA,DF,Strasbourg,Division 1,29,34,3052,4,1,1999-2000,False,0.1474
Valerio Bertotto,ITA,DF,Udinese,Serie A,24,30,2700,0,0,1999-2000,False,0.0
Vladimir Beschastnykh,RUS,"FW,MF",Racing Sant,La Liga,25,22,521,1,1,1999-2000,False,0.3455
Stefano Bettarini,ITA,DF,Venezia,Serie A,27,20,1560,0,0,1999-2000,False,0.0
Robert Betts,ENG,MF,Coventry City,Premier League,17,2,20,0,0,1999-2000,False,0.0
Guillaume Beuzelin,FRA,MF,Le Havre,Division 1,20,24,1747,4,0,1999-2000,False,0.2061
Jon Bewers,ENG,"DF,MF",Aston Villa,Premier League,16,1,2,0,0,1999-2000,False,0.0
Habib Beye,SEN,DF,Strasbourg,Division 1,21,33,2970,1,0,1999-2000,False,0.0303
Giovanni Bia,ITA,DF,Bologna,Serie A,30,26,2097,1,0,1999-2000,False,0.0429
Leonardo Biagini,ARG,FW,Mallorca,La Liga,22,8,378,1,0,1999-2000,False,0.2381
Frédéric Biancalani,FRA,DF,Nancy,Division 1,25,27,1832,1,0,1999-2000,False,0.0491
André Biancarelli,FRA,GK,Metz,Division 1,29,3,270,0,0,1999-2000,False,0.0
Stefano Bianconi,ITA,DF,Cagliari,Serie A,30,8,516,0,0,1999-2000,False,0.0
Oliver Bierhoff,GER,FW,Milan,Serie A,31,30,2461,11,4,1999-2000,False,0.5486
Yoann Bigné,FRA,MF,Rennes,Division 1,21,27,1901,1,2,1999-2000,False,0.142
Fábio Bilica,BRA,DF,Venezia,Serie A,20,18,1566,0,0,1999-2000,False,0.0
Emiliano Biliotti,ITA,FW,Lecce,Serie A,24,19,753,0,1,1999-2000,False,0.1195
Marino Biliškov,CRO,DF,Wolfsburg,Bundesliga,23,20,1689,2,1,1999-2000,False,0.1599
Romarin Billong,CMR,DF,Saint-Étienne,Division 1,29,8,587,0,0,1999-2000,False,0.0
Uwe Bindewald,GER,DF,Eintracht Frankfurt,Bundesliga,30,20,1157,0,0,1999-2000,False,0.0
Jonatan Binotto,ITA,MF,Bologna,Serie A,24,12,611,0,0,1999-2000,False,0.0
Alessandro Birindelli,ITA,DF,Juventus,Serie A,24,22,589,0,1,1999-2000,False,0.1528
Jóhann Birnir Guðmundsson,ISL,MF,Watford,Premier League,21,9,248,0,0,1999-2000,False,0.0
Morten Bisgaard,DEN,MF,Udinese,Serie A,25,20,1095,1,0,1999-2000,False,0.0822
Pierpaolo Bisoli,ITA,MF,Perugia,Serie A,32,32,2133,0,0,1999-2000,False,0.0
Albano Bizzarri,ARG,GK,Real Madrid,La Liga,21,7,588,0,0,1999-2000,False,0.0
Joachim Björklund,SWE,DF,Valencia,La Liga,28,23,1424,0,0,1999-2000,False,0.0
Tommy Black,ENG,MF,Arsenal,Premier League,19,1,5,0,0,1999-2000,False,0.0
Dean Blackwell,ENG,DF,Wimbledon,Premier League,29,17,1328,0,0,1999-2000,False,0.0
Robbie Blake,ENG,"FW,MF",Bradford City,Premier League,23,28,1661,2,1,1999-2000,False,0.1626
Laurent Blanc,FRA,"DF,MF",Inter,Serie A,33,34,3060,4,0,1999-2000,False,0.1176
Serge Blanc,FRA,DF,Lyon,Division 1,26,24,1723,2,1,1999-2000,False,0.1567
Jocelyn Blanchard,FRA,MF,Lens,Division 1,27,27,2334,1,0,1999-2000,False,0.0386
Manuele Blasi,ITA,MF,Roma,Serie A,18,5,123,0,0,1999-2000,False,0.0
Patrick Blondeau,FRA,DF,Marseille,Division 1,31,23,2041,0,1,1999-2000,False,0.0441
Erik Bo Andersen,DEN,FW,MSV Duisburg,Bundesliga,28,1,17,0,0,1999-2000,True,0.0
Luís Boa Morte,POR,"FW,MF",Arsenal,Premier League,21,2,51,0,0,1999-2000,False,0.0
Luís Boa Morte,POR,"FW,MF",Southampton,Premier League,21,14,553,1,1,1999-2000,False,0.3255
George Boateng,NED,MF,Aston Villa,Premier League,23,33,2488,2,0,1999-2000,False,0.0723
